ano,cargo_efetivo,cargo_em_comissao_ou_funcao,linhas,matriculas_distintas,creditos,descontos,auxilios,liquido
2015,,ASSESSOR TERCEIRA SECRETARIA,3,2,"28.894,25","'-6.169,88","0,00","22.724,37"
2015,,ASSESSOR VICE-PRESIDENCIA,2,1,"18.549,50","'-4.888,83","0,00","13.660,67"
2015,,CARGO DE NATUREZA ESPECIAL,610,85,"10.440.438,17","'-2.945.825,66","0,00","7.494.612,51"
2015,,CARGO ESPECIAL DE GABINETE,6370,811,"38.270.723,78","'-10.093.567,40","0,00","28.177.156,38"
2015,,CHEFE DE ASSESSORIA,28,5,"481.224,72","'-201.933,55","0,00","279.291,17"
2015,,CHEFE DE DIVISAO,108,18,"1.455.989,91","'-498.136,07","0,00","957.853,84"
2015,,CHEFE DE GAB. PARLAMENTAR,112,11,"1.913.359,85","'-545.968,74","0,00","1.367.391,11"
2015,,CHEFE DE GAB. PARLAMENTAR - CNE -1,11,1,"147.357,38","'-44.835,63","0,00","102.521,75"
2015,,CHEFE DE GABINETE DE MEMBRO DA MESA,59,8,"1.008.582,99","'-349.476,55","0,00","659.106,44"
2015,,CHEFE DE GABINETE PARLAMENTAR,35,6,"616.372,37","'-201.704,84","0,00","414.667,53"
2015,,CHEFE DE SECAO,36,7,"451.299,86","'-147.853,25","0,00","303.446,61"
2015,,CHEFE DE SEÇÃO,12,2,"145.061,10","'-61.285,58","0,00","83.775,52"
2015,,CHEFE GAB. PARLAMENTAR,84,13,"1.371.938,35","'-458.350,67","0,00","913.587,68"
2015,,CHEFE GAB. WASNY DE ROURE,7,1,"125.723,24","'-60.083,31","0,00","65.639,93"
2015,,COORDENADOR,59,6,"908.804,59","'-296.174,42","0,00","612.630,17"
2015,,COORDENADOR DE POLICIA LEGISLATIVA,12,2,"175.524,60","'-70.660,92","0,00","104.863,68"
2015,,DEPUTADO DISTRITAL,276,26,"6.877.309,16","'-2.272.272,76","0,00","4.605.036,40"
2015,,DIRETOR,48,9,"779.447,60","'-256.629,33","0,00","522.818,27"
2015,,GERENTE COORDENADOR-FASCAL,12,3,"204.878,81","'-49.717,24","0,00","155.161,57"
2015,,MEMBRO-TITULAR,11,2,"118.510,72","'-55.082,93","0,00","63.427,79"
2015,,PRESIDENTE CPL,12,2,"168.927,57","'-54.470,47","0,00","114.457,10"
2015,,PROCURADOR-GERAL,10,1,"132.022,38","'-51.775,50","0,00","80.246,88"
2015,,SECRETARIO DE COMISSAO,134,25,"1.782.274,43","'-505.287,54","0,00","1.276.986,89"
2015,,SECRETARIO EXECUTIVO DA 1 SECRETARIA,11,1,"202.353,81","'-46.811,70","0,00","155.542,11"
2015,,SECRETARIO EXECUTIVO DA 2 SECRETARIA,12,1,"235.058,95","'-66.499,60","0,00","168.559,35"
2015,,SECRETARIO EXECUTIVO DA 3 SECRETARIA,12,1,"222.653,71","'-65.948,45","0,00","156.705,26"
2015,,SECRETARIO EXECUTIVO DA VICE-PRESIDENCIA,12,3,"230.261,00","'-99.439,77","0,00","130.821,23"
2015,,SECRETARIO GERAL GAB. MESA DIRETORA,5,1,"84.975,36","'-20.558,47","0,00","64.416,89"
2015,,SECRETARIO GERAL PRESIDENCIA,7,1,"132.774,00","'-29.962,80","0,00","102.811,20"
2015,,SECRETARIO LEGISLATIVO,8,1,"106.850,62","'-37.628,51","0,00","69.222,11"
2015,,SECRETARIO PARLAMENTAR,1264,194,"2.714.949,26","'-608.645,31","0,00","2.106.303,95"
2015,,SEGURANCA PARLAMENTAR,517,70,"3.169.982,87","'-783.783,30","0,00","2.386.199,57"
2015,ASSISTENTE LEGISLATIVO,,1269,120,"18.798.742,91","'-8.180.807,05","0,00","10.617.935,86"
2015,ASSISTENTE LEGISLATIVO,ASSESSOR DE ACOMP. DE OBRAS,1,1,"19.736,76","'-6.445,24","0,00","13.291,52"
2015,ASSISTENTE LEGISLATIVO,ASSESSOR DE CERIMONIAL,12,1,"222.244,91","'-145.558,75","0,00","76.686,16"
2015,ASSISTENTE LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,65,8,"1.118.898,60","'-474.703,25","0,00","644.195,35"
2015,ASSISTENTE LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,121,15,"2.221.864,96","'-910.266,92","0,00","1.311.598,04"
2015,ASSISTENTE LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,97,17,"1.718.403,14","'-738.071,54","0,00","980.331,60"
2015,ASSISTENTE LEGISLATIVO,CARGO ESPECIAL DE GABINETE,14,3,"237.794,07","'-107.086,05","0,00","130.708,02"
2015,ASSISTENTE LEGISLATIVO,CHEFE DE SECAO,37,4,"881.899,50","'-424.804,89","0,00","457.094,61"
2015,ASSISTENTE LEGISLATIVO,CHEFE DE SETOR,64,9,"1.580.262,14","'-668.551,29","0,00","911.710,85"
2015,ASSISTENTE LEGISLATIVO,CHEFE DE UNIDADE,12,1,"305.985,90","'-91.261,19","0,00","214.724,71"
2015,ASSISTENTE LEGISLATIVO,MEMBRO-TITULAR,12,1,"253.154,22","'-101.893,94","0,00","151.260,28"
2015,AUXILIAR LEGISLATIVO,,2220,196,"21.501.958,06","'-8.690.979,22","0,00","12.810.978,84"
2015,AUXILIAR LEGISLATIVO,ASSESSOR DE APOIO ATIV.PLENARIO,10,1,"130.887,20","'-50.740,30","0,00","80.146,90"
2015,AUXILIAR LEGISLATIVO,ASSESSOR DE CERIMONIAL GARCOM,12,1,"175.980,24","'-70.820,34","0,00","105.159,90"
2015,AUXILIAR LEGISLATIVO,ASSESSOR DE DIST. E PROPOSICAO,3,1,"43.212,74","'-14.757,04","0,00","28.455,70"
2015,AUXILIAR LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,97,10,"1.218.987,18","'-576.226,53","0,00","642.760,65"
2015,AUXILIAR LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,78,11,"987.744,08","'-453.326,78","0,00","534.417,30"
2015,AUXILIAR LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,72,12,"908.481,53","'-439.823,58","0,00","468.657,95"
2015,AUXILIAR LEGISLATIVO,CHEFE DE SECAO,12,2,"217.871,96","'-85.995,77","0,00","131.876,19"
2015,AUXILIAR LEGISLATIVO,CHEFE DE SETOR,34,3,"646.745,40","'-284.821,22","0,00","361.924,18"
2015,CONSULTOR LEGISLATIVO,,740,66,"23.026.473,69","'-8.798.344,18","0,00","14.228.129,51"
2015,CONSULTOR LEGISLATIVO,ASSESSOR,2,1,"74.341,66","'-29.524,81","0,00","44.816,85"
2015,CONSULTOR LEGISLATIVO,ASSESSOR DE DIRETORIA,1,1,"26.022,42","'-11.726,37","0,00","14.296,05"
2015,CONSULTOR LEGISLATIVO,ASSESSOR JURIDICO,1,1,"32.485,44","'-10.358,55","0,00","22.126,89"
2015,CONSULTOR LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,8,1,"254.216,89","'-73.722,09","0,00","180.494,80"
2015,CONSULTOR LEGISLATIVO,CARGO ESPECIAL DE GABINETE,24,5,"774.520,53","'-268.647,49","0,00","505.873,04"
2015,CONSULTOR LEGISLATIVO,CHEFE DE GABINETE PARLAMENTAR,12,1,"543.486,64","'-346.691,66","0,00","196.794,98"
2015,CONSULTOR LEGISLATIVO,CHEFE DE SECAO,10,1,"325.106,84","'-121.523,11","0,00","203.583,73"
2015,CONSULTOR LEGISLATIVO,CHEFE DE SETOR,11,2,"397.760,51","'-127.481,99","0,00","270.278,52"
2015,CONSULTOR LEGISLATIVO,CHEFE DE UNIDADE,48,6,"1.807.007,73","'-851.056,10","0,00","955.951,63"
2015,CONSULTOR LEGISLATIVO,SECRETARIO PARLAMENTAR,9,1,"372.785,53","'-152.112,26","0,00","220.673,27"
2015,CONSULTOR TECNICO LEGISLATIVO,,2031,179,"60.912.628,19","'-23.494.979,67","0,00","37.417.648,52"
2015,CONSULTOR TECNICO LEGISLATIVO,ASSESSOR DE ACOMP. DE OBRAS,9,1,"262.727,51","'-91.934,74","0,00","170.792,77"
2015,CONSULTOR TECNICO LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,13,3,"433.771,80","'-153.842,86","0,00","279.928,94"
2015,CONSULTOR TECNICO LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,31,5,"945.398,05","'-373.418,43","0,00","571.979,62"
2015,CONSULTOR TECNICO LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,34,7,"912.003,39","'-364.406,11","0,00","547.597,28"
2015,CONSULTOR TECNICO LEGISLATIVO,CARGO ESPECIAL DE GABINETE,22,3,"715.893,25","'-275.172,97","0,00","440.720,28"
2015,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE NUCLEO,8,1,"285.664,27","'-131.608,04","0,00","154.056,23"
2015,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE SECAO,40,6,"1.486.920,05","'-610.647,09","0,00","876.272,96"
2015,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE SETOR,54,7,"1.795.669,43","'-601.727,39","0,00","1.193.942,04"
2015,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE UNIDADE,10,1,"430.642,95","'-222.171,70","0,00","208.471,25"
2015,CONSULTOR TECNICO LEGISLATIVO,DF-11,12,1,"321.633,31","'-94.556,32","0,00","227.076,99"
2015,CONSULTOR TECNICO LEGISLATIVO,SECRETARIO DE COMISSAO,1,1,"40.190,54","'-20.888,78","0,00","19.301,76"
2015,CONSULTOR TECNICO LEGISLATIVO,SECRETARIO PARLAMENTAR,3,1,"124.650,25","'-43.194,82","0,00","81.455,43"
2015,PROCURADOR LEGISLATIVO,,84,9,"3.036.325,44","'-1.316.005,71","0,00","1.720.319,73"
2015,PROCURADOR LEGISLATIVO,ASSESSOR,1,1,"30.180,41","'-9.680,27","0,00","20.500,14"
2015,PROCURADOR LEGISLATIVO,CARGO ESPECIAL DE GABINETE,8,1,"260.065,40","'-77.131,44","0,00","182.933,96"
2015,PROCURADOR LEGISLATIVO,CHEFE DE NUCLEO,48,5,"1.620.300,85","'-540.784,41","0,00","1.079.516,44"
2015,PROCURADOR LEGISLATIVO,PROCURADOR-GERAL,1,1,"55.464,40","'-36.223,04","0,00","19.241,36"
2015,PROCURADOR LEGISLATIVO,SECRETARIO DE COMISSAO,2,1,"61.303,02","'-18.897,99","0,00","42.405,03"
2015,TECNICO LEGISLATIVO,,2315,217,"49.452.039,16","'-20.079.078,16","0,00","29.372.961,00"
2015,TECNICO LEGISLATIVO,ASSESSOR DA CPL,11,2,"262.712,68","'-130.080,64","0,00","132.632,04"
2015,TECNICO LEGISLATIVO,ASSESSOR DE APOIO ATIV.PLENARIO,2,1,"51.927,06","'-17.559,70","0,00","34.367,36"
2015,TECNICO LEGISLATIVO,ASSESSOR DE DIST. E PROPOSICAO,9,1,"205.986,96","'-116.752,55","0,00","89.234,41"
2015,TECNICO LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,65,14,"1.445.272,22","'-618.902,99","0,00","826.369,23"
2015,TECNICO LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,179,23,"4.343.760,01","'-1.828.069,76","0,00","2.515.690,25"
2015,TECNICO LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,65,8,"1.535.205,26","'-614.886,01","0,00","920.319,25"
2015,TECNICO LEGISLATIVO,CHEFE DE NUCLEO DE APOIO,12,1,"310.482,64","'-104.727,11","0,00","205.755,53"
2015,TECNICO LEGISLATIVO,CHEFE DE SECAO,96,8,"3.052.179,17","'-1.214.990,12","0,00","1.837.189,05"
2015,TECNICO LEGISLATIVO,CHEFE DE SETOR,140,14,"4.225.241,42","'-1.658.572,58","0,00","2.566.668,84"
2015,TECNICO LEGISLATIVO,COORDENADOR DE COMISSAO,12,1,"339.706,83","'-120.616,27","0,00","219.090,56"
2015,TECNICO LEGISLATIVO,MEMBRO TITULAR/VICE-P RESIDENTE,5,1,"134.919,20","'-68.643,55","0,00","66.275,65"
2015,TECNICO LEGISLATIVO,MEMBRO TITULAR/VICE-PRESIDENTE,7,2,"198.261,23","'-79.867,79","0,00","118.393,44"
2015,TECNICO LEGISLATIVO,MEMBRO-TITULAR,12,2,"330.196,04","'-205.154,48","0,00","125.041,56"
2016,,,499,47,"3.633.225,13","'-1.012.664,28","0,00","2.620.560,85"
2016,,ASSESSOR,394,45,"3.492.386,63","'-1.052.491,89","0,00","2.439.894,74"
2016,,ASSESSOR CHEFE GAB. VICE-PRESIDENCIA,12,1,"161.568,25","'-41.898,57","0,00","119.669,68"
2016,,ASSESSOR CL-10,24,2,"227.894,66","'-64.582,81","0,00","163.311,85"
2016,,ASSESSOR DA PRG,12,1,"125.373,86","'-28.408,85","0,00","96.965,01"
2016,,ASSESSOR DA PROCURADORIA GERAL,12,1,"155.900,29","'-49.380,36","0,00","106.519,93"
2016,,ASSESSOR DE CHEFE DE SETOR,24,2,"243.761,66","'-47.951,58","0,00","195.810,08"
2016,,ASSESSOR DE CHEFE GAB. PRESIDENCIA,12,1,"181.025,46","'-50.044,17","0,00","130.981,29"
2016,,ASSESSOR DE COMISSAO,129,18,"1.292.352,00","'-375.790,59","0,00","916.561,41"
2016,,ASSESSOR DE COMISSÃO,12,2,"125.373,86","'-38.798,96","0,00","86.574,90"
2016,,ASSESSOR DE COORDENADORIA,58,7,"618.070,27","'-235.079,82","0,00","382.990,45"
2016,,ASSESSOR DE DIRETOR - DAF,12,1,"162.085,74","'-54.926,42","0,00","107.159,32"
2016,,ASSESSOR DE DIRETOR - DLEG,12,1,"177.407,63","'-38.828,10","0,00","138.579,53"
2016,,ASSESSOR DE DIRETOR - DRH,12,1,"162.085,74","'-46.955,98","0,00","115.129,76"
2016,,ASSESSOR DE MANUTENCAO,12,2,"66.861,88","'-17.493,94","0,00","49.367,94"
2016,,ASSESSOR DE MEMBRO DA MESA DIR.,36,3,"479.895,93","'-177.723,41","0,00","302.172,52"
2016,,ASSESSOR DE MEMBRO DA MESA DIR. -,12,2,"171.130,26","'-37.380,95","0,00","133.749,31"
2016,,ASSESSOR DE REGULAÇÃO DE TRABALHOS LEGISLATIVOS,12,1,"203.144,37","'-104.046,82","0,00","99.097,55"
2016,,ASSESSOR DO GABINETE DA MESA DIR,11,2,"147.989,12","'-34.547,75","0,00","113.441,37"
2016,,ASSESSOR ESPECIAL,91,12,"1.263.540,57","'-436.032,29","0,00","827.508,28"
2016,,ASSESSOR JURIDICO,48,5,"553.303,79","'-178.267,74","0,00","375.036,05"
2016,,ASSESSOR MEMBRO DA MESA DIRETORA,12,1,"166.326,60","'-33.850,46","0,00","132.476,14"
2016,,CARGO DE NATUREZA ESPECIAL,584,71,"10.353.109,43","'-3.111.413,69","0,00","7.241.695,74"
2016,,CARGO ESPECIAL DE GABINETE,6828,729,"41.804.753,60","'-12.376.263,21","0,00","29.428.490,39"
2016,,CHEFE DE ASSESSORIA,23,2,"410.603,68","'-185.631,49","0,00","224.972,19"
2016,,CHEFE DE DIVISAO,108,9,"1.544.614,15","'-592.310,67","0,00","952.303,48"
2016,,CHEFE DE GAB. PARLAMENTAR,123,13,"2.226.676,44","'-708.943,92","0,00","1.517.732,52"
2016,,CHEFE DE GAB. PARLAMENTAR - CNE -1,9,1,"126.891,52","'-39.665,68","0,00","87.225,84"
2016,,CHEFE DE GABINETE DE MEMBRO DA MESA,59,6,"1.083.774,29","'-405.143,59","0,00","678.630,70"
2016,,CHEFE DE GABINETE PARLAMENTAR,48,7,"834.295,63","'-320.636,53","0,00","513.659,10"
2016,,CHEFE DE SECAO,36,3,"484.619,09","'-164.093,12","0,00","320.525,97"
2016,,CHEFE DE SEÇÃO,12,1,"157.712,34","'-82.402,50","0,00","75.309,84"
2016,,CHEFE GAB. PARLAMENTAR,62,11,"1.046.384,14","'-373.353,18","0,00","673.030,96"
2016,,CHEFE GABINETE PARLAMENTAR,17,6,"302.393,45","'-91.863,22","0,00","210.530,23"
2016,,COORDENADOR,59,8,"923.058,53","'-279.589,68","0,00","643.468,85"
2016,,COORDENADOR DE POLICIA LEGISLATIVA,12,1,"194.446,76","'-87.060,68","0,00","107.386,08"
2016,,DEPUTADO DISTRITAL,284,25,"7.228.120,15","'-2.579.041,01","0,00","4.649.079,14"
2016,,DIRETOR,48,4,"747.782,84","'-260.063,36","0,00","487.719,48"
2016,,GERENTE COORDENADOR-FASCAL,12,1,"191.116,23","'-48.981,54","0,00","142.134,69"
2016,,MEMBRO-TITULAR,12,1,"131.289,23","'-64.883,79","0,00","66.405,44"
2016,,PRESIDENTE CPL,12,1,"171.980,94","'-74.690,26","0,00","97.290,68"
2016,,PROCURADOR-GERAL,10,2,"147.037,26","'-58.992,93","0,00","88.044,33"
2016,,SECRETARIO DE COMISSAO,141,15,"1.933.694,40","'-587.993,21","0,00","1.345.701,19"
2016,,SECRETARIO EXECUTIVO DA 1 SECRETARIA,12,1,"216.687,15","'-53.607,21","0,00","163.079,94"
2016,,SECRETARIO EXECUTIVO DA 2 SECRETARIA,12,3,"214.315,07","'-59.709,37","0,00","154.605,70"
2016,,SECRETARIO EXECUTIVO DA 3 SECRETARIA,11,3,"199.651,92","'-72.568,71","0,00","127.083,21"
2016,,SECRETARIO EXECUTIVO DA VICE-PRESIDENCIA,12,3,"206.735,05","'-61.807,89","0,00","144.927,16"
2016,,SECRETARIO GERAL GAB. MESA DIRETORA,1,1,"17.703,20","'-4.412,90","0,00","13.290,30"
2016,,SECRETARIO GERAL PRESIDENCIA,10,3,"166.136,23","'-65.091,62","0,00","101.044,61"
2016,,SECRETARIO LEGISLATIVO,8,1,"115.138,95","'-39.531,67","0,00","75.607,28"
2016,,SECRETARIO PARLAMENTAR,1338,178,"2.951.184,06","'-756.568,22","0,00","2.194.615,84"
2016,,SEGURANCA PARLAMENTAR,554,59,"3.505.456,77","'-1.016.073,11","0,00","2.489.383,66"
2016,ASSISTENTE LEGISLATIVO,,1271,106,"19.666.002,16","'-8.577.528,13","0,00","11.088.474,03"
2016,ASSISTENTE LEGISLATIVO,ASSESSOR DE CERIMONIAL,12,1,"233.337,95","'-155.641,43","0,00","77.696,52"
2016,ASSISTENTE LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,60,5,"1.070.393,67","'-467.312,23","0,00","603.081,44"
2016,ASSISTENTE LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,131,11,"2.504.170,69","'-1.031.331,54","0,00","1.472.839,15"
2016,ASSISTENTE LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,85,8,"1.555.473,92","'-777.581,31","0,00","777.892,61"
2016,ASSISTENTE LEGISLATIVO,CARGO ESPECIAL DE GABINETE,12,1,"239.244,82","'-122.556,09","0,00","116.688,73"
2016,ASSISTENTE LEGISLATIVO,CHEFE DE SECAO,36,3,"897.972,57","'-449.658,99","0,00","448.313,58"
2016,ASSISTENTE LEGISLATIVO,CHEFE DE SETOR,73,7,"1.929.478,04","'-844.802,66","0,00","1.084.675,38"
2016,ASSISTENTE LEGISLATIVO,CHEFE DE UNIDADE,12,1,"290.665,62","'-101.612,53","0,00","189.053,09"
2016,ASSISTENTE LEGISLATIVO,MEMBRO-TITULAR,12,1,"265.326,30","'-106.570,77","0,00","158.755,53"
2016,AUXILIAR LEGISLATIVO,,2183,184,"22.035.877,09","'-8.994.736,10","0,00","13.041.140,99"
2016,AUXILIAR LEGISLATIVO,ASSESSOR DE APOIO ATIV.PLENARIO,12,1,"160.141,91","'-63.640,97","0,00","96.500,94"
2016,AUXILIAR LEGISLATIVO,ASSESSOR DE CERIMONIAL GARCOM,12,1,"186.353,95","'-70.129,23","0,00","116.224,72"
2016,AUXILIAR LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,106,10,"1.385.640,29","'-714.713,13","0,00","670.927,16"
2016,AUXILIAR LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,72,6,"918.519,83","'-438.817,70","0,00","479.702,13"
2016,AUXILIAR LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,95,8,"1.322.396,11","'-617.822,07","0,00","704.574,04"
2016,AUXILIAR LEGISLATIVO,CHEFE DE SECAO,12,1,"224.508,51","'-68.533,44","0,00","155.975,07"
2016,AUXILIAR LEGISLATIVO,CHEFE DE SETOR,31,3,"597.503,82","'-287.458,82","0,00","310.045,00"
2016,CONSULTOR LEGISLATIVO,,751,63,"24.115.466,90","'-9.722.454,60","0,00","14.393.012,30"
2016,CONSULTOR LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,12,1,"347.947,61","'-111.147,65","0,00","236.799,96"
2016,CONSULTOR LEGISLATIVO,CARGO ESPECIAL DE GABINETE,19,2,"667.994,15","'-242.999,05","0,00","424.995,10"
2016,CONSULTOR LEGISLATIVO,CHEFE DE GABINETE PARLAMENTAR,12,1,"563.991,54","'-373.559,12","0,00","190.432,42"
2016,CONSULTOR LEGISLATIVO,CHEFE DE SECAO,12,1,"408.512,78","'-156.316,67","0,00","252.196,11"
2016,CONSULTOR LEGISLATIVO,CHEFE DE SETOR,5,1,"160.675,25","'-60.608,54","0,00","100.066,71"
2016,CONSULTOR LEGISLATIVO,CHEFE DE UNIDADE,48,4,"1.894.017,26","'-913.452,13","0,00","980.565,13"
2016,CONSULTOR TECNICO LEGISLATIVO,,2033,171,"63.601.560,11","'-25.488.860,19","0,00","38.112.699,92"
2016,CONSULTOR TECNICO LEGISLATIVO,ASSESSOR DE ACOMP. DE OBRAS,12,1,"341.911,21","'-103.560,03","0,00","238.351,18"
2016,CONSULTOR TECNICO LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,12,1,"336.948,43","'-155.417,15","0,00","181.531,28"
2016,CONSULTOR TECNICO LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,36,3,"1.124.871,68","'-533.773,55","0,00","591.098,13"
2016,CONSULTOR TECNICO LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,36,3,"1.001.780,92","'-405.850,49","0,00","595.930,43"
2016,CONSULTOR TECNICO LEGISLATIVO,CARGO ESPECIAL DE GABINETE,29,3,"954.403,95","'-362.480,81","0,00","591.923,14"
2016,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE NUCLEO,12,1,"448.871,63","'-222.635,74","0,00","226.235,89"
2016,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE SECAO,34,3,"1.261.400,40","'-546.614,95","0,00","714.785,45"
2016,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE SETOR,48,5,"1.802.822,61","'-628.436,19","0,00","1.174.386,42"
2016,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE UNIDADE,12,1,"535.343,45","'-288.931,78","0,00","246.411,67"
2016,CONSULTOR TECNICO LEGISLATIVO,DF-11,12,1,"386.514,67","'-122.229,62","0,00","264.285,05"
2016,PROCURADOR LEGISLATIVO,,84,7,"3.264.755,68","'-1.528.274,07","0,00","1.736.481,61"
2016,PROCURADOR LEGISLATIVO,CARGO ESPECIAL DE GABINETE,12,1,"391.088,24","'-119.890,07","0,00","271.198,17"
2016,PROCURADOR LEGISLATIVO,CHEFE DE NUCLEO,48,4,"1.673.675,28","'-561.063,85","0,00","1.112.611,43"
2016,TECNICO LEGISLATIVO,,2302,197,"51.702.844,18","'-21.120.853,01","0,00","30.581.991,17"
2016,TECNICO LEGISLATIVO,ASSESSOR DA CPL,12,1,"293.215,22","'-125.585,58","0,00","167.629,64"
2016,TECNICO LEGISLATIVO,ASSESSOR DE DIST. E PROPOSICAO,12,1,"319.393,72","'-130.290,34","0,00","189.103,38"
2016,TECNICO LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,72,6,"1.585.855,47","'-680.331,06","0,00","905.524,41"
2016,TECNICO LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,168,16,"4.040.802,81","'-1.962.508,69","0,00","2.078.294,12"
2016,TECNICO LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,56,7,"1.423.842,58","'-573.351,88","0,00","850.490,70"
2016,TECNICO LEGISLATIVO,CHEFE DE NUCLEO DE APOIO,12,1,"329.675,44","'-115.903,09","0,00","213.772,35"
2016,TECNICO LEGISLATIVO,CHEFE DE SECAO,102,10,"3.276.225,99","'-1.435.708,41","0,00","1.840.517,58"
2016,TECNICO LEGISLATIVO,CHEFE DE SETOR,139,13,"4.380.335,59","'-1.788.940,44","0,00","2.591.395,15"
2016,TECNICO LEGISLATIVO,COORDENADOR DE COMISSAO,12,1,"394.842,62","'-127.841,03","0,00","267.001,59"
2016,TECNICO LEGISLATIVO,MEMBRO TITULAR/VICE-P RESIDENTE,12,1,"370.892,62","'-157.050,73","0,00","213.841,89"
2016,TECNICO LEGISLATIVO,MEMBRO-TITULAR,12,2,"362.254,73","'-212.182,14","0,00","150.072,59"
2017,,,550,68,"4.622.921,11","'-1.298.929,36","6.894,70","3.330.886,45"
2017,,ASSESSOR,393,51,"3.979.273,33","'-1.413.138,49","152.726,42","2.718.861,26"
2017,,ASSESSOR CH. GAB. VICE-PRESIDENCIA,8,1,"117.709,22","'-27.369,67","1.329,68","91.669,23"
2017,,ASSESSOR CHEFE GAB. VICE-PRESIDENCIA,4,2,"68.358,36","'-24.932,54","2.659,36","46.085,18"
2017,,ASSESSOR CL-10,24,5,"265.950,63","'-110.173,07","11.209,08","166.986,64"
2017,,ASSESSOR DA PRG,12,1,"146.021,36","'-39.260,52","3.989,04","110.749,88"
2017,,ASSESSOR DA PROCURADORIA GERAL,12,2,"189.617,19","'-51.886,42","3.989,04","141.719,81"
2017,,ASSESSOR DE CHEFE DE SETOR,24,2,"260.386,82","'-67.061,85","14.440,08","207.765,05"
2017,,ASSESSOR DE CHEFE GAB. PRESIDENCIA,12,1,"213.901,91","'-77.522,94","3.989,04","140.368,01"
2017,,ASSESSOR DE COMISSAO,133,18,"1.501.601,52","'-457.765,16","54.140,32","1.097.976,68"
2017,,ASSESSOR DE COMISSÃO,8,1,"85.642,95","'-45.475,45","0,00","40.167,50"
2017,,ASSESSOR DE COORDENADORIA,60,10,"747.869,95","'-291.789,60","19.747,16","475.827,51"
2017,,ASSESSOR DE DIRETOR - DAF,10,2,"171.449,21","'-75.808,43","3.989,04","99.629,82"
2017,,ASSESSOR DE DIRETOR - DLEG,12,1,"206.765,99","'-53.491,89","7.892,04","161.166,14"
2017,,ASSESSOR DE DIRETOR - DRH,13,3,"184.525,20","'-49.556,42","3.263,76","138.232,54"
2017,,ASSESSOR DE MANUTENCAO,12,1,"70.934,13","'-22.310,74","7.856,04","56.479,43"
2017,,ASSESSOR DE MEMBRO DA MESA DIR.,36,6,"566.312,96","'-184.865,59","11.967,12","393.414,49"
2017,,ASSESSOR DE MEMBRO DA MESA DIR. -,12,4,"178.067,65","'-47.751,22","3.989,04","134.305,47"
2017,,ASSESSOR DE REGULACAO DE TRABALHOS LEGISLATIVOS,4,1,"94.103,65","'-57.489,51","7.220,04","43.834,18"
2017,,ASSESSOR DE REGULAÇÃO DE TRABALHOS LEGISLATIVOS,8,1,"159.047,29","'-84.675,22","0,00","74.372,07"
2017,,ASSESSOR DO GABINETE MESA DIRETORA,10,1,"162.543,55","'-70.805,94","4.625,04","96.362,65"
2017,,ASSESSOR ESPECIAL,93,16,"1.526.669,62","'-547.504,67","35.711,80","1.014.876,75"
2017,,ASSESSOR JURIDICO,48,5,"619.999,93","'-211.687,37","20.077,76","428.390,32"
2017,,ASSESSOR MEMBRO DA MESA DIRETORA,12,1,"189.617,19","'-50.444,80","3.809,52","142.981,91"
2017,,CARGO DE NATUREZA ESPECIAL,559,66,"11.430.128,59","'-3.843.270,34","215.752,58","7.802.610,83"
