ano,cargo_efetivo,cargo_em_comissao_ou_funcao,linhas,matriculas_distintas,creditos,descontos,auxilios,liquido
2019,ASSISTENTE LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,250,17,"4.329.751,59","'-1.771.383,61","207.548,44","2.765.916,42"
2019,ASSISTENTE LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,148,11,"2.075.353,18","'-916.333,89","122.132,70","1.281.151,99"
2019,ASSISTENTE LEGISLATIVO,CARGO EM COMISSÃO DE ASSISTÊNCIA,16,1,"215.189,72","'-85.670,28","17.597,96","147.117,40"
2019,ASSISTENTE LEGISLATIVO,CARGO EM COMISSÃO DE SUPERVISÃO,15,1,"214.021,23","'-141.026,80","10.776,04","83.770,47"
2019,ASSISTENTE LEGISLATIVO,CHEFE DE SECAO,45,4,"997.377,51","'-460.094,92","46.342,47","583.625,06"
2019,ASSISTENTE LEGISLATIVO,CHEFE DE SETOR,152,10,"3.416.743,74","'-1.287.236,99","131.016,24","2.260.522,99"
2019,ASSISTENTE LEGISLATIVO,CHEFE DE UNIDADE,20,1,"450.280,22","'-149.214,71","16.005,44","317.070,95"
2019,ASSISTENTE LEGISLATIVO,COORDENADOR DE COMISSAO,1,1,"69.548,08","'-15.330,93","1.296,24","55.513,39"
2019,ASSISTENTE LEGISLATIVO,MEMBRO-TITULAR,37,2,"805.469,01","'-362.591,87","31.372,88","474.250,02"
2019,AUXILIAR LEGISLATIVO,,2770,183,"31.189.996,00","'-11.651.190,97","1.465.031,25","21.003.836,28"
2019,AUXILIAR LEGISLATIVO,ASSESSOR DE APOIO ATIV.PLENARIO,1,1,"15.110,53","'-6.133,59","1.296,24","10.273,18"
2019,AUXILIAR LEGISLATIVO,ASSESSOR DE CERIMONIAL GARCOM,19,1,"265.303,65","'-89.112,56","16.005,44","192.196,53"
2019,AUXILIAR LEGISLATIVO,ASSESSOR DE COMISSÃO,7,1,"51.687,71","'-25.158,35","1.391,28","27.920,64"
2019,AUXILIAR LEGISLATIVO,ASSESSOR DE DIST. E PROPOSICAO,16,1,"184.372,92","'-70.881,19","12.116,72","125.608,45"
2019,AUXILIAR LEGISLATIVO,CARGO EM COMISSAO DE ASSESSORAMENTO,38,13,"759.251,90","'-312.543,83","54.614,66","501.322,73"
2019,AUXILIAR LEGISLATIVO,CARGO EM COMISSAO DE ASSISTENCIA,39,12,"736.122,32","'-314.629,07","51.432,04","472.925,29"
2019,AUXILIAR LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,92,8,"957.823,28","'-482.097,35","68.295,04","544.020,97"
2019,AUXILIAR LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,132,8,"1.580.357,72","'-738.347,24","123.344,50","965.354,98"
2019,AUXILIAR LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,165,12,"1.835.225,89","'-838.602,85","123.694,28","1.120.317,32"
2019,AUXILIAR LEGISLATIVO,CARGO EM COMISSÃO DE ASSISTÊNCIA,9,1,"80.599,01","'-31.442,82","5.413,32","54.569,51"
2019,AUXILIAR LEGISLATIVO,CHEFE DE SECAO,20,3,"396.287,63","'-193.499,78","18.019,76","220.807,61"
2019,AUXILIAR LEGISLATIVO,CHEFE DE SETOR,46,3,"793.472,02","'-403.953,00","38.091,68","427.610,70"
2019,CONSULTOR LEGISLATIVO,,1046,71,"34.539.526,74","'-14.011.646,49","525.837,72","21.053.717,97"
2019,CONSULTOR LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,29,3,"859.656,61","'-281.784,50","32.985,62","610.857,73"
2019,CONSULTOR LEGISLATIVO,CARGO ESPECIAL DE GABINETE,34,3,"831.331,76","'-292.512,38","25.132,80","563.952,18"
2019,CONSULTOR LEGISLATIVO,CHEFE DE SETOR,5,1,"212.948,28","'-83.508,78","10.748,97","140.188,47"
2019,CONSULTOR LEGISLATIVO,CHEFE DE UNIDADE,70,7,"2.195.739,13","'-910.086,54","58.732,78","1.344.385,37"
2019,CONSULTOR LEGISLATIVO,SECRETARIO PARLAMENTAR,19,1,"619.892,42","'-287.422,47","16.005,44","348.475,39"
2019,CONSULTOR TECNICO LEGISLATIVO,,2929,188,"93.125.860,76","'-37.279.841,54","1.775.537,78","57.621.557,00"
2019,CONSULTOR TECNICO LEGISLATIVO,ASSESSOR DE ACOMP. DE OBRAS,19,1,"571.463,65","'-202.192,39","16.723,52","385.994,78"
2019,CONSULTOR TECNICO LEGISLATIVO,CARGO EM COMISSAO DE ASSESSORAMENTO,3,1,"106.251,30","'-44.104,80","4.068,24","66.214,74"
2019,CONSULTOR TECNICO LEGISLATIVO,CARGO EM COMISSAO DE ASSISTENCIA,1,1,"38.912,89","'-11.669,44","1.296,24","28.539,69"
2019,CONSULTOR TECNICO LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,59,5,"1.717.085,01","'-661.113,86","53.017,38","1.108.988,53"
2019,CONSULTOR TECNICO LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,15,1,"462.810,03","'-238.225,33","10.776,04","235.360,74"
2019,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE NUCLEO,3,2,"198.898,10","'-70.319,67","4.965,42","133.543,85"
2019,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE NÚCLEO,15,1,"387.645,22","'-153.623,16","18.076,68","252.098,74"
2019,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE SECAO,40,4,"1.360.105,99","'-559.887,01","40.201,47","840.420,45"
2019,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE SETOR,44,3,"1.371.775,73","'-555.238,92","77.170,01","893.706,82"
2019,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE UNIDADE,20,2,"1.147.719,41","'-305.816,81","23.680,10","865.582,70"
2019,CONSULTOR TECNICO LEGISLATIVO,DF-11,13,1,"404.871,31","'-68.566,73","0,00","336.304,58"
2019,CONSULTOR TECNICO LEGISLATIVO,SECRETARIO PARLAMENTAR,1,1,"66.164,48","'-18.090,13","1.296,24","49.370,59"
2019,PROCURADOR LEGISLATIVO,,177,12,"5.982.322,55","'-2.833.326,71","164.330,71","3.313.326,55"
2019,PROCURADOR LEGISLATIVO,CHEFE DE NUCLEO,53,5,"1.468.321,82","'-577.310,72","55.665,34","946.676,44"
2019,TECNICO LEGISLATIVO,,3348,217,"77.074.925,88","'-29.595.067,35","2.310.204,49","49.790.063,02"
2019,TECNICO LEGISLATIVO,ASSESSOR DA CPL,19,2,"539.150,44","'-191.644,78","16.005,44","363.511,10"
2019,TECNICO LEGISLATIVO,ASSESSOR DE DIST. E PROPOSICAO,3,1,"93.948,01","'-32.615,53","3.888,72","65.221,20"
2019,TECNICO LEGISLATIVO,CARGO EM COMISSAO DE ASSESSORAMENTO,16,7,"542.094,26","'-189.429,24","25.546,94","378.211,96"
2019,TECNICO LEGISLATIVO,CARGO EM COMISSAO DE ASSISTENCIA,35,14,"1.262.237,78","'-441.715,74","53.435,41","873.957,45"
2019,TECNICO LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,154,12,"2.608.308,56","'-1.113.232,83","124.850,86","1.619.926,59"
2019,TECNICO LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,188,17,"4.346.301,62","'-1.847.464,69","179.373,65","2.678.210,58"
2019,TECNICO LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,62,4,"1.161.414,27","'-443.396,96","50.404,80","768.422,11"
2019,TECNICO LEGISLATIVO,CARGO EM COMISSÃO DE ASSISTÊNCIA,15,1,"241.612,94","'-110.564,93","10.776,04","141.824,05"
2019,TECNICO LEGISLATIVO,CARGO ESPECIAL DE GABINETE,1,1,"85.072,96","'-18.449,17","1.296,24","67.920,03"
2019,TECNICO LEGISLATIVO,CHEFE DE NUCLEO,19,3,"431.791,46","'-172.860,29","18.517,88","277.449,05"
2019,TECNICO LEGISLATIVO,CHEFE DE NUCLEO DE APOIO,17,1,"396.322,55","'-145.148,71","12.521,96","263.695,80"
2019,TECNICO LEGISLATIVO,CHEFE DE NÚCLEO,31,2,"623.025,93","'-247.767,25","30.184,18","405.442,86"
2019,TECNICO LEGISLATIVO,CHEFE DE SECAO,167,13,"4.865.833,93","'-1.947.207,74","151.948,70","3.070.574,89"
2019,TECNICO LEGISLATIVO,CHEFE DE SETOR,261,18,"7.097.642,22","'-2.715.993,68","243.479,10","4.625.127,64"
2019,TECNICO LEGISLATIVO,COORDENADOR DE COMISSAO,18,1,"476.045,31","'-219.738,80","14.709,20","271.015,71"
2019,TECNICO LEGISLATIVO,MEMBRO TITULAR/VICE-PRESIDENTE,21,1,"438.209,72","'-138.183,15","16.723,52","316.750,09"
2019,TECNICO LEGISLATIVO,MEMBRO-TITULAR,1,1,"68.082,10","'-13.228,80","1.296,24","56.149,54"
2019,TECNICO LEGISLATIVO,PRESIDENTE CPL,19,1,"426.641,47","'-173.636,28","24.032,80","277.037,99"
2020,,,624,86,"6.437.969,42","'-2.011.253,84","7.075,40","4.433.790,98"
2020,,ASSESSOR,979,44,"4.654.196,05","'-1.705.144,37","710.994,59","3.660.046,27"
2020,,ASSESSOR CHEFE GAB. VICE-PRESIDENCIA,30,1,"215.969,47","'-64.916,08","18.864,56","169.917,95"
2020,,ASSESSOR CL-10,55,2,"279.231,51","'-121.711,18","34.826,88","192.347,21"
2020,,ASSESSOR DA PRG,3,1,"11.043,42","'-3.644,99","1.451,12","8.849,55"
2020,,ASSESSOR DA PROCURADORIA GERAL,27,1,"204.538,55","'-107.244,67","17.413,44","114.707,32"
2020,,ASSESSOR DE CHEFE DE SETOR,54,2,"278.906,75","'-81.742,92","45.446,88","242.610,71"
2020,,ASSESSOR DE CHEFE GAB. PRESIDENCIA,27,1,"216.320,73","'-64.449,05","17.413,44","169.285,12"
2020,,ASSESSOR DE COMISSAO,302,16,"1.701.790,60","'-666.814,33","250.910,48","1.285.886,75"
2020,,ASSESSOR DE COMISSÃO,27,1,"149.116,61","'-85.421,52","28.033,44","91.728,53"
2020,,ASSESSOR DE COORDENADORIA,104,6,"612.724,09","'-214.642,84","59.811,36","457.892,61"
2020,,ASSESSOR DE DIRETOR - DAF,27,1,"216.320,73","'-57.483,13","17.413,44","176.251,04"
2020,,ASSESSOR DE DIRETOR - DLEG,27,1,"216.320,73","'-57.467,21","17.413,44","176.266,96"
2020,,ASSESSOR DE DIRETOR - DRH,28,1,"216.320,73","'-66.652,29","17.413,44","167.081,88"
2020,,ASSESSOR DE MANUTENCAO,33,1,"67.319,09","'-27.320,01","32.902,29","72.901,37"
2020,,ASSESSOR DE MEMBRO DA MESA DIR.,84,3,"626.767,64","'-280.229,91","62.860,32","409.398,05"
2020,,ASSESSOR DE MEMBRO DA MESA DIR. -,28,1,"216.320,74","'-103.729,53","17.413,44","130.004,65"
2020,,ASSESSOR DO GABINETE DA MESA DIR,28,1,"220.323,53","'-99.125,37","20.068,44","141.266,60"
2020,,ASSESSOR ESPECIAL,189,7,"1.517.142,77","'-588.355,49","121.894,08","1.050.681,36"
2020,,ASSESSOR JURIDICO,114,6,"657.038,92","'-266.265,37","87.139,42","477.912,97"
2020,,ASSESSOR MEMBRO DA MESA DIRETORA,27,1,"204.538,55","'-59.813,77","17.413,44","162.138,22"
2020,,CARGO DE NATUREZA ESPECIAL,1402,65,"13.924.713,77","'-5.236.993,04","1.087.782,20","9.775.502,93"
2020,,CARGO ESPECIAL DE GABINETE,17328,732,"53.140.527,88","'-19.898.169,52","11.523.210,72","44.765.569,08"
2020,,CARGO SEM REMUNERAÇÃO,105,9,"2.213,40","'-2.213,40","130.780,32","130.780,32"
2020,,CHEFE DE ASSESSORIA,54,2,"474.353,90","'-173.653,75","42.073,80","342.773,95"
2020,,CHEFE DE DIVISAO,250,9,"2.062.724,17","'-829.120,35","177.242,88","1.410.846,70"
2020,,CHEFE DE GAB. PARLAMENTAR,278,13,"2.838.208,64","'-1.038.034,96","195.777,64","1.995.951,32"
2020,,CHEFE DE GABINETE DE MEMBRO DA MESA,144,7,"1.440.704,30","'-489.584,09","104.647,52","1.055.767,73"
2020,,CHEFE DE GABINETE PARLAMENTAR,210,10,"1.889.503,00","'-608.727,00","174.233,86","1.455.009,86"
2020,,CHEFE DE SECAO,80,3,"512.684,93","'-201.860,02","62.142,24","372.967,15"
2020,,CHEFE DE SEÇÃO,27,1,"194.691,64","'-90.052,43","17.413,44","122.052,65"
2020,,CHEFE GABINETE PARLAMENTAR,57,3,"548.669,04","'-157.474,11","49.871,88","441.066,81"
2020,,COORDENADOR,139,5,"1.127.084,66","'-443.371,42","90.518,90","774.232,14"
2020,,COORDENADOR DE POLICIA LEGISLATIVA,27,1,"240.353,36","'-64.483,73","17.413,44","193.283,07"
2020,,DEPUTADO DISTRITAL,647,24,"7.899.778,29","'-2.887.886,84","485.395,68","5.497.287,13"
2020,,DIRETOR,110,5,"990.360,23","'-399.995,60","69.474,24","659.838,87"
2020,,GERENTE COORDENADOR-FASCAL,29,1,"240.353,36","'-104.326,35","23.549,44","159.576,45"
2020,,MEMBRO-TITULAR,30,2,"187.808,60","'-63.715,06","17.677,28","141.770,82"
2020,,PROCURADOR-GERAL,26,1,"200.796,99","'-126.108,38","16.695,36","91.383,97"
2020,,SECRETARIO DA PROCURADORIA ESPECIAL DA MULHER,28,3,"181.746,44","'-60.869,95","32.024,24","152.900,73"
2020,,SECRETARIO DE COMISSAO,355,16,"2.761.164,61","'-984.320,80","241.339,40","2.018.183,21"
2020,,SECRETARIO EXECUTIVO DA 1 SECRETARIA,28,1,"300.994,05","'-95.905,27","17.413,44","222.502,22"
2020,,SECRETARIO EXECUTIVO DA 2 SECRETARIA,28,2,"244.367,89","'-61.459,03","16.874,88","199.783,74"
2020,,SECRETARIO EXECUTIVO DA 3 SECRETARIA,24,1,"256.889,16","'-112.752,45","15.962,32","160.099,03"
2020,,SECRETARIO EXECUTIVO DA VICE-PRESIDENCIA,27,2,"211.295,53","'-59.261,15","16.815,04","168.849,42"
2020,,SECRETARIO EXECUTIVO/TERCEIRA SECRE,4,1,"42.148,09","'-12.065,83","2.336,12","32.418,38"
2020,,SECRETARIO GERAL PRESIDENCIA,28,1,"300.994,04","'-97.625,85","17.413,44","220.781,63"
2020,,SECRETARIO LEGISLATIVO,28,1,"282.184,35","'-150.081,74","17.413,44","149.516,05"
2020,,SECRETARIO PARLAMENTAR,2912,142,"2.950.456,91","'-1.223.624,69","1.903.107,35","3.629.939,57"
2020,,SEGURANCA PARLAMENTAR,1278,68,"4.606.434,25","'-1.883.233,74","915.217,53","3.638.418,04"
2020,ASSISTENTE LEGISLATIVO,,2159,97,"26.224.711,29","'-11.460.080,89","1.087.978,80","15.852.609,20"
2020,ASSISTENTE LEGISLATIVO,ASSESSOR DE APOIO ATIV.PLENARIO,28,1,"357.458,33","'-159.040,80","16.695,36","215.112,89"
2020,ASSISTENTE LEGISLATIVO,ASSESSOR DE CERIMONIAL,30,1,"359.739,99","'-206.507,43","16.695,36","169.927,92"
2020,ASSISTENTE LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,119,4,"1.363.462,85","'-661.355,77","78.119,52","780.226,60"
2020,ASSISTENTE LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,397,14,"4.759.860,27","'-2.121.790,85","239.346,60","2.877.416,02"
2020,ASSISTENTE LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,272,10,"3.144.539,05","'-1.375.136,60","189.450,20","1.958.852,65"
2020,ASSISTENTE LEGISLATIVO,CARGO EM COMISSÃO DE ASSISTÊNCIA,28,1,"339.916,77","'-134.105,89","27.315,36","233.126,24"
2020,ASSISTENTE LEGISLATIVO,CARGO EM COMISSÃO DE SUPERVISÃO,27,1,"334.504,87","'-156.010,11","16.695,36","195.190,12"
2020,ASSISTENTE LEGISLATIVO,CHEFE DE SECAO,85,3,"1.324.362,53","'-623.794,56","62.860,32","763.428,29"
2020,ASSISTENTE LEGISLATIVO,CHEFE DE SETOR,224,8,"3.509.801,02","'-1.388.169,10","146.337,12","2.267.969,04"
2020,ASSISTENTE LEGISLATIVO,CHEFE DE UNIDADE,33,1,"434.934,58","'-161.842,43","16.695,36","289.787,51"
2020,ASSISTENTE LEGISLATIVO,MEMBRO-TITULAR,55,2,"889.338,90","'-420.290,28","34.108,80","503.157,42"
2020,AUXILIAR LEGISLATIVO,,3406,174,"29.423.262,95","'-12.266.840,47","1.383.593,24","18.540.015,72"
2020,AUXILIAR LEGISLATIVO,ASSESSOR DE CERIMONIAL GARCOM,27,1,"272.773,14","'-102.910,89","16.695,36","186.557,61"
2020,AUXILIAR LEGISLATIVO,ASSESSOR DE COMISSÃO,30,1,"307.921,43","'-169.302,15","16.695,36","155.314,64"
2020,AUXILIAR LEGISLATIVO,ASSESSOR DE DIST. E PROPOSICAO,29,1,"239.440,98","'-97.186,93","16.695,36","158.949,41"
2020,AUXILIAR LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,179,7,"1.572.458,65","'-810.384,37","107.173,44","869.247,72"
2020,AUXILIAR LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,192,7,"1.636.007,89","'-714.551,12","118.511,52","1.039.968,29"
2020,AUXILIAR LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,311,12,"2.845.289,37","'-1.265.224,19","191.818,68","1.771.883,86"
2020,AUXILIAR LEGISLATIVO,CARGO EM COMISSÃO DE ASSISTÊNCIA,27,1,"234.476,51","'-85.674,25","16.695,36","165.497,62"
2020,AUXILIAR LEGISLATIVO,CHEFE DE SECAO,29,1,"360.283,53","'-201.372,44","17.413,44","176.324,53"
2020,AUXILIAR LEGISLATIVO,CHEFE DE SETOR,66,2,"706.457,73","'-387.837,44","34.108,80","352.729,09"
2020,CONSULTOR LEGISLATIVO,,1409,79,"35.476.793,64","'-15.057.239,28","619.660,64","21.039.215,00"
2020,CONSULTOR LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,34,1,"555.527,02","'-203.019,79","27.315,36","379.822,59"
2020,CONSULTOR LEGISLATIVO,CARGO ESPECIAL DE GABINETE,56,2,"1.078.568,47","'-397.872,06","34.826,88","715.523,29"
2020,CONSULTOR LEGISLATIVO,CHEFE DE UNIDADE,115,4,"2.490.807,97","'-1.070.747,48","76.182,60","1.496.243,09"
2020,CONSULTOR LEGISLATIVO,COORDENADOR DE COMISSAO,9,1,"168.905,94","'-60.779,44","5.804,48","113.930,98"
2020,CONSULTOR LEGISLATIVO,SECRETARIO PARLAMENTAR,27,1,"682.748,83","'-307.576,02","16.695,36","391.868,17"
2020,CONSULTOR TECNICO LEGISLATIVO,,4024,215,"97.884.006,26","'-40.038.442,40","2.008.265,96","59.853.829,82"
2020,CONSULTOR TECNICO LEGISLATIVO,ASSESSOR DE ACOMP. DE OBRAS,29,1,"576.226,49","'-216.726,69","17.413,44","376.913,24"
2020,CONSULTOR TECNICO LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,102,4,"1.838.377,95","'-789.871,84","76.406,20","1.124.912,31"
2020,CONSULTOR TECNICO LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,29,1,"853.729,40","'-386.623,30","16.695,36","483.801,46"
2020,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE NÚCLEO,49,2,"835.437,35","'-327.208,68","57.023,52","565.252,19"
2020,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE SECAO,54,2,"1.207.295,71","'-531.057,98","33.390,72","709.628,45"
2020,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE SETOR,39,2,"808.853,16","'-298.427,26","47.997,92","558.423,82"
2020,CONSULTOR TECNICO LEGISLATIVO,CHEFE DE UNIDADE,27,1,"561.669,02","'-263.336,76","27.315,36","325.647,62"
2020,CONSULTOR TECNICO LEGISLATIVO,DF-11,13,1,"405.404,23","'-70.434,78","0,00","334.969,45"
2020,PROCURADOR LEGISLATIVO,,254,10,"5.885.703,48","'-2.944.220,95","163.750,56","3.105.233,09"
2020,PROCURADOR LEGISLATIVO,CHEFE DE NUCLEO,82,3,"1.628.851,06","'-604.829,52","62.142,24","1.086.163,78"
2020,TECNICO LEGISLATIVO,,4767,223,"78.532.869,39","'-31.647.528,86","2.580.046,53","49.465.387,06"
2020,TECNICO LEGISLATIVO,ASSESSOR DA CPL,27,1,"543.601,90","'-221.757,19","16.695,36","338.540,07"
2020,TECNICO LEGISLATIVO,CARGO EM COMISSAO DE ASSISTÊNCIA,238,10,"3.576.105,08","'-1.330.221,78","147.389,84","2.393.273,14"
2020,TECNICO LEGISLATIVO,CARGO EM COMISSAO DE SUPERVISAO,292,10,"4.566.014,48","'-1.974.035,17","180.112,08","2.772.091,39"
2020,TECNICO LEGISLATIVO,CARGO EM COMISSÃO DE ASSESSORAMENTO,115,4,"1.718.929,14","'-648.689,74","78.119,52","1.148.358,92"
2020,TECNICO LEGISLATIVO,CARGO EM COMISSÃO DE ASSISTÊNCIA,28,1,"423.765,26","'-133.953,52","16.695,36","306.507,10"
2020,TECNICO LEGISLATIVO,CHEFE DE NUCLEO,27,1,"464.409,42","'-183.764,27","17.413,44","298.058,59"
2020,TECNICO LEGISLATIVO,CHEFE DE NUCLEO DE APOIO,27,1,"537.520,45","'-228.017,50","17.413,44","326.916,39"
2020,TECNICO LEGISLATIVO,CHEFE DE NÚCLEO,37,2,"679.645,93","'-274.284,79","24.421,80","429.782,94"
2020,TECNICO LEGISLATIVO,CHEFE DE SECAO,224,8,"4.511.571,92","'-1.929.795,32","134.999,04","2.716.775,64"
2020,TECNICO LEGISLATIVO,CHEFE DE SETOR,411,16,"7.900.722,71","'-3.391.712,55","270.386,20","4.779.396,36"
2020,TECNICO LEGISLATIVO,COORDENADOR DE COMISSAO,10,1,"190.839,62","'-58.428,38","4.173,84","136.585,08"
2020,TECNICO LEGISLATIVO,MEMBRO TITULAR/VICE-PRESIDENTE,30,1,"410.376,67","'-127.828,59","17.413,44","299.961,52"
2020,TECNICO LEGISLATIVO,PRESIDENTE CPL,29,1,"492.602,53","'-186.445,60","16.695,36","322.852,29"
2021,,,661,60,"8.165.359,86","'-2.512.339,20","3.164,09","5.656.184,75"
2021,,ASSESSOR,887,48,"4.699.547,19","'-1.759.166,49","696.207,00","3.636.587,70"
2021,,ASSESSOR CHEFE GAB. VICE-PRESIDENCIA,29,1,"221.317,23","'-60.933,62","20.953,44","181.337,05"
2021,,ASSESSOR CL-10,52,2,"303.318,66","'-146.190,98","34.826,88","191.954,56"
2021,,ASSESSOR DA PROCURADORIA GERAL,26,1,"212.323,06","'-111.744,03","17.413,44","117.992,47"
2021,,ASSESSOR DE CHEFE DE SETOR,49,3,"261.670,07","'-76.550,27","52.845,76","237.965,56"
2021,,ASSESSOR DE CHEFE GAB. PRESIDENCIA,25,1,"216.290,30","'-66.471,80","17.413,44","167.231,94"
2021,,ASSESSOR DE COMISSAO,286,14,"1.786.903,68","'-697.829,62","206.629,20","1.295.703,26"
2021,,ASSESSOR DE COMISSÃO,44,2,"266.202,72","'-86.830,37","39.642,40","219.014,75"
2021,,ASSESSOR DE COORDENADORIA,108,7,"645.672,47","'-244.233,72","69.001,64","470.440,39"
2021,,ASSESSOR DE DIRETOR - DAF,25,1,"216.290,30","'-57.847,56","17.413,44","175.856,18"
2021,,ASSESSOR DE DIRETOR - DLEG,27,2,"237.775,64","'-67.641,23","17.413,44","187.547,85"
2021,,ASSESSOR DE DIRETOR - DRH,25,1,"216.290,30","'-70.956,92","17.413,44","162.746,82"
2021,,ASSESSOR DE MANUTENCAO,28,1,"67.873,21","'-36.216,65","39.106,33","70.762,89"
2021,,ASSESSOR DE MEMBRO DA MESA DIR.,77,3,"659.065,92","'-307.338,78","62.860,32","414.587,46"
2021,,ASSESSOR DE MEMBRO DA MESA DIR. -,25,1,"216.290,30","'-108.527,18","17.413,44","125.176,56"
2021,,ASSESSOR DO GABINETE DA MESA DIR,26,1,"242.191,70","'-85.479,67","27.148,44","183.860,47"
2021,,ASSESSOR ESPECIAL,177,8,"1.578.623,33","'-603.673,31","130.425,20","1.105.375,22"
2021,,ASSESSOR JURIDICO,106,6,"707.426,91","'-259.316,67","76.374,72","524.484,96"
2021,,ASSESSOR MEMBRO DA MESA DIRETORA,25,1,"216.290,30","'-61.555,09","17.413,44","172.148,65"
2021,,CARGO DE NATUREZA ESPECIAL,1268,67,"13.862.239,11","'-5.554.787,15","1.048.452,28","9.355.904,24"
2021,,CARGO ESPECIAL DE GABINETE,15955,733,"56.139.339,27","'-22.424.155,92","11.739.521,33","45.454.704,68"
2021,,CARGO SEM REMUNERAÇÃO,72,7,"5.438,60","'-4.047,32","93.215,76","94.607,04"
2021,,CHEFE DE ASSESSORIA,52,2,"488.777,96","'-160.392,66","34.108,80","362.494,10"
2021,,CHEFE DE DIVISAO,267,14,"2.347.899,67","'-903.524,44","179.319,28","1.623.694,51"
2021,,CHEFE DE GAB. PARLAMENTAR,282,12,"3.100.486,65","'-1.206.112,89","212.333,60","2.106.707,36"
2021,,CHEFE DE GABINETE DE MEMBRO DA MESA,142,8,"1.458.971,85","'-548.610,19","91.363,36","1.001.725,02"
2021,,CHEFE DE GABINETE PARLAMENTAR,176,7,"1.651.118,82","'-615.740,69","169.618,72","1.204.996,85"
2021,,CHEFE DE SECAO,78,5,"598.506,77","'-251.509,38","66.340,48","413.337,87"
2021,,CHEFE DE SEÇÃO,25,1,"194.661,20","'-69.210,90","17.413,44","142.863,74"
2021,,CHEFE GABINETE PARLAMENTAR,52,2,"579.246,89","'-203.781,00","34.826,88","410.292,77"
2021,,COORDENADOR,106,5,"1.007.284,60","'-419.239,86","82.457,92","670.502,66"
2021,,COORDENADOR DE POLICIA LEGISLATIVA,25,1,"240.322,92","'-73.668,04","17.413,44","184.068,32"
2021,,DEPUTADO DISTRITAL,616,27,"8.098.264,78","'-3.211.956,54","472.441,12","5.358.749,36"
2021,,DIRETOR,116,6,"1.214.271,79","'-445.973,67","77.964,72","846.262,84"
2021,,GERENTE COORDENADOR-FASCAL,27,1,"243.203,89","'-103.109,96","28.033,44","168.127,37"
2021,,MEMBRO-TITULAR,25,1,"165.651,48","'-89.054,62","17.413,44","94.010,30"
2021,,PROCURADOR-GERAL,25,1,"203.575,89","'-141.870,16","16.695,36","78.401,09"
2021,,SECRETARIO DA PROCURADORIA ESPECIAL DA MULHER,26,3,"177.889,62","'-60.804,14","21.861,57","138.947,05"
2021,,SECRETARIO DE COMISSAO,333,18,"2.782.056,78","'-937.815,68","238.755,16","2.082.996,26"
2021,,SECRETARIO EXECUTIVO DA 1 SECRETARIA,25,1,"300.963,61","'-98.111,93","17.413,44","220.265,12"
2021,,SECRETARIO EXECUTIVO DA 2 SECRETARIA,25,1,"209.584,13","'-50.956,69","16.695,36","175.322,80"
2021,,SECRETARIO EXECUTIVO DA 3 SECRETARIA,15,1,"172.684,34","'-80.547,37","10.157,84","102.294,81"
2021,,SECRETARIO EXECUTIVO DA VICE-PRESIDENCIA,26,1,"225.166,67","'-68.139,11","16.695,36","173.722,92"
2021,,SECRETARIO EXECUTIVO/TERCEIRA SECRE,11,1,"141.005,88","'-39.309,44","7.255,60","108.952,04"
2021,,SECRETARIO GERAL PRESIDENCIA,25,1,"300.963,61","'-101.271,69","17.413,44","217.105,36"
2021,,SECRETARIO LEGISLATIVO,26,1,"297.145,11","'-172.360,14","17.413,44","142.198,41"
2021,,SECRETARIO PARLAMENTAR,2437,130,"2.939.487,38","'-1.184.075,23","1.782.352,26","3.537.764,41"
2021,,SEGURANCA PARLAMENTAR,1216,62,"4.824.879,19","'-2.160.427,33","953.986,18","3.618.438,04"
