ano,tipoProposicao,autor_id,autor,apresentadas,aprovadas,rejeitadas,pendentes,nao_se_aplica,inclassificavel
2025,Projeto de Lei,56,Mesa Diretora,1,1,0,0,0,0
2025,Projeto de Lei,6,Poder Executivo,99,77,1,21,0,0
2025,Projeto de Lei,7,Tribunal de Contas do Distrito Federal,1,1,0,0,0,0
2025,Projeto de Lei Complementar,20,Deputado Fábio Felix,1,1,0,0,0,0
2025,Projeto de Lei Complementar,68,Deputado Gabriel Magno,1,0,0,1,0,0
2025,Projeto de Lei Complementar,30,Deputado Martins Machado,1,0,0,1,0,0
2025,Projeto de Lei Complementar,59,Deputado Pastor Daniel de Castro,3,1,0,2,0,0
2025,Projeto de Lei Complementar,57,Deputado Ricardo Vale,1,1,0,0,0,0
2025,Projeto de Lei Complementar,67,Deputado Rogério Morro da Cruz,2,0,0,2,0,0
2025,Projeto de Lei Complementar,34,Deputado Roosevelt Vilela,2,0,0,2,0,0
2025,Projeto de Lei Complementar,58,Deputado Wellington Luiz,2,1,0,1,0,0
2025,Projeto de Lei Complementar,6,Poder Executivo,20,16,0,4,0,0
2025,Projeto de Lei Complementar,7,Tribunal de Contas do Distrito Federal,1,1,0,0,0,0
2025,Projeto de Resolução,60,Deputada Dayse Amarilio,1,0,0,1,0,0
2025,Projeto de Resolução,61,Deputada Doutora Jane,2,0,0,2,0,0
2025,Projeto de Resolução,64,Deputada Paula Belmonte,3,1,0,2,0,0
2025,Projeto de Resolução,15,Deputado Chico Vigilante,2,1,0,1,0,0
2025,Projeto de Resolução,20,Deputado Fábio Felix,1,0,0,1,0,0
2025,Projeto de Resolução,22,Deputado Hermeto,1,0,0,1,0,0
2025,Projeto de Resolução,23,Deputado Iolando,1,0,0,1,0,0
2025,Projeto de Resolução,62,Deputado Joaquim Roriz Neto,1,1,0,0,0,0
2025,Projeto de Resolução,26,Deputado Jorge Vianna,1,0,0,1,0,0
2025,Projeto de Resolução,59,Deputado Pastor Daniel de Castro,3,0,0,3,0,0
2025,Projeto de Resolução,33,Deputado Robério Negreiros,1,0,0,1,0,0
2025,Projeto de Resolução,67,Deputado Rogério Morro da Cruz,1,0,0,1,0,0
2025,Projeto de Resolução,66,Deputado Thiago Manzoni,1,0,0,1,0,0
2025,Projeto de Resolução,58,Deputado Wellington Luiz,2,1,0,1,0,0
2025,Projeto de Resolução,56,Mesa Diretora,8,7,0,1,0,0
2025,Proposta de Emenda à Lei Orgânica,64,Deputada Paula Belmonte,2,0,0,2,0,0
2025,Proposta de Emenda à Lei Orgânica,17,Deputado Daniel Donizet,1,0,0,1,0,0
2025,Proposta de Emenda à Lei Orgânica,19,Deputado Eduardo Pedrosa,2,0,0,2,0,0
2025,Proposta de Emenda à Lei Orgânica,23,Deputado Iolando,2,0,0,2,0,0
2025,Proposta de Emenda à Lei Orgânica,62,Deputado Joaquim Roriz Neto,2,0,0,2,0,0
2025,Proposta de Emenda à Lei Orgânica,59,Deputado Pastor Daniel de Castro,2,0,0,2,0,0
2025,Proposta de Emenda à Lei Orgânica,65,Deputado Pepa,1,0,0,1,0,0
2025,Proposta de Emenda à Lei Orgânica,33,Deputado Robério Negreiros,1,0,0,1,0,0
2025,Proposta de Emenda à Lei Orgânica,67,Deputado Rogério Morro da Cruz,1,0,0,1,0,0
2025,Proposta de Emenda à Lei Orgânica,34,Deputado Roosevelt Vilela,2,0,0,2,0,0
2025,Proposta de Emenda à Lei Orgânica,66,Deputado Thiago Manzoni,2,0,0,2,0,0
2025,Proposta de Emenda à Lei Orgânica,6,Poder Executivo,1,0,0,1,0,0
2025,Questão de Ordem,20,Deputado Fábio Felix,1,0,0,0,1,0
2025,Requerimento,43,Comissão de Assuntos Fundiários,1,0,0,0,1,0
2025,Requerimento,238,Comissão de Defesa dos Direitos da Mulher,1,0,0,0,1,0
2025,Requerimento,236,Comissão de Saúde,2,0,0,0,2,0
2025,Requerimento,60,Deputada Dayse Amarilio,67,0,0,0,67,0
2025,Requerimento,61,Deputada Doutora Jane,21,0,0,0,21,0
2025,Requerimento,24,Deputada Jaqueline Silva,18,0,0,0,18,0
2025,Requerimento,64,Deputada Paula Belmonte,88,0,0,0,88,0
2025,Requerimento,15,Deputado Chico Vigilante,24,0,0,0,24,0
2025,Requerimento,17,Deputado Daniel Donizet,6,0,0,0,6,0
2025,Requerimento,19,Deputado Eduardo Pedrosa,37,0,0,0,37,0
2025,Requerimento,20,Deputado Fábio Felix,198,0,0,0,198,0
2025,Requerimento,68,Deputado Gabriel Magno,69,0,0,0,69,0
2025,Requerimento,22,Deputado Hermeto,17,0,0,0,17,0
2025,Requerimento,23,Deputado Iolando,24,0,0,0,24,0
2025,Requerimento,62,Deputado Joaquim Roriz Neto,13,0,0,0,13,0
2025,Requerimento,26,Deputado Jorge Vianna,33,0,0,0,33,0
2025,Requerimento,25,Deputado João Cardoso ,19,0,0,0,19,0
2025,Requerimento,30,Deputado Martins Machado,25,0,0,0,25,0
2025,Requerimento,63,Deputado Max Maciel,61,0,0,0,61,0
2025,Requerimento,59,Deputado Pastor Daniel de Castro,24,0,0,0,24,0
2025,Requerimento,65,Deputado Pepa,17,0,0,0,17,0
2025,Requerimento,57,Deputado Ricardo Vale,30,0,0,0,30,0
2025,Requerimento,33,Deputado Robério Negreiros,17,0,0,0,17,0
2025,Requerimento,67,Deputado Rogério Morro da Cruz,36,0,0,0,36,0
2025,Requerimento,34,Deputado Roosevelt Vilela,28,0,0,0,28,0
2025,Requerimento,66,Deputado Thiago Manzoni,22,0,0,0,22,0
2025,Requerimento,58,Deputado Wellington Luiz,23,0,0,0,23,0
2026,Indicação,239,Comissão Parlamentar de Inquérito do Rio Melchior,5,0,0,0,5,0
2026,Indicação,49,Comissão de Fiscalização Governança Transparência Controle,1,0,0,0,1,0
2026,Indicação,60,Deputada Dayse Amarilio,18,0,0,0,18,0
2026,Indicação,61,Deputada Doutora Jane,40,0,0,0,40,0
2026,Indicação,24,Deputada Jaqueline Silva,209,0,0,0,209,0
2026,Indicação,64,Deputada Paula Belmonte,1,0,0,0,1,0
2026,Indicação,15,Deputado Chico Vigilante,1,0,0,0,1,0
2026,Indicação,17,Deputado Daniel Donizet,8,0,0,0,8,0
2026,Indicação,19,Deputado Eduardo Pedrosa,2,0,0,0,2,0
2026,Indicação,20,Deputado Fábio Felix,5,0,0,0,5,0
2026,Indicação,68,Deputado Gabriel Magno,9,0,0,0,9,0
2026,Indicação,22,Deputado Hermeto,9,0,0,0,9,0
2026,Indicação,23,Deputado Iolando,24,0,0,0,24,0
2026,Indicação,62,Deputado Joaquim Roriz Neto,831,0,0,0,831,0
2026,Indicação,26,Deputado Jorge Vianna,12,0,0,0,12,0
2026,Indicação,25,Deputado João Cardoso ,5,0,0,0,5,0
2026,Indicação,30,Deputado Martins Machado,6,0,0,0,6,0
2026,Indicação,63,Deputado Max Maciel,33,0,0,0,33,0
2026,Indicação,59,Deputado Pastor Daniel de Castro,14,0,0,0,14,0
2026,Indicação,65,Deputado Pepa,45,0,0,0,45,0
2026,Indicação,57,Deputado Ricardo Vale,26,0,0,0,26,0
2026,Indicação,33,Deputado Robério Negreiros,12,0,0,0,12,0
2026,Indicação,67,Deputado Rogério Morro da Cruz,3,0,0,0,3,0
2026,Indicação,34,Deputado Roosevelt Vilela,1,0,0,0,1,0
2026,Indicação,66,Deputado Thiago Manzoni,6,0,0,0,6,0
2026,Indicação,58,Deputado Wellington Luiz,37,0,0,0,37,0
2026,Moção,60,Deputada Dayse Amarilio,39,0,0,0,39,0
2026,Moção,61,Deputada Doutora Jane,19,0,0,0,19,0
2026,Moção,24,Deputada Jaqueline Silva,19,0,0,0,19,0
2026,Moção,64,Deputada Paula Belmonte,11,0,0,0,11,0
2026,Moção,15,Deputado Chico Vigilante,5,0,0,0,5,0
2026,Moção,17,Deputado Daniel Donizet,1,0,0,0,1,0
2026,Moção,19,Deputado Eduardo Pedrosa,24,0,0,0,24,0
2026,Moção,20,Deputado Fábio Felix,8,0,0,0,8,0
2026,Moção,68,Deputado Gabriel Magno,20,0,0,0,20,0
2026,Moção,22,Deputado Hermeto,35,0,0,0,35,0
2026,Moção,23,Deputado Iolando,4,0,0,0,4,0
2026,Moção,26,Deputado Jorge Vianna,34,0,0,0,34,0
2026,Moção,25,Deputado João Cardoso ,17,0,0,0,17,0
2026,Moção,30,Deputado Martins Machado,20,0,0,0,20,0
2026,Moção,63,Deputado Max Maciel,8,0,0,0,8,0
2026,Moção,59,Deputado Pastor Daniel de Castro,9,0,0,0,9,0
2026,Moção,57,Deputado Ricardo Vale,15,0,0,0,15,0
2026,Moção,33,Deputado Robério Negreiros,5,0,0,0,5,0
2026,Moção,67,Deputado Rogério Morro da Cruz,7,0,0,0,7,0
2026,Moção,34,Deputado Roosevelt Vilela,12,0,0,0,12,0
2026,Moção,66,Deputado Thiago Manzoni,2,0,0,0,2,0
2026,Moção,58,Deputado Wellington Luiz,4,0,0,0,4,0
2026,Proc,6,Poder Executivo,6,0,0,6,0,0
2026,Projeto de Decreto Legislativo,8,Comissão de Constituição e Justiça,1,1,0,0,0,0
2026,Projeto de Decreto Legislativo,9,"Comissão de Economia, Orçamento e Finanças",2,2,0,0,0,0
2026,Projeto de Decreto Legislativo,236,Comissão de Saúde,1,1,0,0,0,0
2026,Projeto de Decreto Legislativo,60,Deputada Dayse Amarilio,3,3,0,0,0,0
2026,Projeto de Decreto Legislativo,61,Deputada Doutora Jane,9,3,0,6,0,0
2026,Projeto de Decreto Legislativo,24,Deputada Jaqueline Silva,1,1,0,0,0,0
2026,Projeto de Decreto Legislativo,64,Deputada Paula Belmonte,12,4,0,8,0,0
2026,Projeto de Decreto Legislativo,15,Deputado Chico Vigilante,1,1,0,0,0,0
2026,Projeto de Decreto Legislativo,19,Deputado Eduardo Pedrosa,10,4,0,6,0,0
2026,Projeto de Decreto Legislativo,20,Deputado Fábio Felix,1,0,0,1,0,0
2026,Projeto de Decreto Legislativo,68,Deputado Gabriel Magno,1,0,0,1,0,0
2026,Projeto de Decreto Legislativo,22,Deputado Hermeto,1,0,0,1,0,0
2026,Projeto de Decreto Legislativo,23,Deputado Iolando,4,3,0,1,0,0
2026,Projeto de Decreto Legislativo,26,Deputado Jorge Vianna,4,0,0,4,0,0
2026,Projeto de Decreto Legislativo,25,Deputado João Cardoso ,3,1,0,2,0,0
2026,Projeto de Decreto Legislativo,30,Deputado Martins Machado,1,0,0,1,0,0
2026,Projeto de Decreto Legislativo,63,Deputado Max Maciel,2,1,0,1,0,0
2026,Projeto de Decreto Legislativo,59,Deputado Pastor Daniel de Castro,7,1,0,6,0,0
2026,Projeto de Decreto Legislativo,65,Deputado Pepa,8,3,0,5,0,0
2026,Projeto de Decreto Legislativo,57,Deputado Ricardo Vale,3,0,0,3,0,0
2026,Projeto de Decreto Legislativo,67,Deputado Rogério Morro da Cruz,1,0,0,1,0,0
2026,Projeto de Decreto Legislativo,34,Deputado Roosevelt Vilela,5,1,0,4,0,0
2026,Projeto de Decreto Legislativo,66,Deputado Thiago Manzoni,2,0,0,2,0,0
2026,Projeto de Decreto Legislativo,58,Deputado Wellington Luiz,7,3,0,4,0,0
2026,Projeto de Lei,239,Comissão Parlamentar de Inquérito do Rio Melchior,4,4,0,0,0,0
2026,Projeto de Lei,60,Deputada Dayse Amarilio,9,2,0,7,0,0
2026,Projeto de Lei,61,Deputada Doutora Jane,10,2,0,8,0,0
2026,Projeto de Lei,24,Deputada Jaqueline Silva,8,1,0,7,0,0
2026,Projeto de Lei,64,Deputada Paula Belmonte,6,1,0,5,0,0
2026,Projeto de Lei,15,Deputado Chico Vigilante,5,2,0,3,0,0
2026,Projeto de Lei,17,Deputado Daniel Donizet,6,0,0,6,0,0
2026,Projeto de Lei,19,Deputado Eduardo Pedrosa,32,2,0,30,0,0
2026,Projeto de Lei,20,Deputado Fábio Felix,12,1,0,11,0,0
2026,Projeto de Lei,68,Deputado Gabriel Magno,2,0,0,2,0,0
2026,Projeto de Lei,22,Deputado Hermeto,7,0,0,7,0,0
2026,Projeto de Lei,23,Deputado Iolando,26,1,0,25,0,0
2026,Projeto de Lei,62,Deputado Joaquim Roriz Neto,5,0,0,5,0,0
2026,Projeto de Lei,26,Deputado Jorge Vianna,8,1,0,7,0,0
2026,Projeto de Lei,25,Deputado João Cardoso ,11,1,0,10,0,0
2026,Projeto de Lei,30,Deputado Martins Machado,4,0,0,4,0,0
2026,Projeto de Lei,59,Deputado Pastor Daniel de Castro,45,1,0,44,0,0
2026,Projeto de Lei,65,Deputado Pepa,20,2,0,18,0,0
2026,Projeto de Lei,57,Deputado Ricardo Vale,11,0,0,11,0,0
2026,Projeto de Lei,33,Deputado Robério Negreiros,26,0,0,26,0,0
2026,Projeto de Lei,67,Deputado Rogério Morro da Cruz,8,0,0,8,0,0
2026,Projeto de Lei,34,Deputado Roosevelt Vilela,17,3,0,14,0,0
2026,Projeto de Lei,66,Deputado Thiago Manzoni,10,1,0,9,0,0
2026,Projeto de Lei,58,Deputado Wellington Luiz,17,3,0,14,0,0
2026,Projeto de Lei,56,Mesa Diretora,3,2,0,1,0,0
2026,Projeto de Lei,6,Poder Executivo,44,29,0,15,0,0
2026,Projeto de Lei,7,Tribunal de Contas do Distrito Federal,2,1,0,1,0,0
2026,Projeto de Lei Complementar,42,Defensoria Pública do Distrito Federal,1,1,0,0,0,0
2026,Projeto de Lei Complementar,20,Deputado Fábio Felix,1,0,0,1,0,0
2026,Projeto de Lei Complementar,22,Deputado Hermeto,1,0,0,1,0,0
2026,Projeto de Lei Complementar,65,Deputado Pepa,2,0,0,2,0,0
2026,Projeto de Lei Complementar,33,Deputado Robério Negreiros,1,0,0,1,0,0
2026,Projeto de Lei Complementar,34,Deputado Roosevelt Vilela,2,0,0,2,0,0
2026,Projeto de Lei Complementar,58,Deputado Wellington Luiz,2,0,0,2,0,0
2026,Projeto de Lei Complementar,6,Poder Executivo,10,3,0,7,0,0
2026,Projeto de Resolução,24,Deputada Jaqueline Silva,2,0,0,2,0,0
2026,Projeto de Resolução,64,Deputada Paula Belmonte,2,0,0,2,0,0
2026,Projeto de Resolução,15,Deputado Chico Vigilante,1,0,0,1,0,0
2026,Projeto de Resolução,68,Deputado Gabriel Magno,1,0,0,1,0,0
2026,Projeto de Resolução,59,Deputado Pastor Daniel de Castro,2,0,0,2,0,0
2026,Projeto de Resolução,56,Mesa Diretora,5,4,0,1,0,0
2026,Proposta de Emenda à Lei Orgânica,60,Deputada Dayse Amarilio,1,0,0,1,0,0
2026,Proposta de Emenda à Lei Orgânica,61,Deputada Doutora Jane,2,0,0,2,0,0
2026,Proposta de Emenda à Lei Orgânica,64,Deputada Paula Belmonte,1,0,0,1,0,0
2026,Proposta de Emenda à Lei Orgânica,15,Deputado Chico Vigilante,1,0,0,1,0,0
2026,Proposta de Emenda à Lei Orgânica,17,Deputado Daniel Donizet,1,0,0,1,0,0
2026,Proposta de Emenda à Lei Orgânica,19,Deputado Eduardo Pedrosa,1,0,0,1,0,0
2026,Proposta de Emenda à Lei Orgânica,20,Deputado Fábio Felix,1,0,0,1,0,0
2026,Proposta de Emenda à Lei Orgânica,68,Deputado Gabriel Magno,1,0,0,1,0,0
2026,Proposta de Emenda à Lei Orgânica,22,Deputado Hermeto,1,0,0,1,0,0
2026,Proposta de Emenda à Lei Orgânica,23,Deputado Iolando,1,0,0,1,0,0
2026,Proposta de Emenda à Lei Orgânica,62,Deputado Joaquim Roriz Neto,1,0,0,1,0,0
2026,Proposta de Emenda à Lei Orgânica,26,Deputado Jorge Vianna,2,0,0,2,0,0
2026,Proposta de Emenda à Lei Orgânica,25,Deputado João Cardoso ,2,0,0,2,0,0
2026,Proposta de Emenda à Lei Orgânica,30,Deputado Martins Machado,2,0,0,2,0,0
2026,Proposta de Emenda à Lei Orgânica,63,Deputado Max Maciel,1,0,0,1,0,0
2026,Proposta de Emenda à Lei Orgânica,59,Deputado Pastor Daniel de Castro,2,0,0,2,0,0
2026,Proposta de Emenda à Lei Orgânica,65,Deputado Pepa,2,0,0,2,0,0
2026,Proposta de Emenda à Lei Orgânica,67,Deputado Rogério Morro da Cruz,1,0,0,1,0,0
2026,Proposta de Emenda à Lei Orgânica,34,Deputado Roosevelt Vilela,1,0,0,1,0,0
2026,Proposta de Emenda à Lei Orgânica,58,Deputado Wellington Luiz,2,0,0,2,0,0
2026,Proposta de Emenda à Lei Orgânica,6,Poder Executivo,1,1,0,0,0,0
2026,Requerimento,9,"Comissão de Economia, Orçamento e Finanças",3,0,0,0,3,0
2026,Requerimento,237,Comissão de Educação e Cultura,6,0,0,0,6,0
2026,Requerimento,236,Comissão de Saúde,15,0,0,0,15,0
2026,Requerimento,60,Deputada Dayse Amarilio,33,0,0,0,33,0
2026,Requerimento,61,Deputada Doutora Jane,17,0,0,0,17,0
2026,Requerimento,24,Deputada Jaqueline Silva,8,0,0,0,8,0
2026,Requerimento,64,Deputada Paula Belmonte,32,0,0,0,32,0
2026,Requerimento,15,Deputado Chico Vigilante,24,0,0,0,24,0
2026,Requerimento,17,Deputado Daniel Donizet,12,0,0,0,12,0
2026,Requerimento,19,Deputado Eduardo Pedrosa,22,0,0,0,22,0
2026,Requerimento,20,Deputado Fábio Felix,46,0,1,0,45,0
2026,Requerimento,68,Deputado Gabriel Magno,155,0,0,0,155,0
2026,Requerimento,22,Deputado Hermeto,7,0,0,0,7,0
2026,Requerimento,23,Deputado Iolando,5,0,0,0,5,0
2026,Requerimento,62,Deputado Joaquim Roriz Neto,1,0,0,0,1,0
2026,Requerimento,26,Deputado Jorge Vianna,20,0,0,0,20,0
2026,Requerimento,25,Deputado João Cardoso ,12,0,0,0,12,0
2026,Requerimento,30,Deputado Martins Machado,14,0,0,0,14,0
2026,Requerimento,63,Deputado Max Maciel,18,0,0,0,18,0
2026,Requerimento,59,Deputado Pastor Daniel de Castro,10,0,0,0,10,0
2026,Requerimento,65,Deputado Pepa,4,0,0,0,4,0
2026,Requerimento,57,Deputado Ricardo Vale,33,0,0,0,33,0
2026,Requerimento,33,Deputado Robério Negreiros,11,0,0,0,11,0
2026,Requerimento,67,Deputado Rogério Morro da Cruz,8,0,0,0,8,0
2026,Requerimento,34,Deputado Roosevelt Vilela,13,0,0,0,13,0
2026,Requerimento,66,Deputado Thiago Manzoni,18,0,0,0,18,0
2026,Requerimento,58,Deputado Wellington Luiz,13,0,0,0,13,0
2026,Sugestão Legislativa,240,Sugestão Legislativa,1,0,0,1,0,0
