deputado,chave,ano,mes,locacao_e_manutencao_de_imoveis,locacao_de_maquinas_e_equipamentos,aquisicao_de_material,locacao_de_veiculos,combustivel_e_lubrificante,assessoria_ou_consultoria_juridica,assessoria_ou_consultoria_especializada,divulgacao_de_atividade_parlamentar,outros,soma_das_rubricas,total_no_quadro,rubricas_somam,glosa,teto_mensal_autorizado,linhas_do_painel,as_of
IOLANDO ALMEIDA,IOLANDO,2025,2,0.00,0.00,0.00,6300.00,3283.83,0.00,6000.00,5000.00,0.00,20583.83,20583.83,sim,0.00,20864.78,1,2026-09-01
IOLANDO ALMEIDA,IOLANDO,2025,3,0.00,0.00,0.00,4600.00,2779.19,0.00,6000.00,5000.00,0.00,18379.19,18379.19,sim,0.00,20864.78,1,2026-09-01
IOLANDO ALMEIDA,IOLANDO,2025,4,0.00,0.00,0.00,4600.00,2523.50,0.00,6000.00,5000.00,0.00,18123.50,18123.50,sim,0.00,20864.78,1,2026-09-01
IOLANDO ALMEIDA,IOLANDO,2025,5,0.00,0.00,0.00,4600.00,2824.85,0.00,6000.00,5000.00,0.00,18424.85,18424.85,sim,0.00,20864.78,1,2026-09-01
IOLANDO ALMEIDA,IOLANDO,2025,6,0.00,0.00,0.00,4600.00,2328.73,0.00,6000.00,5000.00,0.00,17928.73,17928.73,sim,0.00,20864.78,1,2026-09-01
IOLANDO ALMEIDA,IOLANDO,2025,7,0.00,0.00,0.00,4600.00,341.89,0.00,6000.00,5000.00,0.00,15941.89,15941.89,sim,0.00,20864.78,1,2026-09-01
IOLANDO ALMEIDA,IOLANDO,2025,8,0.00,0.00,0.00,4600.00,0.00,0.00,6000.00,5000.00,0.00,15600.00,15600.00,sim,0.00,20864.78,1,2026-09-01
IOLANDO ALMEIDA,IOLANDO,2025,9,0.00,0.00,0.00,4600.00,0.00,0.00,6000.00,5000.00,0.00,15600.00,15600.00,sim,0.00,20864.78,1,2026-09-01
IOLANDO ALMEIDA,IOLANDO,2025,10,0.00,0.00,0.00,4600.00,0.00,0.00,6000.00,5000.00,0.00,15600.00,15600.00,sim,0.00,20864.78,1,2026-09-01
IOLANDO ALMEIDA,IOLANDO,2025,11,0.00,0.00,0.00,4600.00,0.00,0.00,6000.00,5000.00,0.00,15600.00,15600.00,sim,0.00,20864.78,1,2026-09-01
IOLANDO ALMEIDA,IOLANDO,2025,12,0.00,0.00,0.00,4600.00,0.00,0.00,6000.00,5000.00,0.00,15600.00,15600.00,sim,0.00,20864.78,1,2026-09-01
IOLANDO ALMEIDA,IOLANDO,2026,1,0.00,0.00,0.00,4600.00,0.00,0.00,6000.00,7000.00,0.00,17600.00,17600.00,sim,0.00,20864.78,1,2026-09-01
IOLANDO ALMEIDA,IOLANDO,2026,2,0.00,0.00,0.00,4600.00,0.00,0.00,6000.00,7000.00,0.00,17600.00,17600.00,sim,0.00,20864.78,1,2026-09-01
IOLANDO ALMEIDA,IOLANDO,2026,3,0.00,0.00,0.00,4600.00,0.00,0.00,6000.00,7000.00,0.00,17600.00,17600.00,sim,0.00,20864.78,1,2026-09-01
IOLANDO ALMEIDA,IOLANDO,2026,4,0.00,0.00,0.00,4600.00,0.00,0.00,6000.00,7000.00,0.00,17600.00,17600.00,sim,0.00,20864.78,1,2026-09-01
IOLANDO ALMEIDA,IOLANDO,2026,5,0.00,0.00,0.00,4600.00,0.00,0.00,6000.00,7000.00,0.00,17600.00,17600.00,sim,0.00,20864.78,1,2026-09-01
IOLANDO ALMEIDA,IOLANDO,2026,6,0.00,0.00,0.00,4600.00,0.00,0.00,6000.00,7000.00,0.00,17600.00,17600.00,sim,0.00,20864.78,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2023,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,17681.99,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2023,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,17681.99,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2023,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,17681.99,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2023,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2023,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2023,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2023,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2023,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2023,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00,2000.00,2000.00,sim,0.00,18472.91,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2023,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,5000.00,5000.00,sim,0.00,18472.91,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2023,11,0.00,0.00,0.00,0.00,1541.00,0.00,0.00,5000.00,0.00,6541.00,6541.00,sim,0.00,18472.91,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2023,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2024,1,0.00,0.00,0.00,5500.00,1149.99,0.00,0.00,5000.00,0.00,11649.99,11649.99,sim,0.00,18472.91,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2024,2,0.00,0.00,0.00,5500.00,1252.23,0.00,0.00,5000.00,0.00,11752.23,11752.23,sim,0.00,19803.83,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2024,3,0.00,0.00,0.00,5500.00,2212.16,0.00,0.00,5000.00,0.00,12712.16,12712.16,sim,0.00,19803.83,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2024,4,0.00,0.00,0.00,5500.00,751.62,0.00,0.00,5000.00,0.00,11251.62,11251.62,sim,0.00,19803.83,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2024,5,3000.00,0.00,0.00,5500.00,0.00,0.00,0.00,5000.00,0.00,13500.00,13500.00,sim,0.00,19803.83,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2024,6,3000.00,0.00,0.00,5500.00,0.00,0.00,0.00,5000.00,0.00,13500.00,13500.00,sim,0.00,19803.83,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2024,7,3000.00,0.00,0.00,5500.00,0.00,0.00,0.00,5000.00,0.00,13500.00,13500.00,sim,0.00,19803.83,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2024,8,3000.00,0.00,0.00,5500.00,0.00,0.00,0.00,5000.00,0.00,13500.00,13500.00,sim,0.00,19803.83,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2024,9,3000.00,0.00,0.00,5500.00,0.00,0.00,0.00,5000.00,0.00,13500.00,13500.00,sim,0.00,19803.83,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2024,10,3000.00,0.00,0.00,5500.00,0.00,0.00,0.00,5000.00,0.00,13500.00,13500.00,sim,0.00,19803.83,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2024,11,3000.00,0.00,0.00,5500.00,0.00,0.00,0.00,5000.00,0.00,13500.00,13500.00,sim,0.00,19803.83,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2024,12,3000.00,0.00,0.00,5500.00,0.00,0.00,0.00,5000.00,0.00,13500.00,13500.00,sim,0.00,19803.83,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2025,1,3000.00,0.00,0.00,5500.00,0.00,0.00,0.00,5000.00,0.00,13500.00,13500.00,sim,0.00,19803.83,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2025,2,3000.00,0.00,0.00,5500.00,0.00,0.00,0.00,5000.00,0.00,13500.00,13500.00,sim,0.00,20864.78,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2025,3,3000.00,0.00,0.00,5500.00,0.00,0.00,0.00,5000.00,0.00,13500.00,13500.00,sim,0.00,20864.78,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2025,4,3000.00,0.00,0.00,5500.00,0.00,0.00,0.00,4666.66,0.00,13166.66,13166.66,sim,0.00,20864.78,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2025,5,3000.00,0.00,0.00,6000.00,0.00,0.00,0.00,6000.00,0.00,15000.00,15000.00,sim,0.00,20864.78,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2025,6,3000.00,0.00,0.00,6000.00,0.00,0.00,0.00,6000.00,0.00,15000.00,15000.00,sim,0.00,20864.78,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2025,7,3000.00,0.00,0.00,6000.00,0.00,0.00,0.00,6000.00,0.00,15000.00,15000.00,sim,0.00,20864.78,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2025,8,3000.00,0.00,0.00,6000.00,0.00,0.00,0.00,5193.54,0.00,14193.54,14193.54,sim,0.00,20864.78,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2025,9,3000.00,0.00,0.00,6000.00,0.00,0.00,0.00,1000.00,0.00,10000.00,10000.00,sim,0.00,20864.78,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2025,10,3000.00,0.00,0.00,6000.00,0.00,0.00,0.00,6000.00,0.00,15000.00,15000.00,sim,0.00,20864.78,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2025,11,3000.00,0.00,0.00,6000.00,0.00,0.00,0.00,3883.00,0.00,12883.00,12883.00,sim,0.00,20864.78,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2025,12,3000.00,0.00,0.00,6000.00,0.00,0.00,0.00,1000.00,0.00,10000.00,10000.00,sim,0.00,20864.78,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2026,1,3000.00,0.00,0.00,6000.00,0.00,0.00,0.00,1000.00,0.00,10000.00,10000.00,sim,0.00,20864.78,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2026,2,3000.00,0.00,0.00,6000.00,0.00,0.00,0.00,2666.66,0.00,11666.66,11666.66,sim,0.00,20864.78,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2026,3,3000.00,0.00,0.00,6000.00,0.00,0.00,0.00,6000.00,0.00,15000.00,15000.00,sim,0.00,20864.78,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2026,4,3000.00,0.00,0.00,6000.00,0.00,0.00,0.00,6000.00,0.00,15000.00,15000.00,sim,0.00,20864.78,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2026,5,3000.00,0.00,0.00,6000.00,0.00,0.00,0.00,6000.00,0.00,15000.00,15000.00,sim,0.00,20864.78,1,2026-09-01
JAQUELINE SILVA,JAQUELINE SILVA,2026,6,3000.00,0.00,0.00,6000.00,0.00,0.00,0.00,1000.00,0.00,10000.00,10000.00,sim,0.00,20864.78,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2023,1,1983.58,0.00,0.00,3200.00,1167.05,0.00,0.00,0.00,0.00,6350.63,6350.63,sim,0.00,17681.99,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2023,2,2023.91,0.00,0.00,3200.00,1224.05,0.00,0.00,0.00,0.00,6447.96,6447.96,sim,0.00,17681.99,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2023,3,2110.91,0.00,0.00,3200.00,1879.55,0.00,0.00,0.00,0.00,7190.46,7190.46,sim,0.00,17681.99,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2023,4,2101.59,0.00,0.00,3200.00,1788.99,0.00,0.00,0.00,0.00,7090.58,7090.58,sim,0.00,18472.91,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2023,5,2359.76,0.00,0.00,3200.00,1950.26,0.00,0.00,0.00,0.00,7510.02,7510.02,sim,0.00,18472.91,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2023,6,1968.98,0.00,0.00,3200.00,1389.66,0.00,0.00,0.00,0.00,6558.64,6558.64,sim,0.00,18472.91,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2023,7,1975.45,0.00,0.00,3200.00,1286.26,0.00,0.00,0.00,0.00,6461.71,6461.71,sim,0.00,18472.91,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2023,8,1946.42,0.00,0.00,3200.00,1667.96,0.00,0.00,0.00,0.00,6814.38,6814.38,sim,0.00,18472.91,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2023,9,1981.46,0.00,0.00,3200.00,2364.70,0.00,0.00,0.00,0.00,7546.16,7546.16,sim,0.00,18472.91,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2023,10,2042.25,0.00,0.00,3200.00,1877.58,0.00,0.00,0.00,0.00,7119.83,7119.83,sim,0.00,18472.91,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2023,11,2113.40,0.00,0.00,3200.00,1457.69,0.00,0.00,0.00,0.00,6771.09,6771.09,sim,0.00,18472.91,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2023,12,1806.70,0.00,0.00,3200.00,1795.51,0.00,0.00,0.00,0.00,6802.21,6802.21,sim,0.00,18472.91,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2024,1,2023.42,0.00,0.00,3200.00,1102.20,0.00,0.00,0.00,0.00,6325.62,6325.62,sim,0.00,18472.91,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2024,2,1697.02,0.00,0.00,3200.00,1491.70,0.00,0.00,0.00,0.00,6388.72,6388.72,sim,0.00,19803.83,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2024,3,2586.60,0.00,0.00,3200.00,990.31,0.00,0.00,0.00,0.00,6776.91,6776.91,sim,0.00,19803.83,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2024,4,2123.22,0.00,0.00,3200.00,2708.21,0.00,0.00,0.00,0.00,8031.43,8031.43,sim,0.00,19803.83,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2024,5,2527.94,0.00,0.00,3200.00,1772.61,0.00,0.00,0.00,0.00,7500.55,7500.55,sim,0.00,19803.83,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2024,6,2134.96,0.00,0.00,3200.00,2285.37,0.00,0.00,0.00,0.00,7620.33,7620.33,sim,0.00,19803.83,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2024,7,2087.59,0.00,0.00,3200.00,630.70,0.00,0.00,0.00,0.00,5918.29,5918.29,sim,0.00,19803.83,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2024,8,2119.96,0.00,0.00,3200.00,1519.21,0.00,0.00,0.00,0.00,6839.17,6839.17,sim,0.00,19803.83,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2024,9,1854.90,0.00,0.00,3200.00,971.54,0.00,0.00,0.00,0.00,6026.44,6026.44,sim,0.00,19803.83,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2024,10,2491.54,0.00,0.00,3200.00,2387.62,0.00,0.00,0.00,0.00,8079.16,8079.16,sim,0.00,19803.83,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2024,11,2173.58,0.00,0.00,3200.00,0.00,0.00,0.00,0.00,0.00,5373.58,7404.38,não,0.00,19803.83,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2024,12,1939.36,0.00,0.00,3200.00,0.00,0.00,0.00,0.00,0.00,5139.36,7011.94,não,0.00,19803.83,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2025,1,2110.90,0.00,0.00,3200.00,0.00,0.00,0.00,0.00,0.00,5310.90,6536.31,não,0.00,19803.83,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2025,2,1993.80,0.00,0.00,3980.00,2397.90,0.00,0.00,0.00,0.00,8371.70,8371.70,sim,0.00,20864.78,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2025,3,2023.84,0.00,0.00,3980.00,2590.21,0.00,0.00,6000.00,0.00,14594.05,14594.05,sim,0.00,20864.78,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2025,4,2286.89,0.00,0.00,3980.00,1848.85,0.00,0.00,6000.00,0.00,14115.74,14115.74,sim,0.00,20864.78,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2025,5,2618.38,0.00,0.00,3980.00,2872.63,0.00,0.00,6000.00,0.00,15471.01,15471.01,sim,0.00,20864.78,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2025,6,2229.23,0.00,0.00,3980.00,198.43,0.00,0.00,6000.00,0.00,12407.66,12407.66,sim,0.00,20864.78,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2025,7,2231.20,0.00,0.00,3980.00,0.00,0.00,0.00,6000.00,0.00,12211.20,12211.20,sim,0.00,20864.78,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2025,8,2264.37,0.00,0.00,3980.00,0.00,0.00,0.00,6000.00,0.00,12244.37,12244.37,sim,0.00,20864.78,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2025,9,2238.88,0.00,0.00,7500.00,0.00,0.00,0.00,6000.00,0.00,15738.88,15738.88,sim,0.00,20864.78,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2025,10,2299.66,0.00,0.00,7500.00,0.00,0.00,0.00,6000.00,0.00,15799.66,15799.66,sim,0.00,20864.78,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2025,11,2243.90,0.00,0.00,7500.00,0.00,0.00,0.00,6000.00,0.00,15743.90,15743.90,sim,0.00,20864.78,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2025,12,2285.15,0.00,0.00,7500.00,0.00,0.00,0.00,6000.00,0.00,15785.15,15785.15,sim,0.00,20864.78,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2026,1,2207.01,0.00,0.00,7500.00,0.00,0.00,0.00,6000.00,0.00,15707.01,15707.01,sim,0.00,20864.78,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2026,2,2239.85,0.00,0.00,7500.00,0.00,0.00,0.00,6000.00,0.00,15739.85,15739.85,sim,0.00,20864.78,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2026,3,2497.83,0.00,0.00,7500.00,0.00,0.00,0.00,6000.00,0.00,15997.83,15997.83,sim,0.00,20864.78,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2026,4,2321.89,0.00,0.00,7500.00,0.00,0.00,0.00,6000.00,0.00,15821.89,15821.89,sim,0.00,20864.78,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2026,5,2759.43,0.00,0.00,7500.00,0.00,0.00,0.00,6000.00,0.00,16259.43,16259.43,sim,0.00,20864.78,1,2026-09-01
JOÃO CARDOSO,JOAO CARDOSO,2026,6,2575.38,0.00,0.00,7500.00,0.00,0.00,0.00,6000.00,0.00,16075.38,16075.38,sim,0.00,20864.78,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2023,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,17681.99,1,2026-09-01
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,2,0.00,0.00,0.00,3990.00,1366.86,7000.00,0.00,0.00,0.00,12356.86,12356.86,sim,0.00,17681.99,1,2026-09-01
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,3,0.00,0.00,0.00,3990.00,2182.32,0.00,0.00,0.00,0.00,6172.32,6172.32,sim,0.00,17681.99,1,2026-09-01
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,4,0.00,0.00,0.00,3990.00,1547.10,0.00,2500.00,500.00,0.00,8537.10,8537.10,sim,0.00,18472.91,1,2026-09-01
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,5,0.00,0.00,0.00,3990.00,2386.12,0.00,2500.00,999.40,0.00,9875.52,9875.52,sim,0.00,18472.91,1,2026-09-01
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,6,0.00,0.00,0.00,5500.00,1625.86,0.00,2500.00,1500.00,0.00,11125.86,11125.86,sim,0.00,18472.91,1,2026-09-01
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,7,0.00,0.00,0.00,5500.00,1312.90,0.00,2500.00,1600.00,0.00,10912.90,10912.90,sim,0.00,18472.91,1,2026-09-01
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,8,0.00,0.00,0.00,5500.00,2336.01,0.00,2500.00,1700.00,0.00,12036.01,12036.01,sim,0.00,18472.91,1,2026-09-01
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,9,0.00,0.00,0.00,5500.00,2278.18,0.00,2500.00,0.00,0.00,10278.18,10278.18,sim,0.00,18472.91,1,2026-09-01
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,10,0.00,0.00,0.00,5500.00,2726.60,0.00,2500.00,2148.99,0.00,12875.59,12875.59,sim,0.00,18472.91,1,2026-09-01
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,11,0.00,0.00,0.00,5500.00,2609.77,0.00,2500.00,1748.98,0.00,12358.75,12358.75,sim,0.00,18472.91,1,2026-09-01
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2023,12,0.00,0.00,0.00,5500.00,1533.78,0.00,2500.00,2349.00,0.00,11882.78,11882.78,sim,0.00,18472.91,1,2026-09-01
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2024,1,0.00,0.00,0.00,5500.00,544.68,0.00,2500.00,2448.82,0.00,10993.50,10993.50,sim,0.00,18472.91,1,2026-09-01
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2024,2,0.00,0.00,0.00,5500.00,1892.69,0.00,2500.00,1449.00,0.00,11341.69,11341.69,sim,0.00,19803.83,1,2026-09-01
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2024,3,0.00,0.00,0.00,5500.00,3027.73,2500.00,0.00,2548.98,0.00,13576.71,13576.71,sim,0.00,19803.83,1,2026-09-01
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2024,4,0.00,0.00,0.00,5500.00,3130.44,0.00,2500.00,2648.99,0.00,13779.43,13779.43,sim,0.00,19803.83,1,2026-09-01
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2024,5,0.00,0.00,0.00,5500.00,1792.28,0.00,2500.00,2749.00,0.00,12541.28,12541.28,sim,0.00,19803.83,1,2026-09-01
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2024,6,0.00,0.00,0.00,5500.00,2571.85,0.00,2500.00,2849.00,0.00,13420.85,13420.85,sim,0.00,19803.83,1,2026-09-01
JOAQUIM DOMINGOS RORIZ NETO,JOAQUIM RORIZ NETO,2024,7,0.00,0.00,0.00,5500.00,2878.35,0.00,0.00,5448.92,0.00,13827.27,13827.27,sim,0.00,19803.83,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2024,8,0.00,0.00,0.00,5500.00,2004.97,0.00,0.00,5548.90,0.00,13053.87,13053.87,sim,0.00,19803.83,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2024,9,0.00,0.00,0.00,5500.00,2393.07,0.00,3149.00,2496.08,0.00,13538.15,13538.15,sim,0.00,19803.83,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2024,10,0.00,0.00,0.00,5500.00,3977.97,0.00,6949.00,2600.00,0.00,19026.97,19026.97,sim,0.00,19803.83,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2024,11,0.00,0.00,0.00,5500.00,2479.52,0.00,6949.00,2700.00,0.00,17628.52,17628.52,sim,0.00,19803.83,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2024,12,0.00,0.00,0.00,5500.00,2048.30,0.00,6949.00,2800.00,0.00,17297.30,17279.30,não,0.00,19803.83,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,1,0.00,0.00,0.00,5500.00,1838.39,0.00,6949.00,2899.94,0.00,17187.33,17187.33,sim,0.00,19803.83,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,2,0.00,0.00,0.00,5500.00,1997.08,0.00,6949.00,1500.00,0.00,15946.08,15946.08,sim,0.00,20864.78,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,3,0.00,0.00,0.00,5500.00,3027.90,0.00,6949.00,3097.11,0.00,18574.01,18574.01,sim,0.00,20864.78,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,4,0.00,0.00,0.00,5500.00,3152.78,0.00,6949.00,3196.69,0.00,18798.47,18798.47,sim,0.00,20864.78,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,5,0.00,0.00,0.00,5500.00,3507.99,0.00,6949.00,3202.08,0.00,19159.07,19159.07,sim,0.00,20864.78,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,6,0.00,0.00,0.00,5500.00,2448.45,0.00,6949.00,3300.00,0.00,18197.45,18197.45,sim,0.00,20864.78,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,7,0.00,0.00,0.00,5500.00,0.00,0.00,6949.00,3500.00,0.00,15949.00,15949.00,sim,0.00,20864.78,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,8,0.00,0.00,0.00,5500.00,0.00,0.00,649.00,0.00,0.00,6149.00,6149.00,sim,0.00,20864.78,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,9,0.00,0.00,0.00,7000.00,0.00,0.00,649.00,3465.97,0.00,11114.97,11114.97,sim,0.00,20864.78,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,10,0.00,0.00,0.00,7000.00,0.00,0.00,649.00,1000.00,0.00,8649.00,8649.00,sim,0.00,20864.78,1,2026-09-01
JOAQUIM RORIZ NETO,JOAQUIM RORIZ NETO,2025,11,0.00,0.00,0.00,7000.00,0.00,0.00,649.00,3500.00,0.00,11149.00,11149.00,sim,0.00,20864.78,1,2026-09-01
