deputado,chave,ano,mes,locacao_e_manutencao_de_imoveis,locacao_de_maquinas_e_equipamentos,aquisicao_de_material,locacao_de_veiculos,combustivel_e_lubrificante,assessoria_ou_consultoria_juridica,assessoria_ou_consultoria_especializada,divulgacao_de_atividade_parlamentar,outros,soma_das_rubricas,total_no_quadro,rubricas_somam,glosa,teto_mensal_autorizado,linhas_do_painel,as_of
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,11,0.00,0.00,0.00,5100.00,847.99,0.00,0.00,540.00,0.00,6487.99,6487.99,sim,0.00,18472.91,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2023,12,0.00,0.00,0.00,5100.00,0.00,0.00,0.00,1100.00,0.00,6200.00,6200.00,sim,0.00,18472.91,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,18472.91,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,2,0.00,0.00,0.00,5100.00,1084.37,0.00,0.00,2610.00,0.00,8794.37,8794.37,sim,0.00,19803.83,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,3,0.00,0.00,0.00,5100.00,1076.08,0.00,0.00,5000.00,0.00,11176.08,11176.08,sim,0.00,19803.83,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,4,0.00,0.00,0.00,5100.00,835.48,0.00,0.00,4500.00,0.00,10435.48,10435.50,não,0.00,19803.83,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,5,0.00,0.00,0.00,5100.00,1820.59,0.00,2000.00,4126.08,0.00,13046.67,13046.67,sim,0.00,19803.83,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,6,0.00,0.00,0.00,5100.00,967.36,0.00,0.00,5378.06,0.00,11445.42,11445.42,sim,0.00,19803.83,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,7,0.00,0.00,0.00,5100.00,1290.55,0.00,0.00,4958.50,0.00,11349.05,11349.05,sim,0.00,19803.83,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,8,0.00,0.00,0.00,5100.00,1698.65,550.00,0.00,2999.90,0.00,10348.55,10348.55,sim,0.00,19803.83,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,9,0.00,0.00,0.00,5100.00,1167.84,550.00,0.00,4700.00,0.00,11517.84,11517.84,sim,0.00,19803.83,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,10,0.00,0.00,0.00,5100.00,1635.66,0.00,0.00,5095.12,0.00,11830.78,11830.78,sim,0.00,19803.83,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,11,0.00,0.00,0.00,3450.00,1665.29,0.00,0.00,5695.13,0.00,10810.42,10810.42,sim,0.00,19803.83,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2024,12,0.00,0.00,0.00,3450.00,1951.72,0.00,0.00,5000.00,0.00,10401.72,10401.72,sim,0.00,19803.83,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,1,0.00,0.00,0.00,3450.00,339.03,0.00,0.00,8650.00,0.00,12439.03,12339.03,não,0.00,19803.83,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,2,0.00,0.00,0.00,3450.00,1772.97,0.00,0.00,5732.50,0.00,10955.47,10955.47,sim,0.00,20864.78,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,3,0.00,0.00,0.00,3450.00,2488.08,0.00,0.00,7293.80,0.00,13231.88,13231.88,sim,0.00,20864.78,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,4,0.00,0.00,0.00,3450.00,2778.94,0.00,0.00,5350.00,0.00,11578.94,11578.94,sim,0.00,20864.78,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,5,0.00,0.00,0.00,3450.00,2464.83,0.00,0.00,10400.00,0.00,16314.83,16314.83,sim,0.00,20864.78,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,6,0.00,0.00,0.00,3450.00,2430.08,0.00,0.00,8467.00,0.00,14347.08,14347.08,sim,0.00,20864.78,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,7,0.00,0.00,0.00,3450.00,3418.37,0.00,0.00,9901.91,0.00,16770.28,16770.28,sim,0.00,20864.78,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,8,0.00,0.00,0.00,5100.00,0.00,0.00,0.00,8207.00,0.00,13307.00,13307.00,sim,0.00,20864.78,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,9,0.00,0.00,0.00,3450.00,0.00,7500.00,0.00,7100.00,0.00,18050.00,18050.00,sim,0.00,20864.78,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,10,0.00,0.00,0.00,3450.00,0.00,4700.00,0.00,3350.00,0.00,11500.00,11500.00,sim,0.00,20864.78,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,11,0.00,0.00,0.00,0.00,0.00,4700.00,0.00,6850.00,0.00,11550.00,11550.00,sim,0.00,20864.78,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,12,0.00,0.00,0.00,0.00,0.00,4700.00,0.00,6850.00,0.00,11550.00,11550.00,sim,0.00,20864.78,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2026,1,0.00,0.00,0.00,0.00,0.00,4700.00,0.00,7350.00,0.00,12050.00,12050.00,sim,0.00,20864.78,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2026,2,0.00,0.00,0.00,4500.00,0.00,4700.00,0.00,4350.00,0.00,13550.00,13550.00,sim,0.00,20864.78,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2026,3,0.00,0.00,0.00,4500.00,0.00,4700.00,0.00,7850.00,0.00,17050.00,17050.00,sim,0.00,20864.78,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2026,4,0.00,0.00,0.00,4500.00,0.00,4700.00,0.00,7850.00,0.00,17050.00,17050.00,sim,0.00,20864.78,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2026,5,0.00,0.00,0.00,4500.00,0.00,4700.00,0.00,7850.00,0.00,17050.00,17050.00,sim,0.00,20864.78,1,2026-09-01
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2026,6,0.00,0.00,0.00,4500.00,0.00,4700.00,0.00,7000.00,0.00,16200.00,16200.00,sim,0.00,20864.78,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2023,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,17681.99,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2023,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,17681.99,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2023,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,17681.99,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2023,4,0.00,0.00,0.00,3500.00,0.00,0.00,0.00,6000.00,0.00,9500.00,9500.00,sim,0.00,18472.91,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2023,5,0.00,0.00,0.00,3500.00,0.00,0.00,0.00,6000.00,0.00,9500.00,9500.00,sim,0.00,18472.91,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2023,6,0.00,0.00,0.00,3500.00,0.00,0.00,0.00,6000.00,0.00,9500.00,9500.00,sim,0.00,18472.91,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2023,7,0.00,0.00,0.00,6500.00,0.00,0.00,0.00,3000.00,0.00,9500.00,9500.00,sim,0.00,18472.91,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2023,8,0.00,0.00,0.00,6500.00,0.00,0.00,0.00,5000.00,0.00,11500.00,11500.00,sim,0.00,18472.91,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2023,9,0.00,0.00,0.00,3500.00,0.00,0.00,0.00,7000.00,0.00,10500.00,10500.00,sim,0.00,18472.91,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2023,10,0.00,0.00,0.00,3500.00,0.00,5000.00,0.00,3000.00,0.00,11500.00,11500.00,sim,0.00,18472.91,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2023,11,0.00,0.00,0.00,3500.00,0.00,5000.00,0.00,3000.00,0.00,11500.00,11500.00,sim,0.00,18472.91,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2023,12,0.00,0.00,0.00,3500.00,0.00,4000.00,0.00,3000.00,0.00,10500.00,10500.00,sim,0.00,18472.91,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2024,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3000.00,0.00,3000.00,3000.00,sim,0.00,18472.91,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2024,2,0.00,0.00,0.00,3800.00,0.00,0.00,0.00,8000.00,0.00,11800.00,11800.00,sim,0.00,19803.83,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2024,3,0.00,0.00,0.00,3800.00,0.00,0.00,0.00,8000.00,0.00,11800.00,11800.00,sim,0.00,19803.83,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2024,4,0.00,0.00,0.00,3800.00,0.00,0.00,0.00,8000.00,0.00,11800.00,11800.00,sim,0.00,19803.83,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2024,5,0.00,0.00,0.00,3800.00,0.00,0.00,0.00,8000.00,0.00,11800.00,11800.00,sim,0.00,19803.83,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2024,6,0.00,0.00,0.00,3800.00,0.00,0.00,0.00,8000.00,0.00,11800.00,11800.00,sim,0.00,19803.83,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2024,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8000.00,0.00,8000.00,8000.00,sim,0.00,19803.83,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2024,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8000.00,0.00,8000.00,8000.00,sim,0.00,19803.83,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2024,9,0.00,0.00,0.00,5492.83,0.00,0.00,0.00,8000.00,0.00,13492.83,13492.83,sim,0.00,19803.83,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2024,10,0.00,0.00,0.00,5492.83,0.00,0.00,0.00,8000.00,0.00,13492.83,13492.83,sim,0.00,19803.83,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2024,11,0.00,0.00,0.00,5492.83,0.00,0.00,0.00,8000.00,0.00,13492.83,13492.83,sim,0.00,19803.83,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2024,12,0.00,0.00,0.00,5492.83,0.00,0.00,0.00,8000.00,0.00,13492.83,13492.83,sim,0.00,19803.83,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2025,1,0.00,0.00,0.00,3800.00,0.00,0.00,0.00,8000.00,0.00,11800.00,11800.00,sim,0.00,19803.83,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2025,2,0.00,0.00,0.00,3800.00,0.00,0.00,0.00,8000.00,0.00,11800.00,11800.00,sim,0.00,20864.78,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2025,3,0.00,0.00,0.00,3800.00,0.00,0.00,0.00,8000.00,0.00,11800.00,11800.00,sim,0.00,20864.78,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2025,4,0.00,0.00,0.00,3800.00,0.00,0.00,0.00,8000.00,0.00,11800.00,11800.00,sim,0.00,20864.78,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2025,5,0.00,0.00,0.00,3800.00,0.00,0.00,0.00,8000.00,0.00,11800.00,11800.00,sim,0.00,20864.78,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2025,6,0.00,0.00,0.00,3800.00,0.00,0.00,0.00,8000.00,0.00,11800.00,11800.00,sim,0.00,20864.78,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2025,7,0.00,0.00,0.00,3800.00,0.00,0.00,0.00,8000.00,0.00,11800.00,11800.00,sim,0.00,20864.78,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2025,8,0.00,0.00,0.00,3800.00,0.00,0.00,0.00,8000.00,0.00,11800.00,11800.00,sim,0.00,20864.78,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2025,9,0.00,0.00,0.00,3800.00,0.00,0.00,0.00,10200.00,0.00,14000.00,14000.00,sim,0.00,20864.78,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2025,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10050.00,0.00,10050.00,10050.00,sim,0.00,20864.78,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2025,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10050.00,0.00,10050.00,10050.00,sim,0.00,20864.78,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2025,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10050.00,0.00,10050.00,10050.00,sim,0.00,20864.78,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2026,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10050.00,0.00,10050.00,10050.00,sim,0.00,20864.78,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2026,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10050.00,0.00,10050.00,10050.00,sim,0.00,20864.78,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2026,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10050.00,0.00,10050.00,10050.00,sim,0.00,20864.78,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2026,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10050.00,0.00,10050.00,10050.00,sim,0.00,20864.78,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2026,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10050.00,0.00,10050.00,10050.00,sim,0.00,20864.78,1,2026-09-01
PAULA BELMONTE,PAULA BELMONTE,2026,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10050.00,0.00,10050.00,10050.00,sim,0.00,20864.78,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2023,1,0.00,0.00,0.00,0.00,1200.00,0.00,0.00,0.00,0.00,1200.00,1200.00,sim,0.00,17681.99,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2023,2,1600.00,0.00,0.00,5500.00,2300.00,0.00,0.00,0.00,0.00,9400.00,9400.00,sim,0.00,17681.99,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2023,3,2000.00,0.00,0.00,5500.00,2178.00,0.00,0.00,4500.00,0.00,14178.00,14178.00,sim,0.00,17681.99,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2023,4,2100.00,0.00,0.00,5500.00,2700.00,0.00,0.00,4500.00,0.00,14800.00,14800.00,sim,0.00,18472.91,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2023,5,2100.00,0.00,0.00,5500.00,2200.00,0.00,0.00,4500.00,0.00,14300.00,14300.00,sim,0.00,18472.91,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2023,6,2100.00,0.00,0.00,5500.00,2400.00,0.00,0.00,4500.00,0.00,14500.00,14500.00,sim,0.00,18472.91,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2023,7,2100.00,0.00,0.00,5500.00,1600.00,0.00,0.00,4500.00,0.00,13700.00,13700.00,sim,0.00,18472.91,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2023,8,2100.00,0.00,0.00,5500.00,2600.00,0.00,0.00,4500.00,0.00,14700.00,14700.00,sim,0.00,18472.91,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2023,9,2100.00,0.00,0.00,5500.00,2300.00,0.00,0.00,4500.00,0.00,14400.00,14400.00,sim,0.00,18472.91,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2023,10,2100.00,0.00,0.00,5500.00,2600.00,0.00,3000.00,4500.00,0.00,17700.00,17700.00,sim,0.00,18472.91,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2023,11,2100.00,0.00,0.00,5500.00,2100.00,0.00,3000.00,4500.00,0.00,17200.00,17200.00,sim,0.00,18472.91,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2023,12,2100.00,0.00,0.00,5500.00,0.00,1500.00,3000.00,4500.00,0.00,16600.00,16600.00,sim,0.00,18472.91,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2024,1,2100.00,0.00,0.00,2400.00,1986.03,0.00,3000.00,5100.00,0.00,14586.03,14586.03,sim,0.00,18472.91,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2024,2,2790.00,0.00,0.00,4800.00,2800.00,0.00,3586.00,5100.00,0.00,19076.00,19076.00,sim,0.00,19803.83,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2024,3,3350.00,0.00,0.00,3800.00,3800.00,0.00,3586.00,4500.00,0.00,19036.00,19036.00,sim,0.00,19803.83,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2024,4,2300.00,0.00,0.00,4800.00,2500.00,0.00,3586.00,4500.00,0.00,17686.00,17686.00,sim,0.00,19803.83,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2024,5,2300.00,0.00,0.00,4800.00,2400.00,0.00,3586.00,4500.00,0.00,17586.00,17586.00,sim,0.00,19803.83,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2024,6,2300.00,0.00,0.00,4800.00,3050.00,0.00,3586.00,4500.00,0.00,18236.00,18236.00,sim,0.00,19803.83,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2024,7,2300.00,0.00,0.00,4800.00,2300.00,0.00,3586.00,4500.00,0.00,17486.00,17486.00,sim,0.00,19803.83,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2024,8,2767.51,0.00,0.00,4800.00,3600.00,0.00,3000.00,3800.00,0.00,17967.51,17967.51,sim,0.00,19803.83,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2024,9,2437.54,0.00,0.00,4800.00,3200.00,0.00,3000.00,4500.00,0.00,17937.54,17937.54,sim,0.00,19803.83,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2024,10,2300.00,0.00,0.00,4800.00,3399.50,0.00,820.40,3000.00,0.00,14319.90,14319.90,sim,0.00,19803.83,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2024,11,2300.00,0.00,0.00,4800.00,3800.00,0.00,3000.00,4500.00,0.00,18400.00,18400.00,sim,0.00,19803.83,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2024,12,2637.68,0.00,0.00,4800.00,3480.00,0.00,3000.00,4500.00,0.00,18417.68,18417.68,sim,0.00,19803.83,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2025,1,2300.00,0.00,0.00,4800.00,1900.00,0.00,0.00,7500.00,0.00,16500.00,16500.00,sim,0.00,19803.83,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2025,2,2922.77,0.00,0.00,4800.00,0.00,0.00,0.00,7500.00,0.00,15222.77,15222.77,sim,0.00,20864.78,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2025,3,2455.23,0.00,0.00,4800.00,2850.00,0.00,0.00,3000.00,0.00,13105.23,13105.23,sim,0.00,20864.78,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2025,4,2455.00,0.00,0.00,4800.00,3300.11,0.00,3000.00,3500.00,0.00,17055.11,17055.11,sim,0.00,20864.78,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2025,5,2455.00,0.00,0.00,4800.00,3800.00,0.00,3000.00,3500.00,0.00,17555.00,17555.00,sim,0.00,20864.78,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2025,6,2455.00,0.00,0.00,4800.00,3600.00,0.00,3000.00,3500.00,0.00,17355.00,17355.00,sim,0.00,20864.78,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2025,7,2455.00,0.00,0.00,4800.00,0.00,0.00,3000.00,3500.00,0.00,13755.00,13755.00,sim,0.00,20864.78,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2025,8,2455.00,0.00,0.00,4800.00,0.00,0.00,3000.00,3500.00,0.00,13755.00,13755.00,sim,0.00,20864.78,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2025,9,2455.00,0.00,0.00,4800.00,0.00,0.00,3000.00,3500.00,0.00,13755.00,13755.00,sim,0.00,20864.78,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2025,10,2455.00,0.00,0.00,4800.00,0.00,0.00,3000.00,3500.00,0.00,13755.00,13755.00,sim,0.00,20864.78,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2025,11,2455.00,0.00,0.00,4800.00,0.00,0.00,3000.00,3500.00,0.00,13755.00,13755.00,sim,0.00,20864.78,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2025,12,2455.00,0.00,0.00,4800.00,0.00,0.00,3000.00,3500.00,0.00,13755.00,13755.00,sim,0.00,20864.78,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2026,1,2455.00,0.00,0.00,4800.00,0.00,0.00,3000.00,3500.00,0.00,13755.00,13755.00,sim,0.00,20864.78,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2026,2,2455.00,0.00,0.00,4800.00,0.00,0.00,3000.00,3500.00,0.00,13755.00,13755.00,sim,0.00,20864.78,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2026,3,2445.00,0.00,0.00,4800.00,0.00,0.00,3000.00,3500.00,0.00,13745.00,13745.00,sim,0.00,20864.78,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2026,4,2445.00,0.00,0.00,4800.00,0.00,0.00,3000.00,3500.00,0.00,13745.00,13745.00,sim,0.00,20864.78,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2026,5,2445.00,0.00,0.00,4800.00,0.00,0.00,3000.00,3500.00,0.00,13745.00,13745.00,sim,0.00,20864.78,1,2026-09-01
PEDRO PAULO DE OLIVEIRA,PEPA,2026,6,2445.00,0.00,0.00,4800.00,0.00,0.00,3000.00,3300.00,0.00,13545.00,13545.00,sim,0.00,20864.78,1,2026-09-01
RICARDO VALE,RICARDO VALE,2023,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,sim,0.00,17681.99,1,2026-09-01
RICARDO VALE,RICARDO VALE,2023,2,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,5000.00,0.00,11000.00,11000.00,sim,0.00,17681.99,1,2026-09-01
RICARDO VALE,RICARDO VALE,2023,3,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,5000.00,0.00,11000.00,11000.00,sim,0.00,17681.99,1,2026-09-01
RICARDO VALE,RICARDO VALE,2023,4,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,5000.00,0.00,11000.00,11000.00,sim,0.00,18472.91,1,2026-09-01
RICARDO VALE,RICARDO VALE,2023,5,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,5000.00,0.00,11000.00,11000.00,sim,0.00,18472.91,1,2026-09-01
RICARDO VALE,RICARDO VALE,2023,6,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,5000.00,0.00,11000.00,11000.00,sim,0.00,18472.91,1,2026-09-01
RICARDO VALE,RICARDO VALE,2023,7,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,5000.00,0.00,11000.00,11000.00,sim,0.00,18472.91,1,2026-09-01
RICARDO VALE,RICARDO VALE,2023,8,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,5000.00,0.00,11000.00,11000.00,sim,0.00,18472.91,1,2026-09-01
RICARDO VALE,RICARDO VALE,2023,9,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,5000.00,0.00,11000.00,11000.00,sim,0.00,18472.91,1,2026-09-01
RICARDO VALE,RICARDO VALE,2023,10,0.00,0.00,0.00,0.00,0.00,6000.00,5000.00,70.55,0.00,11070.55,11070.55,sim,0.00,18472.91,1,2026-09-01
RICARDO VALE,RICARDO VALE,2023,11,0.00,0.00,0.00,0.00,0.00,6000.00,5000.00,2929.41,0.00,13929.41,13929.41,sim,0.00,18472.91,1,2026-09-01
RICARDO VALE,RICARDO VALE,2023,12,0.00,0.00,0.00,0.00,0.00,6000.00,5000.00,0.00,0.00,11000.00,11000.00,sim,0.00,18472.91,1,2026-09-01
RICARDO VALE,RICARDO VALE,2024,1,0.00,0.00,0.00,0.00,0.00,6000.00,5000.00,1772.51,0.00,12772.51,12772.51,sim,0.00,18472.91,1,2026-09-01
RICARDO VALE,RICARDO VALE,2024,2,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,8195.62,0.00,14195.62,14195.62,sim,0.00,19803.83,1,2026-09-01
RICARDO VALE,RICARDO VALE,2024,3,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,6000.00,0.00,12000.00,12000.00,sim,0.00,19803.83,1,2026-09-01
RICARDO VALE,RICARDO VALE,2024,4,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,6499.99,0.00,12499.99,12499.99,sim,0.00,19803.83,1,2026-09-01
RICARDO VALE,RICARDO VALE,2024,5,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,6000.00,0.00,12000.00,12000.00,sim,0.00,19803.83,1,2026-09-01
RICARDO VALE,RICARDO VALE,2024,6,0.00,0.00,0.00,0.00,0.00,6000.00,0.00,6092.29,0.00,12092.29,12092.29,sim,0.00,19803.83,1,2026-09-01
RICARDO VALE,RICARDO VALE,2024,7,0.00,0.00,0.00,0.00,0.00,6000.00,1256.00,6337.69,0.00,13593.69,13593.69,sim,0.00,19803.83,1,2026-09-01
RICARDO VALE,RICARDO VALE,2024,8,4600.00,0.00,0.00,0.00,0.00,6000.00,656.00,6470.02,0.00,17726.02,17726.02,sim,0.00,19803.83,1,2026-09-01
RICARDO VALE,RICARDO VALE,2024,9,4600.00,0.00,0.00,0.00,0.00,6000.00,656.00,6457.00,0.00,17713.00,17713.00,sim,0.00,19803.83,1,2026-09-01
