ano,tipo_votacao,co_materia,parlamentar,partido,voto,votos,as_of
2023,NOMINAL,1106,CHICO VIGILANTE,PT,SIM,1,2026-08-27
2023,NOMINAL,1106,DAYSE AMARILIO,PSB,SIM,1,2026-08-27
2023,NOMINAL,1106,EDUARDO PEDROSA,UNIÃO,SIM,1,2026-08-27
2023,NOMINAL,1106,FÁBIO FELIX,PSOL,SIM,1,2026-08-27
2023,NOMINAL,1106,GABRIEL MAGNO,PT,SIM,1,2026-08-27
2023,NOMINAL,1106,HERMETO,MDB,SIM,1,2026-08-27
2023,NOMINAL,1106,IOLANDO,MDB,SIM,1,2026-08-27
2023,NOMINAL,1106,JAQUELINE SILVA,NÃO INFORMADO,SIM,1,2026-08-27
2023,NOMINAL,1106,JOAQUIM RORIZ NETO,PL,SIM,1,2026-08-27
2023,NOMINAL,1106,JORGE VIANNA,PSD,SIM,1,2026-08-27
2023,NOMINAL,1106,MARTINS MACHADO,REPUBLICANOS,SIM,1,2026-08-27
2023,NOMINAL,1106,MAX MACIEL,PSOL,SIM,1,2026-08-27
2023,NOMINAL,1106,PASTOR DANIEL DE CASTRO,PP,SIM,1,2026-08-27
2023,NOMINAL,1106,PAULA BELMONTE,CIDADANIA,SIM,1,2026-08-27
2023,NOMINAL,1106,PEPA,PP,SIM,1,2026-08-27
2023,NOMINAL,1106,RICARDO VALE,PT,SIM,1,2026-08-27
2023,NOMINAL,1106,ROGERIO MORRO DA CRUZ,PMN,SIM,1,2026-08-27
2023,NOMINAL,1106,ROOSEVELT VILELA,PL,SIM,1,2026-08-27
2023,NOMINAL,1106,WELLINGTON LUIZ,MDB,SIM,1,2026-08-27
2023,NOMINAL,1405,CHICO VIGILANTE,PT,NAO,1,2026-08-27
2023,NOMINAL,1405,DANIEL DONIZET,MDB,NAO,1,2026-08-27
2023,NOMINAL,1405,DAYSE AMARILIO,PSB,NAO,1,2026-08-27
2023,NOMINAL,1405,DOUTORA JANE,MDB,NAO,1,2026-08-27
2023,NOMINAL,1405,EDUARDO PEDROSA,UNIÃO,NAO,1,2026-08-27
2023,NOMINAL,1405,FÁBIO FELIX,PSOL,NAO,1,2026-08-27
2023,NOMINAL,1405,GABRIEL MAGNO,PT,NAO,1,2026-08-27
2023,NOMINAL,1405,HERMETO,MDB,NAO,1,2026-08-27
2023,NOMINAL,1405,IOLANDO,MDB,NAO,1,2026-08-27
2023,NOMINAL,1405,JAQUELINE SILVA,MDB,NAO,1,2026-08-27
2023,NOMINAL,1405,JOAQUIM RORIZ NETO,PL,NAO,1,2026-08-27
2023,NOMINAL,1405,JORGE VIANNA,PSD,NAO,1,2026-08-27
2023,NOMINAL,1405,MARTINS MACHADO,REPUBLICANOS,NAO,1,2026-08-27
2023,NOMINAL,1405,MAX MACIEL,PSOL,NAO,1,2026-08-27
2023,NOMINAL,1405,PASTOR DANIEL DE CASTRO,PP,NAO,1,2026-08-27
2023,NOMINAL,1405,PAULA BELMONTE,CIDADANIA,NAO,1,2026-08-27
2023,NOMINAL,1405,PEPA,PP,NAO,1,2026-08-27
2023,NOMINAL,1405,RICARDO VALE,PT,NAO,1,2026-08-27
2023,NOMINAL,1405,ROBÉRIO NEGREIROS,PSD,NAO,1,2026-08-27
2023,NOMINAL,1405,ROGERIO MORRO DA CRUZ,NÃO INFORMADO,NAO,1,2026-08-27
2023,NOMINAL,1405,ROOSEVELT VILELA,PL,NAO,1,2026-08-27
2023,NOMINAL,1405,THIAGO MANZONI,PL,NAO,1,2026-08-27
2023,NOMINAL,1405,WELLINGTON LUIZ,MDB,NAO,1,2026-08-27
2023,NOMINAL,5724,CHICO VIGILANTE,PT,SIM,1,2026-08-27
2023,NOMINAL,5724,DANIEL DONIZET,MDB,SIM,1,2026-08-27
2023,NOMINAL,5724,DAYSE AMARILIO,PSB,SIM,1,2026-08-27
2023,NOMINAL,5724,DOUTORA JANE,MDB,SIM,1,2026-08-27
2023,NOMINAL,5724,EDUARDO PEDROSA,UNIÃO,SIM,1,2026-08-27
2023,NOMINAL,5724,FÁBIO FELIX,PSOL,SIM,1,2026-08-27
2023,NOMINAL,5724,GABRIEL MAGNO,PT,SIM,1,2026-08-27
2023,NOMINAL,5724,HERMETO,MDB,SIM,1,2026-08-27
2023,NOMINAL,5724,IOLANDO,MDB,SIM,1,2026-08-27
2023,NOMINAL,5724,JAQUELINE SILVA,MDB,SIM,1,2026-08-27
2023,NOMINAL,5724,JOAQUIM RORIZ NETO,PL,SIM,1,2026-08-27
2023,NOMINAL,5724,JORGE VIANNA,PSD,SIM,1,2026-08-27
2023,NOMINAL,5724,MARTINS MACHADO,REPUBLICANOS,SIM,1,2026-08-27
2023,NOMINAL,5724,MAX MACIEL,PSOL,SIM,1,2026-08-27
2023,NOMINAL,5724,PASTOR DANIEL DE CASTRO,PP,SIM,1,2026-08-27
2023,NOMINAL,5724,PEPA,PP,SIM,1,2026-08-27
2023,NOMINAL,5724,RICARDO VALE,PT,SIM,1,2026-08-27
2023,NOMINAL,5724,ROBÉRIO NEGREIROS,PSD,SIM,1,2026-08-27
2023,NOMINAL,5724,ROGERIO MORRO DA CRUZ,NÃO INFORMADO,SIM,1,2026-08-27
2023,NOMINAL,5724,ROOSEVELT VILELA,PL,SIM,1,2026-08-27
2023,NOMINAL,5724,THIAGO MANZONI,PL,SIM,1,2026-08-27
2023,NOMINAL,5724,WELLINGTON LUIZ,MDB,SIM,1,2026-08-27
2023,NOMINAL,5725,CHICO VIGILANTE,PT,SIM,1,2026-08-27
2023,NOMINAL,5725,DANIEL DONIZET,MDB,SIM,1,2026-08-27
2023,NOMINAL,5725,DAYSE AMARILIO,PSB,SIM,1,2026-08-27
2023,NOMINAL,5725,DOUTORA JANE,MDB,SIM,1,2026-08-27
2023,NOMINAL,5725,EDUARDO PEDROSA,UNIÃO,SIM,1,2026-08-27
2023,NOMINAL,5725,FÁBIO FELIX,PSOL,SIM,1,2026-08-27
2023,NOMINAL,5725,GABRIEL MAGNO,PT,SIM,1,2026-08-27
2023,NOMINAL,5725,HERMETO,MDB,SIM,1,2026-08-27
2023,NOMINAL,5725,IOLANDO,MDB,SIM,1,2026-08-27
2023,NOMINAL,5725,JAQUELINE SILVA,MDB,SIM,1,2026-08-27
2023,NOMINAL,5725,JOAQUIM RORIZ NETO,PL,SIM,1,2026-08-27
2023,NOMINAL,5725,MARTINS MACHADO,REPUBLICANOS,SIM,1,2026-08-27
2023,NOMINAL,5725,MAX MACIEL,PSOL,SIM,1,2026-08-27
2023,NOMINAL,5725,PASTOR DANIEL DE CASTRO,PP,SIM,1,2026-08-27
2023,NOMINAL,5725,PEPA,PP,SIM,1,2026-08-27
2023,NOMINAL,5725,RICARDO VALE,PT,SIM,1,2026-08-27
2023,NOMINAL,5725,ROBÉRIO NEGREIROS,PSD,SIM,1,2026-08-27
2023,NOMINAL,5725,ROGERIO MORRO DA CRUZ,NÃO INFORMADO,SIM,1,2026-08-27
2023,NOMINAL,5725,ROOSEVELT VILELA,PL,SIM,1,2026-08-27
2023,NOMINAL,5725,THIAGO MANZONI,PL,SIM,1,2026-08-27
2023,NOMINAL,5725,WELLINGTON LUIZ,MDB,SIM,1,2026-08-27
2023,NOMINAL,6015,CHICO VIGILANTE,PT,NAO,1,2026-08-27
2023,NOMINAL,6015,DANIEL DONIZET,PL,NAO,1,2026-08-27
2023,NOMINAL,6015,DAYSE AMARILIO,PSB,NAO,1,2026-08-27
2023,NOMINAL,6015,DOUTORA JANE,AGIR,NAO,1,2026-08-27
2023,NOMINAL,6015,FÁBIO FELIX,PSOL,NAO,1,2026-08-27
2023,NOMINAL,6015,GABRIEL MAGNO,PT,NAO,1,2026-08-27
2023,NOMINAL,6015,HERMETO,MDB,NAO,1,2026-08-27
2023,NOMINAL,6015,JAQUELINE SILVA,NÃO INFORMADO,NAO,1,2026-08-27
2023,NOMINAL,6015,JOAQUIM RORIZ NETO,PL,NAO,1,2026-08-27
2023,NOMINAL,6015,JOÃO CARDOSO,AVANTE,NAO,1,2026-08-27
2023,NOMINAL,6015,MARTINS MACHADO,REPUBLICANOS,NAO,1,2026-08-27
2023,NOMINAL,6015,MAX MACIEL,PSOL,NAO,1,2026-08-27
2023,NOMINAL,6015,PASTOR DANIEL DE CASTRO,PP,NAO,1,2026-08-27
2023,NOMINAL,6015,PAULA BELMONTE,CIDADANIA,NAO,1,2026-08-27
2023,NOMINAL,6015,PEPA,PP,NAO,1,2026-08-27
2023,NOMINAL,6015,RICARDO VALE,PT,NAO,1,2026-08-27
2023,NOMINAL,6015,ROBÉRIO NEGREIROS,PSD,NAO,1,2026-08-27
2023,NOMINAL,6015,ROGERIO MORRO DA CRUZ,PMN,NAO,1,2026-08-27
2023,NOMINAL,6015,ROOSEVELT VILELA,PL,NAO,1,2026-08-27
2023,NOMINAL,6015,THIAGO MANZONI,PL,NAO,1,2026-08-27
2023,NOMINAL,6015,WELLINGTON LUIZ,MDB,NAO,1,2026-08-27
2023,NOMINAL,6037,CHICO VIGILANTE,PT,SIM,1,2026-08-27
2023,NOMINAL,6037,DAYSE AMARILIO,PSB,SIM,1,2026-08-27
2023,NOMINAL,6037,DOUTORA JANE,AGIR,SIM,1,2026-08-27
2023,NOMINAL,6037,EDUARDO PEDROSA,UNIÃO,SIM,1,2026-08-27
2023,NOMINAL,6037,FÁBIO FELIX,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6037,GABRIEL MAGNO,PT,SIM,1,2026-08-27
2023,NOMINAL,6037,HERMETO,MDB,SIM,1,2026-08-27
2023,NOMINAL,6037,JORGE VIANNA,PSD,SIM,1,2026-08-27
2023,NOMINAL,6037,JOÃO CARDOSO,AVANTE,SIM,1,2026-08-27
2023,NOMINAL,6037,MAX MACIEL,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6037,PASTOR DANIEL DE CASTRO,PP,SIM,1,2026-08-27
2023,NOMINAL,6037,PEPA,PP,SIM,1,2026-08-27
2023,NOMINAL,6037,RICARDO VALE,PT,SIM,1,2026-08-27
2023,NOMINAL,6037,ROBÉRIO NEGREIROS,PSD,SIM,1,2026-08-27
2023,NOMINAL,6037,THIAGO MANZONI,PL,SIM,1,2026-08-27
2023,NOMINAL,6037,WELLINGTON LUIZ,MDB,SIM,1,2026-08-27
2023,NOMINAL,6310,CHICO VIGILANTE,PT,NAO,1,2026-08-27
2023,NOMINAL,6310,DANIEL DONIZET,PL,SIM,1,2026-08-27
2023,NOMINAL,6310,DAYSE AMARILIO,PSB,SIM,1,2026-08-27
2023,NOMINAL,6310,DOUTORA JANE,AGIR,SIM,1,2026-08-27
2023,NOMINAL,6310,EDUARDO PEDROSA,UNIÃO,SIM,1,2026-08-27
2023,NOMINAL,6310,FÁBIO FELIX,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6310,GABRIEL MAGNO,PT,NAO,1,2026-08-27
2023,NOMINAL,6310,HERMETO,MDB,SIM,1,2026-08-27
2023,NOMINAL,6310,IOLANDO,MDB,SIM,1,2026-08-27
2023,NOMINAL,6310,JAQUELINE SILVA,NÃO INFORMADO,SIM,1,2026-08-27
2023,NOMINAL,6310,JOAQUIM RORIZ NETO,PL,SIM,1,2026-08-27
2023,NOMINAL,6310,JORGE VIANNA,PSD,SIM,1,2026-08-27
2023,NOMINAL,6310,MARTINS MACHADO,REPUBLICANOS,SIM,1,2026-08-27
2023,NOMINAL,6310,MAX MACIEL,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6310,PASTOR DANIEL DE CASTRO,PP,SIM,1,2026-08-27
2023,NOMINAL,6310,PAULA BELMONTE,CIDADANIA,SIM,1,2026-08-27
2023,NOMINAL,6310,PEPA,PP,SIM,1,2026-08-27
2023,NOMINAL,6310,RICARDO VALE,PT,NAO,1,2026-08-27
2023,NOMINAL,6310,ROBÉRIO NEGREIROS,PSD,SIM,1,2026-08-27
2023,NOMINAL,6310,ROGERIO MORRO DA CRUZ,NÃO INFORMADO,SIM,1,2026-08-27
2023,NOMINAL,6310,ROOSEVELT VILELA,PL,SIM,1,2026-08-27
2023,NOMINAL,6310,THIAGO MANZONI,PL,SIM,1,2026-08-27
2023,NOMINAL,6310,WELLINGTON LUIZ,MDB,SIM,1,2026-08-27
2023,NOMINAL,6365,DAYSE AMARILIO,PSB,SIM,1,2026-08-27
2023,NOMINAL,6365,DOUTORA JANE,AGIR,SIM,1,2026-08-27
2023,NOMINAL,6365,FÁBIO FELIX,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6365,GABRIEL MAGNO,PT,SIM,1,2026-08-27
2023,NOMINAL,6365,HERMETO,MDB,SIM,1,2026-08-27
2023,NOMINAL,6365,JOÃO CARDOSO,AVANTE,SIM,1,2026-08-27
2023,NOMINAL,6365,MAX MACIEL,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6365,PASTOR DANIEL DE CASTRO,PP,SIM,1,2026-08-27
2023,NOMINAL,6365,PAULA BELMONTE,CIDADANIA,SIM,1,2026-08-27
2023,NOMINAL,6365,PEPA,PP,SIM,1,2026-08-27
2023,NOMINAL,6365,RICARDO VALE,PT,SIM,1,2026-08-27
2023,NOMINAL,6365,ROBÉRIO NEGREIROS,PSD,SIM,1,2026-08-27
2023,NOMINAL,6365,ROOSEVELT VILELA,PL,SIM,1,2026-08-27
2023,NOMINAL,6365,WELLINGTON LUIZ,MDB,SIM,1,2026-08-27
2023,NOMINAL,6366,FÁBIO FELIX,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6366,GABRIEL MAGNO,PT,SIM,1,2026-08-27
2023,NOMINAL,6366,HERMETO,MDB,SIM,1,2026-08-27
2023,NOMINAL,6366,JORGE VIANNA,PSD,SIM,1,2026-08-27
2023,NOMINAL,6366,JOÃO CARDOSO,AVANTE,SIM,1,2026-08-27
2023,NOMINAL,6366,MARTINS MACHADO,REPUBLICANOS,SIM,1,2026-08-27
2023,NOMINAL,6366,MAX MACIEL,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6366,PASTOR DANIEL DE CASTRO,PP,SIM,1,2026-08-27
2023,NOMINAL,6366,PAULA BELMONTE,CIDADANIA,SIM,1,2026-08-27
2023,NOMINAL,6366,RICARDO VALE,PT,SIM,1,2026-08-27
2023,NOMINAL,6366,ROBÉRIO NEGREIROS,PSD,SIM,1,2026-08-27
2023,NOMINAL,6366,ROGERIO MORRO DA CRUZ,PMN,SIM,1,2026-08-27
2023,NOMINAL,6366,THIAGO MANZONI,PL,SIM,1,2026-08-27
2023,NOMINAL,6379,CHICO VIGILANTE,PT,SIM,1,2026-08-27
2023,NOMINAL,6379,DAYSE AMARILIO,PSB,SIM,1,2026-08-27
2023,NOMINAL,6379,EDUARDO PEDROSA,UNIÃO,SIM,1,2026-08-27
2023,NOMINAL,6379,GABRIEL MAGNO,PT,SIM,1,2026-08-27
2023,NOMINAL,6379,HERMETO,MDB,SIM,1,2026-08-27
2023,NOMINAL,6379,JAQUELINE SILVA,NÃO INFORMADO,SIM,1,2026-08-27
2023,NOMINAL,6379,JOAQUIM RORIZ NETO,PL,SIM,1,2026-08-27
2023,NOMINAL,6379,JOÃO CARDOSO,AVANTE,SIM,1,2026-08-27
2023,NOMINAL,6379,MAX MACIEL,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6379,PASTOR DANIEL DE CASTRO,PP,SIM,1,2026-08-27
2023,NOMINAL,6379,PEPA,PP,SIM,1,2026-08-27
2023,NOMINAL,6379,RICARDO VALE,PT,SIM,1,2026-08-27
2023,NOMINAL,6379,ROGERIO MORRO DA CRUZ,PMN,SIM,1,2026-08-27
2023,NOMINAL,6379,ROOSEVELT VILELA,PL,SIM,1,2026-08-27
2023,NOMINAL,6379,THIAGO MANZONI,PL,SIM,1,2026-08-27
2023,NOMINAL,6379,WELLINGTON LUIZ,MDB,SIM,1,2026-08-27
2023,NOMINAL,6381,CHICO VIGILANTE,PT,SIM,1,2026-08-27
2023,NOMINAL,6381,DAYSE AMARILIO,PSB,SIM,1,2026-08-27
2023,NOMINAL,6381,DOUTORA JANE,AGIR,SIM,1,2026-08-27
2023,NOMINAL,6381,EDUARDO PEDROSA,UNIÃO,SIM,1,2026-08-27
2023,NOMINAL,6381,FÁBIO FELIX,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6381,GABRIEL MAGNO,PT,SIM,1,2026-08-27
2023,NOMINAL,6381,IOLANDO,MDB,SIM,1,2026-08-27
2023,NOMINAL,6381,JOAQUIM RORIZ NETO,PL,SIM,1,2026-08-27
2023,NOMINAL,6381,MARTINS MACHADO,REPUBLICANOS,SIM,1,2026-08-27
2023,NOMINAL,6381,MAX MACIEL,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6381,PASTOR DANIEL DE CASTRO,PP,SIM,1,2026-08-27
2023,NOMINAL,6381,PAULA BELMONTE,CIDADANIA,SIM,1,2026-08-27
2023,NOMINAL,6381,RICARDO VALE,PT,SIM,1,2026-08-27
2023,NOMINAL,6381,ROGERIO MORRO DA CRUZ,PMN,SIM,1,2026-08-27
2023,NOMINAL,6381,ROOSEVELT VILELA,PL,SIM,1,2026-08-27
2023,NOMINAL,6382,CHICO VIGILANTE,PT,SIM,1,2026-08-27
2023,NOMINAL,6382,DAYSE AMARILIO,PSB,SIM,1,2026-08-27
2023,NOMINAL,6382,DOUTORA JANE,AGIR,SIM,1,2026-08-27
2023,NOMINAL,6382,FÁBIO FELIX,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6382,GABRIEL MAGNO,PT,SIM,1,2026-08-27
2023,NOMINAL,6382,HERMETO,MDB,SIM,1,2026-08-27
2023,NOMINAL,6382,JOÃO CARDOSO,AVANTE,SIM,1,2026-08-27
2023,NOMINAL,6382,MARTINS MACHADO,REPUBLICANOS,SIM,1,2026-08-27
2023,NOMINAL,6382,MAX MACIEL,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6382,PASTOR DANIEL DE CASTRO,PP,SIM,1,2026-08-27
2023,NOMINAL,6382,PAULA BELMONTE,CIDADANIA,SIM,1,2026-08-27
2023,NOMINAL,6382,PEPA,PP,SIM,1,2026-08-27
2023,NOMINAL,6382,RICARDO VALE,PT,SIM,1,2026-08-27
2023,NOMINAL,6382,ROBÉRIO NEGREIROS,PSD,SIM,1,2026-08-27
2023,NOMINAL,6382,ROOSEVELT VILELA,PL,SIM,1,2026-08-27
2023,NOMINAL,6382,WELLINGTON LUIZ,MDB,SIM,1,2026-08-27
2023,NOMINAL,6384,CHICO VIGILANTE,PT,SIM,1,2026-08-27
2023,NOMINAL,6384,DAYSE AMARILIO,PSB,SIM,1,2026-08-27
2023,NOMINAL,6384,DOUTORA JANE,AGIR,SIM,1,2026-08-27
2023,NOMINAL,6384,EDUARDO PEDROSA,UNIÃO,SIM,1,2026-08-27
2023,NOMINAL,6384,FÁBIO FELIX,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6384,GABRIEL MAGNO,PT,SIM,1,2026-08-27
2023,NOMINAL,6384,IOLANDO,MDB,SIM,1,2026-08-27
2023,NOMINAL,6384,JOAQUIM RORIZ NETO,PL,SIM,1,2026-08-27
2023,NOMINAL,6384,MARTINS MACHADO,REPUBLICANOS,SIM,1,2026-08-27
2023,NOMINAL,6384,MAX MACIEL,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6384,PASTOR DANIEL DE CASTRO,PP,SIM,1,2026-08-27
2023,NOMINAL,6384,PAULA BELMONTE,CIDADANIA,SIM,1,2026-08-27
2023,NOMINAL,6384,RICARDO VALE,PT,SIM,1,2026-08-27
2023,NOMINAL,6384,ROGERIO MORRO DA CRUZ,PMN,SIM,1,2026-08-27
2023,NOMINAL,6385,CHICO VIGILANTE,PT,SIM,1,2026-08-27
2023,NOMINAL,6385,DAYSE AMARILIO,PSB,SIM,1,2026-08-27
2023,NOMINAL,6385,DOUTORA JANE,AGIR,SIM,1,2026-08-27
2023,NOMINAL,6385,FÁBIO FELIX,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6385,GABRIEL MAGNO,PT,SIM,1,2026-08-27
2023,NOMINAL,6385,HERMETO,MDB,SIM,1,2026-08-27
2023,NOMINAL,6385,JOÃO CARDOSO,AVANTE,SIM,1,2026-08-27
2023,NOMINAL,6385,MARTINS MACHADO,REPUBLICANOS,SIM,1,2026-08-27
2023,NOMINAL,6385,MAX MACIEL,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6385,PASTOR DANIEL DE CASTRO,PP,SIM,1,2026-08-27
2023,NOMINAL,6385,PAULA BELMONTE,CIDADANIA,SIM,1,2026-08-27
2023,NOMINAL,6385,PEPA,PP,SIM,1,2026-08-27
2023,NOMINAL,6385,RICARDO VALE,PT,SIM,1,2026-08-27
2023,NOMINAL,6385,ROBÉRIO NEGREIROS,PSD,SIM,1,2026-08-27
2023,NOMINAL,6385,ROOSEVELT VILELA,PL,SIM,1,2026-08-27
2023,NOMINAL,6385,WELLINGTON LUIZ,MDB,SIM,1,2026-08-27
2023,NOMINAL,6390,CHICO VIGILANTE,PT,SIM,1,2026-08-27
2023,NOMINAL,6390,DAYSE AMARILIO,PSB,SIM,1,2026-08-27
2023,NOMINAL,6390,EDUARDO PEDROSA,UNIÃO,SIM,1,2026-08-27
2023,NOMINAL,6390,FÁBIO FELIX,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6390,GABRIEL MAGNO,PT,SIM,1,2026-08-27
2023,NOMINAL,6390,HERMETO,MDB,SIM,1,2026-08-27
2023,NOMINAL,6390,JAQUELINE SILVA,NÃO INFORMADO,SIM,1,2026-08-27
2023,NOMINAL,6390,JOAQUIM RORIZ NETO,PL,SIM,1,2026-08-27
2023,NOMINAL,6390,JORGE VIANNA,PSD,SIM,1,2026-08-27
2023,NOMINAL,6390,JOÃO CARDOSO,AVANTE,SIM,1,2026-08-27
2023,NOMINAL,6390,MARTINS MACHADO,REPUBLICANOS,SIM,1,2026-08-27
2023,NOMINAL,6390,MAX MACIEL,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6390,PASTOR DANIEL DE CASTRO,PP,SIM,1,2026-08-27
2023,NOMINAL,6390,PAULA BELMONTE,CIDADANIA,SIM,1,2026-08-27
2023,NOMINAL,6390,RICARDO VALE,PT,SIM,1,2026-08-27
2023,NOMINAL,6390,ROBÉRIO NEGREIROS,PSD,SIM,1,2026-08-27
2023,NOMINAL,6390,ROGERIO MORRO DA CRUZ,PMN,SIM,1,2026-08-27
2023,NOMINAL,6390,THIAGO MANZONI,PL,SIM,1,2026-08-27
2023,NOMINAL,6390,WELLINGTON LUIZ,MDB,SIM,1,2026-08-27
2023,NOMINAL,6391,CHICO VIGILANTE,PT,SIM,1,2026-08-27
2023,NOMINAL,6391,EDUARDO PEDROSA,UNIÃO,SIM,1,2026-08-27
2023,NOMINAL,6391,FÁBIO FELIX,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6391,GABRIEL MAGNO,PT,SIM,1,2026-08-27
2023,NOMINAL,6391,HERMETO,MDB,SIM,1,2026-08-27
2023,NOMINAL,6391,JAQUELINE SILVA,NÃO INFORMADO,SIM,1,2026-08-27
2023,NOMINAL,6391,JOAQUIM RORIZ NETO,PL,SIM,1,2026-08-27
2023,NOMINAL,6391,JORGE VIANNA,PSD,SIM,1,2026-08-27
2023,NOMINAL,6391,JOÃO CARDOSO,AVANTE,SIM,1,2026-08-27
2023,NOMINAL,6391,MARTINS MACHADO,REPUBLICANOS,SIM,1,2026-08-27
2023,NOMINAL,6391,MAX MACIEL,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6391,PASTOR DANIEL DE CASTRO,PP,SIM,1,2026-08-27
2023,NOMINAL,6391,PAULA BELMONTE,CIDADANIA,SIM,1,2026-08-27
2023,NOMINAL,6391,RICARDO VALE,PT,SIM,1,2026-08-27
2023,NOMINAL,6391,ROBÉRIO NEGREIROS,PSD,SIM,1,2026-08-27
2023,NOMINAL,6391,ROGERIO MORRO DA CRUZ,PMN,SIM,1,2026-08-27
2023,NOMINAL,6391,THIAGO MANZONI,PL,SIM,1,2026-08-27
2023,NOMINAL,6391,WELLINGTON LUIZ,MDB,SIM,1,2026-08-27
2023,NOMINAL,6396,DAYSE AMARILIO,PSB,SIM,1,2026-08-27
2023,NOMINAL,6396,EDUARDO PEDROSA,UNIÃO,SIM,1,2026-08-27
2023,NOMINAL,6396,GABRIEL MAGNO,PT,SIM,1,2026-08-27
2023,NOMINAL,6396,JOAQUIM RORIZ NETO,PL,SIM,1,2026-08-27
2023,NOMINAL,6396,JORGE VIANNA,PSD,SIM,1,2026-08-27
2023,NOMINAL,6396,JOÃO CARDOSO,AVANTE,SIM,1,2026-08-27
2023,NOMINAL,6396,MARTINS MACHADO,REPUBLICANOS,SIM,1,2026-08-27
2023,NOMINAL,6396,MAX MACIEL,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6396,PASTOR DANIEL DE CASTRO,PP,SIM,1,2026-08-27
2023,NOMINAL,6396,PAULA BELMONTE,CIDADANIA,SIM,1,2026-08-27
2023,NOMINAL,6396,RICARDO VALE,PT,SIM,1,2026-08-27
2023,NOMINAL,6396,THIAGO MANZONI,PL,SIM,1,2026-08-27
2023,NOMINAL,6396,WELLINGTON LUIZ,MDB,SIM,1,2026-08-27
2023,NOMINAL,6397,DAYSE AMARILIO,PSB,SIM,1,2026-08-27
2023,NOMINAL,6397,EDUARDO PEDROSA,UNIÃO,SIM,1,2026-08-27
2023,NOMINAL,6397,FÁBIO FELIX,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6397,GABRIEL MAGNO,PT,SIM,1,2026-08-27
2023,NOMINAL,6397,JOAQUIM RORIZ NETO,PL,SIM,1,2026-08-27
2023,NOMINAL,6397,JORGE VIANNA,PSD,SIM,1,2026-08-27
2023,NOMINAL,6397,JOÃO CARDOSO,AVANTE,SIM,1,2026-08-27
2023,NOMINAL,6397,MARTINS MACHADO,REPUBLICANOS,SIM,1,2026-08-27
2023,NOMINAL,6397,MAX MACIEL,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6397,PASTOR DANIEL DE CASTRO,PP,SIM,1,2026-08-27
2023,NOMINAL,6397,PAULA BELMONTE,CIDADANIA,SIM,1,2026-08-27
2023,NOMINAL,6397,RICARDO VALE,PT,SIM,1,2026-08-27
2023,NOMINAL,6397,THIAGO MANZONI,PL,SIM,1,2026-08-27
2023,NOMINAL,6397,WELLINGTON LUIZ,MDB,SIM,1,2026-08-27
2023,NOMINAL,6399,DAYSE AMARILIO,PSB,SIM,1,2026-08-27
2023,NOMINAL,6399,DOUTORA JANE,AGIR,SIM,1,2026-08-27
2023,NOMINAL,6399,EDUARDO PEDROSA,UNIÃO,SIM,1,2026-08-27
2023,NOMINAL,6399,FÁBIO FELIX,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6399,GABRIEL MAGNO,PT,SIM,1,2026-08-27
2023,NOMINAL,6399,JAQUELINE SILVA,NÃO INFORMADO,SIM,1,2026-08-27
2023,NOMINAL,6399,JOAQUIM RORIZ NETO,PL,SIM,1,2026-08-27
2023,NOMINAL,6399,JORGE VIANNA,PSD,SIM,1,2026-08-27
2023,NOMINAL,6399,JOÃO CARDOSO,AVANTE,SIM,1,2026-08-27
2023,NOMINAL,6399,MARTINS MACHADO,REPUBLICANOS,SIM,1,2026-08-27
2023,NOMINAL,6399,MAX MACIEL,PSOL,SIM,1,2026-08-27
2023,NOMINAL,6399,PASTOR DANIEL DE CASTRO,PP,SIM,1,2026-08-27
2023,NOMINAL,6399,PAULA BELMONTE,CIDADANIA,SIM,1,2026-08-27
2023,NOMINAL,6399,RICARDO VALE,PT,SIM,1,2026-08-27
2023,NOMINAL,6399,THIAGO MANZONI,PL,SIM,1,2026-08-27
2023,NOMINAL,6399,WELLINGTON LUIZ,MDB,SIM,1,2026-08-27
