deputado,chave,ano,mes,total_no_quadro,total_nos_comprovantes,diferenca,comprovantes,concordam,as_of_quadro,as_of_comprovantes
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,7,16770.28,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,8,13307.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,9,18050.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,10,11500.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,11,11550.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2025,12,11550.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2026,1,12050.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2026,2,13550.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2026,3,17050.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2026,4,17050.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2026,5,17050.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PASTOR DANIEL DE CASTRO,PASTOR DANIEL DE CASTRO,2026,6,16200.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2023,1,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2023,2,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2023,3,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2023,4,9500.00,6000.00,3500.00,1,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2023,5,9500.00,13000.00,'-3500.00,3,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2023,6,9500.00,9500.00,0.00,2,sim,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2023,7,9500.00,3000.00,6500.00,1,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2023,8,11500.00,16000.00,'-4500.00,5,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2023,9,10500.00,5000.00,5500.00,2,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2023,10,11500.00,7500.00,4000.00,2,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2023,11,11500.00,19500.00,'-8000.00,5,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2023,12,10500.00,10500.00,0.00,3,sim,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2024,1,3000.00,6500.00,'-3500.00,2,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2024,2,11800.00,3000.00,8800.00,1,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2024,3,11800.00,8800.00,3000.00,2,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2024,4,11800.00,19800.00,'-8000.00,5,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2024,5,11800.00,11800.00,0.00,3,sim,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2024,6,11800.00,11800.00,0.00,3,sim,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2024,7,8000.00,11800.00,'-3800.00,3,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2024,8,8000.00,10492.83,'-2492.83,2,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2024,9,13492.83,3000.00,10492.83,1,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2024,10,13492.83,,,0,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2024,11,13492.83,,,0,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2024,12,13492.83,,,0,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2025,1,11800.00,8000.00,3800.00,2,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2025,2,11800.00,12600.00,'-800.00,3,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2025,3,11800.00,11000.00,800.00,3,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2025,4,11800.00,8800.00,3000.00,2,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2025,5,11800.00,11800.00,0.00,3,sim,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2025,6,11800.00,14800.00,'-3000.00,4,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2025,7,11800.00,8800.00,3000.00,2,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2025,8,11800.00,6800.00,5000.00,2,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2025,9,14000.00,24200.00,'-10200.00,5,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2025,10,10050.00,13850.00,'-3800.00,2,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2025,11,10050.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2025,12,10050.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2026,1,10050.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2026,2,10050.00,10050.00,0.00,1,sim,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2026,3,10050.00,20100.00,'-10050.00,2,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2026,4,10050.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2026,5,10050.00,10050.00,0.00,1,sim,2026-09-01,2026-08-11T18:09:30
PAULA BELMONTE,PAULA BELMONTE,2026,6,10050.00,10050.00,0.00,1,sim,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2023,1,1200.00,3700.00,'-2500.00,2,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2023,2,9400.00,7100.00,2300.00,2,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2023,3,14178.00,12000.00,2178.00,3,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2023,4,14800.00,14278.00,522.00,4,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2023,5,14300.00,14800.00,'-500.00,4,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2023,6,14500.00,14300.00,200.00,4,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2023,7,13700.00,14500.00,'-800.00,4,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2023,8,14700.00,13700.00,1000.00,4,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2023,9,14400.00,14700.00,'-300.00,4,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2023,10,17700.00,17400.00,300.00,5,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2023,11,17200.00,17700.00,'-500.00,5,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2023,12,16600.00,17200.00,'-600.00,5,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2024,1,14586.03,1500.00,13086.03,1,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2024,2,19076.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2024,3,19036.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2024,4,17686.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2024,5,17586.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2024,6,18236.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2024,7,17486.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2024,8,17967.51,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2024,9,17937.54,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2024,10,14319.90,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2024,11,18400.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2024,12,18417.68,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2025,1,16500.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2025,2,15222.77,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2025,3,13105.23,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2025,4,17055.11,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2025,5,17555.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2025,6,17355.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2025,7,13755.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2025,8,13755.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2025,9,13755.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2025,10,13755.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2025,11,13755.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2025,12,13755.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2026,1,13755.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2026,2,13755.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2026,3,13745.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2026,4,13745.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2026,5,13745.00,,,0,não,2026-09-01,2026-08-11T18:09:30
PEDRO PAULO DE OLIVEIRA,PEPA,2026,6,13545.00,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2023,1,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2023,2,11000.00,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2023,3,11000.00,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2023,4,11000.00,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2023,5,11000.00,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2023,6,11000.00,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2023,7,11000.00,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2023,8,11000.00,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2023,9,11000.00,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2023,10,11070.55,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2023,11,13929.41,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2023,12,11000.00,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2024,1,12772.51,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2024,2,14195.62,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2024,3,12000.00,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2024,4,12499.99,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2024,5,12000.00,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2024,6,12092.29,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2024,7,13593.69,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2024,8,17726.02,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2024,9,17713.00,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2024,10,17756.00,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2024,11,18256.00,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2024,12,19255.99,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2025,1,17255.99,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2025,2,19256.00,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2025,3,20196.51,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2025,4,20107.86,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2025,5,20178.31,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2025,6,20336.82,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2025,7,20403.75,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2025,8,19623.86,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2025,9,19716.32,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2025,10,19728.93,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2025,11,19709.24,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2025,12,19752.11,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2026,1,19479.94,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2026,2,19796.92,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2026,3,20423.58,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2026,4,19661.63,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2026,5,14678.60,,,0,não,2026-09-01,2026-08-11T18:09:30
RICARDO VALE,RICARDO VALE,2026,6,15576.24,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,1,9514.97,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,2,9696.31,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,3,11790.30,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,4,10507.73,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,5,10844.87,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,6,10688.99,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,7,6188.99,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,8,12109.01,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,9,11909.92,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,10,12035.19,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,11,10568.89,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2023,12,10099.50,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,1,9021.11,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,2,9145.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,3,10094.44,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,4,10438.37,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,5,10837.34,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,6,14279.67,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,7,14242.47,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,8,15571.03,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,9,14966.90,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,10,15397.20,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,11,15440.24,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2024,12,14517.09,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,1,13592.15,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,2,14938.13,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,3,15710.40,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,4,15653.11,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,5,15852.33,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,6,16571.79,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,7,13767.63,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,8,13150.47,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,9,12928.39,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,10,12998.45,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,11,13179.98,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2025,12,12999.47,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2026,1,12782.34,12784.52,'-2.18,6,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2026,2,12784.52,14284.52,'-1500.00,7,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2026,3,13284.51,15128.18,'-1843.67,7,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2026,4,13762.31,17019.77,'-3257.46,7,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2026,5,12784.52,,,0,não,2026-09-01,2026-08-11T18:09:30
ROBÉRIO NEGREIROS,ROBERIO NEGREIROS,2026,6,14284.52,649.00,13635.52,1,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,1,0.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,2,5000.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,3,12799.98,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,4,16686.29,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,5,16932.34,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,6,15960.65,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,7,15687.58,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,8,16076.22,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,9,15946.55,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,10,16701.55,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,11,16607.21,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2023,12,15690.61,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,1,15389.31,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,2,14795.38,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,3,12415.05,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,4,12887.98,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,5,10799.16,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,6,8962.21,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,7,7011.54,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,8,8118.45,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,9,9154.81,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,10,8259.79,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,11,8562.89,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2024,12,8799.47,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,1,8334.52,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,2,9407.81,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,3,17189.09,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,4,17601.54,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,5,17469.94,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,6,16915.97,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,7,15000.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,8,15000.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,9,15000.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,10,15000.00,,,0,não,2026-09-01,2026-08-11T18:09:30
ROGÉRIO MORRO DA CRUZ,ROGERIO MORRO DA CRUZ,2025,11,15000.00,,,0,não,2026-09-01,2026-08-11T18:09:30
