ano,data_da_emenda,id_emenda,lei,nr_emenda,programa_de_trabalho,programa_de_trabalho_compartilhado,status,cod_unidade_orcamentaria,unidade_orcamentaria,vl_emenda,vl_lei_alteracao,vl_bloqueado_siggo,vl_disponivel,vl_empenhado,vl_desbloqueado,vl_saldo_a_solicitar,vl_liquidado,as_of
2021,2023-01-04,949,LOA - 6778/2021(PL1417-2021),00210.01,20.606.6201.2173.0033,não,ATIVO,210203,EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,951,LOA - 6778/2021(PL1417-2021),00123.01,15.752.6209.1836.7027,não,ATIVO,190101,SECRETARIA DE ESTADO DE OBRAS E INFRAESTRUTURA DO DISTRITO FEDERAL,"500.000,00","500.000,00","300.000,00","200.000,00","0,00","0,00","500.000,00","0,00",2025-12-16T18:14:28.151388
2021,2021-06-18,952,LOA - 6778/2021(PL1417-2021),00217.01,15.752.6209.1836.7039,não,CANCELADO,90101,CASA CIVIL DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,953,LOA - 6778/2021(PL1417-2021),00449.01,26.451.6216.3090.5328,não,ATIVO,200202,DEPARTAMENTO DE ESTRADAS DE RODAGEM,"650.000,00","650.000,00","0,00","650.000,00","0,00","650.000,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-23,954,LOA - 6778/2021(PL1417-2021),00485.01,27.812.6206.3596.8564,não,ATIVO,340101,SECRETARIA DE ESTADO DO ESPORTE E LAZER DO DISTRITO FEDERAL,"700.000,00","700.000,00","0,00","700.000,00","0,00","700.000,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-16,955,LOA - 6778/2021(PL1417-2021),00404.01,27.812.6206.3596.8558,não,ATIVO,340101,SECRETARIA DE ESTADO DO ESPORTE E LAZER DO DISTRITO FEDERAL,"450.880,00","450.880,00","880,00","150.000,00","300.000,00","450.000,00","880,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-23,956,LOA - 6778/2021(PL1417-2021),00471.01,10.302.6202.9107.0089,não,ATIVO,170901,FUNDO DE SAÚDE DO DISTRITO FEDERAL,"1.000.000,00","1.000.000,00","0,00","1.000.000,00","0,00","1.000.000,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-16,957,LOA - 6778/2021(PL1417-2021),00209.01,17.605.6209.1827.0008,não,CANCELADO,210101,"SECRETARIA DE ESTADO DA AGRICULTURA, ABASTECIMENTO E DESENVOLVIMENTO RURAL DO DISTRITO FEDERAL","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-17,958,LOA - 6778/2021(PL1417-2021),00451.01,20.606.6209.3773.0003,não,ATIVO,210203,EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO DISTRITO FEDERAL,"150.000,00","150.000,00","0,00","0,00","150.000,00","150.000,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-02-01,959,LOA - 6778/2021(PL1417-2021),00423.01,20.606.6210.3773.0004,não,CANCELADO,210203,EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,960,LOA - 6778/2021(PL1417-2021),00167.01,20.606.6209.7316.6038,não,ATIVO,210203,EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO DISTRITO FEDERAL,"900.000,00","900.000,00","0,00","7.534,19","892.465,81","0,00","900.000,00","747.750,00",2025-12-16T18:14:28.151388
2021,2023-01-04,961,LOA - 6778/2021(PL1417-2021),00158.01,20.606.6201.2173.0031,não,ATIVO,210203,EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO DISTRITO FEDERAL,"150.000,00","150.000,00","0,00","38.847,54","111.152,46","150.000,00","0,00","22.154,66",2025-12-16T18:14:28.151388
2021,2023-01-04,964,LOA - 6778/2021(PL1417-2021),00157.01,20.606.6201.2173.0030,não,ATIVO,210203,EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO DISTRITO FEDERAL,"240.000,00","240.000,00","0,00","76.424,04","163.575,96","240.000,00","0,00","117.975,96",2025-12-16T18:14:28.151388
2021,2021-04-16,967,LOA - 6778/2021(PL1417-2021),00220.01,15.451.6208.1110.9933,não,CANCELADO,280101,SECRETARIA DE ESTADO DE DESENVOLVIMENTO URBANO E HABITAÇÃO DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-23,968,LOA - 6778/2021(PL1417-2021),00502.01,26.451.6216.1968.3233,não,CANCELADO,200101,SECRETARIA DE ESTADO DE TRANSPORTE E MOBILIDADE DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,969,LOA - 6778/2021(PL1417-2021),00042.01,10.302.6202.4205.0005,não,ATIVO,170901,FUNDO DE SAÚDE DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,970,LOA - 6778/2021(PL1417-2021),00257.01,25.752.6209.1836.7041,não,ATIVO,190116,ADM. REG. DE SÃO SEBASTIÃO,"150.000,00","150.000,00","0,00","150.000,00","0,00","150.000,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-16,971,LOA - 6778/2021(PL1417-2021),00080.01,27.812.6206.3048.9617,não,CANCELADO,190119,ADM. REG. DO RIACHO FUNDO,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-23,972,LOA - 6778/2021(PL1417-2021),00541.01,18.541.6210.3467.9644,não,CANCELADO,280208,INSTITUTO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-23,973,LOA - 6778/2021(PL1417-2021),00492.01,20.606.6201.3724.0013,não,CANCELADO,210203,EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,974,LOA - 6778/2021(PL1417-2021),00100.01,14.422.6211.4091.5923,não,ATIVO,440101,SECRETARIA DE ESTADO DE JUSTIÇA E CIDADANIA,"150.000,00","150.000,00","0,00","150.000,00","0,00","150.000,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2022-03-23,975,LOA - 6778/2021(PL1417-2021),00506.01,18.542.6210.3210.3896,não,ATIVO,150101,SECRETARIA DE ESTADO DO MEIO AMBIENTE,"150.000,00","150.000,00","0,00","150.000,00","0,00","150.000,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-05-13,976,LOA - 6778/2021(PL1417-2021),00271.01,15.451.6209.1110.9897,não,ATIVO,190201,COMPANHIA URBANIZADORA DA NOVA CAPITAL,"2.100.000,00","2.100.000,00","200.000,00","0,00","1.900.000,00","1.900.000,00","200.000,00","1.600.000,00",2025-12-16T18:14:28.151388
2021,2021-05-13,977,LOA - 6778/2021(PL1417-2021),00267.01,15.451.6209.1110.9896,não,CANCELADO,190106,ADM. REG. DE BRAZLÂNDIA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-23,979,LOA - 6778/2021(PL1417-2021),00467.01,04.122.8205.8517.9837,não,CANCELADO,190104,ADM. REG. DO GAMA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,980,LOA - 6778/2021(PL1417-2021),00452.01,20.511.6209.7316.6039,não,ATIVO,210203,EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,981,LOA - 6778/2021(PL1417-2021),00215.01,06.181.6217.2775.0014,não,ATIVO,220101,SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA DO DISTRITO FEDERAL,"140.000,00","140.000,00","140.000,00","0,00","0,00","0,00","140.000,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-28,982,LOA - 6778/2021(PL1417-2021),00012.01,27.811.6206.9080.0076,não,CANCELADO,340101,SECRETARIA DE ESTADO DO ESPORTE E LAZER DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-19,983,LOA - 6778/2021(PL1417-2021),00457.01,18.542.6210.2536.0011,não,CANCELADO,280208,INSTITUTO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-08,984,LOA - 6778/2021(PL1417-2021),00317.01,15.452.6209.2079.6120,não,CANCELADO,150205,SERVIÇO DE LIMPEZA URBANA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-08,985,LOA - 6778/2021(PL1417-2021),00279.01,15.452.6209.8508.9224,não,CANCELADO,190201,COMPANHIA URBANIZADORA DA NOVA CAPITAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-16,986,LOA - 6778/2021(PL1417-2021),00085.01,04.122.8205.8517.9836,não,ATIVO,190126,ADM. REG. DO PARK WAY,"50.000,00","50.000,00","0,00","10.569,92","39.430,08","50.000,00","0,00","39.430,08",2025-12-16T18:14:28.151388
2021,2021-04-16,987,LOA - 6778/2021(PL1417-2021),00067.01,04.451.6209.8508.9222,não,ATIVO,190126,ADM. REG. DO PARK WAY,"300.000,00","300.000,00","0,00","300.000,00","0,00","300.000,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-16,988,LOA - 6778/2021(PL1417-2021),00061.01,04.451.6209.8508.9221,não,CANCELADO,190121,ADM. REG. DA CANDANGOLÂNDIA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-10-04,989,LOA - 6778/2021(PL1417-2021),00078.01,04.451.6209.8508.9218,não,CANCELADO,190110,ADM. REG. DO NÚCLEO BANDEIRANTE,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-16,990,LOA - 6778/2021(PL1417-2021),00087.01,04.122.8205.8517.9835,não,ATIVO,190126,ADM. REG. DO PARK WAY,"50.000,00","50.000,00","0,00","33.603,99","16.396,01","50.000,00","0,00","16.396,01",2025-12-16T18:14:28.151388
2021,2021-04-08,991,LOA - 6778/2021(PL1417-2021),00297.01,15.452.6209.8508.9225,não,ATIVO,190133,ADM. REG. DA FERCAL,"50.000,00","50.000,00","0,00","520,03","49.479,97","50.000,00","0,00","49.479,97",2025-12-16T18:14:28.151388
2021,2021-04-16,993,LOA - 6778/2021(PL1417-2021),00122.01,04.451.6209.8508.9217,não,ATIVO,190110,ADM. REG. DO NÚCLEO BANDEIRANTE,"200.000,00","200.000,00","0,00","151.510,00","48.490,00","200.000,00","0,00","48.490,00",2025-12-16T18:14:28.151388
2021,2021-04-17,994,LOA - 6778/2021(PL1417-2021),00441.01,15.452.6209.8508.9223,não,CANCELADO,190201,COMPANHIA URBANIZADORA DA NOVA CAPITAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-06-03,995,LOA - 6778/2021(PL1417-2021),00302.01,15.451.6206.3048.9613,sim,ATIVO,190201,COMPANHIA URBANIZADORA DA NOVA CAPITAL,"1.200.000,00","2.891.082,00","0,00","0,00","0,00","1.200.000,00","'-100.000,00","0,00",2025-12-16T18:14:28.151388
2021,2021-11-23,997,LOA - 6778/2021(PL1417-2021),00292.01,11.244.8228.2396.5411,não,ATIVO,250101,"SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONÔMICO, TRABALHO E RENDA DO DISTRITO FEDERAL","1.300.000,00","1.300.000,00","0,00","0,00","1.300.000,00","1.300.000,00","0,00","1.300.000,00",2025-12-16T18:14:28.151388
2021,2023-01-04,998,LOA - 6778/2021(PL1417-2021),00282.01,26.782.6216.2316.0008,não,ATIVO,200202,DEPARTAMENTO DE ESTRADAS DE RODAGEM,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,999,LOA - 6778/2021(PL1417-2021),00551.01,04.122.8207.8517.9840,não,ATIVO,190107,ADM. REG. DE SOBRADINHO,"300.000,00","300.000,00","0,00","21.161,73","278.838,27","300.000,00","0,00","278.838,27",2025-12-16T18:14:28.151388
2021,2021-04-23,1002,LOA - 6778/2021(PL1417-2021),00552.01,04.122.8207.8517.9841,não,ATIVO,190128,ADM. REG. DE SOBRADINHO II,"300.000,00","300.000,00","0,00","258.433,80","41.566,20","300.000,00","0,00","41.566,20",2025-12-16T18:14:28.151388
2021,2023-01-04,1005,LOA - 6778/2021(PL1417-2021),00286.01,13.122.8203.8517.9838,não,ATIVO,230103,ARQUIVO PUBLICO DO DISTRITO FEDERAL,"60.000,00","60.000,00","0,00","26.254,00","33.746,00","60.000,00","0,00","33.746,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1007,LOA - 6778/2021(PL1417-2021),00289.01,11.122.8207.8517.9839,não,ATIVO,250101,"SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONÔMICO, TRABALHO E RENDA DO DISTRITO FEDERAL","1.200.000,00","1.200.000,00","0,00","589.467,35","610.532,65","1.200.000,00","0,00","359.310,24",2025-12-16T18:14:28.151388
2021,2021-02-01,1009,LOA - 6778/2021(PL1417-2021),00277.01,27.812.6206.4170.0010,não,CANCELADO,340101,SECRETARIA DE ESTADO DO ESPORTE E LAZER DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-02-01,1010,LOA - 6778/2021(PL1417-2021),00274.01,20.122.8201.2396.5405,não,ATIVO,210203,EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO DISTRITO FEDERAL,"300.000,00","300.000,00","0,00","34.922,24","265.077,76","300.000,00","0,00","47.114,85",2025-12-16T18:14:28.151388
2021,2023-01-04,1011,LOA - 6778/2021(PL1417-2021),00458.01,18.542.6210.9088.0010,não,ATIVO,280208,INSTITUTO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1012,LOA - 6778/2021(PL1417-2021),00399.01,15.752.6209.8507.6494,não,ATIVO,190101,SECRETARIA DE ESTADO DE OBRAS E INFRAESTRUTURA DO DISTRITO FEDERAL,"421.000,00","421.000,00","21.000,00","312,23","399.687,77","400.000,00","21.000,00","399.687,77",2025-12-16T18:14:28.151388
2021,2023-01-04,1013,LOA - 6778/2021(PL1417-2021),00547.01,15.752.6209.8507.6504,não,ATIVO,190101,SECRETARIA DE ESTADO DE OBRAS E INFRAESTRUTURA DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1014,LOA - 6778/2021(PL1417-2021),00179.01,18.542.6210.9088.0009,não,ATIVO,280208,INSTITUTO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1015,LOA - 6778/2021(PL1417-2021),00335.01,15.752.6209.8507.6495,não,ATIVO,190101,SECRETARIA DE ESTADO DE OBRAS E INFRAESTRUTURA DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-06-18,1016,LOA - 6778/2021(PL1417-2021),00145.01,25.752.6209.1836.7036,não,ATIVO,190103,ADM. REG. DO PLANO PILOTO,"400.000,00","400.000,00","0,00","400.000,00","0,00","400.000,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1017,LOA - 6778/2021(PL1417-2021),00237.01,25.752.6209.1836.7038,não,ATIVO,190101,SECRETARIA DE ESTADO DE OBRAS E INFRAESTRUTURA DO DISTRITO FEDERAL,"960.604,00","960.604,00","0,00","7.151,76","953.452,24","960.604,00","0,00","894.366,21",2025-12-16T18:14:28.151388
2021,2021-04-16,1018,LOA - 6778/2021(PL1417-2021),00111.01,16.482.6208.3571.0012,não,CANCELADO,280209,COMPANHIA DE DESENVOLVIMENTO HABITACIONAL DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-16,1019,LOA - 6778/2021(PL1417-2021),00403.01,16.482.6208.3571.0010,não,ATIVO,280209,COMPANHIA DE DESENVOLVIMENTO HABITACIONAL DO DISTRITO FEDERAL,"1.000.000,00","1.000.000,00","0,00","59.564,24","940.435,76","1.000.000,00","0,00","434.272,23",2025-12-16T18:14:28.151388
2021,2021-02-01,1020,LOA - 6778/2021(PL1417-2021),00291.01,11.126.8207.1471.5909,não,ATIVO,250101,"SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONÔMICO, TRABALHO E RENDA DO DISTRITO FEDERAL","1.600.000,00","1.600.000,00","0,00","3.084,00","1.596.916,00","1.600.000,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-06-18,1022,LOA - 6778/2021(PL1417-2021),00223.01,15.752.6209.8507.6499,não,CANCELADO,90101,CASA CIVIL DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1023,LOA - 6778/2021(PL1417-2021),00200.01,14.422.6211.4211.0003,não,ATIVO,570101,SECRETARIA DE ESTADO DA MULHER DO DISTRITO FEDERAL,"600.000,00","600.000,00","0,00","600.000,00","0,00","600.000,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1024,LOA - 6778/2021(PL1417-2021),00024.01,15.752.6209.8507.6491,não,ATIVO,190112,ADM. REG. DO GUARÁ,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1025,LOA - 6778/2021(PL1417-2021),00025.01,15.752.6209.8507.6492,não,ATIVO,190131,ADM. REG. DO SIA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1026,LOA - 6778/2021(PL1417-2021),00280.01,15.752.6209.8507.6501,não,ATIVO,190101,SECRETARIA DE ESTADO DE OBRAS E INFRAESTRUTURA DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1027,LOA - 6778/2021(PL1417-2021),00475.01,15.752.6209.8507.6503,não,ATIVO,190101,SECRETARIA DE ESTADO DE OBRAS E INFRAESTRUTURA DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1028,LOA - 6778/2021(PL1417-2021),00346.01,15.752.6209.8507.6502,não,ATIVO,190101,SECRETARIA DE ESTADO DE OBRAS E INFRAESTRUTURA DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-23,1029,LOA - 6778/2021(PL1417-2021),00548.01,06.181.6217.3029.9530,não,CANCELADO,220104,CORPO DE BOMBEIROS MILITAR DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1030,LOA - 6778/2021(PL1417-2021),00089.01,06.181.6217.3029.9526,não,ATIVO,220101,SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-02-01,1031,LOA - 6778/2021(PL1417-2021),00182.01,14.126.8211.1471.5908,não,CANCELADO,440101,SECRETARIA DE ESTADO DE JUSTIÇA E CIDADANIA,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1032,LOA - 6778/2021(PL1417-2021),00459.01,06.181.6217.4031.0029,não,ATIVO,220101,SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2022-03-23,1033,LOA - 6778/2021(PL1417-2021),00490.01,15.451.6209.1110.9942,não,ATIVO,190105,ADM. REG. DE TAGUATINGA,"250.000,00","250.000,00","0,00","250.000,00","0,00","250.000,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-08,1034,LOA - 6778/2021(PL1417-2021),00278.01,15.451.6209.1110.9934,não,ATIVO,190201,COMPANHIA URBANIZADORA DA NOVA CAPITAL,"3.483.358,00","3.483.358,00","0,00","0,00","3.483.358,00","3.483.358,00","0,00","1.427.808,96",2025-12-16T18:14:28.151388
2021,2021-04-08,1035,LOA - 6778/2021(PL1417-2021),00296.01,15.451.6209.1110.9935,não,ATIVO,190133,ADM. REG. DA FERCAL,"610.000,00","610.000,00","0,00","176.138,87","433.861,13","610.000,00","0,00","92.390,64",2025-12-16T18:14:28.151388
2021,2021-05-12,1036,LOA - 6778/2021(PL1417-2021),00504.01,15.451.6209.1110.9939,não,CANCELADO,190101,SECRETARIA DE ESTADO DE OBRAS E INFRAESTRUTURA DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-16,1037,LOA - 6778/2021(PL1417-2021),00056.01,10.302.6202.2145.2555,não,CANCELADO,170901,FUNDO DE SAÚDE DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1038,LOA - 6778/2021(PL1417-2021),00507.01,18.541.6210.4094.2261,não,ATIVO,280208,INSTITUTO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS DO DISTRITO FEDERAL,"100.000,00","100.000,00","0,00","100.000,00","0,00","100.000,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1039,LOA - 6778/2021(PL1417-2021),00474.01,26.782.6216.5745.0033,não,ATIVO,200202,DEPARTAMENTO DE ESTRADAS DE RODAGEM,"1.000.000,00","1.000.000,00","0,00","1.000.000,00","0,00","1.000.000,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-17,1040,LOA - 6778/2021(PL1417-2021),00413.01,15.451.6209.1110.9925,não,ATIVO,190201,COMPANHIA URBANIZADORA DA NOVA CAPITAL,"1.000.000,00","1.000.000,00","0,00","0,00","1.000.000,00","1.000.000,00","0,00","209.391,08",2025-12-16T18:14:28.151388
2021,2023-01-04,1041,LOA - 6778/2021(PL1417-2021),00092.01,26.782.6216.5745.0029,não,ATIVO,200202,DEPARTAMENTO DE ESTRADAS DE RODAGEM,"1.000.000,00","1.000.000,00","1.000.000,00","0,00","0,00","0,00","1.000.000,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1042,LOA - 6778/2021(PL1417-2021),00285.01,12.122.6221.9068.0257,não,ATIVO,160101,SECRETARIA DE ESTADO DE EDUCAÇÃO DO DISTRITO FEDERAL,"1.320.000,00","1.320.000,00","0,00","0,00","1.320.000,00","1.320.000,00","0,00","1.320.000,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1044,LOA - 6778/2021(PL1417-2021),00409.01,10.122.6202.4166.0030,não,ATIVO,170901,FUNDO DE SAÚDE DO DISTRITO FEDERAL,"2.133.358,00","2.133.358,00","0,00","0,00","2.133.358,00","2.133.358,00","0,00","2.133.358,00",2025-12-16T18:14:28.151388
2021,2021-06-18,1045,LOA - 6778/2021(PL1417-2021),00268.01,15.451.8205.3903.9834,não,ATIVO,190106,ADM. REG. DE BRAZLÂNDIA,"1.100.000,00","1.100.000,00","0,00","1.100.000,00","0,00","1.100.000,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-23,1046,LOA - 6778/2021(PL1417-2021),00554.01,18.541.6210.2543.0002,não,CANCELADO,280208,INSTITUTO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2021-04-16,1047,LOA - 6778/2021(PL1417-2021),00218.01,04.122.6211.3711.6203,não,CANCELADO,130201,COMPANHIA DE PLANEJAMENTO DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1048,LOA - 6778/2021(PL1417-2021),00276.01,10.122.6202.4166.0028,não,ATIVO,170901,FUNDO DE SAÚDE DO DISTRITO FEDERAL,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1049,LOA - 6778/2021(PL1417-2021),00059.01,10.122.6202.4166.0029,não,ATIVO,170901,FUNDO DE SAÚDE DO DISTRITO FEDERAL,"200.000,00","200.000,00","0,00","0,00","200.000,00","200.000,00","0,00","200.000,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1050,LOA - 6778/2021(PL1417-2021),00169.01,12.122.6221.9068.0237,não,ATIVO,160101,SECRETARIA DE ESTADO DE EDUCAÇÃO DO DISTRITO FEDERAL,"21.007.766,00","21.007.766,00","739.786,00","57.000,00","20.210.980,00","20.267.980,00","23.786,00","20.210.980,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1052,LOA - 6778/2021(PL1417-2021),00035.01,10.122.6202.4166.0025,não,ATIVO,170901,FUNDO DE SAÚDE DO DISTRITO FEDERAL,"3.500.000,00","3.500.000,00","0,00","0,00","3.500.000,00","3.400.000,00","100.000,00","3.500.000,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1053,LOA - 6778/2021(PL1417-2021),00113.01,10.122.6202.4166.0026,não,ATIVO,170901,FUNDO DE SAÚDE DO DISTRITO FEDERAL,"1.700.000,00","1.700.000,00","0,00","0,00","1.700.000,00","1.700.000,00","0,00","1.700.000,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1054,LOA - 6778/2021(PL1417-2021),00500.01,10.122.6202.4166.0036,não,ATIVO,170901,FUNDO DE SAÚDE DO DISTRITO FEDERAL,"2.280.000,00","2.280.000,00","0,00","0,00","2.280.000,00","2.280.000,00","0,00","2.280.000,00",2025-12-16T18:14:28.151388
2021,2023-01-04,1055,LOA - 6778/2021(PL1417-2021),00496.01,10.122.6202.4166.0037,não,ATIVO,170901,FUNDO DE SAÚDE DO DISTRITO FEDERAL,"500.000,00","500.000,00","0,00","0,00","500.000,00","500.000,00","0,00","500.000,00",2025-12-16T18:14:28.151388
