ano,tipo_votacao,co_materia,materia,data,votos_sim,votos_nao,abstencoes,votos_nao_informado,total_votos,as_of,ementa
2024,SIMBOLICA,9579,PARECER CAS AO PL  Nº 1197/2024,2024-11-12,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A INSTALAÇÃO DE COBERTURAS LEVES REMOVÍVEIS SOBRE AS VAGAS NOS ESTACIONAMENTOS DESCOBERTOS EM CONJUNTOS HABITACIONAIS NO RIACHO FUNDO II - RA XXI.
2024,SIMBOLICA,9580,PARECER CCJ AO PL  Nº 1197/2024,2024-11-12,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A INSTALAÇÃO DE COBERTURAS LEVES REMOVÍVEIS SOBRE AS VAGAS NOS ESTACIONAMENTOS DESCOBERTOS EM CONJUNTOS HABITACIONAIS NO RIACHO FUNDO II - RA XXI.
2024,SIMBOLICA,9581,PARECER CEOF AO PL  Nº 1197/2024,2024-11-12,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A INSTALAÇÃO DE COBERTURAS LEVES REMOVÍVEIS SOBRE AS VAGAS NOS ESTACIONAMENTOS DESCOBERTOS EM CONJUNTOS HABITACIONAIS NO RIACHO FUNDO II - RA XXI.
2024,SIMBOLICA,9582,1º TURNO DO PROJETO DE LEI  Nº 1079/2024,2024-11-27,0,0,0,1,1,2026-08-27,"INSTITUI E INCLUI NO CALENDÁRIO OFICIAL DO DISTRITO FEDERAL, O DIA DOS SERVIDORES DA JUSTIÇA DO DISTRITO FEDERAL A SER COMEMORADO ANUALMENTE NO DIA 15 DE DEZEMBRO."
2024,SIMBOLICA,9583,2º TURNO DO PROJETO DE LEI  Nº 1079/2024,2024-11-27,0,0,0,1,1,2026-08-27,"INSTITUI E INCLUI NO CALENDÁRIO OFICIAL DO DISTRITO FEDERAL, O DIA DOS SERVIDORES DA JUSTIÇA DO DISTRITO FEDERAL A SER COMEMORADO ANUALMENTE NO DIA 15 DE DEZEMBRO."
2024,SIMBOLICA,9584,PARECER CESC AO PL Nº 1079/2024,2024-11-27,0,0,0,1,1,2026-08-27,"INSTITUI E INCLUI NO CALENDÁRIO OFICIAL DO DISTRITO FEDERAL, O DIA DOS SERVIDORES DA JUSTIÇA DO DISTRITO FEDERAL A SER COMEMORADO ANUALMENTE NO DIA 15 DE DEZEMBRO."
2024,SIMBOLICA,9585,PARECER CCJ AO PL Nº 1079/2024,2024-11-27,0,0,0,1,1,2026-08-27,"INSTITUI E INCLUI NO CALENDÁRIO OFICIAL DO DISTRITO FEDERAL, O DIA DOS SERVIDORES DA JUSTIÇA DO DISTRITO FEDERAL A SER COMEMORADO ANUALMENTE NO DIA 15 DE DEZEMBRO."
2024,SIMBOLICA,9587,PARECER MD AO PR Nº 24/2023,2024-11-12,0,0,0,1,1,2026-08-27,INSTITUI O REGIMENTO INTERNO DA CÂMARA LEGISLATIVA DO DISTRITO FEDERAL E DÁ OUTRAS PROVIDÊNCIAS.
2024,SIMBOLICA,9589,1º TURNO DO PROJETO DE LEI  Nº 1387/2024,2024-11-26,0,0,0,1,1,2026-08-27,"ESTABELECE A PAUTA DE VALORES VENAIS DE TERRENOS E EDIFICAÇÕES DO DISTRITO FEDERAL PARA EFEITO DE LANÇAMENTO DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU, RELATIVAMENTE AO EXERCÍCIO DE 2025, E DÁ OUTRAS PROVIDÊNCIAS."
2024,SIMBOLICA,9590,2º TURNO DO PROJETO DE LEI  Nº 1387/2024,2024-11-26,0,0,0,1,1,2026-08-27,"ESTABELECE A PAUTA DE VALORES VENAIS DE TERRENOS E EDIFICAÇÕES DO DISTRITO FEDERAL PARA EFEITO DE LANÇAMENTO DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU, RELATIVAMENTE AO EXERCÍCIO DE 2025, E DÁ OUTRAS PROVIDÊNCIAS."
2024,SIMBOLICA,9591,PARECER CEOF AO PL  Nº 1387/2024,2024-11-26,0,0,0,1,1,2026-08-27,"ESTABELECE A PAUTA DE VALORES VENAIS DE TERRENOS E EDIFICAÇÕES DO DISTRITO FEDERAL PARA EFEITO DE LANÇAMENTO DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU, RELATIVAMENTE AO EXERCÍCIO DE 2025, E DÁ OUTRAS PROVIDÊNCIAS."
2024,SIMBOLICA,9592,PARECER CCJ AO PL  Nº 1387/2024,2024-11-26,0,0,0,1,1,2026-08-27,"ESTABELECE A PAUTA DE VALORES VENAIS DE TERRENOS E EDIFICAÇÕES DO DISTRITO FEDERAL PARA EFEITO DE LANÇAMENTO DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU, RELATIVAMENTE AO EXERCÍCIO DE 2025, E DÁ OUTRAS PROVIDÊNCIAS."
2024,SIMBOLICA,9594,PARECER CCJ AO PLC Nº 60/2024,2024-11-26,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A CARREIRA APOIO ÀS ATIVIDADES JURÍDICAS DO DISTRITO FEDERAL E PROCURADOR DO DISTRITO FEDERAL E DÁ OUTRAS PROVIDÊNCIAS.
2024,SIMBOLICA,9595,PARECER CAS AO PLC Nº 60/2024,2024-11-26,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A CARREIRA APOIO ÀS ATIVIDADES JURÍDICAS DO DISTRITO FEDERAL E PROCURADOR DO DISTRITO FEDERAL E DÁ OUTRAS PROVIDÊNCIAS.
2024,SIMBOLICA,9596,PARECER CEOF AO PLC Nº 60/2024,2024-11-26,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A CARREIRA APOIO ÀS ATIVIDADES JURÍDICAS DO DISTRITO FEDERAL E PROCURADOR DO DISTRITO FEDERAL E DÁ OUTRAS PROVIDÊNCIAS.
2024,SIMBOLICA,9597,2º TURNO DO PROJETO DE LEI Nº 1400/2024,2024-12-03,0,0,0,1,1,2026-08-27,"ABRE CRÉDITO ADICIONAL À LEI ORÇAMENTÁRIA ANUAL DO DISTRITO FEDERAL NO VALOR DE R$ 15.302.964,00"
2024,SIMBOLICA,9599,1º TURNO DO PROJETO DE LEI Nº 1432/2024,2024-11-26,0,0,0,1,1,2026-08-27,"ABRE CRÉDITO SUPLEMENTAR À LEI ORÇAMENTÁRIA ANUAL DO DISTRITO FEDERAL NO VALOR DE R$ 8.603.881,00"
2024,SIMBOLICA,9600,2º TURNO DO PROJETO DE LEI Nº 1432/2024,2024-11-26,0,0,0,1,1,2026-08-27,"ABRE CRÉDITO SUPLEMENTAR À LEI ORÇAMENTÁRIA ANUAL DO DISTRITO FEDERAL NO VALOR DE R$ 8.603.881,00"
2024,SIMBOLICA,9601,PARECER CEOF AO PROJETO DE LEI Nº 1432/2024,2024-11-26,0,0,0,1,1,2026-08-27,"ABRE CRÉDITO SUPLEMENTAR À LEI ORÇAMENTÁRIA ANUAL DO DISTRITO FEDERAL NO VALOR DE R$ 8.603.881,00"
2024,SIMBOLICA,9602,1º TURNO DO PROJETO DE LEI Nº 1294/2024,2024-12-10,0,0,0,1,1,2026-08-27,ESTIMA A RECEITA E FIXA A DESPESA DO DISTRITO FEDERAL PARA O EXERCÍCIO FINANCEIRO DE 2025.
2024,SIMBOLICA,9603,2º TURNO DO PROJETO DE LEI Nº 1294/2024,2024-12-10,0,0,0,1,1,2026-08-27,ESTIMA A RECEITA E FIXA A DESPESA DO DISTRITO FEDERAL PARA O EXERCÍCIO FINANCEIRO DE 2025
2024,SIMBOLICA,9604,PARECER CEOF AO PROJETO DE LEI Nº 1294/2024,2024-12-10,0,0,0,1,1,2026-08-27,ESTIMA A RECEITA E FIXA A DESPESA DO DISTRITO FEDERAL PARA O EXERCÍCIO FINANCEIRO DE 2025
2024,SIMBOLICA,9607,PARECER CCJ AO PL Nº 1442/2024,2024-11-26,0,0,0,1,1,2026-08-27,"CONCEDE REMISSÃO DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU, DA TAXA DE LIMPEZA PÚBLICA - TLP E DO IMPOSTO SOBRE A TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS A ELES RELATIVOS - ITBI, NAS HIPÓTESES QUE ESPECIFICA; ALTERA A LEI N.º 6.466, DE 27 DE DEZEMBRO DE 2019; E DÁ OUTRAS PROVIDÊNCIAS."
2024,SIMBOLICA,9608,PARECER CEOF AO PL Nº 1442/2024,2024-11-26,0,0,0,1,1,2026-08-27,"CONCEDE REMISSÃO DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU, DA TAXA DE LIMPEZA PÚBLICA - TLP E DO IMPOSTO SOBRE A TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS A ELES RELATIVOS - ITBI, NAS HIPÓTESES QUE ESPECIFICA; ALTERA A LEI N.º 6.466, DE 27 DE DEZEMBRO DE 2019; E DÁ OUTRAS PROVIDÊNCIAS."
2024,SIMBOLICA,9609,PARECER CCJ 2º TURNO AO PL Nº 1442/2024,2024-11-26,0,0,0,1,1,2026-08-27,"CONCEDE REMISSÃO DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU, DA TAXA DE LIMPEZA PÚBLICA - TLP E DO IMPOSTO SOBRE A TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS A ELES RELATIVOS - ITBI, NAS HIPÓTESES QUE ESPECIFICA; ALTERA A LEI N.º 6.466, DE 27 DE DEZEMBRO DE 2019; E DÁ OUTRAS PROVIDÊNCIAS."
2024,SIMBOLICA,9610,1º TURNO DO PROJETO DE LEI Nº 1441/2024,2024-11-26,0,0,0,1,1,2026-08-27,INSTITUI A GRATIFICAÇÃO POR HABILITAÇÃO DAS CARREIRAS ATIVIDADES DE TRÂNSITO E POLICIAMENTO E FISCALIZAÇÃO DE TRÂNSITO DO QUADRO DE PESSOAL DO DEPARTAMENTO DE TRÂNSITO DO DISTRITO FEDERAL (DETRAN/DF) E DÁ OUTRAS PROVIDÊNCIAS.
2024,SIMBOLICA,9611,2º TURNO DO PROJETO DE LEI Nº 1441/2024,2024-11-26,0,0,0,1,1,2026-08-27,INSTITUI A GRATIFICAÇÃO POR HABILITAÇÃO DAS CARREIRAS ATIVIDADES DE TRÂNSITO E POLICIAMENTO E FISCALIZAÇÃO DE TRÂNSITO DO QUADRO DE PESSOAL DO DEPARTAMENTO DE TRÂNSITO DO DISTRITO FEDERAL (DETRAN/DF) E DÁ OUTRAS PROVIDÊNCIAS.
2024,SIMBOLICA,9612,PARECER CAS AO PL Nº 1441/2024,2024-11-26,0,0,0,1,1,2026-08-27,INSTITUI A GRATIFICAÇÃO POR HABILITAÇÃO DAS CARREIRAS ATIVIDADES DE TRÂNSITO E POLICIAMENTO E FISCALIZAÇÃO DE TRÂNSITO DO QUADRO DE PESSOAL DO DEPARTAMENTO DE TRÂNSITO DO DISTRITO FEDERAL (DETRAN/DF) E DÁ OUTRAS PROVIDÊNCIAS.
2024,SIMBOLICA,9613,PARECER CEOF AO PL Nº 1441/2024,2024-11-26,0,0,0,1,1,2026-08-27,INSTITUI A GRATIFICAÇÃO POR HABILITAÇÃO DAS CARREIRAS ATIVIDADES DE TRÂNSITO E POLICIAMENTO E FISCALIZAÇÃO DE TRÂNSITO DO QUADRO DE PESSOAL DO DEPARTAMENTO DE TRÂNSITO DO DISTRITO FEDERAL (DETRAN/DF) E DÁ OUTRAS PROVIDÊNCIAS.
2024,SIMBOLICA,9614,PARECER CCJ AO PL Nº 1441/2024,2024-11-26,0,0,0,1,1,2026-08-27,INSTITUI A GRATIFICAÇÃO POR HABILITAÇÃO DAS CARREIRAS ATIVIDADES DE TRÂNSITO E POLICIAMENTO E FISCALIZAÇÃO DE TRÂNSITO DO QUADRO DE PESSOAL DO DEPARTAMENTO DE TRÂNSITO DO DISTRITO FEDERAL (DETRAN/DF) E DÁ OUTRAS PROVIDÊNCIAS.
2024,SIMBOLICA,9615,1º TURNO DO PROJETO DE LEI Nº 1444/2024,2024-11-26,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 7.549, DE 30 DE JULHO DE 2024, QUE DISPÕE SOBRE AS DIRETRIZES ORÇAMENTÁRIAS PARA O EXERCÍCIO FINANCEIRO DE 2025."
2024,SIMBOLICA,9616,2º TURNO DO PROJETO DE LEI Nº 1444/2024,2024-11-26,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 7.549, DE 30 DE JULHO DE 2024, QUE DISPÕE SOBRE AS DIRETRIZES ORÇAMENTÁRIAS PARA O EXERCÍCIO FINANCEIRO DE 2025."
2024,SIMBOLICA,9617,PARECER CEOF AO PL Nº 1444/2024,2024-11-26,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 7.549, DE 30 DE JULHO DE 2024, QUE DISPÕE SOBRE AS DIRETRIZES ORÇAMENTÁRIAS PARA O EXERCÍCIO FINANCEIRO DE 2025."
2024,SIMBOLICA,9620,PARECER CEOF AO PL Nº 501/2023 CJ PL Nº 1445/2024,2024-12-03,0,0,0,1,1,2026-08-27,"PROJETO DE LEI Nº 501, DE 2023, DE AUTORIA DO DEPUTADO THIAGO MANZONI, QUE ALTERA A LEI 3.830, DE 14 DE MARÇO DE 2006, PARA REDUZIR A ALÍQUOTA DO IMPOSTO SOBRE A TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS A ELES RELATIVOS - ITBI, EM TRAMITAÇÃO CONJUNTA COM O PROJETO DE LEI Nº 1.445, DE 2024, DE AUTORIA DO PODER EXECUTIVO, QUE ALTERA A LEI Nº 3.830, DE 14 DE MARÇO DE 2006, QUE DISPÕE QUANTO AO IMPOSTO SOBRE A TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS A ELES RELATIVOS - ITBI, E DÁ OUTRAS PROVIDÊNCIAS."
2024,SIMBOLICA,9621,PARECER CAS À EMENDA AO PL Nº 1407/2024,2024-11-26,0,0,0,1,1,2026-08-27,DISPÕE SOBRE O PROGRAMA DE APOSENTADORIA INCENTIVADA - PAI - PARA OS SERVIDORES DA CARREIRA LEGISLATIVA DA CÂMRA LEGISLATIVA DO DISTRITO FEDERAL - CLDF - E DÁ OUTRAS PROVIDÊNCIAS.
2024,SIMBOLICA,9622,PARECER CEOF À EMENDA AO PL Nº 1407/2024,2024-11-26,0,0,0,1,1,2026-08-27,DISPÕE SOBRE O PROGRAMA DE APOSENTADORIA INCENTIVADA - PAI - PARA OS SERVIDORES DA CARREIRA LEGISLATIVA DA CÂMRA LEGISLATIVA DO DISTRITO FEDERAL - CLDF - E DÁ OUTRAS PROVIDÊNCIAS.
2024,SIMBOLICA,9623,PARECER CCJ À EMENDA AO PL Nº 1407/2024,2024-11-26,0,0,0,1,1,2026-08-27,DISPÕE SOBRE O PROGRAMA DE APOSENTADORIA INCENTIVADA - PAI - PARA OS SERVIDORES DA CARREIRA LEGISLATIVA DA CÂMRA LEGISLATIVA DO DISTRITO FEDERAL - CLDF - E DÁ OUTRAS PROVIDÊNCIAS.
2024,SIMBOLICA,9624,1º TURNO DO PROJETO DE LEI Nº 1443/2024,2024-12-03,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A REESTRUTURAÇÃO E AMPLIAÇÃO DO OBJETO SOCIAL DA COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL - CAESB E DÁ OUTRAS PROVIDÊNCIAS
2024,SIMBOLICA,9625,2º TURNO DO PROJETO DE LEI Nº 1443/2024,2024-12-03,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A REESTRUTURAÇÃO E AMPLIAÇÃO DO OBJETO SOCIAL DA COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL - CAESB E DÁ OUTRAS PROVIDÊNCIAS
2024,SIMBOLICA,9626,PARECER CCJ AO PROJETO DE LEI Nº 1443/2024,2024-12-03,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A REESTRUTURAÇÃO E AMPLIAÇÃO DO OBJETO SOCIAL DA COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL - CAESB E DÁ OUTRAS PROVIDÊNCIAS
2024,SIMBOLICA,9627,PARECER CEOF AO PROJETO DE LEI Nº 1443/2024,2024-12-03,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A REESTRUTURAÇÃO E AMPLIAÇÃO DO OBJETO SOCIAL DA COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL - CAESB E DÁ OUTRAS PROVIDÊNCIAS
2024,SIMBOLICA,9628,1º TURNO DO PROJETO DE LEI Nº 1446/2024,2024-12-03,0,0,0,1,1,2026-08-27,"ABRE CRÉDITO ADICIONAL À LEI ORÇAMENTÁRIA ANUAL DO DISTRITO FEDERAL NO VALOR DE R$ 33.137.978,00, E DÁ OUTRAS PROVIDÊNCIAS."
2024,SIMBOLICA,9629,2º TURNO DO PROJETO DE LEI Nº 1446/2024,2024-12-03,0,0,0,1,1,2026-08-27,"ABRE CRÉDITO ADICIONAL À LEI ORÇAMENTÁRIA ANUAL DO DISTRITO FEDERAL NO VALOR DE R$ 33.137.978,00, E DÁ OUTRAS PROVIDÊNCIAS."
2024,SIMBOLICA,9630,PARECER CEOF AO PROJETO DE LEI Nº 1446/2024,2024-12-03,0,0,0,1,1,2026-08-27,"ABRE CRÉDITO ADICIONAL À LEI ORÇAMENTÁRIA ANUAL DO DISTRITO FEDERAL NO VALOR DE R$ 33.137.978,00, E DÁ OUTRAS PROVIDÊNCIAS."
2024,SIMBOLICA,9631,1º TURNO DO PROJETO DE LEI Nº 1407/2024,2024-11-26,0,0,0,2,2,2026-08-27,DISPÕE SOBRE O PROGRAMA DE APOSENTADORIA INCENTIVADA - PAI - PARA OS SERVIDORES DA CARREIRA LEGISLATIVA DA CÂMRA LEGISLATIVA DO DISTRITO FEDERAL - CLDF - E DÁ OUTRAS PROVIDÊNCIAS.
2024,SIMBOLICA,9633,PARECER CCJ AO PL  Nº 1387/2024,2024-11-26,0,0,0,1,1,2026-08-27,"ESTABELECE A PAUTA DE VALORES VENAIS DE TERRENOS E EDIFICAÇÕES DO DISTRITO FEDERAL PARA EFEITO DE LANÇAMENTO DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU, RELATIVAMENTE AO EXERCÍCIO DE 2025, E DÁ OUTRAS PROVIDÊNCIAS."
2024,SIMBOLICA,9634,PARECER CTMU AO PL Nº 1441/2024,2024-11-26,0,0,0,1,1,2026-08-27,INSTITUI A GRATIFICAÇÃO POR HABILITAÇÃO DAS CARREIRAS ATIVIDADES DE TRÂNSITO E POLICIAMENTO E FISCALIZAÇÃO DE TRÂNSITO DO QUADRO DE PESSOAL DO DEPARTAMENTO DE TRÂNSITO DO DISTRITO FEDERAL (DETRAN/DF) E DÁ OUTRAS PROVIDÊNCIAS.
2024,SIMBOLICA,9635,PARECER CAS AO PROJETO DE LEI Nº 1443/2024,2024-12-03,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A REESTRUTURAÇÃO E AMPLIAÇÃO DO OBJETO SOCIAL DA COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL - CAESB E DÁ OUTRAS PROVIDÊNCIAS
2024,SIMBOLICA,9636,1º TURNO DO PROJETO DE LEI Nº 1433/2024,2024-11-26,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A CARREIRA DE APOIO À ASSISTÊNCIA JUDICIÁRIA E DÁ OUTRAS PROVIDÊNCIAS.
2024,SIMBOLICA,9637,2º TURNO DO PROJETO DE LEI Nº 1433/2024,2024-11-26,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A CARREIRA DE APOIO À ASSISTÊNCIA JUDICIÁRIA E DÁ OUTRAS PROVIDÊNCIAS.
2024,SIMBOLICA,9638,PARECER CAS AO PROJETO DE LEI Nº 1433/2024,2024-11-26,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A CARREIRA DE APOIO À ASSISTÊNCIA JUDICIÁRIA E DÁ OUTRAS PROVIDÊNCIAS.
2024,SIMBOLICA,9639,PARECER CEOF AO PROJETO DE LEI Nº 1433/2024,2024-11-26,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A CARREIRA DE APOIO À ASSISTÊNCIA JUDICIÁRIA E DÁ OUTRAS PROVIDÊNCIAS.
2024,SIMBOLICA,9640,PARECER CCJ AO PROJETO DE LEI Nº 1433/2024,2024-11-26,0,0,0,1,1,2026-08-27,DISPÕE SOBRE A CARREIRA DE APOIO À ASSISTÊNCIA JUDICIÁRIA E DÁ OUTRAS PROVIDÊNCIAS.
2024,SIMBOLICA,9642,BLOCO DE MOÇÕES E REQUERIMENTOS 27.11.24,2024-11-27,0,0,0,1,1,2026-08-27,"MOÇÕES Nº 1.116 A 1.161, TODAS DE 2024, E REQUERIMENTOS Nº 1.738, DE 2024."
2024,SIMBOLICA,9647,PARECER CEOF 2º TURNO AO PL Nº 1442/2024,2024-11-26,0,0,0,1,1,2026-08-27,"CONCEDE REMISSÃO DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU, DA TAXA DE LIMPEZA PÚBLICA - TLP E DO IMPOSTO SOBRE A TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS A ELES RELATIVOS - ITBI, NAS HIPÓTESES QUE ESPECIFICA; ALTERA A LEI N.º 6.466, DE 27 DE DEZEMBRO DE 2019; E DÁ OUTRAS PROVIDÊNCIAS."
2024,SIMBOLICA,9651,1º TURNO DO PROJETO DE LEI  Nº 1154/2024,2024-11-27,0,0,0,1,1,2026-08-27,"INCLUI NO CALENDÁRIO OFICIAL DE EVENTOS DO DISTRITO 
FEDERAL O DIA DA CÂMARA DE DIRIGENTES LOJISTAS DO DISTRITO FEDERAL."
2024,SIMBOLICA,9652,2º TURNO DO PROJETO DE LEI  Nº 1154/2024,2024-11-27,0,0,0,1,1,2026-08-27,"INCLUI NO CALENDÁRIO OFICIAL DE EVENTOS DO DISTRITO 
FEDERAL O DIA DA CÂMARA DE DIRIGENTES LOJISTAS DO DISTRITO FEDERAL."
2024,SIMBOLICA,9653,PARECER CCJ AO PROJETO DE LEI  Nº 1154/2024,2024-11-27,0,0,0,1,1,2026-08-27,"INCLUI NO CALENDÁRIO OFICIAL DE EVENTOS DO DISTRITO 
FEDERAL O DIA DA CÂMARA DE DIRIGENTES LOJISTAS DO DISTRITO FEDERAL."
2024,SIMBOLICA,9655,1º TURNO DO PROJETO DE LEI  Nº 1117/2024,2024-11-27,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 7.339, DE 21 DE NOVEMBRO DE 2023, QUE 
INCLUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO DISTRITO FEDERAL, O DIA 15 DE DEZEMBRO COMO O DIA DA 
MULHER ADVOGADA NO DISTRITO FEDERAL."
2024,SIMBOLICA,9656,2º TURNO DO PROJETO DE LEI  Nº 1117/2024,2024-11-27,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 7.339, DE 21 DE NOVEMBRO DE 2023, QUE 
INCLUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO DISTRITO FEDERAL, O DIA 15 DE DEZEMBRO COMO O DIA DA 
MULHER ADVOGADA NO DISTRITO FEDERAL."
2024,SIMBOLICA,9657,PARECER CESC AO PROJETO DE LEI  Nº 1117/2024,2024-11-27,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 7.339, DE 21 DE NOVEMBRO DE 2023, QUE 
INCLUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO DISTRITO FEDERAL, O DIA 15 DE DEZEMBRO COMO O DIA DA 
MULHER ADVOGADA NO DISTRITO FEDERAL."
2024,SIMBOLICA,9658,PARECER CCJ AO PROJETO DE LEI  Nº 1117/2024,2024-11-27,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 7.339, DE 21 DE NOVEMBRO DE 2023, QUE 
INCLUI, NO CALENDÁRIO OFICIAL DE EVENTOS DO DISTRITO FEDERAL, O DIA 15 DE DEZEMBRO COMO O DIA DA 
MULHER ADVOGADA NO DISTRITO FEDERAL."
2024,SIMBOLICA,9665,1º TURNO DO PROJETO DE LEI  Nº 853/2024,2024-11-27,0,0,0,1,1,2026-08-27,"DISPÕE ACERCA DA UTILIZAÇÃO DE VALORES DECORRENTES DE 
SALDO DE LICENÇA-PRÊMIO CONVERTIDO EM PECÚNIA PARA COMPRA DE IMÓVEIS JUNTO A TERRACAP, E DÁ 
OUTRAS PROVIDÊNCIAS."
2024,SIMBOLICA,9666,2º TURNO DO PROJETO DE LEI  Nº 853/2024,2024-11-27,0,0,0,1,1,2026-08-27,"DISPÕE ACERCA DA UTILIZAÇÃO DE VALORES DECORRENTES DE 
SALDO DE LICENÇA-PRÊMIO CONVERTIDO EM PECÚNIA PARA COMPRA DE IMÓVEIS JUNTO A TERRACAP, E DÁ 
OUTRAS PROVIDÊNCIAS."
2024,SIMBOLICA,9667,PARECER CAS AO PROJETO DE LEI  Nº 853/2024,2024-11-27,0,0,0,1,1,2026-08-27,"DISPÕE ACERCA DA UTILIZAÇÃO DE VALORES DECORRENTES DE 
SALDO DE LICENÇA-PRÊMIO CONVERTIDO EM PECÚNIA PARA COMPRA DE IMÓVEIS JUNTO A TERRACAP, E DÁ 
OUTRAS PROVIDÊNCIAS."
2024,SIMBOLICA,9668,PARECER CEOF AO PROJETO DE LEI  Nº 853/2024,2024-11-27,0,0,0,1,1,2026-08-27,"DISPÕE ACERCA DA UTILIZAÇÃO DE VALORES DECORRENTES DE 
SALDO DE LICENÇA-PRÊMIO CONVERTIDO EM PECÚNIA PARA COMPRA DE IMÓVEIS JUNTO A TERRACAP, E DÁ 
OUTRAS PROVIDÊNCIAS."
2024,SIMBOLICA,9669,PARECER CCJ AO PROJETO DE LEI  Nº 853/2024,2024-11-27,0,0,0,1,1,2026-08-27,"DISPÕE ACERCA DA UTILIZAÇÃO DE VALORES DECORRENTES DE 
SALDO DE LICENÇA-PRÊMIO CONVERTIDO EM PECÚNIA PARA COMPRA DE IMÓVEIS JUNTO A TERRACAP, E DÁ 
OUTRAS PROVIDÊNCIAS."
2024,SIMBOLICA,9673,PARECER CEOF AO PROJETO DE LEI  Nº 2474/2022,2024-12-04,0,0,0,1,1,2026-08-27,"ALTERA A LEI Nº 6.466, DE 27 DE DEZEMBRO DE 2019, QUE DISPÕE SOBRE OS BENEFÍCIOS FISCAIS DO IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - IPVA, DO IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - IPTU, DO IMPOSTO SOBRE A TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE QUAISQUER BENS OU DIREITOS - ITCD, DO IMPOSTO SOBRE A TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS A ELES RELATIVOS - ITBI E DA TAXA DE LIMPEZA PÚBLICA - TLP."
