fonte,entidade,campo_normalizado,grafias,n_arquivos,origem_arquivos,tipo_original,rotulo_original,descricao_original,modulo,publicado_em
pleservico,probe-parecer,pageable.pagenumber,pageable.pageNumber,1,POST https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10131/documento/filter?page=0&size=100&sort=,number,n/d,n/d,n/d,não publicado
pleservico,probe-parecer,pageable.pagesize,pageable.pageSize,1,POST https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10131/documento/filter?page=0&size=100&sort=,number,n/d,n/d,n/d,não publicado
pleservico,probe-parecer,pageable.sort,pageable.sort,1,POST https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10131/documento/filter?page=0&size=100&sort=,object,n/d,n/d,n/d,não publicado
pleservico,probe-parecer,pageable.sort.empty,pageable.sort.empty,1,POST https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10131/documento/filter?page=0&size=100&sort=,boolean,n/d,n/d,n/d,não publicado
pleservico,probe-parecer,pageable.sort.sorted,pageable.sort.sorted,1,POST https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10131/documento/filter?page=0&size=100&sort=,boolean,n/d,n/d,n/d,não publicado
pleservico,probe-parecer,pageable.sort.unsorted,pageable.sort.unsorted,1,POST https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10131/documento/filter?page=0&size=100&sort=,boolean,n/d,n/d,n/d,não publicado
pleservico,probe-parecer,pageable.unpaged,pageable.unpaged,1,POST https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10131/documento/filter?page=0&size=100&sort=,boolean,n/d,n/d,n/d,não publicado
pleservico,probe-parecer,path,path,1,GET https://ple.cl.df.gov.br/pleservico/api/public/comissao/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-parecer,size,size,1,POST https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10131/documento/filter?page=0&size=100&sort=,number,n/d,n/d,n/d,não publicado
pleservico,probe-parecer,sort,sort,1,POST https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10131/documento/filter?page=0&size=100&sort=,object,n/d,n/d,n/d,não publicado
pleservico,probe-parecer,sort.empty,sort.empty,1,POST https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10131/documento/filter?page=0&size=100&sort=,boolean,n/d,n/d,n/d,não publicado
pleservico,probe-parecer,sort.sorted,sort.sorted,1,POST https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10131/documento/filter?page=0&size=100&sort=,boolean,n/d,n/d,n/d,não publicado
pleservico,probe-parecer,sort.unsorted,sort.unsorted,1,POST https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10131/documento/filter?page=0&size=100&sort=,boolean,n/d,n/d,n/d,não publicado
pleservico,probe-parecer,status,status,1,GET https://ple.cl.df.gov.br/pleservico/api/public/comissao/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-parecer,timestamp,timestamp,1,GET https://ple.cl.df.gov.br/pleservico/api/public/comissao/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-parecer,title,title,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/filter,string,n/d,n/d,n/d,não publicado
pleservico,probe-parecer,totalelements,totalElements,1,POST https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10131/documento/filter?page=0&size=100&sort=,number,n/d,n/d,n/d,não publicado
pleservico,probe-parecer,totalpages,totalPages,1,POST https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10131/documento/filter?page=0&size=100&sort=,number,n/d,n/d,n/d,não publicado
pleservico,probe-parecer,type,type,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/filter,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].assinado,[].assinado,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,boolean,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].autores,[].autores,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].avaliacoes,[].avaliacoes,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,array,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos,[].blocos,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,array,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].completamenteretornado,[].blocos[].completamenteRetornado,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].descricao,[].blocos[].descricao,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].documentos,[].blocos[].documentos,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,array,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].documentos[].datainclusao,[].blocos[].documentos[].dataInclusao,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].documentos[].descricao,[].blocos[].documentos[].descricao,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].documentos[].id,[].blocos[].documentos[].id,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].documentos[].nome,[].blocos[].documentos[].nome,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].documentos[].ordem,[].blocos[].documentos[].ordem,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].documentos[].tipounidade,[].blocos[].documentos[].tipoUnidade,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].documentos[].urlimagem,[].blocos[].documentos[].urlImagem,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].documentosdto,[].blocos[].documentosdto,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].estado,[].blocos[].estado,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].excluido,[].blocos[].excluido,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,boolean,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].id,[].blocos[].id,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].iddocumentoproposicao,[].blocos[].idDocumentoProposicao,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].idunidadegeradora,[].blocos[].idUnidadeGeradora,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].nome,[].blocos[].nome,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].nomeunidadegeradora,[].blocos[].nomeUnidadeGeradora,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].numero,[].blocos[].numero,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].siglaunidadegeradora,[].blocos[].siglaUnidadeGeradora,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].situacao,[].blocos[].situacao,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades,[].blocos[].unidades,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,array,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].bairro,[].blocos[].unidades[].bairro,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].celular,[].blocos[].unidades[].celular,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].cep,[].blocos[].unidades[].cep,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].cidade,[].blocos[].unidades[].cidade,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].complemento,[].blocos[].unidades[].complemento,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].email,[].blocos[].unidades[].email,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].endereco,[].blocos[].unidades[].endereco,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].estado,[].blocos[].unidades[].estado,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].excluido,[].blocos[].unidades[].excluido,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,boolean,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].id,[].blocos[].unidades[].id,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].idunidadesuperior,[].blocos[].unidades[].idUnidadeSuperior,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].ingerenciarcomissoes,[].blocos[].unidades[].inGerenciarComissoes,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,boolean,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].nome,[].blocos[].unidades[].nome,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].nomeunidadesuperior,[].blocos[].unidades[].nomeUnidadeSuperior,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].observacao,[].blocos[].unidades[].observacao,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].participaprocessolegislativo,[].blocos[].unidades[].participaProcessoLegislativo,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,boolean,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].sigla,[].blocos[].unidades[].sigla,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].site,[].blocos[].unidades[].site,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].situacao,[].blocos[].unidades[].situacao,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].superior,[].blocos[].unidades[].superior,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,boolean,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].telefone,[].blocos[].unidades[].telefone,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].tipounidade,[].blocos[].unidades[].tipoUnidade,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].blocos[].unidades[].unidadesuperior,[].blocos[].unidades[].unidadeSuperior,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].cancelado,[].cancelado,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,boolean,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].datadocumento,[].dataDocumento,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].descricao,[].descricao,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documento,[].documento,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null|object,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documento.datacriacao,[].documento.dataCriacao,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10399/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documento.excluido,[].documento.excluido,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10399/documento/ativas,boolean,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documento.formato,[].documento.formato,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10399/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documento.id,[].documento.id,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10399/documento/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documento.idarquivo,[].documento.idArquivo,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10399/documento/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documento.iddocumentoproposicao,[].documento.idDocumentoProposicao,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10399/documento/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documento.loginusuario,[].documento.loginUsuario,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10399/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documento.nomedocumento,[].documento.nomeDocumento,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/10399/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documentomodelo,[].documentoModelo,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,boolean|null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documentotextual,[].documentoTextual,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null|object,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documentotextual.datacriacao,[].documentoTextual.dataCriacao,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documentotextual.excluido,[].documentoTextual.excluido,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,boolean,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documentotextual.html,[].documentoTextual.html,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,object,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documentotextual.html.conteudo,[].documentoTextual.html.conteudo,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documentotextual.html.id,[].documentoTextual.html.id,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documentotextual.id,[].documentoTextual.id,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documentotextual.iddocumentoproposicao,[].documentoTextual.idDocumentoProposicao,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documentotextual.iddocumentotextualbase,[].documentoTextual.idDocumentoTextualBase,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documentotextual.idvalortextual,[].documentoTextual.idValorTextual,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documentotextual.loginusuario,[].documentoTextual.loginUsuario,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documentotextual.nomedocumento,[].documentoTextual.nomeDocumento,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].documentotramitado,[].documentoTramitado,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,boolean,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].excluido,[].excluido,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,boolean,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].existeassinatura,[].existeAssinatura,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].formato,[].formato,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null|string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].hashdocumento,[].hashDocumento,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null|string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].id,[].id,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].iddocumentoatual,[].idDocumentoAtual,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null|number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].iddocumentotextualatual,[].idDocumentoTextualAtual,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null|number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].idproposicao,[].idProposicao,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].idsproposicoes,[].idsProposicoes,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,array,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].idsproposicoes[],[].idsProposicoes[],1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].idstatus,[].idStatus,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null|number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].idsunidadesassinadas,[].idsUnidadesAssinadas,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,array,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].idsunidadesassinadas[],[].idsUnidadesAssinadas[],1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].idtipoemenda,[].idTipoEmenda,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null|number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].idtipomensagemexecutivo,[].idTipoMensagemExecutivo,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].idunidadecriacao,[].idUnidadeCriacao,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].idunidadedisponibilizadora,[].idUnidadeDisponibilizadora,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null|number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].idusuariocriador,[].idUsuarioCriador,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].justificativacancelamento,[].justificativaCancelamento,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null|string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].label,[].label,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas/tipo-documento-options,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].mimetype,[].mimeType,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null|string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].nome,[].nome,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null|string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].nometipoemenda,[].nomeTipoEmenda,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null|string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].nometipomensagemexecutivo,[].nomeTipoMensagemExecutivo,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].nomeunidadecriacao,[].nomeUnidadeCriacao,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].nomeusuariocriador,[].nomeUsuarioCriador,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].numero,[].numero,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null|number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].numerodefinitivo,[].numeroDefinitivo,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null|string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].observacao,[].observacao,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null|string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].origemdocumento,[].origemDocumento,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].quantidadedeslikes,[].quantidadeDeslikes,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].quantidadelikes,[].quantidadeLikes,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].siglaunidadecriacao,[].siglaUnidadeCriacao,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].siglaunidadedisponibilizadora,[].siglaUnidadeDisponibilizadora,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null|string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].statusdocumento,[].statusDocumento,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null|object,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].statusdocumento.descricao,[].statusDocumento.descricao,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18295/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].statusdocumento.id,[].statusDocumento.id,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18295/documento/ativas,number,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].textoidentificacao,[].textoIdentificacao,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null|string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].tipoconferencia,[].tipoConferencia,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].tipodocumento,[].tipoDocumento,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,object,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].tipodocumento.aplicabilidade,[].tipoDocumento.aplicabilidade,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,string,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].tipodocumento.assinaturas,[].tipoDocumento.assinaturas,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,array,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].tipodocumento.assinaturas[].idtipodocumento,[].tipoDocumento.assinaturas[].idTipoDocumento,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,null,n/d,n/d,n/d,não publicado
pleservico,probe-urgencia,[].tipodocumento.assinaturas[].quantidade,[].tipoDocumento.assinaturas[].quantidade,1,GET https://ple.cl.df.gov.br/pleservico/api/public/proposicao/18416/documento/ativas,number,n/d,n/d,n/d,não publicado
