ano,mes,mes_numero,tipo,linhas,matriculas_distintas,creditos,descontos,auxilios,liquido
2014,Junho,6,INATIVO,160,160,"4.010.656,70","'-1.055.350,46","0,00","2.955.306,24"
2014,Junho,6,PENSIONISTA,41,41,"240.091,32","'-62.090,97","0,00","178.000,35"
2014,Junho,6,REQUISITADO,78,78,"659.234,41","'-128.922,07","0,00","530.312,34"
2014,Julho,7,COMISSIONADO,849,849,"5.698.958,87","'-1.734.457,05","0,00","3.964.501,82"
2014,Julho,7,CONCURSADO,715,715,"13.286.729,25","'-5.598.505,62","0,00","7.688.223,63"
2014,Julho,7,DEPUTADO,23,23,"463.604,41","'-157.479,53","0,00","306.124,88"
2014,Julho,7,INATIVO,160,160,"2.772.316,79","'-1.046.022,21","0,00","1.726.294,58"
2014,Julho,7,PENSIONISTA,41,41,"240.091,32","'-63.283,19","0,00","176.808,13"
2014,Julho,7,REQUISITADO,75,75,"454.100,35","'-121.693,41","0,00","332.406,94"
2014,Agosto,8,COMISSIONADO,862,862,"5.937.274,58","'-1.767.825,31","0,00","4.169.449,27"
2014,Agosto,8,CONCURSADO,715,715,"13.277.685,92","'-5.654.395,70","0,00","7.623.290,22"
2014,Agosto,8,DEPUTADO,23,23,"463.604,41","'-162.222,80","0,00","301.381,61"
2014,Agosto,8,INATIVO,160,160,"2.775.427,76","'-1.055.722,99","0,00","1.719.704,77"
2014,Agosto,8,PENSIONISTA,43,43,"248.326,90","'-64.670,67","0,00","183.656,23"
2014,Agosto,8,REQUISITADO,75,75,"458.059,67","'-130.254,38","0,00","327.805,29"
2014,Setembro,9,COMISSIONADO,868,868,"5.730.638,29","'-1.748.901,82","0,00","3.981.736,47"
2014,Setembro,9,CONCURSADO,713,713,"13.809.555,62","'-5.901.822,76","0,00","7.907.732,86"
2014,Setembro,9,DEPUTADO,23,23,"464.020,89","'-154.994,42","0,00","309.026,47"
2014,Setembro,9,INATIVO,160,160,"2.857.783,67","'-1.106.526,97","0,00","1.751.256,70"
2014,Setembro,9,PENSIONISTA,46,46,"269.743,26","'-70.958,73","0,00","198.784,53"
2014,Setembro,9,REQUISITADO,77,77,"462.318,32","'-127.938,12","0,00","334.380,20"
2014,Outubro,10,COMISSIONADO,862,862,"5.703.799,78","'-1.743.727,08","0,00","3.960.072,70"
2014,Outubro,10,CONCURSADO,714,714,"13.696.614,74","'-5.962.172,15","0,00","7.734.442,59"
2014,Outubro,10,DEPUTADO,23,23,"464.262,00","'-154.314,39","0,00","309.947,61"
2014,Outubro,10,INATIVO,159,159,"2.847.519,24","'-1.105.585,72","0,00","1.741.933,52"
2014,Outubro,10,PENSIONISTA,46,46,"260.429,46","'-68.034,22","0,00","192.395,24"
2014,Outubro,10,REQUISITADO,74,74,"448.812,19","'-126.434,04","0,00","322.378,15"
2014,Novembro,11,COMISSIONADO,869,869,"5.761.131,22","'-1.717.898,43","0,00","4.043.232,79"
2014,Novembro,11,CONCURSADO,712,712,"13.699.010,69","'-5.914.948,70","0,00","7.784.061,99"
2014,Novembro,11,DEPUTADO,23,23,"464.262,00","'-155.699,10","0,00","308.562,90"
2014,Novembro,11,INATIVO,161,161,"2.885.071,06","'-1.110.402,42","0,00","1.774.668,64"
2014,Novembro,11,PENSIONISTA,45,45,"260.429,51","'-70.422,58","0,00","190.006,93"
2014,Novembro,11,REQUISITADO,72,72,"439.649,26","'-125.749,40","0,00","313.899,86"
2014,Dezembro,12,COMISSIONADO,869,869,"5.677.234,97","'-1.654.604,50","0,00","4.022.630,47"
2014,Dezembro,12,CONCURSADO,712,712,"13.383.583,63","'-5.891.841,46","0,00","7.491.742,17"
2014,Dezembro,12,DEPUTADO,23,23,"464.262,00","'-174.025,06","0,00","290.236,94"
2014,Dezembro,12,INATIVO,161,161,"2.903.426,61","'-1.121.332,21","0,00","1.782.094,40"
2014,Dezembro,12,PENSIONISTA,45,45,"260.429,51","'-69.648,76","0,00","190.780,75"
2014,Dezembro,12,REQUISITADO,71,71,"423.605,52","'-121.039,97","0,00","302.565,55"
2015,Janeiro,1,COMISSIONADO,681,681,"5.466.755,98","'-1.233.800,71","0,00","4.232.955,27"
2015,Janeiro,1,CONCURSADO,712,712,"17.173.391,18","'-6.384.115,11","0,00","10.789.276,07"
2015,Janeiro,1,DEPUTADO,23,23,"463.019,63","'-138.462,80","0,00","324.556,83"
2015,Janeiro,1,INATIVO,161,161,"3.055.638,35","'-1.137.156,26","0,00","1.918.482,09"
2015,Janeiro,1,PENSIONISTA,45,45,"266.528,57","'-73.678,90","0,00","192.849,67"
2015,Janeiro,1,REQUISITADO,54,54,"360.504,56","'-93.566,77","0,00","266.937,79"
2015,Fevereiro,2,COMISSIONADO,724,724,"5.359.910,87","'-1.280.821,58","0,00","4.079.089,29"
2015,Fevereiro,2,CONCURSADO,711,711,"15.134.224,70","'-6.052.310,94","0,00","9.081.913,76"
2015,Fevereiro,2,DEPUTADO,23,23,"586.628,24","'-176.888,81","0,00","409.739,43"
2015,Fevereiro,2,INATIVO,161,161,"3.111.082,34","'-1.118.799,69","0,00","1.992.282,65"
2015,Fevereiro,2,PENSIONISTA,45,45,"285.150,35","'-76.189,50","0,00","208.960,85"
2015,Fevereiro,2,REQUISITADO,62,62,"395.851,57","'-85.326,07","0,00","310.525,50"
2015,Março,3,COMISSIONADO,773,773,"5.559.132,77","'-1.457.369,31","0,00","4.101.763,46"
2015,Março,3,CONCURSADO,710,710,"14.994.974,47","'-6.198.877,56","0,00","8.796.096,91"
2015,Março,3,DEPUTADO,23,23,"564.881,35","'-184.285,66","0,00","380.595,69"
2015,Março,3,INATIVO,162,162,"3.109.937,24","'-1.152.054,50","0,00","1.957.882,74"
2015,Março,3,PENSIONISTA,45,45,"275.839,46","'-74.955,97","0,00","200.883,49"
2015,Março,3,REQUISITADO,72,72,"480.739,98","'-113.146,06","0,00","367.593,92"
2015,Abril,4,COMISSIONADO,798,798,"5.641.561,36","'-1.561.984,50","0,00","4.079.576,86"
2015,Abril,4,CONCURSADO,704,704,"14.618.825,10","'-6.147.441,33","0,00","8.471.383,77"
2015,Abril,4,DEPUTADO,23,23,"585.707,35","'-199.364,13","0,00","386.343,22"
2015,Abril,4,INATIVO,168,168,"3.351.991,81","'-1.234.215,44","0,00","2.117.776,37"
2015,Abril,4,PENSIONISTA,45,45,"275.839,46","'-73.175,93","0,00","202.663,53"
2015,Abril,4,REQUISITADO,82,82,"547.987,51","'-116.712,68","0,00","431.274,83"
2015,Maio,5,COMISSIONADO,811,811,"5.803.384,88","'-1.646.262,10","0,00","4.157.122,78"
2015,Maio,5,CONCURSADO,702,702,"14.779.815,43","'-6.183.107,66","0,00","8.596.707,77"
2015,Maio,5,DEPUTADO,23,23,"585.821,00","'-195.241,03","0,00","390.579,97"
2015,Maio,5,INATIVO,170,170,"3.311.055,08","'-1.226.279,56","0,00","2.084.775,52"
2015,Maio,5,PENSIONISTA,45,45,"275.839,46","'-75.151,81","0,00","200.687,65"
2015,Maio,5,REQUISITADO,85,85,"570.026,56","'-125.894,29","0,00","444.132,27"
2015,Junho,6,COMISSIONADO,817,817,"7.903.483,62","'-1.711.284,23","0,00","6.192.199,39"
2015,Junho,6,CONCURSADO,694,694,"16.386.642,42","'-6.086.655,01","0,00","10.299.987,41"
2015,Junho,6,DEPUTADO,23,23,"585.821,00","'-196.686,09","0,00","389.134,91"
2015,Junho,6,INATIVO,177,177,"5.021.485,45","'-1.299.632,87","0,00","3.721.852,58"
2015,Junho,6,PENSIONISTA,44,44,"275.839,47","'-75.841,40","0,00","199.998,07"
2015,Junho,6,REQUISITADO,92,92,"852.321,45","'-134.505,51","0,00","717.815,94"
2015,Julho,7,COMISSIONADO,830,830,"5.806.331,52","'-1.763.030,70","0,00","4.043.300,82"
2015,Julho,7,CONCURSADO,691,691,"14.153.536,61","'-6.092.145,29","0,00","8.061.391,32"
2015,Julho,7,DEPUTADO,23,23,"585.821,00","'-196.788,04","0,00","389.032,96"
2015,Julho,7,INATIVO,179,179,"3.512.730,88","'-1.294.004,33","0,00","2.218.726,55"
2015,Julho,7,PENSIONISTA,44,44,"275.839,47","'-75.428,46","0,00","200.411,01"
2015,Julho,7,REQUISITADO,90,90,"577.246,84","'-128.597,54","0,00","448.649,30"
2015,Agosto,8,COMISSIONADO,825,825,"5.785.298,32","'-1.771.640,40","0,00","4.013.657,92"
2015,Agosto,8,CONCURSADO,690,690,"14.312.881,74","'-6.040.625,79","0,00","8.272.255,95"
2015,Agosto,8,DEPUTADO,23,23,"578.224,34","'-194.562,98","0,00","383.661,36"
2015,Agosto,8,INATIVO,180,180,"3.508.943,47","'-1.290.026,85","0,00","2.218.916,62"
2015,Agosto,8,PENSIONISTA,45,45,"293.619,57","'-79.305,71","0,00","214.313,86"
2015,Agosto,8,REQUISITADO,91,91,"574.632,03","'-131.123,06","0,00","443.508,97"
2015,Setembro,9,COMISSIONADO,806,806,"5.662.173,95","'-1.779.932,88","0,00","3.882.241,07"
2015,Setembro,9,CONCURSADO,683,683,"14.110.517,11","'-6.063.619,48","0,00","8.046.897,63"
2015,Setembro,9,DEPUTADO,23,23,"580.918,78","'-195.489,99","0,00","385.428,79"
2015,Setembro,9,INATIVO,187,187,"3.602.359,72","'-1.337.509,08","0,00","2.264.850,64"
2015,Setembro,9,PENSIONISTA,42,42,"277.630,77","'-78.668,08","0,00","198.962,69"
2015,Setembro,9,REQUISITADO,90,90,"577.759,35","'-138.257,33","0,00","439.502,02"
2015,Outubro,10,COMISSIONADO,814,814,"5.685.975,71","'-1.839.585,52","0,00","3.846.390,19"
2015,Outubro,10,CONCURSADO,678,678,"14.107.687,66","'-6.079.357,55","0,00","8.028.330,11"
2015,Outubro,10,DEPUTADO,23,23,"585.821,00","'-194.357,83","0,00","391.463,17"
2015,Outubro,10,INATIVO,192,192,"3.672.091,51","'-1.352.053,33","0,00","2.320.038,18"
2015,Outubro,10,PENSIONISTA,43,43,"283.532,07","'-82.402,11","0,00","201.129,96"
2015,Outubro,10,REQUISITADO,88,88,"568.604,89","'-136.978,37","0,00","431.626,52"
2015,Novembro,11,COMISSIONADO,831,831,"5.837.637,04","'-1.872.770,94","0,00","3.964.866,10"
2015,Novembro,11,CONCURSADO,672,672,"14.105.897,75","'-6.081.826,80","0,00","8.024.070,95"
2015,Novembro,11,DEPUTADO,23,23,"587.460,77","'-190.038,55","0,00","397.422,22"
2015,Novembro,11,INATIVO,197,197,"3.798.209,82","'-1.386.644,46","0,00","2.411.565,36"
2015,Novembro,11,PENSIONISTA,43,43,"283.532,07","'-81.145,95","0,00","202.386,12"
2015,Novembro,11,REQUISITADO,89,89,"589.503,89","'-138.717,46","0,00","450.786,43"
2015,Dezembro,12,COMISSIONADO,839,839,"5.837.394,07","'-1.852.386,31","0,00","3.985.007,76"
2015,Dezembro,12,CONCURSADO,670,670,"13.719.842,21","'-6.012.738,96","0,00","7.707.103,25"
2015,Dezembro,12,DEPUTADO,23,23,"587.184,70","'-210.106,85","0,00","377.077,85"
2015,Dezembro,12,INATIVO,199,199,"3.790.623,72","'-1.392.105,14","0,00","2.398.518,58"
2015,Dezembro,12,PENSIONISTA,43,43,"283.532,07","'-78.499,94","0,00","205.032,13"
2015,Dezembro,12,REQUISITADO,86,86,"554.421,71","'-141.018,62","0,00","413.403,09"
2016,Janeiro,1,COMISSIONADO,840,840,"6.814.359,11","'-1.875.455,58","0,00","4.938.903,53"
2016,Janeiro,1,CONCURSADO,669,669,"15.920.627,08","'-6.269.605,84","0,00","9.651.021,24"
2016,Janeiro,1,DEPUTADO,24,24,"626.174,37","'-213.150,67","0,00","413.023,70"
2016,Janeiro,1,INATIVO,200,200,"3.837.495,73","'-1.395.673,33","0,00","2.441.822,40"
2016,Janeiro,1,PENSIONISTA,43,43,"283.532,07","'-77.871,49","0,00","205.660,58"
2016,Janeiro,1,REQUISITADO,86,86,"587.812,78","'-149.775,53","0,00","438.037,25"
2016,Fevereiro,2,COMISSIONADO,847,847,"6.231.390,01","'-1.948.167,71","0,00","4.283.222,30"
2016,Fevereiro,2,CONCURSADO,668,668,"14.900.961,40","'-6.161.877,41","0,00","8.739.083,99"
2016,Fevereiro,2,DEPUTADO,24,24,"612.687,42","'-206.751,43","0,00","405.935,99"
2016,Fevereiro,2,INATIVO,201,201,"3.889.558,20","'-1.401.881,75","0,00","2.487.676,45"
2016,Fevereiro,2,PENSIONISTA,43,43,"310.654,32","'-84.004,94","0,00","226.649,38"
2016,Fevereiro,2,REQUISITADO,84,84,"581.431,70","'-146.244,37","0,00","435.187,33"
2016,Março,3,COMISSIONADO,842,842,"6.011.703,51","'-1.903.476,97","0,00","4.108.226,54"
2016,Março,3,CONCURSADO,666,666,"14.492.098,39","'-6.210.673,07","0,00","8.281.425,32"
2016,Março,3,DEPUTADO,24,24,"607.191,84","'-206.025,25","0,00","401.166,59"
2016,Março,3,INATIVO,203,203,"3.863.342,11","'-1.404.455,65","0,00","2.458.886,46"
2016,Março,3,PENSIONISTA,43,43,"292.437,75","'-78.438,67","0,00","213.999,08"
2016,Março,3,REQUISITADO,83,83,"566.704,68","'-142.351,78","0,00","424.352,90"
2016,Abril,4,COMISSIONADO,843,843,"5.963.158,50","'-1.919.150,18","0,00","4.044.008,32"
2016,Abril,4,CONCURSADO,665,665,"14.736.293,28","'-6.271.109,87","0,00","8.465.183,41"
2016,Abril,4,DEPUTADO,24,24,"612.256,26","'-214.415,92","0,00","397.840,34"
2016,Abril,4,INATIVO,204,204,"3.875.456,97","'-1.432.567,68","0,00","2.442.889,29"
2016,Abril,4,PENSIONISTA,43,43,"293.540,63","'-78.539,44","0,00","215.001,19"
2016,Abril,4,REQUISITADO,82,82,"537.921,79","'-137.499,72","0,00","400.422,07"
2016,Maio,5,COMISSIONADO,836,836,"5.971.896,96","'-1.912.342,83","0,00","4.059.554,13"
2016,Maio,5,CONCURSADO,665,665,"14.357.176,37","'-6.249.749,66","0,00","8.107.426,71"
2016,Maio,5,DEPUTADO,24,24,"612.256,26","'-208.915,87","0,00","403.340,39"
2016,Maio,5,INATIVO,205,205,"3.938.240,26","'-1.453.977,47","0,00","2.484.262,79"
2016,Maio,5,PENSIONISTA,42,42,"286.398,21","'-77.374,21","0,00","209.024,00"
2016,Maio,5,REQUISITADO,80,80,"546.032,39","'-148.494,43","0,00","397.537,96"
2016,Junho,6,COMISSIONADO,842,842,"7.788.645,65","'-1.924.920,98","0,00","5.863.724,67"
2016,Junho,6,CONCURSADO,665,665,"16.367.149,20","'-6.300.687,75","0,00","10.066.461,45"
2016,Junho,6,DEPUTADO,24,24,"606.347,73","'-219.853,78","0,00","386.493,95"
2016,Junho,6,INATIVO,205,205,"5.725.058,43","'-1.457.118,27","0,00","4.267.940,16"
2016,Junho,6,PENSIONISTA,41,41,"339.689,30","'-96.843,70","0,00","242.845,60"
2016,Junho,6,REQUISITADO,80,80,"689.895,91","'-148.183,79","0,00","541.712,12"
2016,Julho,7,COMISSIONADO,847,847,"5.949.293,47","'-1.919.945,26","0,00","4.029.348,21"
2016,Julho,7,CONCURSADO,664,664,"14.327.118,27","'-6.289.433,72","0,00","8.037.684,55"
2016,Julho,7,DEPUTADO,24,24,"611.502,55","'-222.180,31","0,00","389.322,24"
2016,Julho,7,INATIVO,205,205,"3.951.367,44","'-1.480.992,69","0,00","2.470.374,75"
2016,Julho,7,PENSIONISTA,39,39,"286.678,57","'-83.113,34","0,00","203.565,23"
2016,Julho,7,REQUISITADO,80,80,"535.333,73","'-149.977,95","0,00","385.355,78"
2016,Agosto,8,COMISSIONADO,854,854,"5.994.585,20","'-1.922.132,55","0,00","4.072.452,65"
2016,Agosto,8,CONCURSADO,660,660,"14.081.783,67","'-6.228.274,08","0,00","7.853.509,59"
2016,Agosto,8,DEPUTADO,24,24,"597.997,36","'-213.110,52","0,00","384.886,84"
2016,Agosto,8,INATIVO,207,207,"4.067.585,68","'-1.485.317,87","0,00","2.582.267,81"
2016,Agosto,8,PENSIONISTA,39,39,"286.678,57","'-82.703,94","0,00","203.974,63"
2016,Agosto,8,REQUISITADO,79,79,"517.113,50","'-142.876,53","0,00","374.236,97"
2016,Setembro,9,COMISSIONADO,839,839,"5.829.874,18","'-1.905.692,99","0,00","3.924.181,19"
2016,Setembro,9,CONCURSADO,660,660,"14.233.292,14","'-6.250.836,04","0,00","7.982.456,10"
2016,Setembro,9,DEPUTADO,23,23,"585.426,59","'-214.637,52","0,00","370.789,07"
2016,Setembro,9,INATIVO,207,207,"3.985.889,29","'-1.481.417,11","0,00","2.504.472,18"
2016,Setembro,9,PENSIONISTA,39,39,"286.678,57","'-81.657,30","0,00","205.021,27"
2016,Setembro,9,REQUISITADO,77,77,"490.776,75","'-125.292,93","0,00","365.483,82"
2016,Outubro,10,COMISSIONADO,852,852,"6.418.909,56","'-2.051.452,55","0,00","4.367.457,01"
2016,Outubro,10,CONCURSADO,654,654,"15.092.738,67","'-6.816.351,29","0,00","8.276.387,38"
2016,Outubro,10,DEPUTADO,23,23,"585.426,59","'-211.210,39","0,00","374.216,20"
2016,Outubro,10,INATIVO,212,212,"4.491.457,76","'-1.725.819,84","0,00","2.765.637,92"
2016,Outubro,10,PENSIONISTA,42,42,"327.554,71","'-91.546,12","0,00","236.008,59"
2016,Outubro,10,REQUISITADO,78,78,"540.517,87","'-136.177,69","0,00","404.340,18"
2016,Novembro,11,COMISSIONADO,860,860,"6.533.656,79","'-2.086.787,87","0,00","4.446.868,92"
2016,Novembro,11,CONCURSADO,651,651,"15.156.674,12","'-6.787.221,24","0,00","8.369.452,88"
2016,Novembro,11,DEPUTADO,23,23,"585.426,59","'-211.228,39","0,00","374.198,20"
2016,Novembro,11,INATIVO,215,215,"4.546.408,47","'-1.779.086,77","0,00","2.767.321,70"
2016,Novembro,11,PENSIONISTA,42,42,"310.180,15","'-86.540,33","0,00","223.639,82"
2016,Novembro,11,REQUISITADO,79,79,"565.293,93","'-146.806,87","0,00","418.487,06"
2016,Dezembro,12,COMISSIONADO,863,863,"6.365.937,10","'-2.100.336,58","0,00","4.265.600,52"
2016,Dezembro,12,CONCURSADO,648,648,"14.719.230,24","'-6.760.315,51","0,00","7.958.914,73"
2016,Dezembro,12,DEPUTADO,23,23,"585.426,59","'-237.560,96","0,00","347.865,63"
2016,Dezembro,12,INATIVO,218,218,"4.690.738,80","'-1.875.105,88","0,00","2.815.632,92"
2016,Dezembro,12,PENSIONISTA,43,43,"329.202,28","'-94.030,80","0,00","235.171,48"
2016,Dezembro,12,REQUISITADO,79,79,"554.475,85","'-144.284,77","0,00","410.191,08"
2017,Janeiro,1,,3,3,"0,00","'-236,98","0,00","'-236,98"
2017,Janeiro,1,COMISSIONADO,863,863,"7.161.995,90","'-2.214.235,97","0,00","4.947.759,93"
2017,Janeiro,1,CONCURSADO,648,648,"16.935.660,94","'-7.023.768,30","0,00","9.911.892,64"
2017,Janeiro,1,DEPUTADO,23,23,"585.426,59","'-221.000,48","0,00","364.426,11"
2017,Janeiro,1,INATIVO,218,218,"4.647.995,64","'-1.825.494,41","0,00","2.822.501,23"
2017,Janeiro,1,PENSIONISTA,44,44,"346.979,02","'-99.507,01","0,00","247.472,01"
2017,Janeiro,1,REQUISITADO,86,86,"596.225,41","'-150.117,48","0,00","446.107,93"
2017,Fevereiro,2,,1,1,"0,00","'-115,17","0,00","'-115,17"
2017,Fevereiro,2,COMISSIONADO,868,868,"6.751.704,37","'-2.311.681,72","0,00","4.440.022,65"
2017,Fevereiro,2,CONCURSADO,646,646,"15.353.087,16","'-6.734.702,48","0,00","8.618.384,68"
2017,Fevereiro,2,DEPUTADO,23,23,"585.642,75","'-220.602,58","0,00","365.040,17"
2017,Fevereiro,2,INATIVO,219,219,"4.726.301,50","'-1.817.061,05","0,00","2.909.240,45"
2017,Fevereiro,2,PENSIONISTA,44,44,"332.633,89","'-93.189,52","0,00","239.444,37"
2017,Fevereiro,2,REQUISITADO,85,85,"529.802,46","'-137.095,38","0,00","392.707,08"
2017,Março,3,,1,1,"0,00","'-101,58","0,00","'-101,58"
2017,Março,3,COMISSIONADO,869,869,"6.551.817,91","'-2.328.807,22","0,00","4.223.010,69"
2017,Março,3,CONCURSADO,635,635,"15.068.378,74","'-6.734.651,16","0,00","8.333.727,58"
2017,Março,3,DEPUTADO,23,23,"585.858,91","'-230.851,88","0,00","355.007,03"
2017,Março,3,INATIVO,230,230,"4.984.216,55","'-1.973.979,75","0,00","3.010.236,80"
2017,Março,3,PENSIONISTA,44,44,"332.633,89","'-92.803,19","0,00","239.830,70"
2017,Março,3,REQUISITADO,82,82,"521.747,70","'-139.169,51","0,00","382.578,19"
2017,Abril,4,,2,2,"0,00","'-203,16","0,00","'-203,16"
2017,Abril,4,COMISSIONADO,874,874,"6.595.781,21","'-2.433.350,28","0,00","4.162.430,93"
2017,Abril,4,CONCURSADO,629,629,"15.064.613,82","'-6.737.248,87","0,00","8.327.364,95"
2017,Abril,4,DEPUTADO,23,23,"585.642,75","'-228.463,25","0,00","357.179,50"
2017,Abril,4,INATIVO,236,236,"5.131.616,42","'-2.063.087,93","0,00","3.068.528,49"
2017,Abril,4,PENSIONISTA,43,43,"332.633,89","'-94.902,37","0,00","237.731,52"
2017,Abril,4,REQUISITADO,84,84,"521.423,88","'-141.026,87","0,00","380.397,01"
2017,Maio,5,,1,1,"0,00","'-101,58","0,00","'-101,58"
2017,Maio,5,COMISSIONADO,872,872,"6.560.948,88","'-2.389.034,27","0,00","4.171.914,61"
2017,Maio,5,CONCURSADO,623,623,"14.560.582,11","'-6.593.702,20","0,00","7.966.879,91"
2017,Maio,5,DEPUTADO,23,23,"584.483,69","'-227.480,85","0,00","357.002,84"
2017,Maio,5,INATIVO,241,241,"5.303.021,72","'-2.123.434,62","0,00","3.179.587,10"
2017,Maio,5,PENSIONISTA,43,43,"391.395,06","'-112.642,74","0,00","278.752,32"
2017,Maio,5,REQUISITADO,86,86,"543.275,00","'-140.953,17","0,00","402.321,83"
2017,Junho,6,,1,1,"0,00","'-101,58","0,00","'-101,58"
2017,Junho,6,COMISSIONADO,865,865,"8.384.873,65","'-2.388.370,79","0,00","5.996.502,86"
2017,Junho,6,CONCURSADO,621,621,"16.840.654,15","'-6.680.666,92","0,00","10.159.987,23"
2017,Junho,6,DEPUTADO,23,23,"586.450,50","'-234.853,82","0,00","351.596,68"
2017,Junho,6,INATIVO,243,243,"7.532.859,99","'-2.155.503,40","0,00","5.377.356,59"
2017,Junho,6,PENSIONISTA,43,43,"342.497,00","'-101.657,58","0,00","240.839,42"
2017,Junho,6,REQUISITADO,86,86,"730.640,02","'-143.832,98","0,00","586.807,04"
2017,Julho,7,COMISSIONADO,872,872,"6.570.060,17","'-2.359.734,25","0,00","4.210.325,92"
2017,Julho,7,CONCURSADO,617,617,"14.521.206,53","'-6.581.224,58","0,00","7.939.981,95"
2017,Julho,7,DEPUTADO,23,23,"586.450,50","'-238.331,51","0,00","348.118,99"
2017,Julho,7,INATIVO,246,246,"5.404.379,94","'-2.186.724,83","0,00","3.217.655,11"
2017,Julho,7,PENSIONISTA,43,43,"342.497,00","'-99.989,62","0,00","242.507,38"
2017,Julho,7,REQUISITADO,74,74,"534.837,62","'-149.139,46","0,00","385.698,16"
2017,Agosto,8,,2,2,"0,00","'-101,58","0,00","'-101,58"
2017,Agosto,8,COMISSIONADO,870,870,"6.843.425,19","'-2.427.131,90","0,00","4.416.293,29"
2017,Agosto,8,CONCURSADO,615,615,"15.173.929,93","'-6.974.584,61","0,00","8.199.345,32"
2017,Agosto,8,DEPUTADO,23,23,"586.450,50","'-240.446,48","0,00","346.004,02"
2017,Agosto,8,INATIVO,249,249,"5.699.516,22","'-2.361.941,94","0,00","3.337.574,28"
2017,Agosto,8,PENSIONISTA,43,43,"346.517,51","'-101.810,00","0,00","244.707,51"
2017,Agosto,8,REQUISITADO,84,84,"561.811,59","'-156.682,70","0,00","405.128,89"
2017,Setembro,9,COMISSIONADO,883,883,"6.952.023,65","'-2.440.481,78","183.359,25","4.694.901,12"
2017,Setembro,9,CONCURSADO,607,607,"15.858.045,93","'-7.005.440,37","103.392,00","8.955.997,56"
2017,Setembro,9,DEPUTADO,23,23,"582.411,75","'-241.897,28","4.038,75","344.553,22"
2017,Setembro,9,INATIVO,257,257,"7.842.392,59","'-2.487.950,80","0,00","5.354.441,79"
2017,Setembro,9,PENSIONISTA,43,43,"352.226,44","'-103.024,34","0,00","249.202,10"
2017,Setembro,9,REQUISITADO,73,73,"545.409,85","'-157.641,25","14.539,50","402.308,10"
2017,Outubro,10,,1,1,"0,00","'-101,58","1.269,84","1.168,26"
2017,Outubro,10,COMISSIONADO,895,895,"6.905.680,87","'-2.573.272,31","1.484.168,73","5.816.577,29"
2017,Outubro,10,CONCURSADO,604,604,"16.093.410,28","'-7.001.835,66","889.552,07","9.981.126,69"
2017,Outubro,10,DEPUTADO,23,23,"582.411,75","'-232.945,71","33.245,07","382.711,11"
2017,Outubro,10,INATIVO,259,259,"6.204.496,36","'-2.456.684,64","2.599,52","3.750.411,24"
2017,Outubro,10,PENSIONISTA,43,43,"363.187,49","'-102.936,25","0,00","260.251,24"
2017,Outubro,10,REQUISITADO,86,86,"565.245,92","'-172.181,26","120.841,18","513.905,84"
2017,Novembro,11,,1,1,"0,00","'-101,58","1.269,84","1.168,26"
2017,Novembro,11,COMISSIONADO,903,903,"7.038.168,92","'-2.509.447,52","1.502.549,08","6.031.270,48"
2017,Novembro,11,CONCURSADO,596,596,"15.926.084,18","'-6.676.262,26","876.253,70","10.126.075,62"
2017,Novembro,11,DEPUTADO,24,24,"595.665,24","'-239.915,88","34.052,82","389.802,18"
2017,Novembro,11,INATIVO,267,267,"6.221.937,37","'-2.434.842,22","1.269,84","3.788.364,99"
2017,Novembro,11,PENSIONISTA,42,42,"346.406,34","'-101.033,84","0,00","245.372,50"
2017,Novembro,11,REQUISITADO,85,85,"567.395,43","'-161.471,84","116.341,02","522.264,61"
2017,Dezembro,12,,1,1,"0,00","'-101,58","1.269,84","1.168,26"
2017,Dezembro,12,COMISSIONADO,899,899,"12.861.446,78","'-6.390.603,22","1.462.322,43","7.933.165,99"
2017,Dezembro,12,CONCURSADO,593,593,"27.615.101,88","'-16.984.197,04","866.194,46","11.497.099,30"
2017,Dezembro,12,DEPUTADO,23,23,"1.164.823,50","'-676.040,45","34.687,74","523.470,79"
2017,Dezembro,12,INATIVO,270,270,"11.832.709,87","'-6.611.233,80","0,00","5.221.476,07"
2017,Dezembro,12,PENSIONISTA,42,42,"472.149,36","'-129.029,56","0,00","343.119,80"
2017,Dezembro,12,REQUISITADO,83,83,"1.062.968,75","'-473.956,46","113.643,42","702.655,71"
2018,Janeiro,1,,1,1,"0,00","'-101,58","1.269,84","1.168,26"
2018,Janeiro,1,COMISSIONADO,900,900,"10.340.218,85","'-2.552.463,49","1.500.179,97","9.287.935,33"
2018,Janeiro,1,CONCURSADO,593,593,"24.244.273,99","'-7.275.881,41","865.941,15","17.834.333,73"
2018,Janeiro,1,DEPUTADO,23,23,"582.430,01","'-224.082,38","34.052,82","392.400,45"
2018,Janeiro,1,INATIVO,269,269,"6.150.014,70","'-2.432.065,04","0,00","3.717.949,66"
2018,Janeiro,1,PENSIONISTA,42,42,"346.406,34","'-106.440,32","0,00","239.966,02"
2018,Janeiro,1,REQUISITADO,84,84,"759.817,02","'-185.018,84","112.264,82","687.063,00"
2018,Fevereiro,2,,1,1,"0,00","'-101,58","1.269,84","1.168,26"
2018,Fevereiro,2,COMISSIONADO,908,908,"7.117.953,21","'-2.432.609,71","1.508.352,43","6.193.695,93"
2018,Fevereiro,2,CONCURSADO,592,592,"15.301.723,45","'-6.566.539,00","865.236,54","9.600.420,99"
