ano,mes,mes_numero,unidade_orcamentaria,funcao,funcao_rotulo,subfuncao,subfuncao_rotulo,natureza,natureza_rotulo,natureza_em_seis_digitos,natureza_categoria_economica,natureza_grupo,natureza_modalidade_de_aplicacao,natureza_elemento,natureza_subelemento,fonte,fonte_rotulo,empenhado,liquidado,pago,as_of
2024,Fevereiro,2,1101,1,,122,,339014,,339014,3,3,90,14,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,122,,339030,,339030,3,3,90,30,,100,,"991.356,98","17.343,97","17.343,97",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,122,,339033,,339033,3,3,90,33,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,122,,339035,,339035,3,3,90,35,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,122,,339036,,339036,3,3,90,36,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,122,,339037,,339037,3,3,90,37,,100,,"3.814.781,47","441.411,03","441.411,03",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,122,,339039,,339039,3,3,90,39,,100,,"7.122.924,46","258.713,13","258.713,13",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,122,,339046,,339046,3,3,90,46,,100,,"3.301.101,86","3.278.735,90","3.150.878,01",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,122,,339047,,339047,3,3,90,47,,100,,"0,00","12.000,00","12.000,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,122,,339049,,339049,3,3,90,49,,100,,"34.984,07","34.358,96","31.791,20",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,122,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,122,,339093,,339093,3,3,90,93,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,122,,339139,,339139,3,3,91,39,,100,,"77.877,60","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,122,,339147,,339147,3,3,91,47,,100,,"2.873,00","2.873,00","1.649,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,122,,339192,,339192,3,3,91,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,122,,339193,,339193,3,3,91,93,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,122,,449051,,449051,4,4,90,51,,100,,"19.196,04","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,122,,449052,,449052,4,4,90,52,,100,,"9.300,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,122,,449092,,449092,4,4,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,126,,339030,,339030,3,3,90,30,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,126,,339039,,339039,3,3,90,39,,100,,"1.486.726,22","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,126,,339040,,339040,3,3,90,40,,100,,"2.456.260,36","37.796,90","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,126,,449040,,449040,4,4,90,40,,100,,"1.123.408,52","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,126,,449052,,449052,4,4,90,52,,100,,"2.181.990,40","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,128,,339032,,339032,3,3,90,32,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,128,,339036,,339036,3,3,90,36,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,128,,339039,,339039,3,3,90,39,,100,,"53.866,20","29.883,95","29.883,95",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,131,,339037,,339037,3,3,90,37,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,131,,339039,,339039,3,3,90,39,,100,,"4.500,00","4.500,00","4.500,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,131,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,131,,449052,,449052,4,4,90,52,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,31,,339031,,339031,3,3,90,31,,100,,"17.000,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,31,,339032,,339032,3,3,90,32,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,31,,339037,,339037,3,3,90,37,,100,,"3.299.447,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,31,,339039,,339039,3,3,90,39,,100,,"1.218.167,18","8.046,92","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,31,,339139,,339139,3,3,91,39,,100,,"180.000,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,392,,339031,,339031,3,3,90,31,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,392,,339036,,339036,3,3,90,36,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,392,,339039,,339039,3,3,90,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,1,,392,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,28,,845,,339139,,339139,3,3,91,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,28,,846,,319091,,319091,3,1,90,91,,100,,"10.046,31","10.046,31","10.046,31",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,28,,846,,319092,,319092,3,1,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,28,,846,,319094,,319094,3,1,90,94,,100,,"228.404,91","228.404,91","228.404,91",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,28,,846,,319096,,319096,3,1,90,96,,100,,"2.001.388,95","159.423,49","159.423,49",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,28,,846,,339091,,339091,3,3,90,91,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,28,,846,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,28,,846,,339093,,339093,3,3,90,93,,100,,"2.790.925,46","157.866,95","109.792,79",2026-08-07T20:15:03.924257
2024,Fevereiro,2,1101,28,,846,,339193,,339193,3,3,91,93,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,319007,,319007,3,1,90,07,,100,,"0,00","351.310,92","351.310,92",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,319011,,319011,3,1,90,11,,100,,"35.228.684,11","34.928.048,21","34.924.976,65",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,319013,,319013,3,1,90,13,,100,,"0,00","2.275.353,69","2.275.353,69",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,319016,,319016,3,1,90,16,,100,,"205.045,56","205.045,56","205.045,56",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,319092,,319092,3,1,90,92,,100,,"18.260,10","18.260,10","18.260,10",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,319113,,319113,3,1,91,13,,100,,"403,26","4.530.219,56","4.530.219,56",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,319192,,319192,3,1,91,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,339008,,339008,3,3,90,08,,100,,"474.486,44","474.486,44","474.486,44",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,339014,,339014,3,3,90,14,,100,,"55.341,32","55.341,32","55.341,32",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,339030,,339030,3,3,90,30,,100,,"20.527,75","173.467,61","173.467,61",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,339033,,339033,3,3,90,33,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,339035,,339035,3,3,90,35,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,339036,,339036,3,3,90,36,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,339037,,339037,3,3,90,37,,100,,"0,00","787.489,71","787.489,71",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,339039,,339039,3,3,90,39,,100,,"836.844,50","936.872,81","936.872,81",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,339046,,339046,3,3,90,46,,100,,"3.101.708,28","3.051.766,50","3.054.391,22",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,339047,,339047,3,3,90,47,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,339049,,339049,3,3,90,49,,100,,"40.213,05","39.807,20","38.759,35",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,339093,,339093,3,3,90,93,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,339139,,339139,3,3,91,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,339147,,339147,3,3,91,47,,100,,"0,00","0,00","2.873,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,339192,,339192,3,3,91,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,339193,,339193,3,3,91,93,,100,,"4.568,34","3.481,57","3.481,57",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,449051,,449051,4,4,90,51,,100,,"0,00","3.199,34","3.199,34",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,449052,,449052,4,4,90,52,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,122,,449092,,449092,4,4,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,126,,339030,,339030,3,3,90,30,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,126,,339039,,339039,3,3,90,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,126,,339040,,339040,3,3,90,40,,100,,"420.558,27","387.998,00","425.794,90",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,126,,449040,,449040,4,4,90,40,,100,,"9.900,15","930,95","930,95",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,126,,449052,,449052,4,4,90,52,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,128,,339032,,339032,3,3,90,32,,100,,"0,00","56.543,85","56.543,85",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,128,,339036,,339036,3,3,90,36,,100,,"10.119,88","10.119,88","10.119,88",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,128,,339039,,339039,3,3,90,39,,100,,"92.806,62","32.596,89","32.596,89",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,131,,339037,,339037,3,3,90,37,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,131,,339039,,339039,3,3,90,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,131,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,131,,449052,,449052,4,4,90,52,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,31,,339031,,339031,3,3,90,31,,100,,"0,00","17.000,00","17.000,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,31,,339032,,339032,3,3,90,32,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,31,,339037,,339037,3,3,90,37,,100,,"0,00","1.114.589,80","697.048,71",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,31,,339039,,339039,3,3,90,39,,100,,"6.085.836,00","74.950,67","82.997,59",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,31,,339139,,339139,3,3,91,39,,100,,"0,00","22.416,00","22.416,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,392,,339031,,339031,3,3,90,31,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,392,,339036,,339036,3,3,90,36,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,392,,339039,,339039,3,3,90,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,1,,392,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,28,,845,,339139,,339139,3,3,91,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,28,,846,,319091,,319091,3,1,90,91,,100,,"10.046,31","10.046,31","10.046,31",2026-08-07T20:15:03.924257
2024,Março,3,1101,28,,846,,319092,,319092,3,1,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,28,,846,,319094,,319094,3,1,90,94,,100,,"463.627,92","462.703,77","462.703,77",2026-08-07T20:15:03.924257
2024,Março,3,1101,28,,846,,319096,,319096,3,1,90,96,,100,,"0,00","959,12","959,12",2026-08-07T20:15:03.924257
2024,Março,3,1101,28,,846,,339091,,339091,3,3,90,91,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,28,,846,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Março,3,1101,28,,846,,339093,,339093,3,3,90,93,,100,,"0,00","195.749,77","234.678,93",2026-08-07T20:15:03.924257
2024,Março,3,1101,28,,846,,339193,,339193,3,3,91,93,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,319007,,319007,3,1,90,07,,100,,"0,00","374.468,83","374.468,83",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,319011,,319011,3,1,90,11,,100,,"34.922.675,48","34.838.279,28","34.840.278,62",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,319013,,319013,3,1,90,13,,100,,"0,00","2.287.451,16","2.287.451,16",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,319016,,319016,3,1,90,16,,100,,"200.762,48","200.624,68","200.624,68",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,319092,,319092,3,1,90,92,,100,,"36.303,87","36.303,87","36.303,87",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,319113,,319113,3,1,91,13,,100,,"0,00","4.531.333,58","4.531.333,58",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,319192,,319192,3,1,91,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,339008,,339008,3,3,90,08,,100,,"494.900,55","494.900,55","494.900,55",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,339014,,339014,3,3,90,14,,100,,"0,00","'-832,90","'-832,90",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,339030,,339030,3,3,90,30,,100,,"30.836,82","1.101.639,01","1.101.639,01",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,339033,,339033,3,3,90,33,,100,,"0,00","43.561,84","43.561,84",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,339035,,339035,3,3,90,35,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,339036,,339036,3,3,90,36,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,339037,,339037,3,3,90,37,,100,,"4.203.590,16","1.092.594,56","1.092.594,56",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,339039,,339039,3,3,90,39,,100,,"'-384.385,97","793.490,28","793.490,28",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,339046,,339046,3,3,90,46,,100,,"3.176.205,22","3.139.567,24","3.139.637,64",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,339047,,339047,3,3,90,47,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,339049,,339049,3,3,90,49,,100,,"46.499,20","46.343,70","45.643,49",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,339093,,339093,3,3,90,93,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,339139,,339139,3,3,91,39,,100,,"0,00","5.043,83","5.043,83",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,339147,,339147,3,3,91,47,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,339192,,339192,3,3,91,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,339193,,339193,3,3,91,93,,100,,"9.015,69","2.077,26","1.283,93",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,449051,,449051,4,4,90,51,,100,,"0,00","1.599,67","1.599,67",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,449052,,449052,4,4,90,52,,100,,"315.488,44","9.300,00","9.300,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,122,,449092,,449092,4,4,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,126,,339030,,339030,3,3,90,30,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,126,,339039,,339039,3,3,90,39,,100,,"0,00","160.334,44","160.334,44",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,126,,339040,,339040,3,3,90,40,,100,,"4.403.501,53","499.346,35","499.280,45",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,126,,449040,,449040,4,4,90,40,,100,,"0,00","866,00","866,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,126,,449052,,449052,4,4,90,52,,100,,"975.761,60","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,128,,339032,,339032,3,3,90,32,,100,,"61.401,12","5.946,16","5.946,16",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,128,,339036,,339036,3,3,90,36,,100,,"41.896,33","41.896,33","41.896,33",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,128,,339039,,339039,3,3,90,39,,100,,"385.220,20","142.724,19","142.724,19",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,131,,339037,,339037,3,3,90,37,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,131,,339039,,339039,3,3,90,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,131,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,131,,449052,,449052,4,4,90,52,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,31,,339031,,339031,3,3,90,31,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,31,,339032,,339032,3,3,90,32,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,31,,339037,,339037,3,3,90,37,,100,,"0,00","556.527,04","974.068,13",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,31,,339039,,339039,3,3,90,39,,100,,"1.591.066,00","162.820,03","162.820,03",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,31,,339139,,339139,3,3,91,39,,100,,"0,00","49.602,08","49.602,08",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,392,,339031,,339031,3,3,90,31,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,392,,339036,,339036,3,3,90,36,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,392,,339039,,339039,3,3,90,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,1,,392,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,28,,845,,339139,,339139,3,3,91,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,28,,846,,319091,,319091,3,1,90,91,,100,,"10.046,31","10.046,31","10.046,31",2026-08-07T20:15:03.924257
2024,Abril,4,1101,28,,846,,319092,,319092,3,1,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,28,,846,,319094,,319094,3,1,90,94,,100,,"687.239,77","686.193,54","686.193,54",2026-08-07T20:15:03.924257
2024,Abril,4,1101,28,,846,,319096,,319096,3,1,90,96,,100,,"784.719,55","499.928,86","481.775,26",2026-08-07T20:15:03.924257
2024,Abril,4,1101,28,,846,,339091,,339091,3,3,90,91,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,28,,846,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Abril,4,1101,28,,846,,339093,,339093,3,3,90,93,,100,,"0,00","391.121,12","400.266,12",2026-08-07T20:15:03.924257
2024,Abril,4,1101,28,,846,,339193,,339193,3,3,91,93,,100,,"1.440,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,319007,,319007,3,1,90,07,,100,,"0,00","393.224,81","393.224,81",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,319011,,319011,3,1,90,11,,100,,"35.091.720,27","34.985.119,10","34.980.416,63",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,319013,,319013,3,1,90,13,,100,,"254,22","2.272.225,31","2.272.225,31",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,319016,,319016,3,1,90,16,,100,,"170.454,21","170.454,21","170.454,21",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,319092,,319092,3,1,90,92,,100,,"22.115,07","22.115,07","22.115,07",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,319113,,319113,3,1,91,13,,100,,"0,00","4.596.220,86","4.596.220,86",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,319192,,319192,3,1,91,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,339008,,339008,3,3,90,08,,100,,"471.728,84","471.728,84","471.728,84",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,339014,,339014,3,3,90,14,,100,,"44.619,35","45.452,25","45.452,25",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,339030,,339030,3,3,90,30,,100,,"53.802,96","115.791,28","115.791,28",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,339033,,339033,3,3,90,33,,100,,"0,00","25.979,54","25.979,54",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,339035,,339035,3,3,90,35,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,339036,,339036,3,3,90,36,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,339037,,339037,3,3,90,37,,100,,"0,00","809.017,74","809.017,74",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,339039,,339039,3,3,90,39,,100,,"54.715,79","603.416,97","603.416,97",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,339046,,339046,3,3,90,46,,100,,"3.199.851,00","3.191.474,30","3.190.524,05",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,339047,,339047,3,3,90,47,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,339049,,339049,3,3,90,49,,100,,"44.153,19","43.867,54","43.505,74",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,339092,,339092,3,3,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,339093,,339093,3,3,90,93,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,339139,,339139,3,3,91,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,339147,,339147,3,3,91,47,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,339192,,339192,3,3,91,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,339193,,339193,3,3,91,93,,100,,"63.036,18","71.061,38","71.854,71",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,449051,,449051,4,4,90,51,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,449052,,449052,4,4,90,52,,100,,"496.899,50","0,00","0,00",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,122,,449092,,449092,4,4,90,92,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,126,,339030,,339030,3,3,90,30,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,126,,339039,,339039,3,3,90,39,,100,,"0,00","0,00","0,00",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,126,,339040,,339040,3,3,90,40,,100,,"1.306.855,96","473.340,94","473.406,84",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,126,,449040,,449040,4,4,90,40,,100,,"0,00","114.586,90","114.586,90",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,126,,449052,,449052,4,4,90,52,,100,,"0,00","2.181.990,40","2.181.990,40",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,128,,339032,,339032,3,3,90,32,,100,,"0,00","15.726,70","15.726,70",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,128,,339036,,339036,3,3,90,36,,100,,"68.825,75","64.105,32","64.105,32",2026-08-07T20:15:03.924257
2024,Maio,5,1101,1,,128,,339039,,339039,3,3,90,39,,100,,"48.537,30","116.711,60","116.711,60",2026-08-07T20:15:03.924257
