unidade_normalizada,competencia,ano,mes,quantidade,com_matricula,com_afericao,apenas_nome
Núcleo de Comunicação Organizacional - NCO,2025-12,2025,12,1,1,0,0
Núcleo de Gestão Patrimonial - NUGEP,2025-12,2025,12,1,1,0,0
Núcleo de Jornalismo - NJ,2025-12,2025,12,5,5,0,0
Núcleo de Produção - NPROD,2025-12,2025,12,1,1,0,0
Núcleo de Publicidade Legal - NPLE,2025-12,2025,12,5,5,0,0
Ouvidoria,2025-12,2025,12,4,4,0,0
Setor de Apoio às Comissões Permanentes - SACP,2025-12,2025,12,6,6,0,0
Setor de Apoio às Comissões Temporárias - SACT,2025-12,2025,12,3,3,0,0
Setor de Assistência Social e Qualidade de Vida no Trabalho- SASQ,2025-12,2025,12,3,3,0,0
Setor de Ata e Súmula - SEAS,2025-12,2025,12,7,7,0,0
Setor de Auditoria Médica - SAM,2025-12,2025,12,7,7,0,0
Setor de Cadastro Parlamentar e de Cargos Comissionados - SECAD,2025-12,2025,12,2,2,0,0
Setor de Contabilidade - SECON,2025-12,2025,12,1,1,0,0
"Setor de Contas a Receber, Faturamento e Fiscalização - SECREF/FASCAL",2025-12,2025,12,1,1,0,0
Setor de Contratos e Aquisições - SECONT,2025-12,2025,12,3,3,0,0
Setor de Desenvolvimento de Pessoas - SEDEP,2025-12,2025,12,1,1,0,0
Setor de Elaboração Orçamentária - SEORC,2025-12,2025,12,2,2,0,0
Setor de Execução Orçamentária - SEO,2025-12,2025,12,2,2,0,0
Setor de Finanças - SEFIN,2025-12,2025,12,1,1,0,0
Setor de Inovação e Tecnologia da Informação - SEINOVA,2025-12,2025,12,1,1,0,0
"Setor de Orçamento, Finanças e Contabilidade - SOFC",2025-12,2025,12,3,3,0,0
Setor de Pagamento de Pessoal - SEPAG,2025-12,2025,12,3,3,0,0
Setor de Planejamento e Avaliação Orçamentária - SEPLA,2025-12,2025,12,1,1,0,0
Setor de Registro e Redação Legislativa - SEREL,2025-12,2025,12,2,2,0,0
Setor de Serviços Auxiliares - SEAUX,2025-12,2025,12,1,1,0,0
Setor de apoio ao plenário - SAPLE,2025-12,2025,12,2,2,0,0
Seção de Administração de Sistemas - SEASI,2025-12,2025,12,3,3,0,0
"Unidade Desenvolvimento Urbano, Rural e Meio Ambiente - UDA",2025-12,2025,12,8,8,0,0
Unidade de Constituição e Justiça - UCJ,2025-12,2025,12,9,9,0,0
"Unidade de Processo Legislativo Orçamentário, Finanças, Transparência, Tributação, Regulação, Desenvolvimento Econômico, Ciência e Tecnologia - UEOF",2025-12,2025,12,8,8,0,0
"Unidade de Saúde, Educação, Cultura e Direitos Humanos - USE",2025-12,2025,12,4,4,0,0
CAS,2026-01,2026,01,1,1,0,0
CEOF,2026-01,2026,01,1,1,0,0
CPC,2026-01,2026,01,1,1,0,0
NJ,2026-01,2026,01,1,1,0,0
NPLE,2026-01,2026,01,5,5,0,0
NUGEP,2026-01,2026,01,1,1,0,0
SAPLE,2026-01,2026,01,2,2,0,0
SEAUX,2026-01,2026,01,1,1,0,0
SEINOVA,2026-01,2026,01,1,1,0,0
USE,2026-01,2026,01,1,1,0,0
ASSEGE,2026-02,2026,02,2,2,0,0
ASTEA,2026-02,2026,02,3,3,0,0
AUDIT,2026-02,2026,02,5,5,0,0
CCJ,2026-02,2026,02,2,2,0,0
CEC,2026-02,2026,02,1,1,0,0
CEOF,2026-02,2026,02,2,2,0,0
CONOFIS,2026-02,2026,02,1,1,0,0
CPC,2026-02,2026,02,1,1,0,0
CPTCE,2026-02,2026,02,1,1,0,0
DAF,2026-02,2026,02,4,4,0,0
DGP,2026-02,2026,02,4,4,0,0
DICOM,2026-02,2026,02,1,1,0,0
FASCAL,2026-02,2026,02,1,1,0,0
GSS,2026-02,2026,02,1,1,0,0
GTS,2026-02,2026,02,1,1,0,0
NCAD,2026-02,2026,02,2,2,0,0
NCO,2026-02,2026,02,1,1,0,0
NCONT,2026-02,2026,02,1,1,0,0
NFOPAG,2026-02,2026,02,1,1,0,0
NGED,2026-02,2026,02,1,1,0,0
NGG,2026-02,2026,02,1,1,0,0
NGPE,2026-02,2026,02,1,1,0,0
NJ,2026-02,2026,02,5,5,0,0
NPLE,2026-02,2026,02,6,6,0,0
NPROD,2026-02,2026,02,1,1,0,0
NUAFP,2026-02,2026,02,2,2,0,0
NUAGMD,2026-02,2026,02,2,2,0,0
NUAO,2026-02,2026,02,1,1,0,0
NUCOD,2026-02,2026,02,2,2,0,0
NUCONT,2026-02,2026,02,1,1,0,0
NUDEA,2026-02,2026,02,1,1,0,0
NUFREQ,2026-02,2026,02,2,2,0,0
NUGEP,2026-02,2026,02,1,1,0,0
NUINP,2026-02,2026,02,2,2,0,0
NUMAC,2026-02,2026,02,1,1,0,0
NUORF,2026-02,2026,02,1,1,0,0
NUPEX,2026-02,2026,02,1,1,0,0
NUPLQ,2026-02,2026,02,1,1,0,0
OUV,2026-02,2026,02,7,7,0,0
SACP,2026-02,2026,02,6,6,0,0
SACT,2026-02,2026,02,2,2,0,0
SAM,2026-02,2026,02,8,8,0,0
SAPLE,2026-02,2026,02,2,2,0,0
SASQ,2026-02,2026,02,2,2,0,0
SEAS,2026-02,2026,02,8,8,0,0
SEASI,2026-02,2026,02,3,3,0,0
SEAUX,2026-02,2026,02,1,1,0,0
SECON,2026-02,2026,02,1,1,0,0
SECONT,2026-02,2026,02,1,1,0,0
SEFIN,2026-02,2026,02,2,2,0,0
SEINOVA,2026-02,2026,02,1,1,0,0
SEO,2026-02,2026,02,1,1,0,0
SEORC,2026-02,2026,02,2,2,0,0
SEPAG,2026-02,2026,02,2,2,0,0
SEREL,2026-02,2026,02,6,6,0,0
SOFC,2026-02,2026,02,1,1,0,0
UCJ,2026-02,2026,02,7,7,0,0
UDA,2026-02,2026,02,9,9,0,0
UEOF,2026-02,2026,02,9,9,0,0
URP,2026-02,2026,02,1,1,0,0
USE,2026-02,2026,02,6,6,0,0
ASSEGE,2026-03,2026,03,2,2,2,0
ASTEA,2026-03,2026,03,3,3,3,0
AUDIT,2026-03,2026,03,5,5,5,0
CAS,2026-03,2026,03,1,1,1,0
CCJ,2026-03,2026,03,3,3,3,0
CEC,2026-03,2026,03,1,1,1,0
CEOF,2026-03,2026,03,2,2,2,0
CONLEGIS,2026-03,2026,03,1,1,1,0
CONOFIS,2026-03,2026,03,1,1,1,0
CPC,2026-03,2026,03,1,1,1,0
CPTCE,2026-03,2026,03,1,1,1,0
DAF,2026-03,2026,03,4,4,4,0
DGP,2026-03,2026,03,4,4,4,0
DICOM,2026-03,2026,03,1,1,1,0
FASCAL,2026-03,2026,03,1,1,1,0
GPS,2026-03,2026,03,1,1,1,0
GSS,2026-03,2026,03,3,3,3,0
GTS,2026-03,2026,03,2,2,2,0
NCAD,2026-03,2026,03,2,2,2,0
NCO,2026-03,2026,03,1,1,1,0
NCONT,2026-03,2026,03,1,1,1,0
NFOPAG,2026-03,2026,03,1,1,1,0
NGED,2026-03,2026,03,1,1,1,0
NGG,2026-03,2026,03,1,1,1,0
NGPE,2026-03,2026,03,1,1,1,0
NIF,2026-03,2026,03,1,1,1,0
NJ,2026-03,2026,03,5,5,5,0
NPLE,2026-03,2026,03,6,6,6,0
NPROD,2026-03,2026,03,3,3,3,0
NUAFP,2026-03,2026,03,2,2,2,0
NUAGMD,2026-03,2026,03,2,2,2,0
NUAL,2026-03,2026,03,1,1,0,0
NUAO,2026-03,2026,03,1,1,1,0
NUAV,2026-03,2026,03,1,1,1,0
NUCOD,2026-03,2026,03,2,2,2,0
NUCONT,2026-03,2026,03,1,1,1,0
NUDEA,2026-03,2026,03,1,1,1,0
NUFREQ,2026-03,2026,03,2,2,2,0
NUGEP,2026-03,2026,03,1,1,1,0
NUINP,2026-03,2026,03,2,2,2,0
NUMAC,2026-03,2026,03,1,1,1,0
NUORF,2026-03,2026,03,1,1,1,0
NUPEX,2026-03,2026,03,1,1,1,0
NUPLQ,2026-03,2026,03,1,1,1,0
OUV,2026-03,2026,03,4,4,4,0
SACP,2026-03,2026,03,6,6,6,0
SACT,2026-03,2026,03,2,2,2,0
SAM,2026-03,2026,03,8,8,8,0
SAPLE,2026-03,2026,03,1,1,1,0
SASQ,2026-03,2026,03,2,2,2,0
SEAS,2026-03,2026,03,8,8,8,0
SEASI,2026-03,2026,03,3,3,3,0
SEAUX,2026-03,2026,03,1,1,1,0
SECON,2026-03,2026,03,1,1,1,0
SECONT,2026-03,2026,03,1,1,1,0
SEFIN,2026-03,2026,03,2,2,2,0
SEINOVA,2026-03,2026,03,1,1,1,0
SEO,2026-03,2026,03,2,2,2,0
SEORC,2026-03,2026,03,3,3,3,0
SEPAG,2026-03,2026,03,2,2,2,0
SEPLA,2026-03,2026,03,3,3,3,0
SEREL,2026-03,2026,03,32,32,32,0
SOFC,2026-03,2026,03,2,2,2,0
UCF,2026-03,2026,03,1,1,1,0
UCJ,2026-03,2026,03,9,9,9,0
UCO,2026-03,2026,03,1,1,1,0
UDA,2026-03,2026,03,9,9,9,0
UEOF,2026-03,2026,03,9,9,9,0
URP,2026-03,2026,03,1,1,1,0
USE,2026-03,2026,03,7,7,7,0
ASSEGE,2026-04,2026,04,2,2,2,0
ASTEA,2026-04,2026,04,3,3,3,0
AUDIT,2026-04,2026,04,5,5,5,0
CAS,2026-04,2026,04,1,1,1,0
CCJ,2026-04,2026,04,3,3,3,0
CEC,2026-04,2026,04,1,1,1,0
CEOF,2026-04,2026,04,2,2,2,0
CONLEGIS,2026-04,2026,04,1,1,1,0
CONOFIS,2026-04,2026,04,1,1,1,0
CPC,2026-04,2026,04,1,1,1,0
CPTCE,2026-04,2026,04,1,1,1,0
DAF,2026-04,2026,04,3,3,3,0
DGP,2026-04,2026,04,4,4,4,0
DICOM,2026-04,2026,04,1,1,1,0
GPS,2026-04,2026,04,1,1,1,0
GSS,2026-04,2026,04,3,3,3,0
GTS,2026-04,2026,04,2,2,2,0
NCAD,2026-04,2026,04,2,2,2,0
NCDMP,2026-04,2026,04,2,2,2,0
NCO,2026-04,2026,04,1,1,1,0
NCONT,2026-04,2026,04,1,1,1,0
NEP,2026-04,2026,04,1,1,1,0
NFOPAG,2026-04,2026,04,1,1,1,0
NGED,2026-04,2026,04,1,1,1,0
NGG,2026-04,2026,04,1,1,1,0
NGPE,2026-04,2026,04,1,1,1,0
NIF,2026-04,2026,04,1,1,1,0
NJ,2026-04,2026,04,5,5,5,0
NPLE,2026-04,2026,04,6,6,6,0
NPROD,2026-04,2026,04,3,3,3,0
NPROG,2026-04,2026,04,3,3,3,0
NRI,2026-04,2026,04,1,1,1,0
NUAFP,2026-04,2026,04,2,2,2,0
NUAGMD,2026-04,2026,04,2,2,2,0
NUAL,2026-04,2026,04,1,1,1,0
NUAO,2026-04,2026,04,1,1,1,0
NUAV,2026-04,2026,04,1,1,1,0
NUCOD,2026-04,2026,04,2,2,2,0
NUCONT,2026-04,2026,04,1,1,1,0
NUDEA,2026-04,2026,04,1,1,1,0
NUFAF,2026-04,2026,04,1,1,1,0
NUFREQ,2026-04,2026,04,2,2,2,0
NUGEP,2026-04,2026,04,1,1,1,0
NUINP,2026-04,2026,04,2,2,2,0
NUMAC,2026-04,2026,04,1,1,1,0
NUORF,2026-04,2026,04,1,1,1,0
NUPEX,2026-04,2026,04,1,1,1,0
NUPLQ,2026-04,2026,04,1,1,1,0
OUV,2026-04,2026,04,5,5,5,0
SACP,2026-04,2026,04,6,6,6,0
SACT,2026-04,2026,04,2,2,2,0
SAM,2026-04,2026,04,7,7,7,0
SAPLE,2026-04,2026,04,1,1,1,0
SASQ,2026-04,2026,04,2,2,2,0
SEAS,2026-04,2026,04,8,8,8,0
SEASI,2026-04,2026,04,3,3,3,0
SEAUX,2026-04,2026,04,1,1,1,0
SECON,2026-04,2026,04,1,1,1,0
SECONT,2026-04,2026,04,1,1,1,0
SEDEP,2026-04,2026,04,1,1,0,0
SEFIN,2026-04,2026,04,4,4,4,0
SEINOVA,2026-04,2026,04,1,1,1,0
SEO,2026-04,2026,04,2,2,2,0
SEORC,2026-04,2026,04,3,3,3,0
SEPAG,2026-04,2026,04,2,2,2,0
SEPLA,2026-04,2026,04,3,3,3,0
SEREL,2026-04,2026,04,33,33,32,0
SOFC,2026-04,2026,04,2,2,2,0
UCF,2026-04,2026,04,2,2,2,0
UCJ,2026-04,2026,04,9,9,9,0
UCO,2026-04,2026,04,1,1,1,0
UDA,2026-04,2026,04,9,9,9,0
UEOF,2026-04,2026,04,9,9,9,0
URP,2026-04,2026,04,1,1,1,0
USE,2026-04,2026,04,7,7,7,0
ASSEGE,2026-05,2026,05,2,2,2,0
ASTEA,2026-05,2026,05,3,3,3,0
AUDIT,2026-05,2026,05,4,3,4,0
CAS,2026-05,2026,05,1,1,1,0
CCJ,2026-05,2026,05,3,3,3,0
CDC,2026-05,2026,05,1,1,1,0
CEC,2026-05,2026,05,2,2,2,0
CEOF,2026-05,2026,05,2,2,2,0
CONLEGIS,2026-05,2026,05,1,1,0,0
CONOFIS,2026-05,2026,05,1,1,1,0
CPC,2026-05,2026,05,1,1,1,0
CPTCE,2026-05,2026,05,1,1,1,0
DAF,2026-05,2026,05,3,3,3,0
DGP,2026-05,2026,05,4,4,4,0
DICOM,2026-05,2026,05,1,1,1,0
GSS,2026-05,2026,05,3,3,3,0
NASC,2026-05,2026,05,1,1,1,0
NCAD,2026-05,2026,05,2,2,2,0
NCDMP,2026-05,2026,05,3,3,3,0
NCO,2026-05,2026,05,1,1,1,0
NCONT,2026-05,2026,05,1,1,1,0
NENF,2026-05,2026,05,3,3,3,0
NEP,2026-05,2026,05,1,1,1,0
NFOPAG,2026-05,2026,05,1,1,1,0
NGED,2026-05,2026,05,1,1,1,0
NGG,2026-05,2026,05,1,1,1,0
NGPE,2026-05,2026,05,1,1,1,0
NIF,2026-05,2026,05,1,1,1,0
NJ,2026-05,2026,05,4,4,4,0
NPE,2026-05,2026,05,1,1,1,0
NPLE,2026-05,2026,05,7,7,7,0
NPROD,2026-05,2026,05,3,3,3,0
NPROG,2026-05,2026,05,3,3,3,0
NRI,2026-05,2026,05,1,1,1,0
NUAFP,2026-05,2026,05,1,1,1,0
NUAGMD,2026-05,2026,05,2,2,2,0
NUAL,2026-05,2026,05,1,1,1,0
NUAO,2026-05,2026,05,1,1,1,0
NUAV,2026-05,2026,05,1,1,1,0
NUCOD,2026-05,2026,05,2,2,2,0
NUCONT,2026-05,2026,05,1,1,1,0
NUDEA,2026-05,2026,05,1,1,1,0
NUFAF,2026-05,2026,05,2,2,2,0
NUFREQ,2026-05,2026,05,2,2,2,0
NUGEP,2026-05,2026,05,1,1,1,0
NUINP,2026-05,2026,05,2,2,2,0
NUMAC,2026-05,2026,05,1,1,1,0
NUORF,2026-05,2026,05,1,1,1,0
NUPEX,2026-05,2026,05,1,1,1,0
NUPLQ,2026-05,2026,05,1,1,1,0
OUV,2026-05,2026,05,5,5,5,0
SACP,2026-05,2026,05,4,4,4,0
SACT,2026-05,2026,05,2,2,2,0
SAM,2026-05,2026,05,7,7,7,0
SASQ,2026-05,2026,05,2,2,2,0
SEAS,2026-05,2026,05,8,8,8,0
SEASI,2026-05,2026,05,3,3,3,0
SEAUX,2026-05,2026,05,1,1,1,0
SECON,2026-05,2026,05,1,1,1,0
SECONT,2026-05,2026,05,1,1,1,0
SEFIN,2026-05,2026,05,4,4,4,0
SEINOVA,2026-05,2026,05,1,1,1,0
SEO,2026-05,2026,05,3,3,3,0
SEORC,2026-05,2026,05,3,3,3,0
SEPAG,2026-05,2026,05,2,2,2,0
SEPLA,2026-05,2026,05,3,3,3,0
SEREL,2026-05,2026,05,33,33,33,0
SOFC,2026-05,2026,05,2,2,2,0
UCF,2026-05,2026,05,2,2,2,0
UCJ,2026-05,2026,05,9,9,9,0
UDA,2026-05,2026,05,9,9,9,0
UEOF,2026-05,2026,05,8,8,8,0
URP,2026-05,2026,05,1,1,1,0
USE,2026-05,2026,05,7,7,6,0
ASSEGE,2026-06,2026,06,2,2,2,0
ASTEA,2026-06,2026,06,3,3,3,0
AUDIT,2026-06,2026,06,5,5,5,0
CAS,2026-06,2026,06,1,1,1,0
CCJ,2026-06,2026,06,3,3,3,0
CDC,2026-06,2026,06,1,1,1,0
CEC,2026-06,2026,06,1,1,1,0
CEOF,2026-06,2026,06,2,2,2,0
CONLEGIS,2026-06,2026,06,1,1,1,0
CONOFIS,2026-06,2026,06,1,1,1,0
CPC,2026-06,2026,06,1,1,1,0
CPTCE,2026-06,2026,06,1,1,1,0
DAF,2026-06,2026,06,3,3,3,0
DGP,2026-06,2026,06,6,6,6,0
GSS,2026-06,2026,06,2,2,2,0
GTS,2026-06,2026,06,2,2,2,0
NCAD,2026-06,2026,06,2,2,2,0
NCDMP,2026-06,2026,06,3,3,3,0
NCO,2026-06,2026,06,1,1,1,0
NCONT,2026-06,2026,06,1,1,1,0
NDCL,2026-06,2026,06,5,5,5,0
NENF,2026-06,2026,06,3,3,3,0
NEP,2026-06,2026,06,1,1,1,0
NFOPAG,2026-06,2026,06,1,1,1,0
NGED,2026-06,2026,06,1,1,1,0
NGG,2026-06,2026,06,1,1,1,0
NGPE,2026-06,2026,06,1,1,1,0
NIF,2026-06,2026,06,1,1,1,0
NJ,2026-06,2026,06,4,4,4,0
NPE,2026-06,2026,06,1,1,1,0
NPLE,2026-06,2026,06,1,1,1,0
NPROD,2026-06,2026,06,3,3,3,0
NPROG,2026-06,2026,06,3,3,3,0
NRI,2026-06,2026,06,1,1,1,0
NUADM,2026-06,2026,06,1,1,1,0
NUAFP,2026-06,2026,06,1,1,1,0
NUAGMD,2026-06,2026,06,2,2,2,0
NUAL,2026-06,2026,06,1,1,1,0
NUAO,2026-06,2026,06,1,1,1,0
NUAV,2026-06,2026,06,1,1,1,0
NUCOD,2026-06,2026,06,2,2,2,0
NUCONT,2026-06,2026,06,1,1,1,0
NUCPLE,2026-06,2026,06,1,1,1,0
NUDEA,2026-06,2026,06,1,1,1,0
NUFAF,2026-06,2026,06,2,2,2,0
NUFREQ,2026-06,2026,06,2,2,2,0
NUGEP,2026-06,2026,06,1,1,1,0
NUINP,2026-06,2026,06,2,2,2,0
NUMAC,2026-06,2026,06,1,1,1,0
NUORF,2026-06,2026,06,1,1,1,0
NUPEX,2026-06,2026,06,1,1,1,0
NUPLQ,2026-06,2026,06,1,1,1,0
NUQVT,2026-06,2026,06,1,1,1,0
OUV,2026-06,2026,06,5,5,5,0
SACP,2026-06,2026,06,6,6,6,0
SACT,2026-06,2026,06,2,2,2,0
SAM,2026-06,2026,06,7,7,7,0
SASQ,2026-06,2026,06,1,1,1,0
SEAS,2026-06,2026,06,8,8,8,0
SEASI,2026-06,2026,06,2,2,2,0
SECON,2026-06,2026,06,1,1,1,0
SECONT,2026-06,2026,06,1,1,1,0
SEFIN,2026-06,2026,06,4,4,4,0
SEINOVA,2026-06,2026,06,1,1,1,0
SEO,2026-06,2026,06,3,3,3,0
SEORC,2026-06,2026,06,2,2,2,0
SEPAG,2026-06,2026,06,2,2,2,0
SEPLA,2026-06,2026,06,3,3,3,0
SEREL,2026-06,2026,06,28,28,28,0
SOFC,2026-06,2026,06,2,2,2,0
UCF,2026-06,2026,06,2,2,2,0
UCJ,2026-06,2026,06,9,9,9,0
UDA,2026-06,2026,06,10,10,10,0
UEOF,2026-06,2026,06,9,9,9,0
URP,2026-06,2026,06,1,1,1,0
USE,2026-06,2026,06,7,7,7,0
ASTEA,2026-07,2026,07,1,1,0,0
AUDIT,2026-07,2026,07,5,5,0,0
CAS,2026-07,2026,07,1,1,0,0
CEOF,2026-07,2026,07,1,1,0,0
CPC,2026-07,2026,07,1,1,0,0
CPTCE,2026-07,2026,07,1,1,0,0
DAF,2026-07,2026,07,3,3,0,0
DGP,2026-07,2026,07,3,3,0,0
GSS,2026-07,2026,07,1,1,0,0
GTS,2026-07,2026,07,2,2,0,0
NCAD,2026-07,2026,07,1,1,0,0
NCD,2026-07,2026,07,2,2,0,0
NCI,2026-07,2026,07,1,1,0,0
NENF,2026-07,2026,07,3,3,0,0
NEP,2026-07,2026,07,1,1,0,0
NFOPAG,2026-07,2026,07,1,1,0,0
NGED,2026-07,2026,07,1,1,0,0
NJ,2026-07,2026,07,4,4,0,0
NPE,2026-07,2026,07,1,1,0,0
NPROG,2026-07,2026,07,1,1,0,0
NRI,2026-07,2026,07,1,1,0,0
NUAFP,2026-07,2026,07,1,1,0,0
NUAV,2026-07,2026,07,1,1,0,0
NUDEA,2026-07,2026,07,1,1,0,0
NUFAF,2026-07,2026,07,2,2,0,0
NUFREQ,2026-07,2026,07,2,2,0,0
NUGEP,2026-07,2026,07,1,1,0,0
NUMAC,2026-07,2026,07,1,1,0,0
NUPEX,2026-07,2026,07,1,1,0,0
NUPLQ,2026-07,2026,07,1,1,0,0
NUQUALI,2026-07,2026,07,1,1,0,0
SACT,2026-07,2026,07,1,1,0,0
SAM,2026-07,2026,07,5,5,0,0
SASQ,2026-07,2026,07,1,1,0,0
SEAS,2026-07,2026,07,8,8,0,0
SEASI,2026-07,2026,07,1,1,0,0
SEINOVA,2026-07,2026,07,1,1,0,0
SEORC,2026-07,2026,07,1,1,0,0
SEPAG,2026-07,2026,07,1,1,0,0
SOFC,2026-07,2026,07,1,1,0,0
UCF,2026-07,2026,07,1,1,0,0
UCP,2026-07,2026,07,1,1,0,0
