ano,unidade_orcamentaria,funcao,subfuncao,natureza,fonte,tipo_documento_da_loa,valor_votado_na_loa,valor_movimentado_pelos_creditos,diferenca,superficies_que_declaram
2009,10101,28,846,319096,100,proposta,"130.000,00",,,1
2009,10101,4,122,319011,100,proposta,"3.575.000,00",,,1
2009,10101,4,122,319012,100,proposta,"400.000,00",,,1
2009,10101,4,122,319013,100,proposta,"700.000,00",,,1
2009,10101,4,122,319016,100,proposta,"60.000,00",,,1
2009,10101,4,122,339008,100,proposta,"11.000,00",,,1
2009,10101,4,122,339014,100,proposta,"20.000,00",,,1
2009,10101,4,122,339015,100,proposta,"30.000,00",,,1
2009,10101,4,122,339030,100,proposta,"60.000,00",,,1
2009,10101,4,122,339032,100,proposta,"10.000,00",,,1
2009,10101,4,122,339033,100,proposta,"120.000,00",,,1
2009,10101,4,122,339039,100,proposta,"1.595.000,00",,,1
2009,10101,4,122,339046,100,proposta,"152.000,00",,,1
2009,10101,4,122,339049,100,proposta,"2.000,00",,,1
2009,10101,4,122,449052,100,proposta,"50.000,00",,,1
2009,1101,1,122,319011,100,proposta,"169.241.760,00",,,1
2009,1101,1,122,319013,100,proposta,"11.050.000,00",,,1
2009,1101,1,122,319016,100,proposta,"850.000,00",,,1
2009,1101,1,122,319092,100,proposta,"26.138.483,00",,,1
2009,1101,1,122,339008,100,proposta,"3.630.000,00",,,1
2009,1101,1,122,339014,100,proposta,"167.400,00",,,1
2009,1101,1,122,339030,100,proposta,"1.466.500,00",,,1
2009,1101,1,122,339033,100,proposta,"170.000,00",,,1
2009,1101,1,122,339036,100,proposta,"58.120,00",,,1
2009,1101,1,122,339039,100,proposta,"4.147.800,00",,,1
2009,1101,1,122,339046,100,proposta,"21.600.000,00",,,1
2009,1101,1,122,339047,100,proposta,"35.500,00",,,1
2009,1101,1,122,339049,100,proposta,"1.496.000,00",,,1
2009,1101,1,122,339092,100,proposta,"100.000,00",,,1
2009,1101,1,122,449051,100,proposta,"30.000,00",,,1
2009,1101,1,122,449052,100,proposta,"2.433.348,00",,,1
2009,1101,1,128,339014,100,proposta,"5.000,00",,,1
2009,1101,1,128,339032,100,proposta,"182.500,00",,,1
2009,1101,1,128,339033,100,proposta,"15.000,00",,,1
2009,1101,1,128,339036,100,proposta,"245.800,00",,,1
2009,1101,1,128,339039,100,proposta,"999.300,00",,,1
2009,1101,1,131,339039,100,proposta,"19.800.000,00",,,1
2009,1101,1,31,335041,100,proposta,"60.000,00",,,1
2009,1101,1,31,339035,100,proposta,"341.700,00",,,1
2009,1101,1,31,339039,100,proposta,"4.512.000,00",,,1
2009,1101,1,31,449052,100,proposta,"3.261.522,00",,,1
2009,1101,28,846,319092,100,proposta,"150.000,00",,,1
2009,1101,28,846,319094,100,proposta,"300.000,00",,,1
2009,1101,28,846,319096,100,proposta,"250.000,00",,,1
2009,1101,28,846,339093,100,proposta,"3.487.380,00",,,1
2009,11101,13,392,339030,100,proposta,"1.000,00",,,1
2009,11101,13,392,339039,100,proposta,"1.000,00",,,1
2009,11101,14,422,339036,100,proposta,"1.000,00",,,1
2009,11101,14,422,339039,100,proposta,"1.000,00",,,1
2009,11101,15,451,339039,100,proposta,"2.000,00",,,1
2009,11101,15,452,339030,100,proposta,"4.000.000,00",,,1
2009,11101,15,452,339039,100,proposta,"10.000.000,00",,,1
2009,11101,18,543,339039,100,proposta,"1.000,00",,,1
2009,11101,25,752,339039,134,proposta,"67.000.000,00",,,1
2009,11101,25,752,449052,134,proposta,"5.000.000,00",,,1
2009,11101,28,846,319096,100,proposta,"2.000.000,00",,,1
2009,11101,28,846,339093,100,proposta,"3.467.000,00",,,1
2009,11101,4,122,319009,100,proposta,"800.500,00",,,1
2009,11101,4,122,319011,100,proposta,"105.034.500,00",,,1
2009,11101,4,122,319012,100,proposta,"1.700.000,00",,,1
2009,11101,4,122,319013,100,proposta,"20.000.000,00",,,1
2009,11101,4,122,319016,100,proposta,"1.500.000,00",,,1
2009,11101,4,122,339008,100,proposta,"1.052.475,00",,,1
2009,11101,4,122,339014,100,proposta,"2.000.000,00",,,1
2009,11101,4,122,339015,100,proposta,"2.000.000,00",,,1
2009,11101,4,122,339030,100,proposta,"3.554.000,00",,,1
2009,11101,4,122,339033,100,proposta,"2.500.000,00",,,1
2009,11101,4,122,339036,100,proposta,"1.008.000,00",,,1
2009,11101,4,122,339039,100,proposta,"22.662.525,00",,,1
2009,11101,4,122,339039,102,proposta,"15.074.354,00",,,1
2009,11101,4,122,339046,100,proposta,"2.500.000,00",,,1
2009,11101,4,122,339049,100,proposta,"2.500.000,00",,,1
2009,11101,4,122,339139,100,proposta,"400.000,00",,,1
2009,11101,4,122,449052,100,proposta,"2.830.000,00",,,1
2009,11101,4,127,339030,100,proposta,"50.000,00",,,1
2009,11101,4,127,339039,100,proposta,"5.597.000,00",,,1
2009,11101,4,131,339039,100,proposta,"3.030.000,00",,,1
2009,11101,4,131,339039,120,proposta,"1.287.000,00",,,1
2009,11101,8,244,339036,100,proposta,"1.000,00",,,1
2009,11101,8,244,339039,100,proposta,"1.000,00",,,1
2009,11103,13,392,339030,100,proposta,"92.800,00",,,1
2009,11103,13,392,339031,100,proposta,"6.900,00",,,1
2009,11103,13,392,339036,100,proposta,"10.300,00",,,1
2009,11103,13,392,339039,100,proposta,"228.100,00",,,1
2009,11103,15,451,449051,100,proposta,"1.920.000,00",,,1
2009,11103,15,451,449051,120,proposta,"224.012,00",,,1
2009,11103,15,451,449051,160,proposta,"1.849.988,00",,,1
2009,11103,15,452,339030,100,proposta,"770.500,00",,,1
2009,11103,15,452,339030,111,proposta,"77.307,00",,,1
2009,11103,15,452,339039,100,proposta,"66.200,00",,,1
2009,11103,25,451,449051,120,proposta,"80.000,00",,,1
2009,11103,27,812,339030,100,proposta,"45.100,00",,,1
2009,11103,27,812,339031,100,proposta,"35.200,00",,,1
2009,11103,27,812,339039,100,proposta,"52.500,00",,,1
2009,11103,27,813,339030,100,proposta,"83.900,00",,,1
2009,11103,27,813,339039,100,proposta,"186.200,00",,,1
2009,11103,28,846,339093,100,proposta,"85.000,00",,,1
2009,11103,4,122,339014,100,proposta,"2.900,00",,,1
2009,11103,4,122,339030,100,proposta,"153.993,00",,,1
2009,11103,4,122,339033,100,proposta,"2.900,00",,,1
2009,11103,4,122,339036,100,proposta,"12.200,00",,,1
2009,11103,4,122,339039,100,proposta,"2.277.711,00",,,1
2009,11103,4,122,449052,120,proposta,"65.004,00",,,1
2009,11103,4,421,339139,100,proposta,"412.000,00",,,1
2009,11104,13,392,339030,100,proposta,"26.000,00",,,1
2009,11104,13,392,339030,120,proposta,"15.000,00",,,1
2009,11104,13,392,339031,100,proposta,"16.000,00",,,1
2009,11104,13,392,339031,120,proposta,"5.000,00",,,1
2009,11104,13,392,339032,100,proposta,"8.000,00",,,1
2009,11104,13,392,339036,100,proposta,"10.000,00",,,1
2009,11104,13,392,339039,100,proposta,"170.000,00",,,1
2009,11104,13,392,339039,120,proposta,"8.000,00",,,1
2009,11104,15,451,339030,100,proposta,"60.000,00",,,1
2009,11104,15,451,339030,120,proposta,"10.318,00",,,1
2009,11104,15,451,339036,100,proposta,"15.000,00",,,1
2009,11104,15,451,339039,100,proposta,"50.000,00",,,1
2009,11104,15,451,339039,120,proposta,"10.000,00",,,1
2009,11104,15,451,449051,100,proposta,"1.240.000,00",,,1
2009,11104,15,451,449051,120,proposta,"10.000,00",,,1
2009,11104,15,452,339030,100,proposta,"100.000,00",,,1
2009,11104,15,452,339030,120,proposta,"17.000,00",,,1
2009,11104,15,452,339039,100,proposta,"10.000,00",,,1
2009,11104,15,452,339039,120,proposta,"15.000,00",,,1
2009,11104,25,451,449051,100,proposta,"50.000,00",,,1
2009,11104,25,451,449051,120,proposta,"177.760,00",,,1
2009,11104,25,451,449051,160,proposta,"172.864,00",,,1
2009,11104,27,812,339030,100,proposta,"10.000,00",,,1
2009,11104,27,812,339030,120,proposta,"10.000,00",,,1
2009,11104,27,812,339031,100,proposta,"30.000,00",,,1
2009,11104,27,812,339031,120,proposta,"8.000,00",,,1
2009,11104,27,812,339036,100,proposta,"10.000,00",,,1
2009,11104,27,812,339039,100,proposta,"170.000,00",,,1
2009,11104,27,812,339039,120,proposta,"8.000,00",,,1
2009,11104,27,812,449051,100,proposta,"150.000,00",,,1
2009,11104,4,122,339014,100,proposta,"1.000,00",,,1
2009,11104,4,122,339030,100,proposta,"150.000,00",,,1
2009,11104,4,122,339030,111,proposta,"1.248,00",,,1
2009,11104,4,122,339030,120,proposta,"79.584,00",,,1
2009,11104,4,122,339036,100,proposta,"15.000,00",,,1
2009,11104,4,122,339039,100,proposta,"900.654,00",,,1
2009,11104,4,122,449052,120,proposta,"50.000,00",,,1
2009,11104,4,128,339036,100,proposta,"10.000,00",,,1
2009,11104,4,128,339039,100,proposta,"24.522,00",,,1
2009,11104,4,421,339139,100,proposta,"300.000,00",,,1
2009,11104,8,244,339030,100,proposta,"20.000,00",,,1
2009,11104,8,244,339032,100,proposta,"50.000,00",,,1
2009,11104,8,244,339039,100,proposta,"30.000,00",,,1
2009,11105,13,392,339030,100,proposta,"21.000,00",,,1
2009,11105,13,392,339030,120,proposta,"8.000,00",,,1
2009,11105,13,392,339031,100,proposta,"8.000,00",,,1
2009,11105,13,392,339031,120,proposta,"8.000,00",,,1
2009,11105,13,392,339032,100,proposta,"8.000,00",,,1
2009,11105,13,392,339032,120,proposta,"8.000,00",,,1
2009,11105,13,392,339036,120,proposta,"1.000,00",,,1
2009,11105,13,392,339039,100,proposta,"700.000,00",,,1
2009,11105,13,392,339039,120,proposta,"220.000,00",,,1
2009,11105,15,451,339030,100,proposta,"300.000,00",,,1
2009,11105,15,451,339039,100,proposta,"550.000,00",,,1
2009,11105,15,451,449051,100,proposta,"1.470.000,00",,,1
2009,11105,15,451,449051,120,proposta,"414.500,00",,,1
2009,11105,15,451,449051,160,proposta,"455.500,00",,,1
2009,11105,15,452,339030,100,proposta,"550.000,00",,,1
2009,11105,15,452,339030,120,proposta,"150.000,00",,,1
2009,11105,15,452,339039,100,proposta,"400.000,00",,,1
2009,11105,15,452,339039,120,proposta,"100.000,00",,,1
2009,11105,25,451,339039,100,proposta,"50.000,00",,,1
2009,11105,25,451,449051,120,proposta,"10.000,00",,,1
2009,11105,27,812,339030,100,proposta,"40.000,00",,,1
2009,11105,27,812,339030,120,proposta,"8.000,00",,,1
2009,11105,27,812,339031,100,proposta,"8.000,00",,,1
2009,11105,27,812,339031,120,proposta,"4.000,00",,,1
2009,11105,27,812,339032,100,proposta,"8.000,00",,,1
2009,11105,27,812,339032,120,proposta,"4.000,00",,,1
2009,11105,27,812,339039,100,proposta,"183.500,00",,,1
2009,11105,27,812,339039,120,proposta,"9.500,00",,,1
2009,11105,27,812,449051,100,proposta,"450.000,00",,,1
2009,11105,27,812,449051,120,proposta,"150.000,00",,,1
2009,11105,27,812,449052,120,proposta,"20.000,00",,,1
2009,11105,4,122,339030,100,proposta,"300.000,00",,,1
2009,11105,4,122,339030,120,proposta,"4.000,00",,,1
2009,11105,4,122,339039,100,proposta,"1.891.500,00",,,1
2009,11105,4,122,339039,111,proposta,"41.000,00",,,1
2009,11105,4,122,339039,120,proposta,"4.000,00",,,1
2009,11105,4,122,449052,120,proposta,"134.000,00",,,1
2009,11105,8,244,339030,100,proposta,"8.000,00",,,1
2009,11105,8,244,339031,100,proposta,"8.000,00",,,1
2009,11105,8,244,339032,100,proposta,"8.000,00",,,1
2009,11105,8,244,339032,120,proposta,"8.000,00",,,1
2009,11105,8,244,339039,100,proposta,"8.000,00",,,1
2009,11105,8,244,339039,120,proposta,"8.000,00",,,1
2009,11106,13,392,339030,100,proposta,"5.000,00",,,1
2009,11106,13,392,339031,100,proposta,"15.000,00",,,1
2009,11106,13,392,339036,100,proposta,"5.000,00",,,1
2009,11106,13,392,339039,100,proposta,"985.000,00",,,1
2009,11106,15,451,339039,100,proposta,"59.500,00",,,1
2009,11106,15,451,449051,100,proposta,"700.000,00",,,1
2009,11106,15,451,449051,120,proposta,"11.750,00",,,1
2009,11106,15,452,339030,100,proposta,"5.000,00",,,1
2009,11106,15,452,339030,160,proposta,"15.000,00",,,1
2009,11106,15,452,339039,100,proposta,"200.000,00",,,1
2009,11106,15,452,449052,120,proposta,"10.000,00",,,1
2009,11106,24,722,339030,100,proposta,"2.000,00",,,1
2009,11106,24,722,339030,160,proposta,"2.000,00",,,1
2009,11106,24,722,339036,100,proposta,"5.000,00",,,1
2009,11106,24,722,339039,100,proposta,"5.000,00",,,1
2009,11106,24,722,449052,120,proposta,"1.000,00",,,1
2009,11106,25,451,339039,100,proposta,"10.000,00",,,1
2009,11106,25,451,449051,100,proposta,"50.000,00",,,1
2009,11106,27,811,339039,100,proposta,"40.000,00",,,1
2009,11106,27,812,339030,100,proposta,"70.000,00",,,1
2009,11106,27,812,339031,100,proposta,"10.000,00",,,1
2009,11106,27,812,339036,100,proposta,"10.000,00",,,1
2009,11106,27,812,339039,100,proposta,"140.000,00",,,1
2009,11106,27,812,449051,100,proposta,"70.000,00",,,1
2009,11106,4,122,339030,100,proposta,"133.000,00",,,1
2009,11106,4,122,339030,111,proposta,"500,00",,,1
2009,11106,4,122,339030,160,proposta,"10.000,00",,,1
2009,11106,4,122,339036,100,proposta,"60.000,00",,,1
2009,11106,4,122,339039,100,proposta,"790.500,00",,,1
2009,11106,4,122,339039,160,proposta,"93.000,00",,,1
2009,11106,4,122,449052,100,proposta,"20.000,00",,,1
2009,11106,4,122,449052,120,proposta,"7.250,00",,,1
2009,11106,4,122,449052,160,proposta,"6.500,00",,,1
2009,11107,13,392,339030,100,proposta,"30.000,00",,,1
2009,11107,13,392,339039,100,proposta,"100.000,00",,,1
2009,11107,13,392,339039,160,proposta,"5.000,00",,,1
2009,11107,15,451,449051,100,proposta,"720.000,00",,,1
2009,11107,15,452,339030,100,proposta,"40.000,00",,,1
2009,11107,15,452,339039,100,proposta,"40.000,00",,,1
2009,11107,15,452,449052,160,proposta,"6.000,00",,,1
2009,11107,25,451,449051,100,proposta,"32.000,00",,,1
2009,11107,25,451,449051,160,proposta,"2.000,00",,,1
2009,11107,27,812,339030,100,proposta,"10.000,00",,,1
2009,11107,27,812,339031,100,proposta,"10.000,00",,,1
2009,11107,27,812,339039,100,proposta,"20.000,00",,,1
2009,11107,27,812,339039,160,proposta,"5.000,00",,,1
2009,11107,27,813,449051,100,proposta,"30.000,00",,,1
2009,11107,4,122,339030,100,proposta,"100.000,00",,,1
2009,11107,4,122,339030,160,proposta,"60.000,00",,,1
2009,11107,4,122,339039,100,proposta,"1.238.741,00",,,1
2009,11107,4,122,339039,160,proposta,"15.172,00",,,1
2009,11107,4,122,449051,100,proposta,"58.000,00",,,1
2009,11107,4,122,449051,160,proposta,"5.000,00",,,1
2009,11107,4,122,449052,120,proposta,"34.120,00",,,1
2009,11107,4,122,449052,160,proposta,"32.790,00",,,1
2009,11107,4,128,339039,160,proposta,"20.000,00",,,1
2009,11107,8,244,339030,100,proposta,"5.000,00",,,1
2009,11107,8,244,339032,100,proposta,"5.000,00",,,1
2009,11107,8,244,339048,100,proposta,"5.000,00",,,1
2009,11108,13,392,339030,100,proposta,"145.019,00",,,1
2009,11108,13,392,339031,100,proposta,"23.354,00",,,1
2009,11108,13,392,339033,100,proposta,"1.219,00",,,1
2009,11108,13,392,339039,100,proposta,"242.218,00",,,1
2009,11108,15,451,339030,100,proposta,"179.989,00",,,1
2009,11108,15,451,339039,100,proposta,"83.419,00",,,1
2009,11108,15,451,449051,100,proposta,"1.257.000,00",,,1
2009,11108,15,452,339030,100,proposta,"57.525,00",,,1
2009,11108,25,451,449051,100,proposta,"130.000,00",,,1
2009,11108,27,812,339039,100,proposta,"168.770,00",,,1
2009,11108,27,813,339030,100,proposta,"6.925,00",,,1
2009,11108,27,813,339031,100,proposta,"17.433,00",,,1
2009,11108,27,813,339039,100,proposta,"70.807,00",,,1
2009,11108,4,122,339030,100,proposta,"154.482,00",,,1
2009,11108,4,122,339030,160,proposta,"20.000,00",,,1
2009,11108,4,122,339039,100,proposta,"1.404.380,00",,,1
2009,11108,4,122,339039,160,proposta,"41.923,00",,,1
2009,11108,4,122,449052,100,proposta,"53.000,00",,,1
2009,11108,4,122,449052,160,proposta,"70.000,00",,,1
2009,11109,13,392,339030,100,proposta,"28.000,00",,,1
2009,11109,13,392,339031,100,proposta,"15.000,00",,,1
2009,11109,13,392,339032,100,proposta,"25.000,00",,,1
2009,11109,13,392,339039,100,proposta,"160.000,00",,,1
2009,11109,15,451,449051,100,proposta,"600.000,00",,,1
2009,11109,27,812,339030,100,proposta,"30.000,00",,,1
2009,11109,27,812,339031,100,proposta,"41.000,00",,,1
2009,11109,27,812,339032,100,proposta,"20.000,00",,,1
2009,11109,27,812,339039,100,proposta,"123.000,00",,,1
2009,11109,4,122,339030,100,proposta,"700.150,00",,,1
2009,11109,4,122,339030,160,proposta,"47.850,00",,,1
2009,11109,4,122,339039,100,proposta,"483.809,00",,,1
2009,11109,4,122,449052,100,proposta,"10.000,00",,,1
2009,11110,13,392,339030,100,proposta,"20.000,00",,,1
2009,11110,13,392,339039,100,proposta,"35.000,00",,,1
2009,11110,13,392,339039,160,proposta,"21.500,00",,,1
2009,11110,15,451,449051,100,proposta,"20.000,00",,,1
2009,11110,15,452,339030,100,proposta,"35.000,00",,,1
2009,11110,15,452,339030,120,proposta,"15.000,00",,,1
2009,11110,15,452,339039,100,proposta,"80.000,00",,,1
2009,11110,15,452,339039,120,proposta,"9.000,00",,,1
2009,11110,15,452,449051,100,proposta,"820.000,00",,,1
2009,11110,27,812,339030,100,proposta,"5.000,00",,,1
2009,11110,27,812,339030,160,proposta,"9.000,00",,,1
2009,11110,27,812,339039,100,proposta,"7.000,00",,,1
2009,11110,27,812,339039,160,proposta,"10.000,00",,,1
2009,11110,4,122,339030,100,proposta,"290.000,00",,,1
2009,11110,4,122,339030,160,proposta,"5.000,00",,,1
2009,11110,4,122,339039,100,proposta,"709.000,00",,,1
2009,11110,4,122,339039,160,proposta,"80.000,00",,,1
2009,11110,4,122,449052,120,proposta,"20.000,00",,,1
2009,11110,4,421,339139,100,proposta,"119.000,00",,,1
2009,11110,8,244,339030,100,proposta,"10.000,00",,,1
2009,11110,8,244,339032,100,proposta,"10.000,00",,,1
2009,11110,8,244,339039,100,proposta,"10.000,00",,,1
2009,11111,13,392,335039,100,proposta,"40.000,00",,,1
2009,11111,13,392,339030,100,proposta,"140.000,00",,,1
2009,11111,13,392,339031,100,proposta,"100.000,00",,,1
2009,11111,13,392,339036,100,proposta,"120.000,00",,,1
2009,11111,13,392,339039,100,proposta,"450.000,00",,,1
2009,11111,15,451,449051,100,proposta,"1.820.000,00",,,1
2009,11111,15,451,449051,120,proposta,"88.000,00",,,1
2009,11111,15,452,339030,100,proposta,"400.000,00",,,1
2009,11111,15,452,339039,100,proposta,"100.000,00",,,1
2009,11111,15,452,449051,100,proposta,"80.000,00",,,1
2009,11111,15,452,449051,120,proposta,"35.000,00",,,1
2009,11111,15,452,449052,120,proposta,"20.000,00",,,1
2009,11111,15,812,449051,100,proposta,"20.000,00",,,1
2009,11111,15,812,449051,120,proposta,"5.000,00",,,1
2009,11111,25,451,339039,100,proposta,"300.432,00",,,1
2009,11111,25,451,449051,120,proposta,"20.000,00",,,1
2009,11111,27,812,339030,100,proposta,"150.000,00",,,1
2009,11111,27,812,339030,160,proposta,"50.000,00",,,1
2009,11111,27,812,339031,100,proposta,"50.000,00",,,1
2009,11111,27,812,339036,100,proposta,"7.000,00",,,1
2009,11111,27,812,339039,100,proposta,"62.000,00",,,1
2009,11111,27,812,449052,120,proposta,"5.000,00",,,1
2009,11111,28,846,339039,100,proposta,"26.000,00",,,1
2009,11111,28,846,339093,100,proposta,"7.868,00",,,1
2009,11111,4,122,339014,100,proposta,"5.000,00",,,1
2009,11111,4,122,339030,100,proposta,"390.000,00",,,1
2009,11111,4,122,339030,160,proposta,"250.000,00",,,1
2009,11111,4,122,339036,100,proposta,"6.000,00",,,1
2009,11111,4,122,339039,100,proposta,"1.885.447,00",,,1
2009,11111,4,122,339039,111,proposta,"7.700,00",,,1
2009,11111,4,122,339039,160,proposta,"288.000,00",,,1
2009,11111,4,122,449052,120,proposta,"56.000,00",,,1
2009,11111,4,128,339039,100,proposta,"1.000,00",,,1
2009,11111,4,128,339039,160,proposta,"50.000,00",,,1
2009,11111,8,244,339030,100,proposta,"60.000,00",,,1
2009,11111,8,244,339032,100,proposta,"30.000,00",,,1
2009,11111,8,244,339039,100,proposta,"25.000,00",,,1
2009,11111,8,244,339048,100,proposta,"33.000,00",,,1
2009,11112,13,392,339030,100,proposta,"7.500,00",,,1
2009,11112,13,392,339036,100,proposta,"7.500,00",,,1
2009,11112,13,392,339039,100,proposta,"47.000,00",,,1
2009,11112,13,392,339039,120,proposta,"30.000,00",,,1
2009,11112,13,392,449052,120,proposta,"20.000,00",,,1
2009,11112,15,451,449051,100,proposta,"820.000,00",,,1
2009,11112,15,451,449051,160,proposta,"120.000,00",,,1
2009,11112,15,452,339030,100,proposta,"3.000,00",,,1
2009,11112,15,452,339030,160,proposta,"40.000,00",,,1
2009,11112,15,452,339039,100,proposta,"50.000,00",,,1
2009,11112,15,452,339039,160,proposta,"100.000,00",,,1
2009,11112,15,452,449051,100,proposta,"20.000,00",,,1
2009,11112,25,451,449051,120,proposta,"90.000,00",,,1
2009,11112,27,812,339030,100,proposta,"2.000,00",,,1
2009,11112,27,812,339031,100,proposta,"2.000,00",,,1
2009,11112,27,812,339032,100,proposta,"3.000,00",,,1
2009,11112,27,812,339032,120,proposta,"2.000,00",,,1
2009,11112,27,812,339036,100,proposta,"3.630,00",,,1
2009,11112,27,812,339036,120,proposta,"1.000,00",,,1
2009,11112,27,812,339039,100,proposta,"7.000,00",,,1
2009,11112,27,812,449052,120,proposta,"50.000,00",,,1
2009,11112,4,122,339030,100,proposta,"58.772,00",,,1
2009,11112,4,122,339030,120,proposta,"180.000,00",,,1
2009,11112,4,122,339030,160,proposta,"20.000,00",,,1
2009,11112,4,122,339036,120,proposta,"6.000,00",,,1
2009,11112,4,122,339039,100,proposta,"628.598,00",,,1
2009,11112,4,122,339039,111,proposta,"6.000,00",,,1
2009,11112,4,122,339039,120,proposta,"500.000,00",,,1
2009,11112,4,122,449051,120,proposta,"140.000,00",,,1
2009,11112,4,122,449052,160,proposta,"40.000,00",,,1
2009,11112,4,421,339139,100,proposta,"180.000,00",,,1
2009,11112,4,421,339139,120,proposta,"1.000,00",,,1
2009,11113,13,392,339039,100,proposta,"10.000,00",,,1
2009,11113,13,392,339039,120,proposta,"30.000,00",,,1
2009,11113,15,451,449051,100,proposta,"350.000,00",,,1
2009,11113,15,451,449051,120,proposta,"5.000,00",,,1
2009,11113,15,452,339039,100,proposta,"30.000,00",,,1
2009,11113,25,451,449051,100,proposta,"10.000,00",,,1
2009,11113,27,812,339030,100,proposta,"10.000,00",,,1
2009,11113,27,812,339039,100,proposta,"30.000,00",,,1
2009,11113,27,812,339039,120,proposta,"30.000,00",,,1
2009,11113,4,122,339030,100,proposta,"105.286,00",,,1
2009,11113,4,122,339039,100,proposta,"465.114,00",,,1
2009,11113,4,122,339039,111,proposta,"1.200,00",,,1
2009,11113,4,122,339039,120,proposta,"58.972,00",,,1
2009,11113,4,122,449052,160,proposta,"20.514,00",,,1
2009,11113,4,421,339139,100,proposta,"127.000,00",,,1
2009,11113,4,421,339139,120,proposta,"41.514,00",,,1
2009,11114,13,392,339030,100,proposta,"18.500,00",,,1
2009,11114,13,392,339031,100,proposta,"1.500,00",,,1
2009,11114,13,392,339032,100,proposta,"6.000,00",,,1
2009,11114,13,392,339036,100,proposta,"27.000,00",,,1
2009,11114,13,392,339039,100,proposta,"101.000,00",,,1
2009,11114,13,392,449051,100,proposta,"20.000,00",,,1
2009,11114,15,451,339036,100,proposta,"30.000,00",,,1
2009,11114,15,451,339039,100,proposta,"57.000,00",,,1
2009,11114,15,451,449051,100,proposta,"1.397.000,00",,,1
2009,11114,15,452,339030,100,proposta,"18.000,00",,,1
2009,11114,15,452,339039,100,proposta,"70.000,00",,,1
2009,11114,25,451,449051,100,proposta,"3.000,00",,,1
2009,11114,27,812,339030,100,proposta,"6.000,00",,,1
2009,11114,27,812,339031,100,proposta,"3.000,00",,,1
2009,11114,27,812,339032,100,proposta,"5.000,00",,,1
2009,11114,27,812,339036,100,proposta,"8.000,00",,,1
2009,11114,27,812,339039,100,proposta,"35.000,00",,,1
2009,11114,4,122,339030,100,proposta,"189.000,00",,,1
2009,11114,4,122,339033,100,proposta,"8.500,00",,,1
2009,11114,4,122,339036,100,proposta,"45.000,00",,,1
2009,11114,4,122,339039,100,proposta,"704.755,00",,,1
2009,11114,4,122,339039,160,proposta,"117.500,00",,,1
2009,11114,4,122,449051,100,proposta,"20.000,00",,,1
2009,11114,4,122,449052,100,proposta,"10.000,00",,,1
2009,11114,8,244,339030,100,proposta,"6.000,00",,,1
2009,11114,8,244,339032,100,proposta,"6.000,00",,,1
2009,11114,8,244,339048,100,proposta,"6.000,00",,,1
2009,11115,13,392,339030,100,proposta,"10.000,00",,,1
2009,11115,13,392,339031,100,proposta,"10.000,00",,,1
2009,11115,13,392,339039,100,proposta,"200.000,00",,,1
2009,11115,15,451,449051,100,proposta,"700.000,00",,,1
2009,11115,15,452,339030,100,proposta,"45.000,00",,,1
2009,11115,15,452,339039,100,proposta,"80.000,00",,,1
2009,11115,25,451,449051,100,proposta,"20.000,00",,,1
2009,11115,27,812,449051,100,proposta,"40.000,00",,,1
2009,11115,27,813,339030,100,proposta,"30.000,00",,,1
2009,11115,27,813,339039,100,proposta,"180.000,00",,,1
2009,11115,27,813,449051,100,proposta,"20.000,00",,,1
2009,11115,4,122,339030,100,proposta,"400.000,00",,,1
2009,11115,4,122,339036,100,proposta,"100.000,00",,,1
2009,11115,4,122,339039,100,proposta,"782.132,00",,,1
2009,11115,4,122,449051,100,proposta,"20.000,00",,,1
2009,11115,4,122,449052,160,proposta,"262.198,00",,,1
2009,11115,8,244,339032,100,proposta,"120.000,00",,,1
2009,11115,8,244,449051,100,proposta,"40.000,00",,,1
2009,11116,13,392,339030,100,proposta,"50.000,00",,,1
2009,11116,13,392,339039,100,proposta,"250.000,00",,,1
2009,11116,15,451,339030,100,proposta,"200.000,00",,,1
2009,11116,15,451,339039,100,proposta,"100.000,00",,,1
2009,11116,15,451,449051,100,proposta,"760.000,00",,,1
2009,11116,15,451,449051,120,proposta,"79.000,00",,,1
2009,11116,15,452,339030,100,proposta,"191.000,00",,,1
2009,11116,15,452,449051,100,proposta,"40.000,00",,,1
2009,11116,27,812,339030,100,proposta,"70.000,00",,,1
2009,11116,27,812,339031,100,proposta,"50.000,00",,,1
2009,11116,27,812,339039,100,proposta,"40.000,00",,,1
2009,11116,27,812,449051,100,proposta,"40.000,00",,,1
2009,11116,4,122,339030,100,proposta,"250.000,00",,,1
2009,11116,4,122,339039,100,proposta,"781.752,00",,,1
2009,11116,4,122,449052,160,proposta,"104.500,00",,,1
2009,11117,13,392,339030,100,proposta,"10.000,00",,,1
2009,11117,13,392,339032,100,proposta,"20.000,00",,,1
2009,11117,13,392,339036,100,proposta,"20.000,00",,,1
2009,11117,13,392,339039,100,proposta,"169.500,00",,,1
2009,11117,15,451,339030,100,proposta,"50.000,00",,,1
2009,11117,15,451,339039,100,proposta,"2.000,00",,,1
2009,11117,15,451,449051,100,proposta,"820.000,00",,,1
2009,11117,15,451,449051,120,proposta,"191.000,00",,,1
2009,11117,15,452,339030,100,proposta,"50.000,00",,,1
2009,11117,15,452,339039,100,proposta,"15.000,00",,,1
2009,11117,25,451,449051,100,proposta,"20.000,00",,,1
