ano,tipoProposicao,numero,ementa,comissao,comissao_fonte,verdict,verdict_estrutural,clausula,sigla_unidade,documento_id,data_documento
2023,Projeto de Lei,141,"Determina a divulgação do serviço LIGUE 180 – Central de Atendimento à Mulher e torna obrigatória a adoção de medidas afirmativas, educativas e preventivas ao abuso sexual e violência contra mulher nas dependências das salas de exibição e cinemas do Distrito Federal.",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel_com_ressalva,Aprovado(a),", 30, inciso I e 32, § 1º, todos da Constituição Federal, Decreto Federal n.º 1.973/1996, bem como nos arts. 2º, inciso III, 3º, inciso I, 276, caput e inciso III, todos da Lei Orgânica do Distrito Federal, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei n.º 141, de 2023, na forma do substitutivo em anexo.",GAB DEP IOLANDO,106748,2023-12-06T16:08:45.957
2023,Projeto de Lei,152,"Dispõe sobre a obrigatoriedade da divulgação, no site oficial do Distrito Federal, da foto de todo animal que tenha dado entrada nos centros de controle de zoonoses, e dá outras providências.",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Aprovado(a),"Diante de todo o exposto, manifestamo-nos pela ADMISSIBILIDADE do Projeto de Lei nº 152/23, no âmbito da CCJ.",GAB DEP FÁBIO FÉLIX,108904,2024-01-15T17:35:40.363
2023,Projeto de Lei,156,"Dispõe sabre a obrigatoriedade dos estabelecimentos que comercializam produtos	alimentícios a assegurarem ao consumidor que constatar a existência de produto exposto a venda, com prazo de validade vencido ou impróprio para consumo, o direito a receber, gratuitamente, outro produto idêntico ou similar, a sua escolha, e estabelece outras providências.",CONSTITUIÇÃO DE JUSTIÇA,clausula_da,admissivel_com_ressalva,Aprovado(a),"III – CONCLUSÃO Destarte, com fundamento no art. 63, inciso I, do RICLDF, manifesta-se voto pela ADMISSIBILIDADE do PL nº 156/2023, no âmbito desta CCJ, na forma do Substitutivo anexo.",CCJ,103345,2023-11-14T09:35:27.51
2023,Projeto de Lei,157,Institui o Programa “Adote um Equipamento de Assistência Social” no Distrito Federal.,CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Aprovado(a),"Ante o exposto, manifestamo-nos pela ADMISSIBILIDADE do Projeto de Lei nº 157 de 2023.",GAB DEP FÁBIO FÉLIX,101162,2023-11-06T18:10:07.51
2023,Projeto de Lei,166,Institui e inclui no Calendário Oficial do Distrito Federal o “Dia da Consciência do Fator Rh”.,CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Aprovado(a),"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 166/2023, no âmbito da Comissão de Constituição e Justiça.",GAB DEP CHICO VIGILANTE,90839,2023-09-15T10:55:53.093
2023,Projeto de Lei,174,INSTITUI A REALIZAÇÃO DA “SEMANA DE VALORIZAÇÃO DE MULHERES QUE FIZERAM HISTÓRIA” NO ÂMBITO DAS ESCOLAS DE EDUCAÇÃO BÁSICA.,CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Não apreciado(a),"III - CONCLUSÕES Diante do exposto, somos pela ADMISSIBILIDADE do Projeto de Lei nº 174/2023, no âmbito da Comissão de Constituição e Justiça, acatando o substitutivo apresentado na Comissão de Defesa dos Direitos Humanos, Cidadania e Legislação Participativa – CDDHCLP.",GAB DEP CHICO VIGILANTE,305656,2025-08-07T09:53:29.403
2023,Projeto de Lei,174,INSTITUI A REALIZAÇÃO DA “SEMANA DE VALORIZAÇÃO DE MULHERES QUE FIZERAM HISTÓRIA” NO ÂMBITO DAS ESCOLAS DE EDUCAÇÃO BÁSICA.,CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Não apreciado(a),"III - CONCLUSÕES Diante do exposto, somos pela ADMISSIBILIDADE do Projeto de Lei nº 174/2023, no âmbito da Comissão de Constituição e Justiça.",GAB DEP CHICO VIGILANTE,305631,2025-08-06T16:40:40.523
2023,Projeto de Lei,176,"Inclui, no Calendário Oficial de Eventos do Distrito Federal, o dia 15 de dezembro como o Dia da Mulher Advogada no âmbito do Distrito Federal.",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Aprovado(a),"Feitas essas ponderações, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 176/2023, no âmbito da Comissão de Constituição e Justiça.",GAB DEP THIAGO MANZONI,85250,2023-08-22T19:11:00.133
2023,Projeto de Lei,181,"Institui o ""AGOSTO AZUL E VERMELHO""- mês de conscientização sobre a saúde vascular, no âmbito do Distrito Federal",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Aprovado(a),"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 181/2023, no âmbito da Comissão de Constituição e Justiça, nos termos do SUBSTITUTIVO anexo.",GAB DEP ROBÉRIO NEGREIROS,89917,2023-09-13T10:50:46.867
2023,Projeto de Lei,186,"Dispõe sobre a reserva de vagas para mulheres em situação de violência doméstica e familiar nos editais de licitação que visem a contratação de empresas para prestação de serviços continuados e terceirizados, no âmbito da Administração Pública Direta, Autárquica e Fundacional do Distrito Federal, em observância à Lei Federal nº 14.133/2021. 
",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel_com_ressalva,Não apreciado(a),"Diante essas ponderações, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 186/2023, no âmbito da CCJ, na forma do Substitutivo apresentado.",GAB DEP ROBÉRIO NEGREIROS,68372,2023-04-17T16:54:59.277
2023,Projeto de Lei,186,"Dispõe sobre a reserva de vagas para mulheres em situação de violência doméstica e familiar nos editais de licitação que visem a contratação de empresas para prestação de serviços continuados e terceirizados, no âmbito da Administração Pública Direta, Autárquica e Fundacional do Distrito Federal, em observância à Lei Federal nº 14.133/2021. 
",CONSTITUIÇÃO E JUSTIÇÃO,clausula_da,inadmissivel,Não apreciado(a),"Assim, considerando o exposto, voto pela INADMISSIBILIDADE E REJEIÇÃO do Projeto de Lei nº 186/2023, no âmbito desta Comissão de Constituição e Justiça.",GAB DEP ROBÉRIO NEGREIROS,64097,2023-03-21T17:13:07.257
2023,Projeto de Lei,190,"Dispõe sobre a destinação de abafadores de ruído ou protetores auriculares para as Pessoas Com Transtorno Espectro Autista – TEA que possuem hipersensibilidade auditiva, nos estabelecimentos que menciona, e dá outras providências.",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel_com_ressalva,Não apreciado(a),"III - CONCLUSÃO Pelo exposto, manifestamos voto pela ADMISSIBILIDADE constitucional e jurídica do Projeto de Lei nº 190/2023, na forma do substitutivo em anexo.",GAB DEP ROBÉRIO NEGREIROS,298201,2025-05-19T17:46:01.75
2023,Projeto de Lei,193,"Altera a Lei n° 2.424/1999, que dispõe sobre a construção, o funcionamento, a utilização, a administração e a fiscalização dos cemitérios e a execução dos serviços funerários no Distrito Federal e dá outras providências.",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Aprovado(a),"III - CONCLUSÃO Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 193, de 2023, no âmbito desta Comissão de Constituição e Justiça",GAB DEP CHICO VIGILANTE,82617,2023-08-01T10:55:47.947
2023,Projeto de Lei,199,"
Institui e Inclui no calendário oficial de eventos do Distrito Federal o Dia Internacional da Juventude. 
",CONSTITUIÇÃO DE JUSTIÇA,clausula_da,admissivel,Aprovado(a),"CONCLUSÃO Pelo exposto, votamos pela ADMISSIBILIDADE do Projeto de Lei nº 199/2023, no âmbito desta Comissão, com o acolhimento da emenda modificativa anexa.",CCJ,113907,2024-03-12T15:52:13.82
2023,Projeto de Lei,202,"Dispõe sobre a implementação da transparência nas informações sobre os usuários beneficiários da gratuidade do transporte público coletivo do Distrito Federal, na forma que especifica.",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel_com_ressalva,Não apreciado(a),"Diante do exposto, com fundamento no art. 37 da Carta Magna e no art. 19 da Lei Orgânica do Distrito Federal, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei n.º 202/2023, na forma do substitutivo em anexo.",GAB DEP FÁBIO FÉLIX,127348,2024-07-31T15:26:23.46
2023,Projeto de Lei,206,"Institui a Política de Inteligência Climática para Agricultura, no âmbito do Distrito Federal.",CONSTITUIÇÃO DE JUSTIÇA,clausula_da,admissivel,Aprovado(a),"CONCLUSÃO Diante disso, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 206/2023, no âmbito desta CCJ, com as emendas de redação e supressiva anexas.",CCJ,277578,2024-11-13T16:02:58.923
2023,Projeto de Lei,209,"Introduz alterações na Lei nº 3.212, de 30 de outubro de 2003, que “Torna obrigatória a afixação de avisos nas portas externas dos elevadores instalados nas edificações públicas e particulares do Distrito Federal e dá outras providências. ”",CONSTITUIÇÃO DE JUSTIÇA,clausula_da,admissivel_com_ressalva,Aprovado(a),"CONCLUSÃO Pelo exposto, votamos pela ADMISSIBILIDADE do Projeto de Lei nº 209/2023, no âmbito desta Comissão, na forma do Substitutivo deste Relator.",CCJ,113904,2024-03-12T15:36:29.967
2023,Projeto de Lei,211,"Inclui, no Calendário Oficial de Eventos do Distrito Federal, o evento “Lazer Solidário do Gama”.",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Aprovado(a),"Pelo exposto, considerando serem esses os aspectos pertinentes à apreciação desta Comissão, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei nº 211, de 2023.",GAB DEP IOLANDO,117618,2024-04-11T18:05:35.697
2023,Projeto de Lei,226,"Institui o ""Março Azul Marinho""  mês de conscientização do câncer colorretal, no âmbito do Distrito Federal",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Aprovado(a),"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 226/2023, no âmbito da Comissão de Constituição e Justiça, com o acolhimento da emenda modificativa anexa.",GAB DEP FÁBIO FÉLIX,108908,2024-01-15T18:07:09.553
2023,Projeto de Lei,227,Institui o programa de valorização da escritora e do escritor brasilienses e de incentivo à difusão de suas obras literárias.,CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Aprovado(a),"Com essas razões, o parecer é pela ADMISSIBILIDADE, acatada a Emenda nº 1, da CESC.",GAB DEP FÁBIO FÉLIX,98833,2023-10-25T15:24:09.75
2023,Projeto de Lei,229,Dispõe sobre os pontos de apoio para motofretistas e mototaxistas nas Regiões Administrativas do Distrito Federal.,CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Aprovado(a),"Feitas essas considerações, somos pela ADMISSIBILIDADE do Projeto de Lei nº 229, de 2023, com uma emenda modificativa e uma emenda supressiva em anexo, no âmbito desta Comissão de Constituição e Justiça.",GAB DEP CHICO VIGILANTE,97997,2023-10-19T14:27:55.587
2023,Projeto de Lei,233,"Institui a semana de prevenção e diagnóstico do câncer infantil.
",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel_com_ressalva,Aprovado(a),"Ante o exposto, manifesta-se voto pela ADMISSIBILIDADE do Projeto de Lei nº 233/2023, na forma do Substitutivo anexo.",GAB DEP THIAGO MANZONI,97777,2023-10-18T13:20:17.067
2023,Projeto de Lei,237,"Dispõe sobre o reajuste geral dos servidores ativos, aposentados e pensionistas da Administração direta, autárquica e fundacional do Distrito Federal.",CONSTITUIÇAO E JUSTIÇA,clausula_da,admissivel,Não apreciado(a),"do em vista que a proposição observa as exigências formais e materiais do ordenamento jurídico e favorece o desenvolvimento da atuação governamental, no âmbito desta COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 237, de 2023, de autoria do Poder Executivo.",GAB DEP IOLANDO,66054,2023-03-30T17:38:25.13
2023,Projeto de Lei,238,"Reajusta o valor dos cargos em comissão da Administração Direta, Autárquica e Fundacional do Distrito Federal e dá outras providências.
",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Não apreciado(a),"do em vista que a proposição observa as exigências formais e materiais do ordenamento jurídico e favorece o desenvolvimento da atuação governamental, no âmbito desta COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 238, de 2023, de autoria do Poder Executivo.",GAB DEP IOLANDO,66055,2023-03-30T17:50:32.303
2023,Projeto de Lei,241,"Cria cargos comissionados nas estruturas administrativas das Administrações Regionais de Água Quente e de Arapoanga e da Secretaria de Estado de Justiça e Cidadania do Distrito Federal, e dá outras providências
",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Aprovado(a),"vista que a proposição observa todas as exigências formais e matérias do ordenamento jurídico e favorece o desenvolvimento da atuação governamental, no âmbito desta COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 241, de 2023, do Poder Executivo.",GAB DEP IOLANDO,70099,2023-05-02T16:10:48.79
2023,Projeto de Lei,247,Cria a Política Distrital de Residência Uni e Multiprofissional em Saúde.,CONSTITUIÇÃO E JUSTIÇA,clausula_da,inadmissivel,Não apreciado(a),"III- CONCLUSÃO Pelo exposto, manifestamos voto pela INADMISSIBILIDADE constitucional do Projeto de Lei nº 247/2023 e do Substitutivo aprovado na CESC, restando prejudicada a análise dos demais aspectos pertinentes a esta Comissão.",GAB DEP ROBÉRIO NEGREIROS,304959,2025-07-08T15:43:05.147
2023,Projeto de Lei,260,Dá nova denominação ao Centro Cultural e Desportivo da Ceilândia.,CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Não apreciado(a),"constitucionais e legais, preenchendo, assim, os requisitos da juridicidade, legalidade, regimentalidade, técnica legislativa e redação, razão pela qual, com fundamento no art. 63, inciso I, do RICLDF, manifesta-se voto pela ADMISSIBILIDADE do PL nº 260/2023, no âmbito desta CCJ.",GAB DEP IOLANDO,123862,2024-06-04T18:51:57.59
2023,Projeto de Lei,264,Institui e inclui no Calendário Oficial de Eventos do Distrito Federal a “Semana de conscientização da importância da Alma”.,CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Não apreciado(a),"Feitas essas ponderações, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 264/2023, no âmbito da CCJ.",GAB DEP IOLANDO,276371,2024-11-06T18:39:05.867
2023,Projeto de Lei,268,Institui a Semana da Segurança Digital nas escolas do Distrito Federal. ,CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Aprovado(a),"III - CONCLUSÃO Pelo exposto, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei nº 268, de 2023, no âmbito da Comissão de Constituição e Justiça.",GAB DEP ROBÉRIO NEGREIROS,323423,2025-12-16T15:10:04.103
2023,Projeto de Lei,276,"Institui no Distrito Federal o Dia do DJ, a ser comemorado anualmente no dia 09 do mês de março.",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel_com_ressalva,Aprovado(a),"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 276/2023, no âmbito da Comissão de Constituição e Justiça, na forma do substitutivo anexo.",GAB DEP ROBÉRIO NEGREIROS,121264,2024-05-15T16:52:25.013
2023,Projeto de Lei,277,"Altera a Lei nº 5.931, de 28 de julho de 2017, que “Dispõe sobre o ingresso do consumidor em salas de cinema e espaços de lazer e de entretenimento cultural ou esportivo que explorem serviços de alimentação em suas dependências, portando produtos alimentícios adquiridos fora desses estabelecimentos”.",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Aprovado(a),"III - CONCLUSÕES Nesse sentido, considerando que proposição se alinha à Carta da República, bem como à Lei Maior do Distrito Federal, e se mostra conveniente e oportuna, o nosso voto é pela admissibilidade do Projeto de Lei nº 277/2023, com a emenda de redação em anexo.",GAB DEP THIAGO MANZONI,294407,2025-04-25T10:24:00.527
2023,Projeto de Lei,279,Disciplina a prática e a fiscalização da pesca no Lago Paranoá.,CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel_com_ressalva,Aprovado(a),"III – CONCLUSÃO Diante do exposto, no âmbito desta Comissão de Constituição e Justiça, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 279, de 2023, na forma das emendas modificativas e supressiva anexas, e pela rejeição da Emenda Supressiva nº 1, apresentada no âmbito da CDESCTMAT.",CCJ,103255,2023-11-13T17:34:43.923
2023,Projeto de Lei,281,"Institui a Política de Mobilidade a Pé para o Distrito Federal, e cria o Comitê Técnico da Mobilidade a Pé e dá outras providências. ",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Aprovado(a),"Feitas essas considerações, somos pela ADMISSIBILIDADE do Projeto de Lei nº 281, de 2023, com uma emenda aditiva, uma emenda modificativa, uma emenda de redação e uma emenda supressiva em anexo, no âmbito desta Comissão de Constituição e Justiça.",GAB DEP ROBÉRIO NEGREIROS,107407,2023-12-13T10:46:36.397
2023,Projeto de Lei,281,"Institui a Política de Mobilidade a Pé para o Distrito Federal, e cria o Comitê Técnico da Mobilidade a Pé e dá outras providências. ",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Não apreciado(a),"Feitas essas considerações, somos pela ADMISSIBILIDADE do Projeto de Lei nº 281, de 2023, com uma emenda modificativa, uma emenda de redação, uma emenda substitutiva, uma emenda aditiva e uma emenda supressiva em anexo, no âmbito desta Comissão de Constituição e Justiça.",GAB DEP ROBÉRIO NEGREIROS,107138,2023-12-12T11:49:10.83
2023,Projeto de Lei,284,Institui o dia do frentista e demais empregados em postos de serviços de combustíveis e derivados de petróleo do Distrito Federal.,CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel_com_ressalva,Aprovado(a),"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 284/2023, no âmbito da Comissão de Constituição e Justiça, na forma do Substitutivo anexo.",GAB DEP CHICO VIGILANTE,112081,2024-03-01T11:22:35.203
2023,Projeto de Lei,286,Dispõe sobre a entrada e permanência de animais domésticos nos estabelecimentos comerciais e alimentares do Distrito Federal e dá outras providências.,CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Não apreciado(a),"III - CONCLUSÕES Dessa maneira, no âmbito desta Comissão de Constituição e Justiça, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 286, de 2023, nos termos do Substitutivo da Comissão de Defesa do Consumidor, com a Subemenda de Redação apresentada em anexo.",GAB DEP FÁBIO FÉLIX,301664,2025-06-09T14:44:41.723
2023,Projeto de Lei,292,Institui a Campanha Escola Mais Segura no âmbito do Distrito Federal.,CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Aprovado(a),"Voto, portanto, pela CONSTITUCIONALIDADE, JURIDICIDADE E BOA TÉCNICA LEGISLATIVA da presente proposição.",GAB DEP ROBÉRIO NEGREIROS,284635,2025-02-17T15:28:17.55
2023,Projeto de Lei,292,Institui a Campanha Escola Mais Segura no âmbito do Distrito Federal.,CONSTITUIÇÃO E JUSTIÇA,clausula_da,inadmissivel,Não apreciado(a),"o, e de outro a Constituição Federal, a Lei Orgânica e as normas nacionais e distritais regentes do sistema de ensino público, sem embargo do elevado propósito do ilustre autor, resta-nos somente manifestar entendimento pela INADMISSIBILIDADE CONSTITUCIONAL E JURÍDICA do Projeto de Lei nº 292/2023.",GAB DEP ROBÉRIO NEGREIROS,129421,2024-08-22T11:00:15.19
2023,Projeto de Lei,294," 
Fica incluído no Calendário Oficial de Eventos do Distrito Federal o “80 Km Pedal na Serra”, e dá outras providências.
",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Aprovado(a),"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 294/2023, no âmbito da Comissão de Constituição e Justiça, nos termos do Substitutivo anexo.",GAB DEP ROBÉRIO NEGREIROS,85094,2023-08-21T10:56:28.837
2023,Projeto de Lei,296,"Altera a Lei nº 4.883, de 11 de julho de 2012, que dispõe sobre a política de turismo do Distrito Federal, para incluir o turismo religioso como modalidade de turismo na política de turismo do DF.  ",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel_com_ressalva,Aprovado(a),"iante do exposto, com fundamento nos arts. 24, inciso VII, 30, inciso I, 32, §1º, 180, e 217, todos da Constituição Federal, bem como nos arts. 71, 182, 183 e 254, todos da Lei Orgânica do Distrito Federal, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei n.º 296/2023, na forma do substitutivo apresentado e aprovado na CDESCTMAT, com a subemenda em anexo.",GAB DEP IOLANDO,100994,2023-11-01T11:56:25.487
2023,Projeto de Lei,301,"Altera a Lei nº 6.418, de 9 de dezembro de 2019, que estabelece a aplicação de multa administrativa pelo acionamento indevido dos serviços telefônicos de atendimento a emergência e combate a incêndios ou ocorrências policiais, e dá outras providências",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel_com_ressalva,Aprovado(a),"Pelo exposto, manifestamos voto pela ADMISSIBILIDADE constitucional e jurídica do Projeto de Lei n.º 301/2023, na forma do substitutivo em anexo.",GAB DEP ROBÉRIO NEGREIROS,281507,2024-12-16T17:47:03.41
2023,Projeto de Lei,302,Institui a Feira da Capital e dá outras providências.,CONSTITUIÇÃO E JUSTIÇA,clausula_da,inadmissivel,Não apreciado(a),"Diante dessas ponderações, manifestamos voto pela INADMISSIBILIDADE do Projeto de Lei nº 302/2023, no âmbito da CCJ.",GAB DEP FÁBIO FÉLIX,116006,2024-03-27T11:48:16.58
2023,Projeto de Lei,303,Dá nova denominação ao Restaurante Comunitário de Ceilândia.,CONSTITUIÇÃO DE JUSTIÇA,clausula_da,admissivel,Aprovado(a),"constitucionais e legais, preenchendo, assim, os requisitos da juridicidade, legalidade, regimentalidade, técnica legislativa e redação, razão pela qual, com fundamento no art. 63, inciso I, do RICLDF, manifesta-se voto pela ADMISSIBILIDADE do PL nº 303/2023, no âmbito desta CCJ.",GAB DEP THIAGO MANZONI,101192,2023-11-07T09:27:59.323
2023,Projeto de Lei,305,Institui o Programa Reintegra e dá outras providências. ,CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel_com_ressalva,Aprovado(a),"Diante do exposto, manifestamos voto pela admissibilidade do Projeto de Lei nº 305/2023, na forma do substitutivo anexo.",GAB DEP IOLANDO,129393,2024-08-21T16:32:55.623
2023,Projeto de Lei,311,Institui  “Semana Distrital de Promoção das Culturas Indígenas nas Escolas” a ser realizada anualmente no mês de abril. ,CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Não apreciado(a),"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 311/2023, no âmbito da Comissão de Constituição e Justiça.",GAB DEP ROBÉRIO NEGREIROS,98190,2023-10-20T16:09:30.377
2023,Projeto de Lei,316,Institui o Programa Distrital de Incentivo ao Videomonitoramento – PDIV.,CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel_com_ressalva,Aprovado(a),"III - CONCLUSÕES Por todo o exposto, manifesta-se voto pela ADMISSIBILIDADE do Projeto de Lei n.º 316/2023, na forma do substitutivo anexo.",GAB DEP THIAGO MANZONI,292241,2025-04-03T12:41:19.99
2023,Projeto de Lei,316,Institui o Programa Distrital de Incentivo ao Videomonitoramento – PDIV.,CONSTITUIÇÃO E JUSTIÇA,clausula_da,inadmissivel,Não apreciado(a),"III - CONCLUSÃO Por todo o exposto, manifesta-se voto pela INADMISSIBILIDADE do Projeto de Lei n.º 316/2023.",GAB DEP THIAGO MANZONI,291768,2025-03-28T18:47:34.197
2023,Projeto de Lei,317,"Inclui no calendário oficial de eventos do Distrito Federal a Peregrinação Franciscana, a ser realizada no mês de abril pela comunidade religiosa da Basílica Santuário São Francisco de Assis.",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Aprovado(a),"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 317/2023, no âmbito da Comissão de Constituição e Justiça.",GAB DEP FÁBIO FÉLIX,128910,2024-08-16T16:29:11.423
2023,Projeto de Lei,330,Institui e inclui no Calendário Oficial de Eventos do Distrito Federal a Semana de conscientização e atenção as Doenças Inflamatórias Intestinais e da outras providências.,CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel_com_ressalva,Aprovado(a),"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 330/2023, no âmbito da Comissão de Constituição e Justiça, na forma do Substitutivo.",GAB DEP IOLANDO,99086,2023-10-26T10:54:30.213
2023,Projeto de Lei,331,"
Dispõe sobre a criação da Política Distrital de Promoção da Cultura pelo fim da violência em ambiente escolar nas Instituições de Ensino Públicas e Privadas do Distrito Federal e dá outras providências.

",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Não apreciado(a),"III - CONCLUSÃO Diante de todo o exposto, manifestamo-nos pela admissibilidade do Projeto de Lei nº 331/23, no âmbito da CCJ com a Emenda Supressiva em anexo.",GAB DEP ROBÉRIO NEGREIROS,324145,2026-01-28T15:22:20.497
2023,Projeto de Lei,332,"Altera o art. 27 da Lei  4.949 de  15 de outubro de 2012 que Estabelece normas gerais para realização de concurso público pela administração direta, autárquica e fundacional do Distrito Federal.",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel,Não apreciado(a),"exposto, com fundamento nos arts. 25, § 1º; 24, XII e XV; e 6º, caput, todos da Constituição Federal e arts. 14; 17, X e XIII; 217, parágrafo único; e 267, caput, todos da Lei Orgânica do Distrito Federal, nosso voto é pela ADMISSIBILIDADEconstitucional e jurídica do Projeto de Lei n.º 332/2023.",GAB DEP CHICO VIGILANTE,291864,2025-03-31T16:34:07.283
2023,Projeto de Lei,338,"Institui o Dia do Pregador e da Pregadora do Evangelho, a ser comemorado anualmente no dia 10 de março. ",CONSTITUÇÃO E JUSTIÇA,clausula_da,admissivel,Aprovado(a),"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 338/2023, no âmbito da Comissão de Constituição e Justiça, nos termos do Substitutivo anexo.",GAB DEP IOLANDO,114291,2024-03-14T14:42:34.223
2023,Projeto de Lei,339,"Institui a Política Distrital de Segurança das Escolas Públicas. 
",CONSTITUIÇÃO E JUSTIÇA,clausula_da,admissivel_com_ressalva,Não apreciado(a),"Diante do exposto, tendo em vista que a proposição observa todas as exigências formais e matérias do ordenamento jurídico, no âmbito desta COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 339/2023, em tramitação conjunta com o Projeto de Lei nº 938/2024, do Poder Executivo na forma da Emenda Substitutiva nº 1.",GAB DEP IOLANDO,129773,2024-08-27T17:44:46.857
2023,Projeto de Lei,344,"Institui o Sistema Distrital de Informações da Primeira Infância (SiDIPI) e cria o relatório Orçamento da Primeira Infância (OPI), como instrumento de controle social e fiscalização do orçamento público na área da Primeira Infância. 
",CONSTITUIÇÃO DE JUSTIÇA,clausula_da,admissivel_com_ressalva,Aprovado(a),"e Lei, tendo em vista que a abrangência territorial das informações a serem prestadas, que deve corresponder apenas ao Distrito Federal, razão pela qual, com fundamento no art. 63, inciso I, do RICLDF, manifesta-se voto pela ADMISSIBILIDADE do PL nº 344/2023, no âmbito desta CCJ, na forma da Emenda anexa.",CCJ,101780,2023-11-10T09:34:34.043
2023,Projeto de Lei,350,"Acrescenta o artigo 8-A à Lei Distrital nº 7.155, de  10 de junho de  2022, para destinar o valor de 5% da arrecadação de cada sorteio do serviço público de loteria do Distrito Federal para financiar programas de combate à violência contra a mulher no âmbito do Distrito Federal.",CONSTITUIÇÃO E JUSTIÇA,clausula_da,inadmissivel,Não apreciado(a),"Por todo o exposto, nosso voto é pela INADMISSIBILIDADE do Projeto de Lei n.º 350, de 2023, haja vista a ocorrência de inconstitucionalidade formal, nos termos do art. 149 da Lei Orgânica do Distrito Federal.",GAB DEP ROBÉRIO NEGREIROS,103983,2023-11-21T11:43:58.833
