ano,mes,mes_numero,lotacao,lotacao_codigo,tipo_lotacao,linhas,matriculas_distintas,creditos,descontos,auxilios,liquido
2012,Julho,7,,,,1,1,"0,00","0,00","0,00","15.027,59"
2012,Julho,7,ADVOCACIA GERAL DA UNIAO,,,1,1,"0,00","0,00","0,00","18.878,06"
2012,Julho,7,ASSESSORIA DE PLENARIO E DISTRIBUICAO,,,12,12,"0,00","0,00","0,00","96.559,78"
2012,Julho,7,ASSESSORIA ESP. DE FISC. E CONTROLE,,,4,4,"0,00","0,00","0,00","27.337,83"
2012,Julho,7,ASSESSORIA LEGISLATIVA,,,7,7,"0,00","0,00","0,00","42.904,12"
2012,Julho,7,BLOCO TRABALHISTA DEMOCRATICO PROGRESSISTA E,,,26,26,"0,00","0,00","0,00","61.534,75"
2012,Julho,7,BLOCO TRABALHISTA DEMOCRATICO PROGRESSISTA E REPUBLICANO,,,3,3,"0,00","0,00","0,00","7.351,58"
2012,Julho,7,CAMARA DOS DEPUTADOS,,,1,1,"0,00","0,00","0,00","11.952,43"
2012,Julho,7,COMISSAO DE ASSUNTOS FUNDIARIOS,,,3,3,"0,00","0,00","0,00","19.736,88"
2012,Julho,7,COMISSAO DE ASSUNTOS SOCIAIS,,,4,4,"0,00","0,00","0,00","24.641,59"
2012,Julho,7,COMISSAO DE CONSTITUICAO E JUSTICA,,,8,8,"0,00","0,00","0,00","71.900,98"
2012,Julho,7,COMISSAO DE DEFESA DO,,,1,1,"0,00","0,00","0,00","7.632,20"
2012,Julho,7,COMISSAO DE DEFESA DO CONSUMIDOR,,,5,5,"0,00","0,00","0,00","25.305,76"
2012,Julho,7,"COMISSAO DE DESENV. ECON.SUST.,CIEN.,TEC.M.AMB E",,,4,4,"0,00","0,00","0,00","31.098,79"
2012,Julho,7,COMISSAO DE ECON. ORCAMENTO E FINANCAS,,,4,4,"0,00","0,00","0,00","30.848,19"
2012,Julho,7,"COMISSAO DE EDUCACAO,SAUDE E CULTURA",,,5,5,"0,00","0,00","0,00","20.120,27"
2012,Julho,7,COMISSAO DE SEGURANCA,,,4,4,"0,00","0,00","0,00","21.810,36"
2012,Julho,7,"COMISSAO DEF.DIR.HUM,CID.ETICA E DEC.",,,8,8,"0,00","0,00","0,00","86.661,21"
2012,Julho,7,"COMISSAO DEF.DIR.HUM,CID.ETICA E DEC. PARLM,",,,1,1,"0,00","0,00","0,00","4.201,74"
2012,Julho,7,COMISSAO DOS ANAIS,,,4,4,"0,00","0,00","0,00","22.746,15"
2012,Julho,7,COMISSAO PERM. DE TOMADA DE CONTAS ESPECIAL E,,,2,2,"0,00","0,00","0,00","20.721,39"
2012,Julho,7,COMISSAO PERM. DE TOMADA DE CONTAS ESPECIAL E SINDICANCIA,,,1,1,"0,00","0,00","0,00","9.546,09"
2012,Julho,7,COMISSAO PERMANENTE DE LICITACAO,,,9,9,"0,00","0,00","0,00","94.156,95"
2012,Julho,7,COORDENAD. EDIT. E PROD. GRAFICA,,,5,5,"0,00","0,00","0,00","30.897,57"
2012,Julho,7,COORDENADORIA  DE PLANEJAMENTO E ELABORACAO,,,4,4,"0,00","0,00","0,00","21.219,21"
2012,Julho,7,COORDENADORIA  DE PLANEJAMENTO E ELABORACAO ORCAMENTARIA,,,1,1,"0,00","0,00","0,00","4.632,91"
2012,Julho,7,COORDENADORIA DE CERIMONIAL,,,9,9,"0,00","0,00","0,00","52.404,20"
2012,Julho,7,COORDENADORIA DE COMUNICACAO SOCIAL,,,8,8,"0,00","0,00","0,00","60.731,56"
2012,Julho,7,COORDENADORIA DE MODERNIZACAO E INFORMATICA,,,7,7,"0,00","0,00","0,00","53.183,89"
2012,Julho,7,COORDENADORIA DE POLICIA LEGISLATIVA,,,52,52,"0,00","0,00","0,00","187.978,49"
2012,Julho,7,CORREGEDORIA,,,3,3,"0,00","0,00","0,00","16.417,60"
2012,Julho,7,DIRETORIA DE ADMINISTRACAO E FINANCAS,,,10,10,"0,00","0,00","0,00","85.642,84"
2012,Julho,7,DIRETORIA DE RECURSOS HUMANOS,,,11,11,"0,00","0,00","0,00","79.650,77"
2012,Julho,7,DIRETORIA LEGISLATIVA,,,7,7,"0,00","0,00","0,00","40.747,55"
2012,Julho,7,DIVISAO DE APOIO AS COMISSOES,,,4,4,"0,00","0,00","0,00","32.215,62"
2012,Julho,7,DIVISAO DE CADASTRO E PAG. DE PESSOAL,,,4,4,"0,00","0,00","0,00","23.484,03"
2012,Julho,7,DIVISAO DE DESENV. DE REC. HUMANOS,,,6,6,"0,00","0,00","0,00","37.335,69"
2012,Julho,7,DIVISAO DE INFORM. E DOC. LEGISLATIVA,,,4,4,"0,00","0,00","0,00","26.106,83"
2012,Julho,7,DIVISAO DE MATERIAL E PATRIMONIO,,,4,4,"0,00","0,00","0,00","23.256,94"
2012,Julho,7,DIVISAO DE ORCAM. FINAN. E CONTABILIDADE,,,5,5,"0,00","0,00","0,00","30.001,00"
2012,Julho,7,DIVISAO DE SEGURIDADE SOCIAL,,,5,5,"0,00","0,00","0,00","35.480,28"
2012,Julho,7,DIVISAO DE SERVICOS GERAIS,,,9,9,"0,00","0,00","0,00","44.015,10"
2012,Julho,7,DIVISAO DE TAQUIGRAFIA E AP.AO PLENARIO,,,5,5,"0,00","0,00","0,00","26.343,69"
2012,Julho,7,ESCOLA DO LEGISLATIVO,,,10,10,"0,00","0,00","0,00","55.359,81"
2012,Julho,7,FASCAL,,,37,37,"0,00","0,00","0,00","265.212,04"
2012,Julho,7,FUNDACAO BIBLIOTECA NACIONAL,,,1,1,"0,00","0,00","0,00","8.406,72"
2012,Julho,7,GAB. BLOCO PMDB/PSL/PTC/PSC/PT do B,,,45,45,"0,00","0,00","0,00","103.589,91"
2012,Julho,7,GAB. BLOCO PT E PRB,,,36,36,"0,00","0,00","0,00","104.861,98"
2012,Julho,7,GAB. BLOCO RENOVACAO DEMOCRATICA POPULAR,,,28,28,"0,00","0,00","0,00","77.605,84"
2012,Julho,7,GAB. DEP.  PROF. ISRAEL BATISTA,,,25,25,"0,00","0,00","0,00","105.761,95"
2012,Julho,7,GAB. DEP. AGACIEL MAIA,,,25,25,"0,00","0,00","0,00","111.732,31"
2012,Julho,7,GAB. DEP. ARLETE SAMPAIO,,,25,25,"0,00","0,00","0,00","127.432,74"
2012,Julho,7,GAB. DEP. CELINA LEAO,,,26,26,"0,00","0,00","0,00","120.513,30"
2012,Julho,7,GAB. DEP. CHICO LEITE,,,23,23,"0,00","0,00","0,00","118.143,26"
2012,Julho,7,GAB. DEP. CHICO VIGILANTE,,,22,22,"0,00","0,00","0,00","86.806,67"
2012,Julho,7,GAB. DEP. DR. MICHEL,,,21,21,"0,00","0,00","0,00","87.314,25"
2012,Julho,7,GAB. DEP. ELIANA PEDROSA,,,28,28,"0,00","0,00","0,00","126.304,90"
2012,Julho,7,GAB. DEP. EVANDRO GARLA,,,24,24,"0,00","0,00","0,00","105.733,10"
2012,Julho,7,GAB. DEP. JOE VALLE,,,25,25,"0,00","0,00","0,00","100.918,86"
2012,Julho,7,GAB. DEP. LILIANE RORIZ,,,23,23,"0,00","0,00","0,00","111.845,35"
2012,Julho,7,GAB. DEP. LUZIA DE PAULA,,,28,28,"0,00","0,00","0,00","137.095,41"
2012,Julho,7,GAB. DEP. OLAIR FRANCISCO,,,26,26,"0,00","0,00","0,00","112.916,69"
2012,Julho,7,GAB. DEP. RAAD MASSOUH,,,2,2,"0,00","0,00","0,00","16.856,67"
2012,Julho,7,GAB. DEP. ROBERIO NEGREIROS,,,22,22,"0,00","0,00","0,00","93.860,78"
2012,Julho,7,GAB. DEP. RONEY NEMER,,,26,26,"0,00","0,00","0,00","126.840,42"
2012,Julho,7,GAB. DEP. SIQUEIRA CAMPOS,,,28,28,"0,00","0,00","0,00","126.860,21"
2012,Julho,7,GAB. DEP. WASHINGTON MESQUITA,,,26,26,"0,00","0,00","0,00","117.271,27"
2012,Julho,7,GAB. DEP. WASNY DE ROURE,,,26,26,"0,00","0,00","0,00","107.721,17"
2012,Julho,7,GAB. DEP. WELLINGTON LUIZ,,,1,1,"0,00","0,00","0,00","0,00"
2012,Julho,7,GAB. LIDERANCA DO PSD,,,32,32,"0,00","0,00","0,00","70.544,86"
2012,Julho,7,GAB.DEP. PATRICIO,,,18,18,"0,00","0,00","0,00","83.302,28"
2012,Julho,7,GAB.DEP.ALIRIO NETO,,,1,1,"0,00","0,00","0,00","14.716,86"
2012,Julho,7,GAB.DEP.AYLTON GOMES,,,28,28,"0,00","0,00","0,00","123.860,37"
2012,Julho,7,GAB.DEP.BENEDITO DOMINGOS,,,28,28,"0,00","0,00","0,00","127.372,35"
2012,Julho,7,GAB.DEP.CLAUDIO ABRANTES,,,27,27,"0,00","0,00","0,00","122.354,64"
2012,Julho,7,GAB.DEP.CRISTIANO ARAUJO,,,24,24,"0,00","0,00","0,00","113.194,17"
2012,Julho,7,GAB.DEP.PAULO RORIZ,,,30,30,"0,00","0,00","0,00","126.909,79"
2012,Julho,7,GAB.LIDERANCA DO GOVERNO,,,7,7,"0,00","0,00","0,00","34.868,97"
2012,Julho,7,GABINETE DA MESA DIRETORA,,,31,31,"0,00","0,00","0,00","236.016,36"
2012,Julho,7,GABINETE DO PRESIDENTE,,,11,11,"0,00","0,00","0,00","79.307,74"
2012,Julho,7,GABINETE DO PRIMEIRO SECRETARIO,,,7,7,"0,00","0,00","0,00","36.222,07"
2012,Julho,7,GABINETE DO SEGUNDO SECRETARIO,,,7,7,"0,00","0,00","0,00","44.561,66"
2012,Julho,7,GABINETE DO TERCEIRO SECRETARIO,,,10,10,"0,00","0,00","0,00","71.718,18"
2012,Julho,7,GABINETE DO VICE-PRESIDENTE,,,7,7,"0,00","0,00","0,00","49.949,58"
2012,Julho,7,GOVERNO DO DISTRITO FEDERAL,,,1,1,"0,00","0,00","0,00","11.674,24"
2012,Julho,7,INATIVOS,,,82,82,"0,00","0,00","0,00","697.115,20"
2012,Julho,7,MINISTERIO DAS COMUNICACOES,,,1,1,"0,00","0,00","0,00","12.505,41"
2012,Julho,7,NUCLEO DE APOIO ADMINISTRATIVO - PRG,,,1,1,"0,00","0,00","0,00","10.255,52"
2012,Julho,7,NUCLEO DE ASSESSORAMENTO A MESA DIRETORA,,,1,1,"0,00","0,00","0,00","14.989,39"
2012,Julho,7,NUCLEO DE PROCESSOS ADMINISTRATIVOS - PRG,,,1,1,"0,00","0,00","0,00","13.838,56"
2012,Julho,7,NUCLEO DE PROCESSOS DE LIC E CONTRATOS,,,1,1,"0,00","0,00","0,00","13.361,31"
2012,Julho,7,NUCLEO DE PROCESSOS JUDICIAIS - PRG,,,1,1,"0,00","0,00","0,00","15.719,52"
2012,Julho,7,OUVIDORIA,,,7,7,"0,00","0,00","0,00","51.677,95"
2012,Julho,7,PENSAO ESPECIAL,,,38,38,"0,00","0,00","0,00","119.578,59"
2012,Julho,7,PROCURADORIA GERAL,,,9,9,"0,00","0,00","0,00","99.757,04"
2012,Julho,7,SECAO DE ADMINISTRACAO DE SISTEMAS,,,10,10,"0,00","0,00","0,00","73.949,83"
2012,Julho,7,SECAO DE APOIO A,,,1,1,"0,00","0,00","0,00","8.346,57"
2012,Julho,7,SECAO DE APOIO A AVALIACAO DE RESULTADOS,,,5,5,"0,00","0,00","0,00","46.455,57"
2012,Julho,7,SECAO DE APOIO A INFORMATIZACAO,,,9,9,"0,00","0,00","0,00","84.730,54"
2012,Julho,7,SECAO DE APOIO ADMINISTRATIVO,,,2,2,"0,00","0,00","0,00","12.403,40"
2012,Julho,7,SECAO DE APOIO AO PLANEJAMENTO,,,2,2,"0,00","0,00","0,00","25.343,82"
2012,Julho,7,SECAO DE ATENDIMENTO E CADASTRO,,,2,2,"0,00","0,00","0,00","12.731,63"
2012,Julho,7,SECAO DE AUDITORIA MEDICA,,,2,2,"0,00","0,00","0,00","18.736,57"
2012,Julho,7,SECAO DE CONTAS A RECEBER,,,2,2,"0,00","0,00","0,00","12.168,35"
2012,Julho,7,SECAO DE DIVULGACAO,,,9,9,"0,00","0,00","0,00","83.111,71"
2012,Julho,7,SECAO DE EDITORACAO,,,19,19,"0,00","0,00","0,00","150.167,31"
2012,Julho,7,SECAO DE ELABORACAO ORCAMENTARIA,,,2,2,"0,00","0,00","0,00","24.768,40"
2012,Julho,7,SECAO DE FATURAMENTO DE PROCESSOS,,,2,2,"0,00","0,00","0,00","17.761,70"
2012,Julho,7,SECAO DE ORCAMENTO FINANCAS E CONTABILIDADE,,,1,1,"0,00","0,00","0,00","24.610,27"
2012,Julho,7,SECAO DE ORGANIZACAO E MET. DE TRABALHO,,,10,10,"0,00","0,00","0,00","86.504,47"
2012,Julho,7,SECAO DE PLAN. E CONTROLE DE SEGURANCA,,,1,1,"0,00","0,00","0,00","11.439,86"
2012,Julho,7,SECAO DE PRODUCAO GRAFICA,,,25,25,"0,00","0,00","0,00","136.422,82"
2012,Julho,7,SECAO DE PROTOCOLO ADMINISTRATIVO,,,2,2,"0,00","0,00","0,00","10.952,38"
2012,Julho,7,SECAO DE RELACOES COM A IMPRENSA,,,3,3,"0,00","0,00","0,00","27.896,79"
2012,Julho,7,SECAO DE RELACOES PUBLICAS,,,2,2,"0,00","0,00","0,00","28.992,98"
2012,Julho,7,SECAO DE SEGURANCA,,,2,2,"0,00","0,00","0,00","23.441,42"
2012,Julho,7,SECAO DE SEGURANCA LEGISLATIVA,,,9,9,"0,00","0,00","0,00","45.767,55"
2012,Julho,7,SECAO DE SEGURANCA PATRIMONIAL,,,16,16,"0,00","0,00","0,00","119.813,56"
2012,Julho,7,"SECRETARIA DE ESTADO DE JUSTICA, DIR HUM E CIDADANIA",,,1,1,"0,00","0,00","0,00","5.345,24"
2012,Julho,7,SECRETARIA DE ESTADO DE PLANEJAMENTO E ORCAMENTO DO DF,,,1,1,"0,00","0,00","0,00","11.715,94"
2012,Julho,7,SECRETARIA DE ESTADO DE REGULARIZACAO DE CONDOMINIOS DO DF,,,1,1,"0,00","0,00","0,00","3.815,48"
2012,Julho,7,SECRETARIA DE ESTADO DO GOVERNO DO DISTRITO FEDERAL,,,5,5,"0,00","0,00","0,00","55.183,92"
2012,Julho,7,SETOR DE ALMOXARIFADO,,,9,9,"0,00","0,00","0,00","53.448,28"
2012,Julho,7,SETOR DE APOIO AO PLENARIO,,,18,18,"0,00","0,00","0,00","90.198,73"
2012,Julho,7,SETOR DE APOIO AS COMISSOES PERMANENTES,,,9,9,"0,00","0,00","0,00","75.665,81"
2012,Julho,7,SETOR DE APOIO AS COMISSOES TEMPORARIAS,,,3,3,"0,00","0,00","0,00","23.147,98"
2012,Julho,7,SETOR DE ASSISTENCIA A SAUDE,,,28,28,"0,00","0,00","0,00","301.348,91"
2012,Julho,7,SETOR DE ASSISTENCIA SOCIAL,,,3,3,"0,00","0,00","0,00","26.761,10"
2012,Julho,7,SETOR DE AVALIACAO DE DESEMPENHO,,,5,5,"0,00","0,00","0,00","41.559,72"
2012,Julho,7,SETOR DE BENEFICIOS,,,4,4,"0,00","0,00","0,00","42.429,58"
2012,Julho,7,SETOR DE BIBLIOTECA,,,16,16,"0,00","0,00","0,00","138.281,16"
2012,Julho,7,SETOR DE COMPRAS,,,7,7,"0,00","0,00","0,00","64.795,61"
2012,Julho,7,SETOR DE COMUNICACOES ADMINISTRATIVAS,,,15,15,"0,00","0,00","0,00","76.205,12"
2012,Julho,7,SETOR DE CONTABILIDADE,,,4,4,"0,00","0,00","0,00","38.878,06"
2012,Julho,7,SETOR DE EXECUCAO ORCAMENTARIA,,,4,4,"0,00","0,00","0,00","34.676,15"
2012,Julho,7,SETOR DE FINANCAS,,,4,4,"0,00","0,00","0,00","34.934,16"
2012,Julho,7,SETOR DE GESTAO DE DOCUMENTOS E ARQUIVOS,,,10,10,"0,00","0,00","0,00","59.358,30"
2012,Julho,7,SETOR DE LEGISLACAO DE PESSOAL,,,9,9,"0,00","0,00","0,00","68.178,52"
2012,Julho,7,SETOR DE LOTACAO E MOVIMENT. DE PESSOAL,,,10,10,"0,00","0,00","0,00","54.144,35"
2012,Julho,7,SETOR DE MATERIAL,,,5,5,"0,00","0,00","0,00","32.317,94"
2012,Julho,7,SETOR DE PAGAMENTO DE PESSOAL,,,6,6,"0,00","0,00","0,00","48.618,80"
2012,Julho,7,SETOR DE PATRIMONIO,,,6,6,"0,00","0,00","0,00","45.049,05"
2012,Julho,7,SETOR DE PROTOCOLO LEGISLATIVO,,,6,6,"0,00","0,00","0,00","36.195,47"
2012,Julho,7,SETOR DE RECRUTAMENTO E SELECAO,,,7,7,"0,00","0,00","0,00","47.566,03"
2012,Julho,7,SETOR DE SERVICOS AUXILIARES,,,20,20,"0,00","0,00","0,00","84.575,81"
2012,Julho,7,SETOR DE TAQUIGRAFIA,,,67,67,"0,00","0,00","0,00","614.756,48"
2012,Julho,7,SETOR DE TRAMITACAO ATA E SUMULA,,,13,13,"0,00","0,00","0,00","106.196,21"
2012,Julho,7,SETOR DE TRANSPORTES,,,13,13,"0,00","0,00","0,00","63.270,19"
2012,Julho,7,SINDICAL,,,2,2,"0,00","0,00","0,00","10.687,95"
2012,Julho,7,TERRACAP,,,1,1,"0,00","0,00","0,00","15.402,28"
2012,Julho,7,UNIDADE DE AUDITORIA INTERNA,,,8,8,"0,00","0,00","0,00","92.512,47"
2012,Julho,7,UNIDADE DE CONSTITUICAO E JUSTICA,,,8,8,"0,00","0,00","0,00","117.250,84"
2012,Julho,7,UNIDADE DE CONTROLE EXTERNO,,,7,7,"0,00","0,00","0,00","82.973,57"
2012,Julho,7,UNIDADE DE ECONOMIA E FINANCAS,,,7,7,"0,00","0,00","0,00","89.851,22"
2012,Julho,7,UNIDADE DES. URB. RURAL E MEIO AMBIENTE,,,10,10,"0,00","0,00","0,00","110.512,78"
2012,Julho,7,UNIDADE RED. PARL. E CONS. TEXTOS LEG.,,,5,5,"0,00","0,00","0,00","76.936,62"
2012,Julho,7,"UNIDADE SAUDE, EDC, CULT, DES. CIEN TEC.",,,9,9,"0,00","0,00","0,00","131.662,44"
2012,Julho,7,VICE GOVERNADORIA DO GDF,,,1,1,"0,00","0,00","0,00","8.985,11"
2012,Agosto,8,,,,1,1,"0,00","0,00","0,00","15.027,59"
2012,Agosto,8,ADVOCACIA GERAL DA UNIAO,,,1,1,"0,00","0,00","0,00","13.227,31"
2012,Agosto,8,ASSESSORIA DE PLENARIO E DISTRIBUICAO,,,11,11,"0,00","0,00","0,00","86.479,08"
2012,Agosto,8,ASSESSORIA ESP. DE FISC. E CONTROLE,,,4,4,"0,00","0,00","0,00","32.416,95"
2012,Agosto,8,ASSESSORIA LEGISLATIVA,,,7,7,"0,00","0,00","0,00","40.598,82"
2012,Agosto,8,BLOCO TRABALHISTA DEMOCRÁTICO PROGRESSISTA,,,27,27,"0,00","0,00","0,00","62.847,29"
2012,Agosto,8,BLOCO TRABALHISTA DEMOCRÁTICO PROGRESSISTA E REPUBLICANO,,,2,2,"0,00","0,00","0,00","6.123,06"
2012,Agosto,8,CAESB,,,1,1,"0,00","0,00","0,00","8.997,11"
2012,Agosto,8,CAMARA DOS DEPUTADOS,,,1,1,"0,00","0,00","0,00","11.952,43"
2012,Agosto,8,COMISSAO DE ASSUNTOS FUNDIARIOS,,,3,3,"0,00","0,00","0,00","29.301,69"
2012,Agosto,8,COMISSAO DE ASSUNTOS SOCIAIS,,,4,4,"0,00","0,00","0,00","24.647,39"
2012,Agosto,8,COMISSAO DE CONSTITUICAO E JUSTICA,,,8,8,"0,00","0,00","0,00","55.505,53"
2012,Agosto,8,COMISSAO DE DEFESA DO CONSUMIDOR,,,6,6,"0,00","0,00","0,00","33.176,38"
2012,Agosto,8,"COMISSAO DE DESENV. ECON.SUST.,CIEN.,TEC.M.AMB",,,4,4,"0,00","0,00","0,00","31.101,99"
2012,Agosto,8,COMISSAO DE ECON. ORCAMENTO E FINANCAS,,,4,4,"0,00","0,00","0,00","30.261,58"
2012,Agosto,8,"COMISSAO DE EDUCACAO,SAUDE E CULTURA",,,4,4,"0,00","0,00","0,00","21.794,77"
2012,Agosto,8,COMISSAO DE SEGURANCA,,,4,4,"0,00","0,00","0,00","28.330,49"
2012,Agosto,8,"COMISSAO DEF.DIR.HUM,CID.ETICA E",,,9,9,"0,00","0,00","0,00","79.734,61"
2012,Agosto,8,COMISSAO DOS ANAIS,,,4,4,"0,00","0,00","0,00","28.552,07"
2012,Agosto,8,COMISSAO PERM. DE TOMADA DE CONTAS,,,2,2,"0,00","0,00","0,00","20.842,18"
2012,Agosto,8,COMISSAO PERM. DE TOMADA DE CONTAS ESPECIAL E SINDICÂNCIA,,,1,1,"0,00","0,00","0,00","9.546,09"
2012,Agosto,8,COMISSAO PERMANENTE DE LICITACAO,,,9,9,"0,00","0,00","0,00","87.666,01"
2012,Agosto,8,COORDENAD. EDIT. E PROD. GRAFICA,,,5,5,"0,00","0,00","0,00","20.315,40"
2012,Agosto,8,COORDENADORIA  DE PLANEJAMENTO E,,,4,4,"0,00","0,00","0,00","15.829,49"
2012,Agosto,8,COORDENADORIA DE CERIMONIAL,,,9,9,"0,00","0,00","0,00","57.812,51"
2012,Agosto,8,COORDENADORIA DE COMUNICACAO SOCIAL,,,8,8,"0,00","0,00","0,00","47.092,20"
2012,Agosto,8,COORDENADORIA DE MODERNIZACAO E,,,5,5,"0,00","0,00","0,00","45.223,62"
2012,Agosto,8,COORDENADORIA DE MODERNIZACAO E INFORMATICA,,,2,2,"0,00","0,00","0,00","8.014,40"
2012,Agosto,8,COORDENADORIA DE POLICIA LEGISLATIVA,,,52,52,"0,00","0,00","0,00","179.041,37"
2012,Agosto,8,CORREGEDORIA,,,3,3,"0,00","0,00","0,00","15.961,71"
2012,Agosto,8,DIRETORIA DE ADMINISTRACAO E FINANCAS,,,10,10,"0,00","0,00","0,00","65.769,55"
2012,Agosto,8,DIRETORIA DE RECURSOS HUMANOS,,,11,11,"0,00","0,00","0,00","83.487,81"
2012,Agosto,8,DIRETORIA LEGISLATIVA,,,7,7,"0,00","0,00","0,00","31.774,49"
2012,Agosto,8,DIVISAO DE APOIO AS COMISSOES,,,4,4,"0,00","0,00","0,00","28.041,50"
2012,Agosto,8,DIVISAO DE CADASTRO E PAG. DE PESSOAL,,,4,4,"0,00","0,00","0,00","24.135,82"
2012,Agosto,8,DIVISAO DE DESENV. DE REC. HUMANOS,,,6,6,"0,00","0,00","0,00","32.868,64"
2012,Agosto,8,DIVISAO DE INFORM. E DOC. LEGISLATIVA,,,4,4,"0,00","0,00","0,00","16.943,08"
2012,Agosto,8,DIVISAO DE MATERIAL E PATRIMONIO,,,4,4,"0,00","0,00","0,00","23.312,42"
2012,Agosto,8,DIVISAO DE ORCAM. FINAN. E CONTABILIDADE,,,5,5,"0,00","0,00","0,00","21.684,51"
2012,Agosto,8,DIVISAO DE SEGURIDADE SOCIAL,,,5,5,"0,00","0,00","0,00","37.145,42"
2012,Agosto,8,DIVISAO DE SERVICOS GERAIS,,,8,8,"0,00","0,00","0,00","37.968,36"
2012,Agosto,8,DIVISAO DE TAQUIGRAFIA E AP.AO PLENARIO,,,5,5,"0,00","0,00","0,00","26.400,02"
2012,Agosto,8,ESCOLA DO LEGISLATIVO,,,9,9,"0,00","0,00","0,00","58.911,74"
2012,Agosto,8,FASCAL,,,34,34,"0,00","0,00","0,00","240.199,23"
2012,Agosto,8,FUNDAÇÃO BIBLIOTECA NACIONAL,,,1,1,"0,00","0,00","0,00","8.468,17"
2012,Agosto,8,GAB. BLOCO PMDB/PSL/PTC/PSC/PT do B,,,46,46,"0,00","0,00","0,00","97.587,78"
2012,Agosto,8,GAB. BLOCO PT E PRB,,,37,37,"0,00","0,00","0,00","106.185,84"
2012,Agosto,8,GAB. BLOCO RENOVAÇAO DEMOCRATICA POPULAR,,,14,14,"0,00","0,00","0,00","29.316,54"
2012,Agosto,8,GAB. DEP.  PROF. ISRAEL BATISTA,,,25,25,"0,00","0,00","0,00","109.852,22"
2012,Agosto,8,GAB. DEP. AGACIEL MAIA,,,24,24,"0,00","0,00","0,00","86.104,40"
2012,Agosto,8,GAB. DEP. AGACIEL MAIA GAB. DEP. WASNY DE ROURE,,,1,1,"0,00","0,00","0,00","14.779,72"
2012,Agosto,8,GAB. DEP. ARLETE SAMPAIO,,,23,23,"0,00","0,00","0,00","101.816,72"
2012,Agosto,8,GAB. DEP. CELINA LEAO,,,25,25,"0,00","0,00","0,00","111.675,66"
2012,Agosto,8,GAB. DEP. CHICO LEITE,,,21,21,"0,00","0,00","0,00","108.682,73"
2012,Agosto,8,GAB. DEP. CHICO VIGILANTE,,,22,22,"0,00","0,00","0,00","76.309,48"
2012,Agosto,8,GAB. DEP. DR. MICHEL,,,21,21,"0,00","0,00","0,00","90.510,52"
2012,Agosto,8,GAB. DEP. ELIANA PEDROSA,,,26,26,"0,00","0,00","0,00","108.017,27"
2012,Agosto,8,GAB. DEP. EVANDRO GARLA,,,24,24,"0,00","0,00","0,00","103.355,55"
2012,Agosto,8,GAB. DEP. JOE VALLE,,,26,26,"0,00","0,00","0,00","99.787,25"
2012,Agosto,8,GAB. DEP. LILIANE RORIZ,,,23,23,"0,00","0,00","0,00","123.943,70"
2012,Agosto,8,GAB. DEP. LUZIA DE PAULA,,,28,28,"0,00","0,00","0,00","112.660,49"
2012,Agosto,8,GAB. DEP. OLAIR FRANCISCO,,,27,27,"0,00","0,00","0,00","101.519,19"
2012,Agosto,8,GAB. DEP. RAAD MASSOUH,,,2,2,"0,00","0,00","0,00","12.952,84"
2012,Agosto,8,GAB. DEP. ROBERIO NEGREIROS,,,25,25,"0,00","0,00","0,00","105.902,79"
2012,Agosto,8,GAB. DEP. RONEY NEMER,,,26,26,"0,00","0,00","0,00","97.546,14"
2012,Agosto,8,GAB. DEP. SIQUEIRA CAMPOS,,,28,28,"0,00","0,00","0,00","119.458,45"
2012,Agosto,8,GAB. DEP. WASHINGTON MESQUITA,,,26,26,"0,00","0,00","0,00","108.593,10"
2012,Agosto,8,GAB. DEP. WASNY DE ROURE,,,24,24,"0,00","0,00","0,00","85.688,41"
2012,Agosto,8,GAB. LIDERANCA DO PSD,,,32,32,"0,00","0,00","0,00","68.040,21"
2012,Agosto,8,GAB. LIDERANÇA PARTIDO ECOLOGICO NACIONAL,,,13,13,"0,00","0,00","0,00","34.525,36"
2012,Agosto,8,GAB.DEP. PATRICIO,,,17,17,"0,00","0,00","0,00","83.390,86"
2012,Agosto,8,GAB.DEP.ALIRIO NETO,,,1,1,"0,00","0,00","0,00","14.876,74"
2012,Agosto,8,GAB.DEP.AYLTON GOMES,,,28,28,"0,00","0,00","0,00","114.212,28"
2012,Agosto,8,GAB.DEP.BENEDITO DOMINGOS,,,28,28,"0,00","0,00","0,00","103.463,25"
2012,Agosto,8,GAB.DEP.CLAUDIO ABRANTES,,,26,26,"0,00","0,00","0,00","110.606,29"
2012,Agosto,8,GAB.DEP.CRISTIANO ARAUJO,,,21,21,"0,00","0,00","0,00","91.119,34"
2012,Agosto,8,GAB.DEP.PAULO RORIZ,,,25,25,"0,00","0,00","0,00","97.730,54"
2012,Agosto,8,GAB.LIDERANCA DO GOVERNO,,,6,6,"0,00","0,00","0,00","51.607,32"
2012,Agosto,8,GABINETE DA MESA DIRETORA,,,31,31,"0,00","0,00","0,00","239.625,70"
2012,Agosto,8,GABINETE DO PRESIDENTE,,,11,11,"0,00","0,00","0,00","79.785,25"
2012,Agosto,8,GABINETE DO PRIMEIRO SECRETARIO,,,6,6,"0,00","0,00","0,00","45.809,62"
2012,Agosto,8,GABINETE DO SEGUNDO SECRETARIO,,,7,7,"0,00","0,00","0,00","41.813,23"
2012,Agosto,8,GABINETE DO TERCEIRO SECRETARIO,,,11,11,"0,00","0,00","0,00","93.868,70"
