ano,mes,mes_numero,lotacao,lotacao_codigo,tipo_lotacao,linhas,matriculas_distintas,creditos,descontos,auxilios,liquido
2021,Dezembro,12,SECAO DE EDITORACAO,21181,ESTRUTURA,5,2,"125.023,66","'-61.059,80","0,00","63.963,86"
2021,Dezembro,12,SECAO DE FATURAMENTO DE PROCESSOS,22304,ESTRUTURA,4,1,"61.661,04","'-39.187,69","2.336,12","24.809,47"
2021,Dezembro,12,SECAO DE INFRAESTRUTURA DE TECNOLOGIA DA INFORMAÇÃO,22203,ESTRUTURA,46,14,"823.582,37","'-555.042,17","19.358,20","287.898,40"
2021,Dezembro,12,SECAO DE ORCAMENTO FINANCAS E CONTABILIDADE,22306,ESTRUTURA,13,4,"197.734,10","'-118.631,49","6.206,36","85.308,97"
2021,Dezembro,12,SECAO DE PLAN. E CONTROLE DE SEGURANCA,21123,ESTRUTURA,6,2,"119.164,12","'-80.967,36","2.782,56","40.979,32"
2021,Dezembro,12,SECAO DE PLANEJAMENTO E AVALIACAO ORCAMENTARIA,24604,ESTRUTURA,7,2,"84.652,34","'-56.054,98","2.842,40","31.439,76"
2021,Dezembro,12,SECAO DE PROTOCOLO ADMINISTRATIVO,22307,ESTRUTURA,6,2,"88.213,22","'-59.477,19","3.727,40","32.463,43"
2021,Dezembro,12,SECAO DE SEGURANCA LEGISLATIVA,21122,ESTRUTURA,23,7,"413.279,70","'-233.238,30","14.343,48","194.384,88"
2021,Dezembro,12,SECAO DE SEGURANCA PATRIMONIAL,21121,ESTRUTURA,54,17,"1.027.978,15","'-644.258,51","25.980,00","409.699,64"
2021,Dezembro,12,SECRETARIA LEGISLATIVA,21300,ESTRUTURA,27,9,"325.723,58","'-192.598,39","13.765,56","146.890,75"
2021,Dezembro,12,SENADO FEDERAL,81202,CEDIDO,3,1,"69.154,55","'-42.563,57","2.276,28","28.867,26"
2021,Dezembro,12,SETOR DE ALMOXARIFADO,24223,ESTRUTURA,15,5,"188.693,19","'-124.075,34","7.961,08","72.578,93"
2021,Dezembro,12,SETOR DE APOIO AO PLENARIO,25222,ESTRUTURA,46,14,"481.078,41","'-271.333,68","24.150,12","233.894,85"
2021,Dezembro,12,SETOR DE APOIO AS COMISSOES PERMANENTES,25231,ESTRUTURA,22,6,"338.509,71","'-165.341,65","9.412,20","182.580,26"
2021,Dezembro,12,SETOR DE APOIO AS COMISSOES TEMPORARIAS,25232,ESTRUTURA,15,5,"205.949,50","'-108.186,47","7.076,08","104.839,11"
2021,Dezembro,12,SETOR DE ASSISTENCIA A SAUDE,23232,ESTRUTURA,69,22,"1.225.372,08","'-701.670,55","34.930,44","558.631,97"
2021,Dezembro,12,SETOR DE ASSISTENCIA SOCIAL,23233,ESTRUTURA,10,3,"201.837,09","'-134.276,50","4.233,68","71.794,27"
2021,Dezembro,12,SETOR DE AVALIACAO DE DESEMPENHO,23212,ESTRUTURA,20,6,"283.978,47","'-157.774,20","10.357,04","136.561,31"
2021,Dezembro,12,SETOR DE BENEFICIOS,23231,ESTRUTURA,12,3,"137.745,34","'-87.765,84","5.238,36","55.217,86"
2021,Dezembro,12,SETOR DE BIBLIOTECA,25215,ESTRUTURA,30,9,"487.399,35","'-291.988,71","13.765,56","209.176,20"
2021,Dezembro,12,SETOR DE COMUNICACOES ADMINISTRATIVAS,24231,ESTRUTURA,27,9,"349.031,03","'-209.477,04","12.194,76","151.748,75"
2021,Dezembro,12,SETOR DE CONTABILIDADE,24212,ESTRUTURA,16,5,"252.315,06","'-156.809,64","7.135,92","102.641,34"
2021,Dezembro,12,SETOR DE EXECUCAO ORCAMENTARIA,24213,ESTRUTURA,13,4,"157.254,49","'-81.563,78","4.293,52","79.984,23"
2021,Dezembro,12,SETOR DE FINANCAS,24211,ESTRUTURA,13,4,"205.708,41","'-131.530,45","7.394,96","81.572,92"
2021,Dezembro,12,SETOR DE GESTÃO DE DOCUMENTOS E ARQUIVOS,25214,ESTRUTURA,18,6,"265.578,34","'-172.636,70","7.901,24","100.842,88"
2021,Dezembro,12,SETOR DE LEGISLACAO DE PESSOAL,23221,ESTRUTURA,29,9,"519.814,68","'-333.348,30","14.471,04","200.937,42"
2021,Dezembro,12,SETOR DE LOTACAO E MOVIMENT. DE PESSOAL,23223,ESTRUTURA,32,10,"407.010,97","'-263.397,64","14.331,68","157.945,01"
2021,Dezembro,12,SETOR DE PAGAMENTO DE PESSOAL,23222,ESTRUTURA,23,8,"200.282,02","'-117.557,52","12.016,96","94.741,46"
2021,Dezembro,12,SETOR DE PATRIMONIO,24222,ESTRUTURA,17,5,"310.221,68","'-180.517,76","7.454,80","137.158,72"
2021,Dezembro,12,SETOR DE PROTOCOLO LEGISLATIVO,25211,ESTRUTURA,10,3,"126.842,90","'-81.623,49","4.173,84","49.393,25"
2021,Dezembro,12,SETOR DE RECRUTAMENTO E SELECAO,23213,ESTRUTURA,23,8,"257.492,03","'-148.709,53","11.748,32","120.530,82"
2021,Dezembro,12,SETOR DE SERVICOS AUXILIARES,24233,ESTRUTURA,38,12,"316.958,85","'-204.596,00","21.372,34","133.735,19"
2021,Dezembro,12,SETOR DE TAQUIGRAFIA,25221,ESTRUTURA,140,45,"3.019.338,67","'-1.853.476,39","70.051,36","1.235.913,64"
2021,Dezembro,12,SETOR DE TRAMITACAO ATA E SUMULA,25223,ESTRUTURA,29,9,"504.925,88","'-316.173,73","12.194,76","200.946,91"
2021,Dezembro,12,SETOR DE TRANSPORTES,24232,ESTRUTURA,20,6,"231.056,94","'-156.340,01","8.407,52","83.124,45"
2021,Dezembro,12,SEÇÃO DE ELABORAÇÃO ORÇAMENTARIA,24602,ESTRUTURA,14,4,"318.556,33","'-178.331,80","5.684,80","145.909,33"
2021,Dezembro,12,TERRACAP,82118,CEDIDO,3,1,"92.962,44","'-66.869,63","1.391,28","27.484,09"
2021,Dezembro,12,UNIDADE DE CONSTITUICAO E JUSTICA,25301,ESTRUTURA,31,10,"558.058,79","'-349.191,85","18.227,68","227.094,62"
2021,Dezembro,12,UNIDADE DE ECONOMIA E FINANCAS,25303,ESTRUTURA,35,11,"674.268,81","'-386.663,82","17.966,92","305.571,91"
2021,Dezembro,12,UNIDADE DES. URB. RURAL E MEIO AMBIENTE,25305,ESTRUTURA,23,7,"442.642,91","'-237.523,41","11.786,40","216.905,90"
2021,Dezembro,12,UNIDADE RED. PARL. E CONS. TEXTOS LEG.,25302,ESTRUTURA,10,3,"208.930,81","'-110.720,73","5.178,52","103.388,60"
2021,Dezembro,12,"UNIDADE SAUDE, EDC, CULT, DES. CIEN TEC.",25304,ESTRUTURA,38,12,"782.921,25","'-469.265,50","16.548,12","330.203,87"
2022,Janeiro,1,,,,8,8,"119.243,71","'-33.922,45","0,00","85.321,26"
2022,Janeiro,1,A FORÇA DO TRABALHO,12059,GABINETE,117,30,"245.544,79","'-64.366,56","51.352,83","232.531,06"
2022,Janeiro,1,ASSESSORIA DE GOVERNANCA LEGISLATIVA E GESTAO ESTRATEGICA,28101,ESTRUTURA,13,5,"200.826,87","'-64.731,43","7.016,24","143.111,68"
2022,Janeiro,1,ASSESSORIA LEGISLATIVA,25300,ESTRUTURA,13,5,"145.438,34","'-52.907,65","7.901,24","100.431,93"
2022,Janeiro,1,AUDITORIA INTERNA,28104,ESTRUTURA,18,7,"352.280,28","'-94.236,11","10.983,00","269.027,17"
2022,Janeiro,1,BLOCO BRASÍLIA EM EVOLUÇÃO,12052,GABINETE,153,38,"191.719,82","'-62.936,37","64.030,55","192.814,00"
2022,Janeiro,1,BLOCO DEMOCRACIA E RESISTÊNCIA,12056,GABINETE,100,24,"336.415,70","'-119.983,63","40.093,19","256.525,26"
2022,Janeiro,1,BLOCO DEMOCRÁTICO SOCIAL,12058,GABINETE,110,27,"180.731,86","'-58.302,85","44.140,58","166.569,59"
2022,Janeiro,1,BLOCO DF ACIMA DE TUDO,12053,GABINETE,106,24,"170.440,06","'-51.877,90","46.051,60","164.613,76"
2022,Janeiro,1,BLOCO SUSTENTABILIDADE E TRABALHO,12044,GABINETE,91,22,"117.230,97","'-45.227,10","40.460,54","112.464,41"
2022,Janeiro,1,COMISSAO DE ASSUNTOS FUNDIARIOS,27800,ESTRUTURA,12,3,"131.269,03","'-26.911,73","5.178,52","109.535,82"
2022,Janeiro,1,COMISSAO DE ASSUNTOS SOCIAIS,27300,ESTRUTURA,8,3,"63.924,74","'-21.793,95","5.178,52","47.309,31"
2022,Janeiro,1,COMISSAO DE CONSTITUICAO E JUSTICA,27100,ESTRUTURA,17,6,"202.036,12","'-50.742,13","9.531,88","160.825,87"
2022,Janeiro,1,COMISSAO DE DEFESA DO CONSUMIDOR,27600,ESTRUTURA,18,6,"280.839,42","'-65.469,91","5.744,64","221.114,15"
2022,Janeiro,1,"COMISSAO DE DESENV. ECON.SUST.,CIEN.,TEC.M.AMB E TURISMO",27930,ESTRUTURA,13,5,"120.226,03","'-34.030,16","8.080,76","94.276,63"
2022,Janeiro,1,COMISSAO DE ECON. ORCAMENTO E FINANCAS,27200,ESTRUTURA,15,6,"151.638,01","'-62.209,52","7.255,60","96.684,09"
2022,Janeiro,1,"COMISSAO DE EDUCACAO,SAUDE E CULTURA",27910,ESTRUTURA,14,5,"138.610,41","'-47.153,33","9.289,42","100.746,50"
2022,Janeiro,1,"COMISSAO DE FISCALIZAÇÃO, GOVERNANÇA, TRANSPARENCIA E CONTROLE",27940,ESTRUTURA,13,5,"118.926,51","'-41.994,31","6.569,80","83.502,00"
2022,Janeiro,1,COMISSAO DE SEGURANCA,27920,ESTRUTURA,14,5,"194.755,52","'-49.540,87","7.016,24","152.230,89"
2022,Janeiro,1,"COMISSAO DEF.DIR.HUM,CID.ETICA E DEC. PARLM,",27700,ESTRUTURA,15,5,"267.625,69","'-62.854,40","8.020,92","212.792,21"
2022,Janeiro,1,COMISSAO DOS ANAIS,25240,ESTRUTURA,6,3,"80.110,22","'-29.023,37","4.293,52","55.380,37"
2022,Janeiro,1,COMISSAO PERM. DE TOMADA DE CONTAS ESPECIAL E SINDICÂNCIA,27020,ESTRUTURA,5,2,"113.004,60","'-28.371,46","2.782,56","87.415,70"
2022,Janeiro,1,COMISSAO PERMANENTE DE LICITACAO,21190,ESTRUTURA,23,8,"396.873,80","'-90.621,24","11.309,76","317.562,32"
2022,Janeiro,1,COMISSÃO DE TRANSPORTE E MOBILIDADE URBANA,27950,ESTRUTURA,8,3,"48.374,26","'-16.657,11","6.761,56","38.478,71"
2022,Janeiro,1,COORDENADORIA DE CERIMONIAL,21140,ESTRUTURA,21,9,"233.557,30","'-65.185,57","10.038,16","178.409,89"
2022,Janeiro,1,COORDENADORIA DE CONTRATOS E AQUISIÇÕES,24221,ESTRUTURA,11,4,"91.376,35","'-34.651,26","5.684,80","62.409,89"
2022,Janeiro,1,COORDENADORIA DE MODERNIZACAO E INFORMATICA,22200,ESTRUTURA,28,11,"249.883,50","'-68.595,27","19.282,01","200.570,24"
2022,Janeiro,1,COORDENADORIA DE PLANEJAMENTO E ELABORAÇÃO ORÇAMENTARIA,24600,ESTRUTURA,13,4,"170.805,32","'-37.355,43","5.684,80","139.134,69"
2022,Janeiro,1,COORDENADORIA DE POLICIA LEGISLATIVA,21101,ESTRUTURA,25,11,"217.202,26","'-72.767,18","17.689,52","162.124,60"
2022,Janeiro,1,CORREGEDORIA,28200,ESTRUTURA,11,4,"72.840,41","'-22.295,19","5.804,48","56.349,70"
2022,Janeiro,1,DEP. GAB. RAFAEL PRUDENTE,13139,GABINETE,109,29,"289.582,67","'-107.775,84","46.421,15","228.227,98"
2022,Janeiro,1,DIRETORIA DE ADMINISTRACAO E FINANCAS,24200,ESTRUTURA,29,11,"431.892,26","'-100.493,86","16.101,68","347.500,08"
2022,Janeiro,1,DIRETORIA DE COMUNICACAO SOCIAL,22160,ESTRUTURA,7,3,"51.729,90","'-16.486,05","4.353,36","39.597,21"
2022,Janeiro,1,DIRETORIA DE RECURSOS HUMANOS,23200,ESTRUTURA,33,11,"463.470,40","'-136.665,14","18.055,14","344.860,40"
2022,Janeiro,1,DIRETORIA LEGISLATIVA,25200,ESTRUTURA,36,11,"416.457,81","'-106.169,07","16.548,12","326.836,86"
2022,Janeiro,1,DIVISAO AGENCIA CLDF DE NOTICIAS,22161,ESTRUTURA,6,2,"47.636,52","'-17.546,03","2.842,40","32.932,89"
2022,Janeiro,1,DIVISAO DE APOIO AS COMISSOES,25230,ESTRUTURA,13,4,"138.332,53","'-40.226,08","5.800,54","103.906,99"
2022,Janeiro,1,DIVISAO DE CADASTRO E PAG. DE PESSOAL,23220,ESTRUTURA,13,4,"158.367,86","'-35.945,08","6.063,52","128.486,30"
2022,Janeiro,1,DIVISAO DE DESENV. DE REC. HUMANOS,23210,ESTRUTURA,13,4,"127.513,74","'-31.619,32","5.744,64","101.639,06"
2022,Janeiro,1,DIVISAO DE INFORM. E DOC. LEGISLATIVA,25210,ESTRUTURA,13,4,"169.769,80","'-38.279,56","5.703,94","137.194,18"
2022,Janeiro,1,DIVISAO DE ORCAM. FINAN. E CONTABILIDADE,24210,ESTRUTURA,12,4,"119.041,48","'-39.432,84","5.684,80","85.293,44"
2022,Janeiro,1,DIVISAO DE PUBLICIDADE INSTITUCIONAL,22169,ESTRUTURA,5,2,"41.281,13","'-10.634,11","2.842,40","33.489,42"
2022,Janeiro,1,DIVISAO DE SEGURIDADE SOCIAL,23230,ESTRUTURA,7,2,"41.077,52","'-9.306,35","2.902,24","34.673,41"
2022,Janeiro,1,DIVISAO DE SERVICOS GERAIS,24230,ESTRUTURA,26,9,"208.033,42","'-61.747,02","13.705,72","159.992,12"
2022,Janeiro,1,DIVISAO DE TAQUIGRAFIA E AP.AO PLENARIO,25220,ESTRUTURA,9,4,"53.427,76","'-20.857,33","5.059,68","37.630,11"
2022,Janeiro,1,DIVISAO DE TV E RADIO LEGISLATIVA,22165,ESTRUTURA,4,2,"24.909,21","'-6.338,30","2.842,40","21.413,31"
2022,Janeiro,1,DIVISÃO DE ALMOXARIFADO E PATRIMÔNIO,24220,ESTRUTURA,21,7,"222.508,39","'-73.138,35","9.978,32","159.348,36"
2022,Janeiro,1,ESCOLA DO LEGISLATIVO,26200,ESTRUTURA,21,9,"231.803,37","'-86.658,86","14.710,40","159.854,91"
2022,Janeiro,1,FASCAL,22300,ESTRUTURA,55,21,"792.936,36","'-236.043,79","36.628,36","593.520,93"
2022,Janeiro,1,Fundação de Previdência Complementar dos Servidores do Distrito Federal,85000,CEDIDO,4,1,"71.702,19","'-14.719,26","1.451,12","58.434,05"
2022,Janeiro,1,GAB. DEP. AGACIEL MAIA,13140,GABINETE,122,29,"410.640,16","'-110.756,86","47.982,11","347.865,41"
2022,Janeiro,1,GAB. DEP. ARLETE SAMPAIO,13130,GABINETE,100,29,"303.935,40","'-110.873,51","49.293,00","242.354,89"
2022,Janeiro,1,GAB. DEP. CHICO VIGILANTE,13067,GABINETE,109,28,"234.147,61","'-103.974,64","46.065,00","176.237,97"
2022,Janeiro,1,GAB. DEP. CLAUDIO ABRANTES,13143,GABINETE,112,29,"371.056,33","'-109.498,97","46.280,81","307.838,17"
2022,Janeiro,1,GAB. DEP. DANIEL DONIZET,13144,GABINETE,102,26,"349.366,99","'-115.090,63","46.107,41","280.383,77"
2022,Janeiro,1,GAB. DEP. EDUARDO PEDROSA,13145,GABINETE,108,29,"322.175,55","'-106.049,90","46.869,51","262.995,16"
2022,Janeiro,1,GAB. DEP. FABIO FELIX,13146,GABINETE,99,29,"274.286,42","'-93.099,98","47.470,98","228.657,42"
2022,Janeiro,1,GAB. DEP. GUARDA JANIO,13161,GABINETE,115,30,"435.173,13","'-112.816,55","49.283,17","371.639,75"
2022,Janeiro,1,GAB. DEP. HERMETO,13148,GABINETE,104,29,"269.345,15","'-94.273,32","51.511,99","226.583,82"
2022,Janeiro,1,GAB. DEP. IOLANDO,13149,GABINETE,110,28,"367.002,27","'-119.213,47","42.799,80","290.588,60"
2022,Janeiro,1,GAB. DEP. JAQUELINE SILVA,13158,GABINETE,98,27,"323.362,94","'-111.579,20","48.135,92","259.919,66"
2022,Janeiro,1,GAB. DEP. JORGE VIANA,13151,GABINETE,97,28,"298.836,29","'-108.432,12","48.401,82","238.805,99"
2022,Janeiro,1,GAB. DEP. JOSÉ GOMES,13152,GABINETE,94,26,"288.693,45","'-81.808,33","47.033,83","253.918,95"
2022,Janeiro,1,GAB. DEP. JOÃO CARDOSO,13150,GABINETE,103,29,"248.428,04","'-116.925,94","52.696,90","184.199,00"
2022,Janeiro,1,GAB. DEP. JULIA LUCY,13153,GABINETE,50,18,"190.548,01","'-61.912,54","28.015,17","156.650,64"
2022,Janeiro,1,GAB. DEP. LEANDRO GRASS,13154,GABINETE,104,29,"230.919,59","'-68.190,76","51.718,00","214.446,83"
2022,Janeiro,1,GAB. DEP. MARIA ANTONIA,13162,GABINETE,21,8,"143.244,53","'-38.657,96","12.820,00","117.406,57"
2022,Janeiro,1,GAB. DEP. MARTINS MACHADO,13155,GABINETE,92,22,"265.674,46","'-88.290,54","39.378,05","216.761,97"
2022,Janeiro,1,GAB. DEP. REGINALDO SARDINHA,13156,GABINETE,103,29,"331.060,48","'-97.920,20","51.104,37","284.244,65"
2022,Janeiro,1,GAB. DEP. REGINALDO VERAS,13137,GABINETE,103,29,"392.912,94","'-133.374,27","48.663,55","308.202,22"
2022,Janeiro,1,GAB. DEP. ROBERIO NEGREIROS,13128,GABINETE,101,27,"279.041,63","'-116.331,76","42.696,47","205.406,34"
2022,Janeiro,1,GAB. DEP. RODRIGO DELMASSO,13134,GABINETE,123,30,"349.798,73","'-120.718,83","60.460,82","289.540,72"
2022,Janeiro,1,GAB. DEP. ROOSEVELT VILELA,13141,GABINETE,76,21,"240.265,30","'-87.957,85","34.510,28","186.817,73"
2022,Janeiro,1,GAB. DEP. TELMA RUFINO,13136,GABINETE,2,1,"25.377,65","'-17.846,42","0,00","7.531,23"
2022,Janeiro,1,GAB. DEP. VALDELINO BARCELOS,13157,GABINETE,102,29,"308.719,78","'-101.354,96","51.469,47","258.834,29"
2022,Janeiro,1,GAB. LIDERANCA DO PP,11009,GABINETE,38,8,"37.150,56","'-16.904,04","12.431,85","32.678,37"
2022,Janeiro,1,GAB.LIDERANCA DO GOVERNO,11020,GABINETE,22,7,"40.008,01","'-11.659,34","8.392,83","36.741,50"
2022,Janeiro,1,GABINETE DA MESA DIRETORA,26100,ESTRUTURA,70,21,"621.347,67","'-194.840,61","33.146,40","459.653,46"
2022,Janeiro,1,GABINETE DO PRESIDENTE,21100,ESTRUTURA,34,11,"336.751,20","'-78.196,67","16.607,96","275.162,49"
2022,Janeiro,1,GABINETE DO PRIMEIRO SECRETARIO,23100,ESTRUTURA,24,8,"167.525,35","'-53.899,26","13.259,28","126.885,37"
2022,Janeiro,1,GABINETE DO SEGUNDO SECRETARIO,24100,ESTRUTURA,23,8,"293.121,77","'-72.548,13","13.199,44","233.773,08"
2022,Janeiro,1,GABINETE DO TERCEIRO SECRETARIO,25100,ESTRUTURA,25,8,"195.359,36","'-61.335,92","12.493,96","146.517,40"
2022,Janeiro,1,GABINETE DO VICE-PRESIDENTE,22100,ESTRUTURA,22,7,"208.895,62","'-62.698,65","9.472,04","155.669,01"
2022,Janeiro,1,INATIVOS,29100,INATIVOS,452,386,"9.917.259,94","'-4.175.816,17","65,96","5.741.509,73"
2022,Janeiro,1,NUCLEO DE APOIO ADMINISTRATIVO - PRG,21159,ESTRUTURA,2,1,"15.886,33","'-4.338,74","3.221,12","14.768,71"
2022,Janeiro,1,NUCLEO DE ASSESSORAMENTO A MESA DIRETORA,21158,ESTRUTURA,2,1,"38.287,70","'-19.200,27","1.391,28","20.478,71"
2022,Janeiro,1,NUCLEO DE COMUNICACAO ORGANIZACIONAL,22162,ESTRUTURA,9,3,"124.602,44","'-27.161,16","5.238,36","102.679,64"
2022,Janeiro,1,NUCLEO DE EDITORAÇAO E PRODUÇAO GRAFICA,22172,ESTRUTURA,21,8,"298.477,15","'-84.073,67","12.075,08","226.478,56"
2022,Janeiro,1,NUCLEO DE EXECUCAO DE AUDITORIA,28105,ESTRUTURA,4,1,"83.812,89","'-18.638,74","1.391,28","66.565,43"
2022,Janeiro,1,NUCLEO DE INFORMATIZAÇAO DA LEGISLAÇAO,21301,ESTRUTURA,6,2,"157.096,66","'-36.066,59","3.787,24","124.817,31"
2022,Janeiro,1,NUCLEO DE JORNALISMO E COMUNICACAO INTERATIVA,22164,ESTRUTURA,39,14,"864.381,22","'-211.884,48","22.551,80","675.048,54"
2022,Janeiro,1,NUCLEO DE PLANEJAMENTO E CONTROLE,28103,ESTRUTURA,4,2,"66.700,69","'-26.400,75","2.782,56","43.082,50"
2022,Janeiro,1,NUCLEO DE PLANEJAMENTO E SUPORTE A GESTAO DA AUDITORIA INTERNA,28106,ESTRUTURA,2,1,"33.557,11","'-11.968,47","1.451,12","23.039,76"
2022,Janeiro,1,NUCLEO DE PROCESSOS ADMINISTRATIVOS - PRG,21157,ESTRUTURA,2,1,"38.227,83","'-15.181,67","1.451,12","24.497,28"
2022,Janeiro,1,NUCLEO DE PROCESSOS DE LIC E CONTRATOS,21156,ESTRUTURA,2,1,"44.741,71","'-26.439,76","1.451,12","19.753,07"
2022,Janeiro,1,NUCLEO DE PROCESSOS JUDICIAIS - PRG,21155,ESTRUTURA,2,1,"38.227,83","'-16.218,35","1.451,12","23.460,60"
2022,Janeiro,1,NUCLEO DE PRODUCAO,22167,ESTRUTURA,9,4,"79.229,22","'-26.191,84","6.689,48","59.726,86"
2022,Janeiro,1,NUCLEO DE PROGRAMACAO,22166,ESTRUTURA,7,3,"61.860,19","'-19.592,31","4.353,36","46.621,24"
2022,Janeiro,1,NUCLEO DE PROJETOS ESTRATEGICOS,28102,ESTRUTURA,4,2,"57.652,92","'-25.421,37","3.727,40","35.958,95"
2022,Janeiro,1,NUCLEO DE PUBLICIDADE INSTITUCIONAL E DE UTILIDADE PUBLICA,22170,ESTRUTURA,7,3,"85.037,20","'-23.046,05","6.123,36","68.114,51"
2022,Janeiro,1,NUCLEO DE PUBLICIDADE LEGAL,22171,ESTRUTURA,18,7,"285.307,58","'-85.237,44","9.978,32","210.048,46"
2022,Janeiro,1,NUCLEO DE REDACAO E RELACOES COM A IMPRENSA,22163,ESTRUTURA,8,3,"209.268,80","'-52.946,09","4.293,52","160.616,23"
2022,Janeiro,1,NUCLEO TECNICO-OPERACIONAL,22168,ESTRUTURA,4,2,"29.147,79","'-13.670,66","3.787,24","19.264,37"
2022,Janeiro,1,NÚCLEO DE AQUISIÇÕES,24225,ESTRUTURA,6,2,"67.673,85","'-18.534,76","2.782,56","51.921,65"
2022,Janeiro,1,NÚCLEO DE CONTRATOS,24226,ESTRUTURA,4,1,"55.056,41","'-12.167,79","1.391,28","44.279,90"
2022,Janeiro,1,OUVIDORIA,21134,ESTRUTURA,17,7,"180.420,38","'-71.400,94","9.918,48","118.937,92"
2022,Janeiro,1,PENSAO ESPECIAL,29300,PENSAO ESPECIAL,39,39,"390.420,76","'-132.822,74","0,00","257.598,02"
2022,Janeiro,1,PROCURADORIA ESPECIAL DA MULHER,28400,ESTRUTURA,9,3,"89.293,71","'-26.260,91","4.293,52","67.326,32"
2022,Janeiro,1,PROCURADORIA GERAL,21150,ESTRUTURA,24,9,"302.970,46","'-130.579,57","14.024,28","186.415,17"
2022,Janeiro,1,SECAO DE ADMINISTRACAO DE SISTEMAS,22202,ESTRUTURA,25,9,"477.225,64","'-120.309,45","14.590,72","371.506,91"
2022,Janeiro,1,SECAO DE APOIO ADMINISTRATIVO,22301,ESTRUTURA,7,2,"105.108,79","'-23.885,73","2.902,24","84.125,30"
2022,Janeiro,1,SECAO DE ATENDIMENTO E CADASTRO,22302,ESTRUTURA,3,1,"14.774,97","'-4.365,32","1.451,12","11.860,77"
2022,Janeiro,1,SECAO DE ATENDIMENTO E CULTURA DIGITAL,22201,ESTRUTURA,11,5,"239.025,63","'-92.867,19","7.076,08","153.234,52"
2022,Janeiro,1,SECAO DE AUDITORIA MEDICA,22303,ESTRUTURA,7,3,"81.646,70","'-31.813,76","2.842,40","52.675,34"
2022,Janeiro,1,SECAO DE CONTAS A RECEBER,22305,ESTRUTURA,13,3,"167.003,31","'-34.801,21","5.238,36","137.440,46"
2022,Janeiro,1,SECAO DE EDITORACAO,21181,ESTRUTURA,3,2,"63.267,34","'-23.272,67","0,00","39.994,67"
2022,Janeiro,1,SECAO DE FATURAMENTO DE PROCESSOS,22304,ESTRUTURA,4,1,"98.834,91","'-19.034,42","2.336,12","82.136,61"
2022,Janeiro,1,SECAO DE INFRAESTRUTURA DE TECNOLOGIA DA INFORMAÇÃO,22203,ESTRUTURA,36,14,"702.642,71","'-248.840,55","18.764,56","472.566,72"
2022,Janeiro,1,SECAO DE ORCAMENTO FINANCAS E CONTABILIDADE,22306,ESTRUTURA,10,4,"163.063,81","'-56.157,00","5.744,64","112.651,45"
2022,Janeiro,1,SECAO DE PLAN. E CONTROLE DE SEGURANCA,21123,ESTRUTURA,6,2,"124.940,47","'-34.432,17","2.782,56","93.290,86"
2022,Janeiro,1,SECAO DE PLANEJAMENTO E AVALIACAO ORCAMENTARIA,24604,ESTRUTURA,7,2,"88.286,05","'-24.725,77","2.842,40","66.402,68"
2022,Janeiro,1,SECAO DE PROTOCOLO ADMINISTRATIVO,22307,ESTRUTURA,5,2,"45.423,55","'-22.126,13","3.727,40","27.024,82"
2022,Janeiro,1,SECAO DE SEGURANCA LEGISLATIVA,21122,ESTRUTURA,17,7,"365.119,94","'-102.884,46","14.343,48","276.578,96"
2022,Janeiro,1,SECAO DE SEGURANCA PATRIMONIAL,21121,ESTRUTURA,53,17,"1.127.493,74","'-289.245,16","25.980,00","864.228,58"
2022,Janeiro,1,SECRETARIA LEGISLATIVA,21300,ESTRUTURA,27,9,"287.945,00","'-70.932,21","13.765,56","230.778,35"
2022,Janeiro,1,SENADO FEDERAL,81202,CEDIDO,2,1,"34.870,93","'-13.280,02","2.276,28","23.867,19"
2022,Janeiro,1,SETOR DE ALMOXARIFADO,24223,ESTRUTURA,13,5,"171.419,98","'-47.461,32","7.961,08","131.919,74"
2022,Janeiro,1,SETOR DE APOIO AO PLENARIO,25222,ESTRUTURA,34,14,"354.051,70","'-109.795,67","23.556,48","267.812,51"
2022,Janeiro,1,SETOR DE APOIO AS COMISSOES PERMANENTES,25231,ESTRUTURA,10,5,"138.992,79","'-65.892,60","7.076,08","80.176,27"
2022,Janeiro,1,SETOR DE APOIO AS COMISSOES TEMPORARIAS,25232,ESTRUTURA,6,3,"85.489,35","'-28.423,45","4.293,52","61.359,42"
2022,Janeiro,1,SETOR DE ASSISTENCIA A SAUDE,23232,ESTRUTURA,49,22,"807.471,39","'-267.669,50","33.347,40","573.149,29"
2022,Janeiro,1,SETOR DE ASSISTENCIA SOCIAL,23233,ESTRUTURA,8,3,"191.633,45","'-61.847,39","4.233,68","134.019,74"
2022,Janeiro,1,SETOR DE AVALIACAO DE DESEMPENHO,23212,ESTRUTURA,18,6,"310.080,03","'-74.447,00","10.357,04","245.990,07"
2022,Janeiro,1,SETOR DE BENEFICIOS,23231,ESTRUTURA,10,3,"137.748,85","'-38.430,61","5.238,36","104.556,60"
2022,Janeiro,1,SETOR DE BIBLIOTECA,25215,ESTRUTURA,22,8,"348.006,38","'-103.804,62","12.314,44","256.516,20"
2022,Janeiro,1,SETOR DE COMUNICACOES ADMINISTRATIVAS,24231,ESTRUTURA,22,9,"256.317,87","'-79.601,70","12.194,76","188.910,93"
2022,Janeiro,1,SETOR DE CONTABILIDADE,24212,ESTRUTURA,13,5,"184.651,99","'-55.574,44","7.135,92","136.213,47"
