ano,sigla,numero,autor,tipo_autor,registros_na_fonte,id_proposicao,as_of
2023,IND,823,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11767,2026-09-01
2023,IND,824,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11776,2026-09-01
2023,IND,825,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11766,2026-09-01
2023,IND,826,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11763,2026-09-01
2023,IND,827,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11779,2026-09-01
2023,IND,828,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11780,2026-09-01
2023,IND,829,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11781,2026-09-01
2023,IND,830,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11791,2026-09-01
2023,IND,831,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11800,2026-09-01
2023,IND,832,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11759,2026-09-01
2023,IND,833,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11715,2026-09-01
2023,IND,834,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11713,2026-09-01
2023,IND,835,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11714,2026-09-01
2023,IND,836,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11711,2026-09-01
2023,IND,837,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11765,2026-09-01
2023,IND,838,Deputado Joaquim Roriz Neto,PARLAMENTAR,2,11761,2026-09-01
2023,IND,839,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11777,2026-09-01
2023,IND,840,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11782,2026-09-01
2023,IND,841,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11783,2026-09-01
2023,IND,842,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11784,2026-09-01
2023,IND,843,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11842,2026-09-01
2023,IND,844,Deputado Wellington Luiz,PARLAMENTAR,3,11833,2026-09-01
2023,IND,845,Deputado Wellington Luiz,PARLAMENTAR,1,11816,2026-09-01
2023,IND,846,Deputado Wellington Luiz,PARLAMENTAR,3,11839,2026-09-01
2023,IND,847,Deputado Wellington Luiz,PARLAMENTAR,2,11829,2026-09-01
2023,IND,848,Deputada Jaqueline Silva,PARLAMENTAR,1,11817,2026-09-01
2023,IND,849,Deputada Jaqueline Silva,PARLAMENTAR,1,11827,2026-09-01
2023,IND,850,Deputada Jaqueline Silva,PARLAMENTAR,1,11831,2026-09-01
2023,IND,851,Deputada Jaqueline Silva,PARLAMENTAR,1,11835,2026-09-01
2023,IND,852,Deputada Jaqueline Silva,PARLAMENTAR,1,11838,2026-09-01
2023,IND,853,Deputada Jaqueline Silva,PARLAMENTAR,1,11840,2026-09-01
2023,IND,854,Deputada Jaqueline Silva,PARLAMENTAR,1,11913,2026-09-01
2023,IND,855,Deputada Jaqueline Silva,PARLAMENTAR,1,11843,2026-09-01
2023,IND,856,Deputada Jaqueline Silva,PARLAMENTAR,1,11844,2026-09-01
2023,IND,857,Deputada Jaqueline Silva,PARLAMENTAR,1,11845,2026-09-01
2023,IND,858,Deputada Jaqueline Silva,PARLAMENTAR,1,11812,2026-09-01
2023,IND,859,Deputado Jorge Vianna,PARLAMENTAR,1,11735,2026-09-01
2023,IND,860,Deputada Doutora Jane,PARLAMENTAR,1,11920,2026-09-01
2023,IND,861,Deputado Hermeto,PARLAMENTAR,1,11870,2026-09-01
2023,IND,862,Deputado Hermeto,PARLAMENTAR,1,11865,2026-09-01
2023,IND,863,Deputado Hermeto,PARLAMENTAR,1,11861,2026-09-01
2023,IND,864,Deputado Hermeto,PARLAMENTAR,1,11856,2026-09-01
2023,IND,865,Deputado Hermeto,PARLAMENTAR,1,11854,2026-09-01
2023,IND,866,Deputado Hermeto,PARLAMENTAR,1,11853,2026-09-01
2023,IND,867,Deputado Hermeto,PARLAMENTAR,1,11851,2026-09-01
2023,IND,868,Deputado Hermeto,PARLAMENTAR,1,11847,2026-09-01
2023,IND,869,Deputado Hermeto,PARLAMENTAR,1,11855,2026-09-01
2023,IND,870,Deputada Jaqueline Silva,PARLAMENTAR,1,11923,2026-09-01
2023,IND,871,Deputada Jaqueline Silva,PARLAMENTAR,1,11924,2026-09-01
2023,IND,872,Deputada Jaqueline Silva,PARLAMENTAR,1,11925,2026-09-01
2023,IND,873,Deputada Jaqueline Silva,PARLAMENTAR,1,11926,2026-09-01
2023,IND,874,Deputado Gabriel Magno,PARLAMENTAR,1,11932,2026-09-01
2023,IND,875,Deputado Gabriel Magno,PARLAMENTAR,1,11935,2026-09-01
2023,IND,876,Deputado Wellington Luiz,PARLAMENTAR,7,11909,2026-09-01
2023,IND,877,Deputado Fábio Felix,PARLAMENTAR,1,11922,2026-09-01
2023,IND,878,Deputado Gabriel Magno,PARLAMENTAR,1,11737,2026-09-01
2023,IND,879,Deputado Gabriel Magno,PARLAMENTAR,1,11738,2026-09-01
2023,IND,880,Deputado Gabriel Magno,PARLAMENTAR,1,11739,2026-09-01
2023,IND,881,Deputado Gabriel Magno,PARLAMENTAR,1,11741,2026-09-01
2023,IND,882,Deputado Gabriel Magno,PARLAMENTAR,1,11742,2026-09-01
2023,IND,883,Deputado Gabriel Magno,PARLAMENTAR,1,11745,2026-09-01
2023,IND,884,Deputado Gabriel Magno,PARLAMENTAR,1,11798,2026-09-01
2023,IND,885,Deputado Gabriel Magno,PARLAMENTAR,1,11803,2026-09-01
2023,IND,886,Deputado Gabriel Magno,PARLAMENTAR,1,11849,2026-09-01
2023,IND,887,Deputado Gabriel Magno,PARLAMENTAR,1,11876,2026-09-01
2023,IND,888,Deputado Pepa,PARLAMENTAR,1,11931,2026-09-01
2023,IND,889,Deputado Pepa,PARLAMENTAR,1,11930,2026-09-01
2023,IND,890,Deputado Pepa,PARLAMENTAR,1,11929,2026-09-01
2023,IND,891,Deputado Pepa,PARLAMENTAR,1,11892,2026-09-01
2023,IND,892,Deputado Pepa,PARLAMENTAR,1,11890,2026-09-01
2023,IND,893,Deputado Pepa,PARLAMENTAR,1,11887,2026-09-01
2023,IND,894,Deputado Pepa,PARLAMENTAR,1,11885,2026-09-01
2023,IND,895,Deputado Pepa,PARLAMENTAR,1,11883,2026-09-01
2023,IND,896,Deputado Hermeto,PARLAMENTAR,5,11540,2026-09-01
2023,IND,897,Deputado Hermeto,PARLAMENTAR,1,11447,2026-09-01
2023,IND,898,Deputado Hermeto,PARLAMENTAR,1,11446,2026-09-01
2023,IND,899,Deputado Hermeto,PARLAMENTAR,2,11946,2026-09-01
2023,IND,900,Deputado Wellington Luiz,PARLAMENTAR,3,11911,2026-09-01
2023,IND,901,Deputado Wellington Luiz,PARLAMENTAR,2,11958,2026-09-01
2023,IND,902,Deputado Wellington Luiz,PARLAMENTAR,2,11959,2026-09-01
2023,IND,903,Deputado Wellington Luiz,PARLAMENTAR,1,11956,2026-09-01
2023,IND,904,Deputado Wellington Luiz,PARLAMENTAR,3,11955,2026-09-01
2023,IND,905,Deputado Wellington Luiz,PARLAMENTAR,2,11918,2026-09-01
2023,IND,906,Deputado Wellington Luiz,PARLAMENTAR,2,11954,2026-09-01
2023,IND,907,Deputada Dayse Amarilio,PARLAMENTAR,1,11940,2026-09-01
2023,IND,908,Deputada Dayse Amarilio,PARLAMENTAR,1,11941,2026-09-01
2023,IND,909,Deputada Dayse Amarilio,PARLAMENTAR,2,11950,2026-09-01
2023,IND,910,Deputada Dayse Amarilio,PARLAMENTAR,1,11964,2026-09-01
2023,IND,911,Deputada Dayse Amarilio,PARLAMENTAR,2,11951,2026-09-01
2023,IND,912,Deputada Dayse Amarilio,PARLAMENTAR,1,11965,2026-09-01
2023,IND,913,Deputada Dayse Amarilio,PARLAMENTAR,1,11747,2026-09-01
2023,IND,914,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11947,2026-09-01
2023,IND,915,Deputado Joaquim Roriz Neto,PARLAMENTAR,2,11778,2026-09-01
2023,IND,916,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11975,2026-09-01
2023,IND,917,Deputado Joaquim Roriz Neto,PARLAMENTAR,4,11942,2026-09-01
2023,IND,918,Deputado Joaquim Roriz Neto,PARLAMENTAR,8,11972,2026-09-01
2023,IND,919,Deputado Joaquim Roriz Neto,PARLAMENTAR,2,11903,2026-09-01
2023,IND,920,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11900,2026-09-01
2023,IND,921,Deputado Joaquim Roriz Neto,PARLAMENTAR,2,11901,2026-09-01
2023,IND,922,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11261,2026-09-01
2023,IND,923,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11409,2026-09-01
2023,IND,924,Deputado Joaquim Roriz Neto,PARLAMENTAR,2,11531,2026-09-01
2023,IND,925,Deputado Joaquim Roriz Neto,PARLAMENTAR,5,11552,2026-09-01
2023,IND,926,Deputado Joaquim Roriz Neto,PARLAMENTAR,2,11662,2026-09-01
2023,IND,927,Deputado Joaquim Roriz Neto,PARLAMENTAR,2,11665,2026-09-01
2023,IND,928,Deputado Joaquim Roriz Neto,PARLAMENTAR,3,11722,2026-09-01
2023,IND,929,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11888,2026-09-01
2023,IND,930,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11894,2026-09-01
2023,IND,931,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11895,2026-09-01
2023,IND,932,Deputado Joaquim Roriz Neto,PARLAMENTAR,2,12016,2026-09-01
2023,IND,933,Deputado Joaquim Roriz Neto,PARLAMENTAR,2,12005,2026-09-01
2023,IND,934,Deputado Joaquim Roriz Neto,PARLAMENTAR,7,12003,2026-09-01
2023,IND,935,Deputado Joaquim Roriz Neto,PARLAMENTAR,7,12002,2026-09-01
2023,IND,936,Deputado Joaquim Roriz Neto,PARLAMENTAR,2,11985,2026-09-01
2023,IND,937,Deputado Joaquim Roriz Neto,PARLAMENTAR,3,11982,2026-09-01
2023,IND,938,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11979,2026-09-01
2023,IND,939,Deputado Joaquim Roriz Neto,PARLAMENTAR,3,11977,2026-09-01
2023,IND,940,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11937,2026-09-01
2023,IND,941,Deputado Joaquim Roriz Neto,PARLAMENTAR,3,11907,2026-09-01
2023,IND,942,Deputado Joaquim Roriz Neto,PARLAMENTAR,4,11905,2026-09-01
2023,IND,943,Deputado Joaquim Roriz Neto,PARLAMENTAR,2,11716,2026-09-01
2023,IND,944,Deputado Joaquim Roriz Neto,PARLAMENTAR,3,11710,2026-09-01
2023,IND,945,Deputado Joaquim Roriz Neto,PARLAMENTAR,4,11697,2026-09-01
2023,IND,946,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11681,2026-09-01
2023,IND,947,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11677,2026-09-01
2023,IND,948,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11568,2026-09-01
2023,IND,949,Deputado Joaquim Roriz Neto,PARLAMENTAR,2,11373,2026-09-01
2023,IND,950,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11339,2026-09-01
2023,IND,951,Deputado Joaquim Roriz Neto,PARLAMENTAR,3,11332,2026-09-01
2023,IND,952,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,11319,2026-09-01
2023,IND,953,Deputado Joaquim Roriz Neto,PARLAMENTAR,6,11184,2026-09-01
2023,IND,954,Deputada Jaqueline Silva,PARLAMENTAR,1,11815,2026-09-01
2023,IND,955,Deputada Jaqueline Silva,PARLAMENTAR,1,12046,2026-09-01
2023,IND,956,Deputada Jaqueline Silva,PARLAMENTAR,1,12053,2026-09-01
2023,IND,957,Deputada Dayse Amarilio,PARLAMENTAR,1,12013,2026-09-01
2023,IND,958,Deputada Dayse Amarilio,PARLAMENTAR,1,11990,2026-09-01
2023,IND,959,Deputada Dayse Amarilio,PARLAMENTAR,1,12020,2026-09-01
2023,IND,960,Deputada Dayse Amarilio,PARLAMENTAR,2,12058,2026-09-01
2023,IND,961,Deputada Dayse Amarilio,PARLAMENTAR,1,12025,2026-09-01
2023,IND,962,Deputada Dayse Amarilio,PARLAMENTAR,1,12026,2026-09-01
2023,IND,963,Deputada Dayse Amarilio,PARLAMENTAR,1,12079,2026-09-01
2023,IND,964,Deputado Rogério Morro da Cruz,PARLAMENTAR,1,12007,2026-09-01
2023,IND,965,Deputado Rogério Morro da Cruz,PARLAMENTAR,1,12011,2026-09-01
2023,IND,966,Deputado Rogério Morro da Cruz,PARLAMENTAR,1,12030,2026-09-01
2023,IND,967,Deputado Rogério Morro da Cruz,PARLAMENTAR,1,12088,2026-09-01
2023,IND,968,Deputado Rogério Morro da Cruz,PARLAMENTAR,1,12087,2026-09-01
2023,IND,969,Deputado Rogério Morro da Cruz,PARLAMENTAR,1,12086,2026-09-01
2023,IND,970,Deputado Rogério Morro da Cruz,PARLAMENTAR,1,12084,2026-09-01
2023,IND,971,Deputado Fábio Felix,PARLAMENTAR,1,11473,2026-09-01
2023,IND,972,Deputado Fábio Felix,PARLAMENTAR,1,11996,2026-09-01
2023,IND,973,Deputado Fábio Felix,PARLAMENTAR,1,11994,2026-09-01
2023,IND,974,Deputado Robério Negreiros,PARLAMENTAR,2,12024,2026-09-01
2023,IND,975,Deputado Robério Negreiros,PARLAMENTAR,2,12022,2026-09-01
2023,IND,976,Deputado Robério Negreiros,PARLAMENTAR,1,11971,2026-09-01
2023,IND,977,Deputado Wellington Luiz,PARLAMENTAR,3,11989,2026-09-01
2023,IND,978,Deputado Wellington Luiz,PARLAMENTAR,3,11984,2026-09-01
2023,IND,979,Deputado Wellington Luiz,PARLAMENTAR,2,11978,2026-09-01
2023,IND,980,Deputado Iolando,PARLAMENTAR,1,12045,2026-09-01
2023,IND,981,Deputado Iolando,PARLAMENTAR,1,12068,2026-09-01
2023,IND,982,Deputado Max Maciel,PARLAMENTAR,1,11456,2026-09-01
2023,IND,983,Deputado Max Maciel,PARLAMENTAR,2,12034,2026-09-01
2023,IND,984,Deputado Max Maciel,PARLAMENTAR,1,12035,2026-09-01
2023,IND,985,Deputado Max Maciel,PARLAMENTAR,2,12041,2026-09-01
2023,IND,986,Deputado Max Maciel,PARLAMENTAR,1,12049,2026-09-01
2023,IND,987,Deputada Jaqueline Silva,PARLAMENTAR,1,12099,2026-09-01
2023,IND,988,Deputada Jaqueline Silva,PARLAMENTAR,1,12109,2026-09-01
2023,IND,989,Deputado Wellington Luiz,PARLAMENTAR,3,12108,2026-09-01
2023,IND,990,Deputado Wellington Luiz,PARLAMENTAR,2,12105,2026-09-01
2023,IND,991,Deputado Wellington Luiz,PARLAMENTAR,4,12101,2026-09-01
2023,IND,992,Deputado Wellington Luiz,PARLAMENTAR,4,12096,2026-09-01
2023,IND,993,Deputado Wellington Luiz,PARLAMENTAR,2,12047,2026-09-01
2023,IND,994,Deputado Wellington Luiz,PARLAMENTAR,2,12042,2026-09-01
2023,IND,995,Deputado Iolando,PARLAMENTAR,2,12140,2026-09-01
2023,IND,996,Deputado Roosevelt Vilela,PARLAMENTAR,1,12126,2026-09-01
2023,IND,997,Deputado Rogério Morro da Cruz,PARLAMENTAR,1,12091,2026-09-01
2023,IND,998,Deputado Fábio Felix,PARLAMENTAR,1,11533,2026-09-01
2023,IND,999,Deputada Doutora Jane,PARLAMENTAR,1,11846,2026-09-01
2023,IND,1000,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12090,2026-09-01
2023,IND,1001,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12092,2026-09-01
2023,IND,1002,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12100,2026-09-01
2023,IND,1003,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12103,2026-09-01
2023,IND,1004,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12104,2026-09-01
2023,IND,1005,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12113,2026-09-01
2023,IND,1006,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12116,2026-09-01
2023,IND,1007,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12130,2026-09-01
2023,IND,1008,Deputado Joaquim Roriz Neto,PARLAMENTAR,2,12131,2026-09-01
2023,IND,1009,Deputado Joaquim Roriz Neto,PARLAMENTAR,6,12136,2026-09-01
2023,IND,1010,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12147,2026-09-01
2023,IND,1011,Deputada Jaqueline Silva,PARLAMENTAR,1,12134,2026-09-01
2023,IND,1012,Deputada Jaqueline Silva,PARLAMENTAR,1,12139,2026-09-01
2023,IND,1013,Deputada Jaqueline Silva,PARLAMENTAR,1,12183,2026-09-01
2023,IND,1014,Deputada Jaqueline Silva,PARLAMENTAR,1,12178,2026-09-01
2023,IND,1015,Deputada Jaqueline Silva,PARLAMENTAR,1,12176,2026-09-01
2023,IND,1016,Deputada Jaqueline Silva,PARLAMENTAR,1,12170,2026-09-01
2023,IND,1017,Deputada Jaqueline Silva,PARLAMENTAR,2,12165,2026-09-01
2023,IND,1018,Deputado Robério Negreiros,PARLAMENTAR,1,12179,2026-09-01
2023,IND,1019,Deputado Wellington Luiz,PARLAMENTAR,2,12181,2026-09-01
2023,IND,1020,Deputado Wellington Luiz,PARLAMENTAR,1,12144,2026-09-01
2023,IND,1021,Deputado Wellington Luiz,PARLAMENTAR,3,12184,2026-09-01
2023,IND,1022,Deputado Wellington Luiz,PARLAMENTAR,2,12137,2026-09-01
2023,IND,1023,Deputado Wellington Luiz,PARLAMENTAR,2,12112,2026-09-01
2023,IND,1024,Deputado Wellington Luiz,PARLAMENTAR,3,12186,2026-09-01
2023,IND,1025,Deputado Wellington Luiz,PARLAMENTAR,4,12188,2026-09-01
2023,IND,1026,Deputada Dayse Amarilio,PARLAMENTAR,1,12083,2026-09-01
2023,IND,1026,Deputada Doutora Jane,PARLAMENTAR,1,12083,2026-09-01
2023,IND,1026,Deputada Paula Belmonte,PARLAMENTAR,1,12083,2026-09-01
2023,IND,1026,Deputado Iolando,PARLAMENTAR,1,12083,2026-09-01
2023,IND,1026,Deputado João Cardoso,PARLAMENTAR,1,12083,2026-09-01
2023,IND,1026,Deputado Max Maciel,PARLAMENTAR,1,12083,2026-09-01
2023,IND,1026,Deputado Pastor Daniel de Castro,PARLAMENTAR,1,12083,2026-09-01
2023,IND,1026,Deputado Pepa,PARLAMENTAR,1,12083,2026-09-01
2023,IND,1026,Deputado Rogério Morro da Cruz,PARLAMENTAR,1,12083,2026-09-01
2023,IND,1026,Deputado Wellington Luiz,PARLAMENTAR,1,12083,2026-09-01
2023,IND,1027,Deputado Roosevelt Vilela,PARLAMENTAR,3,12217,2026-09-01
2023,IND,1028,Deputado Roosevelt Vilela,PARLAMENTAR,1,12223,2026-09-01
2023,IND,1029,Deputada Dayse Amarilio,PARLAMENTAR,2,12209,2026-09-01
2023,IND,1030,Deputado Hermeto,PARLAMENTAR,2,12222,2026-09-01
2023,IND,1031,Deputado Hermeto,PARLAMENTAR,1,12234,2026-09-01
2023,IND,1032,Deputado Ricardo Vale,PARLAMENTAR,1,12161,2026-09-01
2023,IND,1033,Deputado Ricardo Vale,PARLAMENTAR,1,12197,2026-09-01
2023,IND,1034,Deputado Ricardo Vale,PARLAMENTAR,1,12198,2026-09-01
2023,IND,1035,Deputado Ricardo Vale,PARLAMENTAR,1,12160,2026-09-01
2023,IND,1036,Deputado Eduardo Pedrosa,PARLAMENTAR,1,12089,2026-09-01
2023,IND,1037,Deputado Wellington Luiz,PARLAMENTAR,3,12215,2026-09-01
2023,IND,1038,Deputado Wellington Luiz,PARLAMENTAR,3,12218,2026-09-01
2023,IND,1039,Deputado Wellington Luiz,PARLAMENTAR,3,12212,2026-09-01
2023,IND,1040,Deputado Wellington Luiz,PARLAMENTAR,3,12219,2026-09-01
2023,IND,1041,Deputado Wellington Luiz,PARLAMENTAR,2,12256,2026-09-01
2023,IND,1042,Deputado Roosevelt Vilela,PARLAMENTAR,1,12228,2026-09-01
2023,IND,1042,Deputado Wellington Luiz,PARLAMENTAR,1,12228,2026-09-01
2023,IND,1043,Deputado Roosevelt Vilela,PARLAMENTAR,1,12230,2026-09-01
2023,IND,1043,Deputado Wellington Luiz,PARLAMENTAR,1,12230,2026-09-01
2023,IND,1044,Deputado Robério Negreiros,PARLAMENTAR,2,12263,2026-09-01
2023,IND,1045,Deputado Wellington Luiz,PARLAMENTAR,2,12270,2026-09-01
2023,IND,1046,Deputado Wellington Luiz,PARLAMENTAR,4,12271,2026-09-01
2023,IND,1047,Deputado Joaquim Roriz Neto,PARLAMENTAR,4,12281,2026-09-01
2023,IND,1048,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12297,2026-09-01
2023,IND,1049,Deputado Joaquim Roriz Neto,PARLAMENTAR,2,12295,2026-09-01
2023,IND,1050,Deputado Joaquim Roriz Neto,PARLAMENTAR,3,12293,2026-09-01
2023,IND,1051,Deputado Joaquim Roriz Neto,PARLAMENTAR,2,12292,2026-09-01
2023,IND,1052,Deputado Joaquim Roriz Neto,PARLAMENTAR,4,12291,2026-09-01
2023,IND,1053,Deputado Joaquim Roriz Neto,PARLAMENTAR,3,12290,2026-09-01
2023,IND,1054,Deputado Joaquim Roriz Neto,PARLAMENTAR,4,12282,2026-09-01
2023,IND,1055,Deputado Joaquim Roriz Neto,PARLAMENTAR,4,12273,2026-09-01
2023,IND,1056,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12269,2026-09-01
2023,IND,1057,Deputado Joaquim Roriz Neto,PARLAMENTAR,3,12268,2026-09-01
2023,IND,1058,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12264,2026-09-01
2023,IND,1059,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12258,2026-09-01
2023,IND,1060,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12254,2026-09-01
2023,IND,1061,Deputado Joaquim Roriz Neto,PARLAMENTAR,3,12253,2026-09-01
2023,IND,1062,Deputado Joaquim Roriz Neto,PARLAMENTAR,4,12202,2026-09-01
2023,IND,1063,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12201,2026-09-01
2023,IND,1064,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12180,2026-09-01
2023,IND,1065,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12175,2026-09-01
2023,IND,1066,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12173,2026-09-01
2023,IND,1067,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12171,2026-09-01
2023,IND,1068,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12169,2026-09-01
2023,IND,1069,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12167,2026-09-01
2023,IND,1070,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12166,2026-09-01
2023,IND,1071,Deputada Dayse Amarilio,PARLAMENTAR,3,12307,2026-09-01
2023,IND,1072,Deputada Dayse Amarilio,PARLAMENTAR,1,12324,2026-09-01
2023,IND,1073,Deputado Iolando,PARLAMENTAR,1,12325,2026-09-01
2023,IND,1074,Deputado Eduardo Pedrosa,PARLAMENTAR,1,12331,2026-09-01
2023,IND,1075,Deputado Eduardo Pedrosa,PARLAMENTAR,1,12352,2026-09-01
2023,IND,1076,Deputado Eduardo Pedrosa,PARLAMENTAR,1,12343,2026-09-01
2023,IND,1077,Deputado Robério Negreiros,PARLAMENTAR,1,12347,2026-09-01
2023,IND,1078,Deputado Pastor Daniel de Castro,PARLAMENTAR,1,12357,2026-09-01
2023,IND,1079,Deputada Doutora Jane,PARLAMENTAR,1,12361,2026-09-01
2023,IND,1080,Deputada Doutora Jane,PARLAMENTAR,1,12366,2026-09-01
2023,IND,1081,Deputado João Cardoso,PARLAMENTAR,1,12353,2026-09-01
2023,IND,1082,Deputada Dayse Amarilio,PARLAMENTAR,1,12382,2026-09-01
2023,IND,1083,Deputada Dayse Amarilio,PARLAMENTAR,2,12381,2026-09-01
2023,IND,1084,Deputado Ricardo Vale,PARLAMENTAR,1,12392,2026-09-01
2023,IND,1085,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12379,2026-09-01
2023,IND,1086,Deputado Rogério Morro da Cruz,PARLAMENTAR,1,12405,2026-09-01
2023,IND,1087,Deputado Daniel Donizet,PARLAMENTAR,1,12422,2026-09-01
2023,IND,1088,Deputado Daniel Donizet,PARLAMENTAR,1,12421,2026-09-01
2023,IND,1089,Deputado Daniel Donizet,PARLAMENTAR,1,12420,2026-09-01
2023,IND,1090,Deputado Daniel Donizet,PARLAMENTAR,1,12419,2026-09-01
2023,IND,1091,Deputado Daniel Donizet,PARLAMENTAR,1,12418,2026-09-01
2023,IND,1092,Deputado Daniel Donizet,PARLAMENTAR,1,12417,2026-09-01
2023,IND,1093,Deputado Daniel Donizet,PARLAMENTAR,1,12416,2026-09-01
2023,IND,1094,Deputado Daniel Donizet,PARLAMENTAR,1,12415,2026-09-01
2023,IND,1095,Deputado Daniel Donizet,PARLAMENTAR,1,12414,2026-09-01
2023,IND,1096,Deputado Daniel Donizet,PARLAMENTAR,1,12413,2026-09-01
2023,IND,1097,Deputado Daniel Donizet,PARLAMENTAR,1,12412,2026-09-01
2023,IND,1098,Deputado Daniel Donizet,PARLAMENTAR,1,12411,2026-09-01
2023,IND,1099,Deputado Daniel Donizet,PARLAMENTAR,1,12410,2026-09-01
2023,IND,1100,Deputado Daniel Donizet,PARLAMENTAR,1,12409,2026-09-01
2023,IND,1101,Deputado Daniel Donizet,PARLAMENTAR,1,12408,2026-09-01
2023,IND,1102,Deputado Joaquim Roriz Neto,PARLAMENTAR,1,12399,2026-09-01
2023,IND,1103,Deputada Doutora Jane,PARLAMENTAR,1,12458,2026-09-01
2023,IND,1104,Deputada Jaqueline Silva,PARLAMENTAR,1,12460,2026-09-01
2023,IND,1105,Deputado Max Maciel,PARLAMENTAR,3,12118,2026-09-01
2023,IND,1106,Deputado Max Maciel,PARLAMENTAR,1,11065,2026-09-01
2023,IND,1107,Deputada Dayse Amarilio,PARLAMENTAR,1,12492,2026-09-01
2023,IND,1108,Deputada Dayse Amarilio,PARLAMENTAR,1,12491,2026-09-01
2023,IND,1109,Deputado Max Maciel,PARLAMENTAR,2,12237,2026-09-01
2023,IND,1110,Deputado Max Maciel,PARLAMENTAR,2,12185,2026-09-01
2023,IND,1111,Deputado Max Maciel,PARLAMENTAR,1,12277,2026-09-01
2023,IND,1112,Deputado Max Maciel,PARLAMENTAR,1,12310,2026-09-01
2023,IND,1113,Deputado João Cardoso,PARLAMENTAR,1,12485,2026-09-01
2023,IND,1114,Deputada Jaqueline Silva,PARLAMENTAR,1,12464,2026-09-01
2023,IND,1115,Deputado Pastor Daniel de Castro,PARLAMENTAR,1,12465,2026-09-01
2023,IND,1116,Deputada Dayse Amarilio,PARLAMENTAR,1,12505,2026-09-01
2023,IND,1117,Deputado Roosevelt Vilela,PARLAMENTAR,1,12380,2026-09-01
2023,IND,1118,Deputado Max Maciel,PARLAMENTAR,1,12535,2026-09-01
2023,IND,1119,Deputado Max Maciel,PARLAMENTAR,2,12247,2026-09-01
2023,IND,1120,Deputado Robério Negreiros,PARLAMENTAR,2,12532,2026-09-01
2023,IND,1121,Deputada Dayse Amarilio,PARLAMENTAR,2,12192,2026-09-01
2023,IND,1122,Deputado João Cardoso,PARLAMENTAR,1,12545,2026-09-01
2023,IND,1123,Deputado Fábio Felix,PARLAMENTAR,1,12213,2026-09-01
