ano,tipoProposicao,numero,siglaNumeroAno,categoria,veredito,emendas_acatadas,emendas_decididas,emendas_registradas,dataLeitura,ementa
2026,Projeto de Lei,2330,PL 2330/2026,aprovada_com_emendas,aprovada,187,187,189,2026-05-21,"Abre crédito adicional à Lei Orçamentária Anual do Distrito Federal, no valor de R$ 69.277.912,00, e dá outras providências."
2026,Projeto de Lei,2345,PL 2345/2026,aprovada_com_emendas,aprovada,14,16,18,2026-05-26,"Altera a Lei nº 6.606, de 28 de maio de 2020, que cria o Fundo Distrital de Desenvolvimento Rural - FDR e dá outras providências ."
2026,Projeto de Lei,2361,PL 2361/2026,pendente,pendente,0,0,1,2026-06-02,"Ratifica os termos do acordo homologado pelo Supremo Tribunal Federal na Ação Cível Originária nº 3755, autoriza o Poder Executivo do Distrito Federal a celebrar operação de crédito com o Fundo Garantidor de Créditos - FGC, prestar contragarantias e dá outras providências."
2026,Projeto de Lei,2363,PL 2363/2026,aprovada_com_emendas,aprovada,7,12,12,2026-06-03,"Altera a Lei nº 7.845, de 10 de março de 2026, que “dispõe sobre as medidas a serem adotadas pelo Distrito Federal, na condição de acionista controlador, para o restabelecimento e fortalecimento das condições econômico-financeiras do Banco de Brasília S.A. – BRB”, ratifica os termos do acordo homologado pelo Supremo Tribunal Federal na Ação Cível Originária nº 3755, autoriza o Poder Executivo do Distrito Federal a celebrar operação de crédito com o Fundo Garantidor de Créditos - FGC, prestar contragarantias e dá outras providências."
2026,Projeto de Lei,2367,PL 2367/2026,pendente,pendente,0,0,17,2026-06-11,"Institui o acolhimento humanizado e atenção integral à população em situação de rua no Distrito Federal, e dá outras providências."
2026,Projeto de Lei,2372,PL 2372/2026,aprovada_com_emendas,aprovada,25,25,26,2026-06-17,"Abre crédito especial à Lei Orçamentária Anual do Distrito Federal, no valor de R$ 27.939.181,00, e dá outras providências."
2026,Projeto de Lei,2375,PL 2375/2026,aprovada_com_emendas,aprovada,1,1,2,2026-06-18,Dispõe sobre a obrigatoriedade de notificação prévia ao consumidor antes do encaminhamento de débitos a protesto cartorário por concessionárias de serviços públicos essenciais no âmbito do Distrito Federal e dá outras providências.
2026,Projeto de Lei,2377,PL 2377/2026,aprovada_com_emendas,aprovada,1,1,1,2026-06-19,Cria a Região Administrativa de 26 de setembro e dá outras providências.
2026,Projeto de Lei,2378,PL 2378/2026,aprovada_com_emendas,aprovada,1,1,1,2026-06-19,Cria a Região Administrativa de Ponte Alta e dá outras providências.
2026,Projeto de Lei,2403,PL 2403/2026,pendente,pendente,0,0,0,2026-07-13,"Altera a Lei nº 1.254, de 8 de novembro de 1996, que dispõe quanto ao Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação - ICMS. "
2026,Projeto de Lei,2420,PL 2420/2026,pendente,pendente,0,0,1,2026-07-22,"Dispõe  sobre  a  definição  da  poligonal,  a recategorização  e  a  alteração  da denominação  do  Parque  Ecológico  e Vivencial  da  Ponte  Alta  do  Gama,  criado pela  Lei  nº  1.202,  de  20  de  setembro  de 1996,  que  passa  a  denominar-se Parque  Distrital  Ponte  Alta  do  Gama,  e dá outras providências. "
2026,Projeto de Lei,2432,PL 2432/2026,pendente,pendente,0,0,5,2026-08-06,"Dispõe sobre infrações e sanções administrativas aplicáveis a atos de vandalismo e depredação praticados contra o patrimônio público no Distrito Federal, e dá outras providências."
2026,Projeto de Lei,2433,PL 2433/2026,pendente,pendente,0,0,42,2026-08-07,"Abre crédito suplementar à Lei Orçamentária Anual do Distrito Federal, no valor de R$ 508.527.000,00."
2026,Projeto de Lei,2434,PL 2434/2026,pendente,pendente,0,0,1,2026-08-11,"Altera a Lei nº 4.751, de 7 de fevereiro de 2012, que dispõe sobre o sistema de ensino e a gestão democrática da educação básica na rede pública de ensino do Distrito Federal.

"
2026,Projeto de Lei Complementar,96,PLC 96/2026,pendente,pendente,0,0,4,2026-01-28,Autoriza a instituição do Fundo Rotativo do Sistema Penitenciário do Distrito Federal.
2026,Projeto de Lei Complementar,98,PLC 98/2026,pendente,pendente,0,0,0,2026-02-10,Dispõe sobre a destinação de área para a implementação do Polo de Cinema e Vídeo do Distrito Federal.
2026,Projeto de Lei Complementar,99,PLC 99/2026,aprovada_com_emendas,aprovada,27,28,35,2026-02-25,"Dispõe sobre o regulamento previdenciário da Polícia Civil do Distrito Federal.
"
2026,Projeto de Lei Complementar,100,PLC 100/2026,aprovada_no_texto_original,aprovada,0,0,8,2026-03-23,"Altera a Lei nº 5.594, de 28 de dezembro de 2015, que ""institui o Fundo da Receita Tributária do Distrito Federal - PRÓ-RECEITA"", e a Lei Complementar nº 981, de 14 de janeiro de 2021, que ""institui o Fundo de Aprimoramento do Controle Interno do Distrito Federal – Pró-Controle Interno e dá outras providências""."
2026,Projeto de Lei Complementar,101,PLC 101/2026,aprovada_no_texto_original,aprovada,0,0,0,2026-05-14,"Dispõe  sobre  a  recategorização  e  a alteração  da  denominação  do  Parque Ambiental  do  Centro  de  Educação Profissional  –  Colégio  Agrícola  de Brasília  para  Parque  Distrital Lobo-Guará,  define  sua  poligonal,  e  dá outras providências. "
2026,Projeto de Lei Complementar,102,PLC 102/2026,pendente,pendente,0,0,0,2026-05-21,"Altera a Lei Complementar nº 987, de 26 de julho de 2021, que ""autoriza a criação e define as áreas de atuação da Universidade do Distrito Federal – UnDF e dá outras providências""."
2026,Projeto de Lei Complementar,105,PLC 105/2026,pendente,pendente,0,0,5,2026-08-10,"Altera a Lei Complementar nº 948, de 16 de janeiro de 2019, que “aprova a Lei de Uso e Ocupação do Solo do Distrito Federal - Luos, nos termos dos arts. 316 e 318 da Lei Orgânica do Distrito Federal, e dá outras providências”."
2026,Projeto de Lei Complementar,106,PLC 106/2026,pendente,pendente,0,0,0,2026-08-10,"Altera a Lei Complementar nº 948, de 16 de janeiro de 2019, que “aprova a Lei de Uso e Ocupação do Solo do Distrito Federal - Luos, nos termos dos arts. 316 e 318 da Lei Orgânica do Distrito Federal, e dá outras providências”."
2026,Projeto de Lei Complementar,107,PLC 107/2026,pendente,pendente,0,0,0,2026-08-11,"Institui normas para caracterização, apuração e tratamento do devedor contumaz no âmbito do Distrito Federal, estabelece medidas administrativas aplicáveis e dá outras providências."
2026,Projeto de Lei Complementar,108,PLC 108/2026,pendente,pendente,0,0,0,2026-08-11,"Altera a Lei Complementar nº 761, de 5 de maio de 2008, que institui o Fundo Penitenciário do Distrito Federal – FUNPDF e dá outras providências.

"
2026,Proposta de Emenda à Lei Orgânica,20,PELO 20/2026,aprovada_com_emendas,aprovada,3,3,5,2026-05-15,"Acrescenta o inciso XXIV ao art. 19 da Lei Orgânica do Distrito Federal, para reconhecer a carreira Políticas Públicas e Gestão Governamental como típica de Estado, integrante do Ciclo de Gestão do Distrito Federal."
