ano,data_da_liquidacao,data_da_ordem_bancaria,dias_entre_liquidacao_e_pagamento,cnpj_credor,credor,forma_do_registro_na_fonte,valor,objeto,categoria_de_contrato,fonte_de_recursos,obrigacoes_mais_antigas_ultrapassadas,justificativa_publicada,as_of
2024,2024-03-19,2024-03-19,0,14470051000272,EBM QUINTTO COMUNICACAO LTDA,cnpj,"120.493,99","SERVIÇOS DE PUBLICIDADE INSTITUCIONAL - CAMPANHA MACHISMO NÃO, COM SUBCONTRATADAS. - RPNP",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-19,2024-03-20,1,13258899000199,SEFIX - GESTAO DE PROFISSIONAIS EIRELI,cnpj,"8.589,80","RETROATIVO/REPACTUAÇÃO- SERVIÇO DE LIMPEZA, HIGIENIZAÇÃO E CONSERVAÇÃO NA CLDF - JANEIRO/2024",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-21,2024-03-22,1,43262746000186,JUSTI TRADUÇÕES LTDA,cnpj,"8.767,36",SERVIÇO DE TRADUÇÃO/INTERPRETAÇÃO DE LIBRAS - FEVEREIRO/2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-21,2024-03-22,1,88633680000202,OSM CONSULTORIA E SISTEMAS LTDA,cnpj,"8.368,68",SERVIÇOS DE SUPORTE TÉCNICO ATUALIZAÇÃO E MANUTENÇÃO DO SISTEMA MENTORH NO PERÍODO DE 13/02/2024 A 11/03/2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-21,2024-03-22,1,32904046000121,RPL COMERCIO E SERVICOS LTDA.,cnpj,"2.510,11",SERVIÇOS DE CLIPPING DE IMPRESSO E WEB - FEVEREIRO/2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-21,2024-03-22,1,13258899000199,SEFIX - GESTAO DE PROFISSIONAIS EIRELI,cnpj,"681,00","SERVIÇOS CONTÍNUOS DE LIMPEZA, CONSERVAÇÃO - RPNP",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-21,2024-03-22,1,02421421000111,TIM S/A,cnpj,"1.155,26",SERVIÇO DE TELEFONIA MÓVEL - SERVIÇO MÓVEL PESSOAL - FEVEREIRO DE 2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-22,2024-03-22,0,01688354000133,AV COMUNICAÇÃO E MARKETING LTDA,cnpj,"68.483,45","SERVIÇOS DE PUBLICIDADE INSTITUCIONAL NA CAMPANHA TEASER, COM SUBCONTRATADAS - RPNP",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-22,2024-03-22,0,01688354000133,AV COMUNICAÇÃO E MARKETING LTDA,cnpj,"710.873,00","SERVIÇOS DE PUBLICIDADE INSTITUCIONAL NA CAMPANHA ENTREGAS 2023, COM SUBCONTRATADAS. - RPNP",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-22,2024-03-22,0,01688354000133,AV COMUNICAÇÃO E MARKETING LTDA,cnpj,"73.827,33",SERVIÇO DE PUBLICIDADE INSTITUCIONAL - CAMPANHA MACHISMO NÃO - COM SUBCONTRATADAS - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-22,2024-03-22,0,04119545000172,EDITORA VERBO JURIDICO LTDA,cnpj,"700,36",PÓS-GRADUAÇÃO EM AUDITORIA INTERNA E CONTROLE GOVERNAMENTAL - PARC. 10/18,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-22,2024-03-22,0,02434797000160,FATTO CONSULTORIA E SISTEMAS LTDA,cnpj,"886,26","CONTAGEM DE PONTOS DE FUNÇÃO DE SOFTWARE NO DESENVOLVIMENTO, MANUTENÇÃO EVOLUTIVA, CORRETIVA E ADAPTATIVA DE SOFTWARES",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-22,2024-03-22,0,02434797000160,FATTO CONSULTORIA E SISTEMAS LTDA,cnpj,"98,93",SERVIÇO DE PONTOS DE FUNÇÃO - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-22,2024-03-25,3,72649361000174,HBL CARIMBOS E PLACAS INDUSTRIA E COMERCIO LTDA,cnpj,"93,77",FORNECIMENTO DE CARIMBOS E PRODUTOS ANÁLOGOS,FORNECIMENTO DE BENS,1500-100000000,1,,2026-09-02T17:49:17
2024,2024-03-22,2024-03-25,3,00545482000165,NETWORLD TELECOMUNICACOES DO BRASIL LTDA,cnpj,"1.833,06",CONTRATAÇÃO DE LINK DE DADOS PARA ACESSO DEDICADO A INTERNET - FEVEREIRO/24,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-22,2024-03-25,3,09375180000160,PROFESSORA ANTONIETA CURSOS CAPACIT. PROFISS. LTDA,cnpj,"2.646,00",CURSO: DISPENSA ELETRÔNICA DE LICITAÇÃO COM AS INOVAÇÕES DA NOVA LEI DE LICITAÇÕES,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-22,2024-03-25,3,07432517000107,"SIMPRESS COMÉRCIO, LOCAÇÃO E SERVIÇOS S/A",cnpj,"25.761,16",SERVIÇO OUTSOURCING DE IMPRESSÃO - FEVEREIRO/24,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-25,2024-03-25,0,25165749000110,NEO CONSULT. E ADMINIST. DE BENEFÍCIOS EIRELI EPP,cnpj,"1.817,71",MANUTENÇÃO PREVENTIVA E CORRETIVA DA FROTA DE VEÍCULOS DA CLDF - FEVEREIRO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-25,2024-03-25,0,25165749000110,NEO CONSULT. E ADMINIST. DE BENEFÍCIOS EIRELI EPP,cnpj,"5.873,38",FORNECIMENTO DE PEÇAS DA FROTA DE VEÍCULOS DA CLDF - FEVEREIRO,FORNECIMENTO DE BENS,1500-100000000,1,,2026-09-02T17:49:17
2024,2024-03-25,2024-03-26,1,07522669000192,NEOENERGIA DISTRIBUIÇÃO BRASÍLIA S/A,cnpj,"261.428,93",SERVIÇO DE FORNECIMENTO DE ENERGIA ELÉTRICA - FEVEREIRO/2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-26,2024-03-27,1,11283881000111,C. P. MACEDO SERVICOS FOTOGRAFICOS,cnpj,"5.900,00",PRESTAÇÃO DE SERVIÇO DE CRIAÇÃO DE TOUR VIRTUAL HIPERMÍDIA COMPOSTO POR IMAGENS 360° INTERLIGADAS DOS AMBIENTES DA CLDF,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-26,2024-03-27,1,02604476000167,CLIMATICA ENGENHARIA EIRELI,cnpj,"76,82","FORNECIMENTO DE PEÇAS PARA REPARO CLIMATIZADOR STULZ, DESPESA NÃO CONTEMPLADO NA COMPOSIÇÃO DE CUSTOS DO CONTRATO Nº 22/2022",FORNECIMENTO DE BENS,1500-100000000,1,,2026-09-02T17:49:17
2024,2024-03-26,2024-03-27,1,02604476000167,CLIMATICA ENGENHARIA EIRELI,cnpj,"805,18",SERVIÇOS DE ASSISTÊNCIA TÉCNICA NECESSÁRIA À OPERAÇÃO DE REPARO NO CLIMATIZADOR STULZ,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-26,2024-03-27,1,05411789000197,SHOWCASE PRO TECOLOGIA LTDA,cnpj,"10.500,00","MANUTENÇÃO, CONSERVAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS ELÉTRICOS E ELETRÔNICOS - JANEIRO/2024",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-26,2024-03-27,1,10757593000199,THS TECNOLOGIA INFORMACAO E COMUNICACAO LTDA,cnpj,"71.074,23",SERVIÇOS TÉCNICOS ESPECIALIZADOS EM TODAS AS FASES DE B.I. - FÁBRICA DE SOFTWARE - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-27,2024-03-27,0,33683111000107,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,cnpj,"6.974,04",SERVIÇOS DE CONEXÃO REDE INFOVIA BRASÍLIA - JANEIRO E FEVEREIRO/2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-27,2024-03-27,0,33683111000107,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,cnpj,"624,68",SERVIÇOS DE CONEXÃO REDE INFOVIA BRASÍLIA - REFERENTE AO REAJUSTE DO IPCA 2023 RETROATIVO DE PARCELAS PAGAS,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-03-27,2024-03-27,0,04744995000156,TOP SERVICOS E CONSTRUCOES EIRELI EPP,cnpj,"3.714,71",FORNECIMENTO DE PEÇAS E MATERIAIS NAS INSTALAÇÕES DA CLDF NO EXERCÍCIO DE 2024,FORNECIMENTO DE BENS,1500-100000000,1,,2026-09-02T17:49:17
2024,2024-03-27,2024-03-27,0,04744995000156,TOP SERVICOS E CONSTRUCOES EIRELI EPP,cnpj,"55.239,70",SERVIÇO DE MANUTENÇÃO E CONSERVAÇÃO PREDIAL - JANEIRO DE 2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-01,2024-04-01,0,21992832000101,PONTUAL SERVIÇOS GERAIS LTDA.-ME,cnpj,"30.262,85","SERVIÇO DE APOIO ADMINISTRATIVO POR MEIO DE RECEPCIONISTA - FEVEREIRO/2024 - GLOSA DE R$ 908,98",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-01,2024-04-02,1,04784569000227,CALIA Y2 PROPAGANDA E MARKETING LTDA,cnpj,"1.235.669,57","SERVIÇOS DE PUBLICIDADE INSTITUCIONAL - CAMPANHA ENTREGAS 2023, COM SUBCONTRATADAS - RPNP.",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-01,2024-04-02,1,14745075000106,CONFIANCA ADMINISTRACOES E SERVICOS EIRELI,cnpj,"349,46","SERVIÇO DE COLETA, TRANSPORTE, TRATAMENTO E DESTINAÇÃO FINAL DE RESÍDUOS NO SAS - 01/2024 E 02/2024.",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-01,2024-04-02,1,14470051000272,EBM QUINTTO COMUNICACAO LTDA,cnpj,"84.686,95","SERVIÇOS DE PUBLICIDADE INSTITUCIONAL - CAMPANHA MACHISMO NÃO, COM SUBCONTRATADAS. - RPNP",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-01,2024-04-02,1,08052666000103,LVM VIAGENS E TURISMO LTDA,cnpj,"10.012,62",SERVIÇO DE FORNECIMENTO DE PASSAGENS AÉREAS + SEGURO VIAGEM - OS 01 - BRASÍLIA-BRA // QUEBÉC-CAN,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-01,2024-04-02,1,02116643000120,RONALDO DE SOUZA MOSCOSO - ME,cnpj,"21.567,38",SERVIÇO DE MANUTENÇÃO PREVENTIVA E CORRETIVA DO SISTEMA DE AUTOMAÇÃO PREDIAL - FEVEREIRO/2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-01,2024-04-03,2,29853493000194,DFLORES FLORES E PLANTAS LTDA,cnpj,"1.519,38",SERVIÇOS DE ORNAMENTAÇÃO - ARRANJOS DE FLORES E CORRELATOS,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-01,2024-04-03,2,01797423000147,GHS INDUSTRIA E SERVICOS LTDA,cnpj,"6.050,92",SERVIÇO DE PROFILAXIA E TRATAMENTO AMBIENTAL DE AMBIENTES FECHADOS E DE ACESSO COLETIVO,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-01,2024-04-03,2,88633680000202,OSM CONSULTORIA E SISTEMAS LTDA,cnpj,"43.603,41",SERVIÇOS DE MANUTENÇÃO E SUPORTE TÉCNICO DO SISTEMA MENTORH NO PERÍODO DE 22/02/24 A 21/03/24,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-02,2024-04-02,0,04784569000227,CALIA Y2 PROPAGANDA E MARKETING LTDA,cnpj,"842.066,94",SERVIÇO DE PUBLICIDADE INSTITUCIONAL - CAMPANHA MACHISMO NÃO 2 - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,31,,2026-09-02T17:49:17
2024,2024-04-03,2024-04-04,1,02604476000167,CLIMATICA ENGENHARIA EIRELI,cnpj,"1.559,77",FORNECIMENTO DE PEÇAS PARA MANUTENÇÃO PREVENTIVA E CORRETIVA DOS SISTEMAS DE CONDICIONAMENTO DE AR CENTRAL - FEVEREIRO/2024,FORNECIMENTO DE BENS,1500-100000000,1,,2026-09-02T17:49:17
2024,2024-04-03,2024-04-04,1,02604476000167,CLIMATICA ENGENHARIA EIRELI,cnpj,"47.890,72","SERVIÇOS DE ASSISTÊNCIA TÉCNICA NECESSÁRIA À OPERAÇÃO, MANUTENÇÃO PREVENTIVA E CORRETIVA DOS SISTEMAS DE CONDICIONAMENTO DE AR",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-03,2024-04-04,1,14470051000272,EBM QUINTTO COMUNICACAO LTDA,cnpj,"604.683,36","SERVIÇOS DE PUBLICIDADE INSTITUCIONAL NA CAMPANHA ENTREGAS 2023, COM SUBCONTRATADAS. - RPNP",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-03,2024-04-04,1,,FUNDAÇÃO DE AMPARO AO TRABALHADOR PRESO - FUNAP,codigo_de_orgao,"5.043,83",SERVIÇO DE MÃO DE OBRA DE SENTENCIADOS DOS REGIMES ABERTO E SEMIABERTO NA CLDF REFERENTE AOS MESES 01/2024 E 02/2024.,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-03,2024-04-04,1,03624962000100,GESTEMAQ COMERCIO E ASSISTENCIA TECNICA LTDA,cnpj,"5.506,01",MANUTENÇÃO PREVENTIVA E CORRETIVA DE EQUIPAMENTOS GRÁFICOS - MARÇO/2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-03,2024-04-04,1,38036000000114,JME SERVICOS INTEGRADOS E EQUIPAMENTOS EIREL,cnpj,"398.067,92",SERVIÇO DE OPERACIONALIZAÇÃO E ASSISTÊNCIA TÉCNICA DE TV DIGITAL - FEVEREIRO DE 2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-03,2024-04-04,1,43262746000186,JUSTI TRADUÇÕES LTDA,cnpj,"13.316,52",SERVIÇO DE TRADUÇÃO/INTERPRETAÇÃO DE LIBRAS - MARÇO/2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-03,2024-04-04,1,04752792000101,QUALIFICAR-GESTAO TERCEIRIZADA DE SERV CORPORATE,cnpj,"24.990,09",SERVIÇOS TÉCNICOS ESPECIALIZADO PARA PRONTO ATENDIMENTO DE USUÁRIOS DE RECURSOS DE TI - FEVEREIRO DE 2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-03,2024-04-04,1,05342580000119,UNIVERSIDADE PATATIVA DO ASSARE,cnpj,"144.575,58",SERVIÇOS DE CONTRATAÇÃO DE ESTAGIÁRIOS PARA A CLDF - MARÇO DE 2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-04,2024-04-05,1,31379786000123,CONTEXA INOVAÇÃO EM TECNOLOGIA LTDA.,cnpj,"32.011,20",AQUISIÇÃO DE CILINDRO FOTORECEPTOR MARCA XEROX PARA IMPRESSORA VERSANT 180 PRESS,FORNECIMENTO DE BENS,1500-100000000,1,,2026-09-02T17:49:17
2024,2024-04-04,2024-04-05,1,29853493000194,DFLORES FLORES E PLANTAS LTDA,cnpj,"3.394,75",SERVIÇOS DE ORNAMENTAÇÃO - ARRANJOS DE FLORES E CORRELATOS,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-04,2024-04-05,1,02474172000122,"INST. BRASILEIRO DE ENSINO, DES. E PESQUISA - IDP",cnpj,"1.398,00",MBA EM COMUNICAÇÃO GOVERNAMENTAL E MARKETING POLÍTICO - MARÇO/24,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-04,2024-04-05,1,00545482000165,NETWORLD TELECOMUNICACOES DO BRASIL LTDA,cnpj,"1.833,06",CONTRATAÇÃO DE LINK DE DADOS PARA ACESSO DEDICADO A INTERNET - MARÇO/24,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-04,2024-04-05,1,13258899000199,SEFIX - GESTAO DE PROFISSIONAIS EIRELI,cnpj,"158.685,22","SERVIÇO DE LIMPEZA, HIGIENIZAÇÃO E CONSERVAÇÃO NA CLDF - FEVEREIRO/2024",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-04,2024-04-05,1,21024602000159,TAYTA SOLUTIONS LTDA,cnpj,"5.108,73",SERVIÇOS TÉCNICOS ESPECIALIZADOS EM TODAS AS FASES DE BUSINESS INTELIGENTE (BI) EM REGIME DE FÁBRICA DE SOFTWARE - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-05,2024-04-05,0,51970232000103,ASSUNCAO REPRESENTACOES LTDA,cnpj,"9.300,00","AQUISIÇÃO DE PORTA DE EMERGÊNCIA CORTA-FOGO, DE ACORDO COM A NBR 11742",FORNECIMENTO DE BENS,1500-100000000,1,,2026-09-02T17:49:17
2024,2024-04-05,2024-04-05,0,10947243000195,LINEAR COMUNICACAO LTDA EPP,cnpj,"3.919,04",SERVIÇO DE CLIPPING DE TV E RÁDIO - MARÇO/2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-05,2024-04-05,0,05741114000106,SEA TECNOLOGIA LTDA,cnpj,"36.939,60",SERV. DE SUPORTE TÉC. A ATUALIZAÇÃO DE VERSÃO(SISTEMA INTRANET E INTERNE) - JANEIRO E FEVEREIRO/2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-05,2024-04-08,3,01688354000133,AV COMUNICAÇÃO E MARKETING LTDA,cnpj,"10.636,16",SERVIÇO DE PUBLICIDADE INSTITUCIONAL - CAMPANHA MACHISMO NÃO - COM SUBCONTRATADAS - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-05,2024-04-08,3,14470051000272,EBM QUINTTO COMUNICACAO LTDA,cnpj,"46.080,00",SERVIÇOS DE PUBLICIDADE INSTITUCIONAL NA CAMPANHA AÇÕES DIVERSAS E PONTUAIS DE COMUNICAÇÃO INSTITUCIONAL . - RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-05,2024-04-08,3,02474172000122,"INST. BRASILEIRO DE ENSINO, DES. E PESQUISA - IDP",cnpj,"1.295,26",PÓS-GRADUAÇÃO ONLINE EM DIREITO TRIBUTÁRIO. - PARC. 11,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-05,2024-04-08,3,02474172000122,"INST. BRASILEIRO DE ENSINO, DES. E PESQUISA - IDP",cnpj,"1.470,28",PÓS-GRADUAÇÃO EM DIREITO ADMINISTRATIVO - PARCELA 11,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-05,2024-04-08,3,18500164000143,"L K A GESTÃO DE EVENTOS, CURSOS E NEGOCIOS LTDA",cnpj,"39.897,15","CURSO IN COMPANY [CERIMONIAL E PROTOCOLO ADMINISTRATIVO], DE 11 A 15/03/2024, DAS 9H ÀS 12 H, PARA SERVIDORES DA CLDF",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-05,2024-04-08,3,,SECR. DE ESTADO DE ECONOMIA DO DF,codigo_de_orgao,"49.602,08",PUBLICAÇÕES DA CLDF NO DIÁRIO OFICIAL DO DF (DODF) - MARÇO DE 2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-05,2024-04-08,3,33683111000107,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO,cnpj,"3.487,02",SERVIÇOS DE CONEXÃO REDE INFOVIA BRASÍLIA - MARÇO/2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-05,2024-04-08,3,05411789000197,SHOWCASE PRO TECNOLOGIA LTDA,cnpj,"10.500,00","MANUTENÇÃO, CONSERVAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS ELÉTRICOS E ELETRÔNICOS - FEVEREIRO/2024",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-08,2024-04-08,0,04784569000227,CALIA Y2 PROPAGANDA E MARKETING LTDA,cnpj,"121.086,85","SERVIÇOS DE PUBLICIDADE INSTITUCIONAL - CAMPANHA BANDEIRAS, COM SUBCONTRATADAS - RPNP.",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-08,2024-04-08,0,09388567000151,SHOW TECNOLOGIA DA INFORMACAO E COM. DE EQUIP. DE,cnpj,"7.825,22",SERVIÇO MANUTENÇÃO DO PARQUE DE COMPUTADORES NA CLDF - MARÇO DE 2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-08,2024-04-08,0,05411789000197,SHOWCASE PRO TECNOLOGIA LTDA,cnpj,"8.046,92",LOCAÇÃO DE EQUIPAMENTOS PARA CLOSED CAPTION (CC) - MARÇO DE 2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-08,2024-04-08,0,09169349000126,TRANSMONICI TRANSPORTE E TURISMO LTDA- ME,cnpj,"34.056,36",SERVIÇO DE TRANSPORTE DE ALUNOS E PROFESSORES DA REDE DE ENSINO DO DF PARA A CLDF NO MÊS DE MARÇO DE 202,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-08,2024-04-08,0,23921349000161,VISUAL SISTEMAS ELETRÔNICOS LTDA,cnpj,"25.688,96",PRESTAÇÃO DE SERVIÇOS DE ASSISTÊNCIA TÉCNICA ESPECIALIZADA NOS SISTEMAS ELETRÔNICOS DE VOTAÇÃO INSTALADOS NO PLENÁRIO DA CLDF,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-08,2024-04-09,1,48659502000155,FEALQ-FUND.DE EST.AGRARIOS LUIZ DE QUEIROZ,cnpj,"690,00",CURSO DE PÓS-GRADUAÇÃO - MBA EM GESTÃO DE PESSOAS - PARCELA 11 DE 18,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-08,2024-04-09,1,00609334000167,IMPACTO AUDITORIA EM SAÚDE LTDA,cnpj,"53.423,43","SERVIÇO DE GESTÃO PLANO DE SAÚDE DO FASCAL, PERÍODO JANEIRO/2024",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-08,2024-04-09,1,02474172000122,"INST. BRASILEIRO DE ENSINO, DES. E PESQUISA - IDP",cnpj,"1.470,28",PÓS-GRADUAÇÃO ONLINE EM DIREITO LEGISLATIVO - PARCELA 7/12,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-08,2024-04-09,1,02474172000122,"INST. BRASILEIRO DE ENSINO, DES. E PESQUISA - IDP",cnpj,"1.470,28",PÓS-GRADUAÇÃO ONLINE EM DIREITO LEGISLATIVO - PARCELA 12 DE 12,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-08,2024-04-09,1,72602303000195,PURISSIMA AGUA MINERAL LTDA-EPP,cnpj,"7.142,40",FORNECIMENTO DE ÁGUA MINERAL - GALÕES 20L - MARÇO/2024,FORNECIMENTO DE BENS,1500-100000000,1,,2026-09-02T17:49:17
2024,2024-04-08,2024-04-09,1,00881775000113,REZEK FERREIRA INFORMÁTICA LTDA,cnpj,"99.214,96",SERVIÇO DE GESTÃO PLANO DE SAÚDE DO FASCAL - JANEIRO DE 2024,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-08,2024-04-09,1,88630413000281,UNIÃO BRASILEIRA DE EDUCAÇÃO E ASSISTÊNCIA,cnpj,"768,59","PÓS-GRADUAÇÃO ONLINE EM DIREITO HUMANOS, RESPONSABILIDADE SOCIAL E CIDADANIA GLOBAL - PARCELA 7/12",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-09,2024-04-09,0,10221304000132,AZTER SOLUÇÕES LTDA,cnpj,"5.874,81",FORNECIMENTO DE KIT LANCHE - PROJETOS DE EDUCAÇÃO PARA CIDADANIA - ELEGIS (03/2024),FORNECIMENTO DE BENS,1500-100000000,1,,2026-09-02T17:49:17
2024,2024-04-09,2024-04-09,0,09168704000142,EMPRESA BRASIL DE COMUNICACAO S.A. - EBC,cnpj,"379,22",PUBLICAÇÕES EM JORNAL DE GRANDE CIRCULAÇÃO (JORNAL DE BRASÍLIA).,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-09,2024-04-09,0,09168704000142,EMPRESA BRASIL DE COMUNICACAO S.A. - EBC,cnpj,"900,61",PUBLICAÇÕES EM JORNAL DE GRANDE CIRCULAÇÃO (JORNAL DE BRASÍLIA). RPNP,PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
2024,2024-04-09,2024-04-09,0,05889039000125,FAST HELP INFORMATICA LTDA,cnpj,"165.420,68","CONTRATAÇÃO DE TECNOLÓGICA DE SEGURANÇA, PROTEÇÃO ANTIVÍRUS E ENDPOINT DETECTION RESPONSE (EDR)",PRESTAÇÃO DE SERVIÇOS,1500-100000000,28,,2026-09-02T17:49:17
