sessao_legislativa,ano,co_materia,data,dia_da_semana,materia,presentes_no_dia,votantes,presentes_que_nao_votaram,votos_sim,votos_nao,abstencoes,as_of
35,2025,2655,2025-09-30,terça,PL 1921/2025 - 2º TURNO,21,20,1,15,5,0,2026-08-27
35,2025,2658,2025-09-30,terça,PLC 82/2025 - 1º TURNO,21,20,1,14,6,0,2026-08-27
35,2025,2659,2025-09-30,terça,PLC 82/2025 - 2º TURNO,21,19,2,13,6,0,2026-08-27
35,2025,2702,2025-10-08,quarta,PL 1965/2025 -  1º TURNO,22,21,1,21,0,0,2026-08-27
35,2025,2302,2025-10-21,terça,PLC 68/2025 - 1º TURNO,21,20,1,20,0,0,2026-08-27
35,2025,2696,2025-10-21,terça,PLC 81/2025 - 1º TURNO,21,19,2,14,5,0,2026-08-27
35,2025,2697,2025-10-21,terça,PLC 81/2025 - 2º TURNO,21,20,1,15,5,0,2026-08-27
35,2025,2704,2025-10-21,terça,PL 944/2024 C/C PL 1211/2024 - 1º TURNO,21,21,0,15,6,0,2026-08-27
35,2025,2705,2025-10-21,terça,PL 944/2024 C/C PL 1211/2024 - 2º TURNO,21,20,1,15,5,0,2026-08-27
35,2025,2707,2025-10-21,terça,PLC 85/2025 _1º TURNO,21,21,0,17,0,4,2026-08-27
35,2025,2709,2025-10-21,terça,PLC 85/2025 - 2º TURNO,21,20,1,19,0,1,2026-08-27
35,2025,2750,2025-10-21,terça,PLC 84/2025 - 1ºTURNO,21,21,0,17,4,0,2026-08-27
35,2025,2751,2025-10-21,terça,PLC 84/2025 - 2ºTURNO,21,20,1,17,3,0,2026-08-27
35,2025,2758,2025-10-21,terça,PDL 376/2025 - TURNO ÚNICO,21,20,1,20,0,0,2026-08-27
35,2025,2759,2025-10-21,terça,PL 944/2024 C/C PL 1211/2024 - PARECERES  CAS E CEOF,21,20,1,14,6,0,2026-08-27
35,2025,2760,2025-10-21,terça,PL 944/2024 C/C PL 1211/2024 - PARECER  CEC,21,21,0,6,14,1,2026-08-27
35,2025,2761,2025-10-21,terça,PL 944/2024 C/C PL 1211/2024 - VOTO SEPARADO  CCJ,21,21,0,6,14,1,2026-08-27
35,2025,2762,2025-10-21,terça,PL 944/2024 C/C PL 1211/2024 - PARECER CCJ,21,21,0,15,6,0,2026-08-27
35,2025,2763,2025-10-21,terça,PLC 84/2025 - DESTAQUE DA EMENDA Nº 5,21,21,0,6,15,0,2026-08-27
35,2025,2768,2025-10-21,terça,PLC 68/2025 - 2º TURNO,21,19,2,19,0,0,2026-08-27
35,2025,368,2025-11-04,terça,PLC  37/2023 - 1º TURNO,23,20,3,20,0,0,2026-08-27
35,2025,369,2025-11-04,terça,PLC  37/2023 - 2º TURNO,23,13,10,13,0,0,2026-08-27
35,2025,2656,2025-11-04,terça,BLOCO PDL´S  DE 4/11/2025 - TURNO ÚNICO,23,20,3,20,0,0,2026-08-27
35,2025,2700,2025-11-04,terça,PL 1953/2025 - 1º TURNO,23,21,2,15,6,0,2026-08-27
35,2025,2787,2025-11-04,terça,PL 1953/2025 - 2º TURNO,23,19,4,12,7,0,2026-08-27
35,2025,2843,2025-11-04,terça,"PLC  37/2023 - DESTAQUE DO ART.3º, INCISO V",23,20,3,6,13,1,2026-08-27
35,2025,2849,2025-11-11,terça,PL 2000/2025 - 1º TURNO,21,16,5,16,0,0,2026-08-27
35,2025,2850,2025-11-11,terça,PL 2000/2025 - 2º TURNO,21,17,4,17,0,0,2026-08-27
35,2025,2851,2025-11-11,terça,PLC 86/2025 - 1º TURNO,21,20,1,17,0,3,2026-08-27
35,2025,2853,2025-11-11,terça,PLC 86/2025 - 2º TURNO,21,20,1,17,0,3,2026-08-27
35,2025,2863,2025-11-11,terça,BLOCO DE PDLS DE 11/11/2025 - TURNO ÚNICO,21,18,3,18,0,0,2026-08-27
35,2025,2872,2025-11-11,terça,PDL 316/2025 - TURNO ÚNICO,21,19,2,16,2,1,2026-08-27
35,2025,2873,2025-11-11,terça,PDL 176/2025 - TURNO ÚNICO,21,16,5,14,0,2,2026-08-27
35,2025,2894,2025-11-25,terça,PLC 78/2025 - 1º TURNO,24,19,5,18,1,0,2026-08-27
35,2025,2895,2025-11-25,terça,PLC 78/2025 - 2º TURNO,24,20,4,19,1,0,2026-08-27
35,2025,2897,2025-11-25,terça,PDL 393/2025 - TURNO ÚNICO,24,22,2,16,6,0,2026-08-27
35,2025,2926,2025-11-25,terça,PR 76/2023 - 2º TURNO,24,16,8,16,0,0,2026-08-27
35,2025,2927,2025-11-25,terça,EMENDAS DESTACADAS PELO DEP. FÁBIO FÉLIX AO PLC 78/2025,24,20,4,7,13,0,2026-08-27
35,2025,2929,2025-11-25,terça,EMENDA DESTACADA Nº 339 AO PLC 78/2025,24,21,3,21,0,0,2026-08-27
35,2025,2930,2025-11-25,terça,"EMENDAS DESTACADAS Nº 327, 328 E 332 AO PLC 78/2025",24,21,3,8,13,0,2026-08-27
35,2025,2931,2025-11-25,terça,EMENDA DESTACADA Nº 317 AO PLC 78/2025,24,22,2,9,13,0,2026-08-27
35,2025,2932,2025-11-25,terça,EMENDAS DESTACADAS Nº 121 E 463 AO PLC 78/2025,24,22,2,7,15,0,2026-08-27
35,2025,2933,2025-11-25,terça,EMENDAS DESTACADAS PELO DEP. GABRIEL MAGNO AO PLC 78/2025,24,22,2,7,15,0,2026-08-27
35,2025,2891,2025-11-26,quarta,PLC 89/2025 - 1º TURNO,20,15,5,15,0,0,2026-08-27
35,2025,2892,2025-11-26,quarta,PLC 89/2025 - 2º TURNO,20,13,7,13,0,0,2026-08-27
35,2025,2904,2025-11-26,quarta,PL 2057/2025 - 1º TURNO,20,17,3,17,0,0,2026-08-27
35,2025,2934,2025-11-26,quarta,PDL 392/2025 - TURNO ÚNICO,20,16,4,16,0,0,2026-08-27
35,2025,2937,2025-11-26,quarta,PL 2061/2025 - 1º TURNO,20,15,5,15,0,0,2026-08-27
35,2025,2454,2025-12-02,terça,PL 1375/2024 - 1º TURNO,22,16,6,11,4,1,2026-08-27
35,2025,2455,2025-12-02,terça,"PL 1375/2024 - PARECERES CSA, CAS, CEOF E CCJ",22,17,5,12,4,1,2026-08-27
35,2025,2857,2025-12-02,terça,"PL 1962/2025 - PARECER CAS, CDDHCLP, CEOF E CCJ",22,16,6,13,3,0,2026-08-27
35,2025,2905,2025-12-02,terça,PL 2057/2025 - 2º TURNO,22,17,5,17,0,0,2026-08-27
35,2025,3007,2025-12-02,terça,PL 1962/2025 - EMENDAS DESTACADAS Nº 2 E 3,22,16,6,12,4,0,2026-08-27
35,2025,3008,2025-12-02,terça,PL 1962/2025 - 1º TURNO,22,17,5,13,4,0,2026-08-27
35,2025,2882,2025-12-03,quarta,PDL 394/2025 - TURNO ÚNICO,21,17,4,17,0,0,2026-08-27
35,2025,2943,2025-12-03,quarta,PL 2058/2025 - 1º TURNO,21,19,2,16,3,0,2026-08-27
35,2025,2944,2025-12-03,quarta,PL 2058/2025 - 2º TURNO,21,18,3,15,3,0,2026-08-27
35,2025,2977,2025-12-03,quarta,PL 2063/2025 - 1º TURNO,21,20,1,20,0,0,2026-08-27
35,2025,2978,2025-12-03,quarta,PL 2063/2025 - 2º TURNO,21,20,1,20,0,0,2026-08-27
35,2025,2986,2025-12-03,quarta,PL 1989/2025 - 1º TURNO,21,19,2,14,5,0,2026-08-27
35,2025,2987,2025-12-03,quarta,PL 1989/2025 - 2º TURNO,21,20,1,13,5,2,2026-08-27
35,2025,3026,2025-12-03,quarta,BLOCO DE VETOS DE 03/12/2025,21,17,4,0,17,0,2026-08-27
35,2025,3051,2025-12-03,quarta,PDL 384/2025 - TURNO ÚNICO,21,19,2,19,0,0,2026-08-27
35,2025,3061,2025-12-03,quarta,PL 1988/2025 - DESTAQUE DA EMENDA Nº 01,21,20,1,5,15,0,2026-08-27
35,2025,3062,2025-12-03,quarta,PL 1989/2025 - DESTAQUE DA EMENDA Nº 01,21,18,3,5,11,2,2026-08-27
35,2025,3063,2025-12-03,quarta,PDL 395/2025 - TURNO ÚNICO,21,19,2,19,0,0,2026-08-27
35,2025,2898,2025-12-09,terça,PLC 90/2025 - 1º TURNO,24,21,3,21,0,0,2026-08-27
35,2025,2899,2025-12-09,terça,PLC 90/2025 - 2º TURNO,24,22,2,22,0,0,2026-08-27
35,2025,3073,2025-12-09,terça,PDL 399/2025 -TURNO ÚNICO,24,21,3,21,0,0,2026-08-27
35,2025,3074,2025-12-09,terça,PDL 400/2025 -TURNO ÚNICO,24,19,5,19,0,0,2026-08-27
35,2025,3077,2025-12-09,terça,PDL 401/2025 - TURNO ÚNICO,24,21,3,21,0,0,2026-08-27
35,2025,3080,2025-12-09,terça,PDL 403/2025 - TURNO ÚNICO,24,21,3,21,0,0,2026-08-27
35,2025,3082,2025-12-09,terça,PDL 404/2025 - TURNO ÚNICO,24,23,1,23,0,0,2026-08-27
35,2025,3084,2025-12-09,terça,PDL 209/2024 - TURNO ÚNICO,24,21,3,21,0,0,2026-08-27
35,2025,3089,2025-12-09,terça,PL 2091/2025  - 2ºTURNO,24,22,2,22,0,0,2026-08-27
35,2025,3095,2025-12-09,terça,PL 2081/2025  - 1º TURNO,24,21,3,21,0,0,2026-08-27
35,2025,3096,2025-12-09,terça,PL 2081/2025  - 2º TURNO,24,22,2,22,0,0,2026-08-27
35,2025,3115,2025-12-09,terça,PDL 405/2025 -TURNO ÚNICO,24,21,3,21,0,0,2026-08-27
35,2025,3117,2025-12-09,terça,PLC 92/2025 - 1º TURNO,24,23,1,22,0,1,2026-08-27
35,2025,3119,2025-12-09,terça,PLC 92/2025 - 2º TURNO,24,22,2,22,0,0,2026-08-27
35,2025,3087,2025-12-10,quarta,PL 1937/2025  - PARECER CEOF,24,22,2,18,4,0,2026-08-27
35,2025,3088,2025-12-10,quarta,PL 1937/2025  - 1º TURNO,24,21,3,17,4,0,2026-08-27
35,2025,3090,2025-12-10,quarta,PL 1937/2025  - 2º TURNO,24,21,3,17,4,0,2026-08-27
35,2025,3143,2025-12-10,quarta,PL 2015/2025  - PARECERES CEOF E CCJ,24,22,2,15,7,0,2026-08-27
35,2025,3176,2025-12-10,quarta,PLC 95/2025  - 1º TURNO,24,20,4,20,0,0,2026-08-27
35,2025,3177,2025-12-10,quarta,PLC 95/2025  - 2º TURNO,24,21,3,21,0,0,2026-08-27
35,2025,3213,2025-12-23,terça,PL 2100/2025 - 1º TURNO,24,23,1,16,7,0,2026-08-27
35,2025,3214,2025-12-23,terça,PL 2100/2025 - 2º TURNO,24,23,1,16,7,0,2026-08-27
35,2025,3215,2025-12-23,terça,"PL 2100/2025 - PARECERES CTMU, CEOF E CCJ",24,24,0,23,1,0,2026-08-27
35,2025,3216,2025-12-23,terça,PL 2100/2025 - EMENDA DESTACADA Nº 1,24,23,1,7,14,2,2026-08-27
36,2026,3323,2026-03-03,terça,PL 2175/2026 - 1° TURNO,24,24,0,14,10,0,2026-08-27
36,2026,3324,2026-03-03,terça,PL 2175/2026 - 2° TURNO,24,24,0,14,10,0,2026-08-27
36,2026,3328,2026-03-03,terça,RQ 2613/ 2026,24,24,0,9,15,0,2026-08-27
36,2026,3330,2026-03-03,terça,PL 2175/2026 - PARECER CCJ,24,23,1,9,14,0,2026-08-27
36,2026,3341,2026-03-17,terça,PLC 99/2026 - 1º TURNO,20,17,3,17,0,0,2026-08-27
36,2026,3342,2026-03-17,terça,PLC 99/2026 - 2º TURNO,20,16,4,16,0,0,2026-08-27
36,2026,3345,2026-03-17,terça,PDL 415/2026 - TURNO ÚNICO,20,16,4,16,0,0,2026-08-27
36,2026,3360,2026-03-31,terça,PLC 100/2026 - 1º TURNO,22,15,7,15,0,0,2026-08-27
36,2026,3361,2026-03-31,terça,PLC 100/2026 - 2º TURNO,22,17,5,17,0,0,2026-08-27
36,2026,3403,2026-03-31,terça,PL 2248/2026 - 1º TURNO,22,17,5,17,0,0,2026-08-27
36,2026,3414,2026-03-31,terça,PL 2248/2026 - DESTAQUE DA EMENDA Nº10,22,17,5,4,11,2,2026-08-27
36,2026,3415,2026-03-31,terça,PL 2254/2026 - DESTAQUE DA EMENDA Nº 1,22,17,5,5,10,2,2026-08-27
36,2026,3417,2026-03-31,terça,PL 2255/2026 - 1º TURNO,22,17,5,17,0,0,2026-08-27
36,2026,3429,2026-04-08,quarta,PL 2259/2026 - 1º TURNO,16,14,2,14,0,0,2026-08-27
36,2026,3430,2026-04-08,quarta,PL 2259/2026 - 2º TURNO,16,13,3,13,0,0,2026-08-27
36,2026,3431,2026-04-08,quarta,PL 2259/2026 - PARECER CEOF,16,13,3,13,0,0,2026-08-27
36,2026,3432,2026-04-08,quarta,BLOCO DE PDLS DE 08/04/2026 - TURNO ÚNICO,16,14,2,14,0,0,2026-08-27
36,2026,3510,2026-04-14,terça,PLC 77/2025  C/C PLC 98/2025 - 1º TURNO,21,13,8,13,0,0,2026-08-27
36,2026,3511,2026-04-14,terça,PLC 77/2025  C/C PLC 98/2026 - 2º TURNO,21,13,8,13,0,0,2026-08-27
36,2026,2652,2026-04-29,quarta,BLOCO DE VETOS 29/04/2026 - PELA REJEIÇÃO,20,17,3,0,17,0,2026-08-27
36,2026,3546,2026-04-29,quarta,PDL 450/2026 - TURNO ÚNICO,20,14,6,14,0,0,2026-08-27
36,2026,3548,2026-04-29,quarta,PL 2295/2026-  EMENDA DESTACADA Nº 1,20,16,4,6,10,0,2026-08-27
36,2026,3549,2026-04-29,quarta,PL 2295/2026-  EMENDA DESTACADA Nº 2,20,16,4,6,10,0,2026-08-27
36,2026,3550,2026-04-29,quarta,PL 2295/2026-  EMENDA DESTACADA Nº 4,20,15,5,6,9,0,2026-08-27
36,2026,3551,2026-04-29,quarta,PL 2295/2026-  EMENDA DESTACADA Nº 5,20,15,5,6,9,0,2026-08-27
36,2026,3552,2026-04-29,quarta,PL 2295/2026-  EMENDA DESTACADA Nº 8,20,17,3,6,11,0,2026-08-27
36,2026,3435,2026-05-05,terça,PELO 15/2024 - 1º TURNO,23,21,2,21,0,0,2026-08-27
36,2026,3536,2026-05-05,terça,PLC 72/2025 - 1º TURNO,23,21,2,21,0,0,2026-08-27
36,2026,3544,2026-05-05,terça,PDL 451/2026 - TURNO ÚNICO,23,19,4,19,0,0,2026-08-27
36,2026,3537,2026-05-12,terça,PLC 72/2025 - 2º TURNO,23,16,7,16,0,0,2026-08-27
36,2026,3580,2026-05-12,terça,PL 2144/2026 C/C PL 2306/2026 - 1º TURNO,23,21,2,16,4,1,2026-08-27
36,2026,3597,2026-05-12,terça,PL 2144/2026 C/C PL 2306/2026 - PARECER CSA,23,21,2,4,16,1,2026-08-27
36,2026,3526,2026-06-09,terça,PDL 339/2025 - TURNO ÚNICO,22,16,6,16,0,0,2026-08-27
36,2026,3655,2026-06-09,terça,PELO 20/2026 - 1º TURNO,22,16,6,16,0,0,2026-08-27
36,2026,3688,2026-06-09,terça,PL 2363/2026 - 1º TURNO,22,21,1,11,9,1,2026-08-27
36,2026,3689,2026-06-09,terça,PL 2363/2026 - 2º TURNO,22,21,1,11,9,1,2026-08-27
36,2026,3693,2026-06-09,terça,RQ 2974/2026 - TURNO ÚNICO,22,20,2,8,11,1,2026-08-27
36,2026,3695,2026-06-09,terça,PL 2363/2026 - PARECER CEOF,22,14,8,11,1,2,2026-08-27
36,2026,3696,2026-06-09,terça,PL 2363/2026 - PARECER CCJ,22,21,1,8,12,1,2026-08-27
36,2026,3697,2026-06-09,terça,PL 2363/2026 - DESTAQUE EMENDAS Nº 10,22,21,1,8,11,2,2026-08-27
36,2026,3700,2026-06-09,terça,PL 2363/2026 - DESTAQUE EMENDA Nº 3,22,20,2,8,11,1,2026-08-27
36,2026,3701,2026-06-09,terça,PL 2363/2026 - DESTAQUE EMENDA Nº 11,22,21,1,8,11,2,2026-08-27
36,2026,3717,2026-06-16,terça,BLOCO DE PDLS DE 16/06/2026,23,13,10,13,0,0,2026-08-27
36,2026,3718,2026-06-16,terça,PLC 101/2026 - 1º TURNO,23,13,10,13,0,0,2026-08-27
36,2026,3719,2026-06-16,terça,PLC 101/2026 - 2º TURNO,23,14,9,14,0,0,2026-08-27
36,2026,3721,2026-06-16,terça,PLC 103/2026 - 1º TURNO,23,13,10,13,0,0,2026-08-27
36,2026,3722,2026-06-16,terça,PLC 103/2026 - 2º TURNO,23,13,10,13,0,0,2026-08-27
36,2026,3725,2026-06-16,terça,PELO 21/2026 - 1ºTURNO,23,15,8,15,0,0,2026-08-27
36,2026,3464,2026-06-30,terça,PL 1739/2025 - PARECER CCJ,22,20,2,14,6,0,2026-08-27
36,2026,3656,2026-06-30,terça,PELO 20/2026 - 2º TURNO,22,18,4,18,0,0,2026-08-27
36,2026,3755,2026-06-30,terça,PL 2377/2026 - 1º TURNO,22,19,3,18,0,1,2026-08-27
36,2026,3756,2026-06-30,terça,PL 2377/2026 - 2º TURNO,22,19,3,18,0,1,2026-08-27
36,2026,3758,2026-06-30,terça,PL 2378/2026 - 1º TURNO,22,19,3,18,0,1,2026-08-27
36,2026,3759,2026-06-30,terça,PL 2378/2026 - 2º TURNO,22,20,2,19,0,1,2026-08-27
36,2026,3783,2026-06-30,terça,PL 2354/2026 C/C PL 2367/2026 - 1º TURNO,22,22,0,16,6,0,2026-08-27
36,2026,3784,2026-06-30,terça,PL 2354/2026 C/C PL 2367/2026 - 2º TURNO,22,20,2,14,6,0,2026-08-27
36,2026,3785,2026-06-30,terça,"PL 2354/2026 C/C PL 2367/2026 - PARECERES CSA, CEOF E CCJ",22,22,0,16,6,0,2026-08-27
36,2026,3787,2026-06-30,terça,PL 2323/2026 - 2º TURNO,22,21,1,14,7,0,2026-08-27
36,2026,3792,2026-06-30,terça,PL 2354/2026 C/C PL 2367/2026 - PARECER CDDHCLP,22,22,0,7,15,0,2026-08-27
36,2026,3810,2026-06-30,terça,BLOCO DE PDLS DE 30/06/2026,22,21,1,21,0,0,2026-08-27
36,2026,3819,2026-06-30,terça,PL 2354/2026 C/C PL 2367/2026 - PARECER CDDHCLP (VENCIDO),22,22,0,16,6,0,2026-08-27
36,2026,3828,2026-06-30,terça,PL 1739/2025 - PARECER CEC,22,19,3,6,13,0,2026-08-27
